Date,FORTIS
2012-01-02,84.2
2012-01-03,85.85
2012-01-04,88.0
2012-01-05,91.9
2012-01-06,94.7
2012-01-07,94.2
2012-01-09,94.55
2012-01-10,95.05
2012-01-11,97.95
2012-01-12,98.15
2012-01-13,101.6
2012-01-16,99.5
2012-01-17,99.65
2012-01-18,95.1
2012-01-19,98.6
2012-01-20,100.05
2012-01-23,98.7
2012-01-24,99.1
2012-01-25,98.85
2012-01-27,105.7
2012-01-30,105.1
2012-01-31,104.75
2012-02-01,106.4
2012-02-02,105.55
2012-02-03,108.45
2012-02-06,109.0
2012-02-07,106.05
2012-02-08,108.8
2012-02-09,108.1
2012-02-10,107.05
2012-02-13,107.3
2012-02-14,109.5
2012-02-15,110.4
2012-02-16,115.8
2012-02-17,113.35
2012-02-21,115.3
2012-02-22,110.75
2012-02-23,108.0
2012-02-24,107.4
2012-02-27,104.95
2012-02-28,108.25
2012-02-29,108.65
2012-03-01,108.75
2012-03-02,109.5
2012-03-03,109.15
2012-03-05,106.65
2012-03-06,105.5
2012-03-07,104.75
2012-03-09,105.65
2012-03-12,106.15
2012-03-13,107.1
2012-03-14,109.4
2012-03-15,108.95
2012-03-16,107.35
2012-03-19,105.3
2012-03-20,105.9
2012-03-21,107.05
2012-03-22,104.75
2012-03-23,102.95
2012-03-26,101.05
2012-03-27,102.2
2012-03-28,99.85
2012-03-29,97.75
2012-03-30,100.2
2012-04-02,101.25
2012-04-03,99.65
2012-04-04,102.35
2012-04-09,101.25
2012-04-10,100.6
2012-04-11,98.75
2012-04-12,101.7
2012-04-13,105.2
2012-04-16,108.3
2012-04-17,108.25
2012-04-18,107.5
2012-04-19,111.1
2012-04-20,110.05
2012-04-23,104.8
2012-04-24,106.35
2012-04-25,104.85
2012-04-26,104.95
2012-04-27,105.05
2012-04-28,104.65
2012-04-30,106.8
2012-05-02,108.1
2012-05-03,106.4
2012-05-04,101.8
2012-05-07,103.25
2012-05-08,100.35
2012-05-09,100.2
2012-05-10,100.9
2012-05-11,99.95
2012-05-14,96.7
2012-05-15,97.85
2012-05-16,94.8
2012-05-17,93.2
2012-05-18,93.5
2012-05-21,94.35
2012-05-22,93.8
2012-05-23,95.65
2012-05-24,99.0
2012-05-25,100.1
2012-05-28,101.2
2012-05-29,103.5
2012-05-30,99.7
2012-05-31,98.3
2012-06-01,96.85
2012-06-04,99.4
2012-06-05,97.85
2012-06-06,99.25
2012-06-07,100.1
2012-06-08,100.35
2012-06-11,100.75
2012-06-12,100.3
2012-06-13,101.75
2012-06-14,99.25
2012-06-15,99.75
2012-06-18,98.55
2012-06-19,98.85
2012-06-20,99.0
2012-06-21,100.95
2012-06-22,100.55
2012-06-25,100.05
2012-06-26,100.35
2012-06-27,99.9
2012-06-28,99.0
2012-06-29,101.4
2012-07-02,101.95
2012-07-03,105.9
2012-07-04,105.7
2012-07-05,107.5
2012-07-06,104.9
2012-07-09,102.8
2012-07-09,102.8
2012-07-10,104.35
2012-07-11,102.95
2012-07-12,101.8
2012-07-13,100.95
2012-07-16,101.3
2012-07-17,99.8
2012-07-18,100.2
2012-07-19,99.75
2012-07-20,99.55
2012-07-23,98.75
2012-07-24,98.25
2012-07-25,96.9
2012-07-26,96.5
2012-07-27,96.7
2012-07-30,98.05
2012-07-31,98.2
2012-08-01,99.6
2012-08-02,99.4
2012-08-03,98.5
2012-08-06,100.8
2012-08-07,99.55
2012-08-08,99.2
2012-08-09,99.35
2012-08-10,99.2
2012-08-13,99.35
2012-08-14,101.3
2012-08-16,99.35
2012-08-17,99.65
2012-08-21,99.45
2012-08-22,99.4
2012-08-23,99.5
2012-08-24,93.7
2012-08-27,94.0
2012-08-28,94.45
2012-08-29,93.4
2012-08-30,90.85
2012-08-31,90.9
2012-09-03,92.95
2012-09-04,93.6
2012-09-05,93.6
2012-09-06,93.85
2012-09-07,94.35
2012-09-08,95.6
2012-09-10,95.25
2012-09-11,95.05
2012-09-12,97.9
2012-09-13,96.5
2012-09-14,96.6
2012-09-17,99.2
2012-09-18,100.05
2012-09-20,99.55
2012-09-21,101.6
2012-09-24,100.1
2012-09-25,101.65
2012-09-26,103.05
2012-09-27,105.25
2012-09-28,102.9
2012-10-01,104.1
2012-10-03,104.95
2012-10-04,105.35
2012-10-05,103.95
2012-10-08,103.05
2012-10-09,106.15
2012-10-10,104.1
2012-10-11,106.35
2012-10-12,105.55
2012-10-15,105.7
2012-10-16,105.45
2012-10-17,104.25
2012-10-18,103.2
2012-10-19,104.05
2012-10-22,103.7
2012-10-23,103.05
2012-10-25,103.85
2012-10-26,102.35
2012-10-29,102.05
2012-10-30,100.7
2012-10-31,101.85
2012-11-01,103.4
2012-11-02,103.6
2012-11-05,103.7
2012-11-06,102.7
2012-11-07,104.95
2012-11-08,104.5
2012-11-09,103.65
2012-11-12,102.35
2012-11-13,102.95
2012-11-15,102.05
2012-11-16,101.9
2012-11-19,100.5
2012-11-20,99.15
2012-11-21,101.0
2012-11-22,100.9
2012-11-23,100.15
2012-11-26,100.2
2012-11-27,101.2
2012-11-29,108.95
2012-11-30,112.15
2012-12-03,112.4
2012-12-04,112.4
2012-12-05,111.7
2012-12-06,111.0
2012-12-07,109.25
2012-12-10,112.85
2012-12-11,112.35
2012-12-12,110.6
2012-12-13,109.1
2012-12-14,109.2
2012-12-17,116.7
2012-12-18,116.15
2012-12-19,116.15
2012-12-20,114.95
2012-12-21,113.9
2012-12-24,113.6
2012-12-26,115.95
2012-12-27,115.6
2012-12-28,116.2
2012-12-31,114.95
