Date,INDIANB
2012-01-02,181.9
2012-01-03,186.55
2012-01-04,185.1
2012-01-05,184.05
2012-01-06,185.0
2012-01-07,188.15
2012-01-09,187.4
2012-01-10,193.0
2012-01-11,187.4
2012-01-12,191.75
2012-01-13,194.9
2012-01-16,193.75
2012-01-17,202.45
2012-01-18,200.05
2012-01-19,204.0
2012-01-20,209.55
2012-01-23,209.0
2012-01-24,217.25
2012-01-25,217.95
2012-01-27,218.15
2012-01-30,213.95
2012-01-31,220.8
2012-02-01,227.05
2012-02-02,230.05
2012-02-03,233.75
2012-02-06,234.8
2012-02-07,233.0
2012-02-08,240.5
2012-02-09,241.6
2012-02-10,241.25
2012-02-13,241.45
2012-02-14,245.45
2012-02-15,252.0
2012-02-16,248.45
2012-02-17,244.2
2012-02-21,246.5
2012-02-22,238.35
2012-02-23,234.5
2012-02-24,237.5
2012-02-27,231.6
2012-02-28,238.4
2012-02-29,241.4
2012-03-01,232.2
2012-03-02,232.0
2012-03-03,230.2
2012-03-05,232.05
2012-03-06,238.4
2012-03-07,238.35
2012-03-09,239.05
2012-03-12,243.9
2012-03-13,244.55
2012-03-14,246.15
2012-03-15,239.15
2012-03-16,238.6
2012-03-19,231.35
2012-03-20,229.95
2012-03-21,239.05
2012-03-22,232.55
2012-03-23,233.3
2012-03-26,227.7
2012-03-27,226.5
2012-03-28,220.65
2012-03-29,229.75
2012-03-30,244.0
2012-04-02,238.15
2012-04-03,236.6
2012-04-04,233.2
2012-04-09,231.95
2012-04-10,231.85
2012-04-11,229.75
2012-04-12,235.3
2012-04-13,230.0
2012-04-16,231.15
2012-04-17,232.0
2012-04-18,230.75
2012-04-19,228.65
2012-04-20,224.0
2012-04-23,219.2
2012-04-24,217.2
2012-04-25,213.35
2012-04-26,212.15
2012-04-27,210.65
2012-04-28,213.0
2012-04-30,221.2
2012-05-02,221.1
2012-05-03,217.8
2012-05-04,208.95
2012-05-07,210.0
2012-05-08,199.75
2012-05-09,194.2
2012-05-10,195.65
2012-05-11,179.6
2012-05-14,177.65
2012-05-15,182.3
2012-05-16,178.25
2012-05-17,178.7
2012-05-18,179.0
2012-05-21,182.7
2012-05-22,178.65
2012-05-23,176.85
2012-05-24,175.1
2012-05-25,172.75
2012-05-28,174.8
2012-05-29,172.95
2012-05-30,168.8
2012-05-31,169.15
2012-06-01,161.85
2012-06-04,159.75
2012-06-05,160.85
2012-06-06,164.9
2012-06-07,164.8
2012-06-08,170.5
2012-06-11,172.75
2012-06-12,176.7
2012-06-13,178.05
2012-06-14,174.95
2012-06-15,179.95
2012-06-18,173.9
2012-06-19,170.2
2012-06-20,173.75
2012-06-21,177.55
2012-06-22,180.15
2012-06-25,173.15
2012-06-26,170.3
2012-06-27,171.3
2012-06-28,167.65
2012-06-29,176.05
2012-07-02,178.5
2012-07-03,181.7
2012-07-04,188.35
2012-07-05,192.4
2012-07-06,191.2
2012-07-09,183.8
2012-07-09,183.8
2012-07-10,185.95
2012-07-11,186.15
2012-07-12,185.5
2012-07-13,186.2
2012-07-16,188.9
2012-07-17,189.1
2012-07-18,185.15
2012-07-19,184.3
2012-07-20,184.75
2012-07-23,187.55
2012-07-24,190.8
2012-07-25,190.5
2012-07-26,182.25
2012-07-27,174.25
2012-07-30,182.2
2012-07-31,177.8
2012-08-01,175.55
2012-08-02,176.1
2012-08-03,172.85
2012-08-06,175.9
2012-08-07,178.85
2012-08-08,179.25
2012-08-09,172.35
2012-08-10,171.25
2012-08-13,172.5
2012-08-14,173.05
2012-08-16,174.0
2012-08-17,170.8
2012-08-21,170.2
2012-08-22,165.0
2012-08-23,166.65
2012-08-24,166.8
2012-08-27,163.55
2012-08-28,161.4
2012-08-29,158.9
2012-08-30,158.05
2012-08-31,154.4
2012-09-03,155.7
2012-09-04,160.25
2012-09-05,155.95
2012-09-06,153.65
2012-09-07,163.2
2012-09-08,163.75
2012-09-10,162.1
2012-09-11,163.65
2012-09-12,165.5
2012-09-13,162.35
2012-09-14,168.8
2012-09-17,179.0
2012-09-18,186.75
2012-09-20,186.45
2012-09-21,190.65
2012-09-24,193.8
2012-09-25,193.35
2012-09-26,188.6
2012-09-27,186.6
2012-09-28,193.35
2012-10-01,193.65
2012-10-03,192.35
2012-10-04,194.55
2012-10-05,191.7
2012-10-08,186.45
2012-10-09,187.35
2012-10-10,185.05
2012-10-11,187.5
2012-10-12,190.3
2012-10-15,188.25
2012-10-16,186.2
2012-10-17,185.9
2012-10-18,182.9
2012-10-19,184.6
2012-10-22,183.9
2012-10-23,180.7
2012-10-25,183.7
2012-10-26,178.6
2012-10-29,177.3
2012-10-30,168.05
2012-10-31,168.0
2012-11-01,169.15
2012-11-02,168.5
2012-11-05,166.1
2012-11-06,165.55
2012-11-07,172.45
2012-11-08,175.15
2012-11-09,174.55
2012-11-12,175.45
2012-11-13,177.05
2012-11-15,173.95
2012-11-16,174.3
2012-11-19,169.35
2012-11-20,170.35
2012-11-21,175.05
2012-11-22,177.1
2012-11-23,177.6
2012-11-26,184.45
2012-11-27,182.2
2012-11-29,180.15
2012-11-30,183.5
2012-12-03,185.1
2012-12-04,186.65
2012-12-05,189.3
2012-12-06,189.7
2012-12-07,193.3
2012-12-10,198.55
2012-12-11,195.6
2012-12-12,194.25
2012-12-13,193.2
2012-12-14,192.85
2012-12-17,191.4
2012-12-18,192.2
2012-12-19,190.85
2012-12-20,189.9
2012-12-21,190.0
2012-12-24,188.75
2012-12-26,192.3
2012-12-27,192.85
2012-12-28,194.7
2012-12-31,199.3
