Date,VOLTAS
2012-01-02,75.15
2012-01-03,79.25
2012-01-04,78.85
2012-01-05,76.7
2012-01-06,76.3
2012-01-07,76.95
2012-01-09,80.4
2012-01-10,82.6
2012-01-11,82.95
2012-01-12,85.1
2012-01-13,86.5
2012-01-16,86.8
2012-01-17,92.0
2012-01-18,82.25
2012-01-19,88.3
2012-01-20,92.1
2012-01-23,91.95
2012-01-24,95.3
2012-01-25,97.3
2012-01-27,94.95
2012-01-30,90.8
2012-01-31,96.4
2012-02-01,95.65
2012-02-02,95.05
2012-02-03,93.5
2012-02-06,103.4
2012-02-07,99.5
2012-02-08,97.25
2012-02-09,100.75
2012-02-10,99.95
2012-02-13,97.65
2012-02-14,94.6
2012-02-15,117.7
2012-02-16,111.6
2012-02-17,108.45
2012-02-21,114.6
2012-02-22,103.0
2012-02-23,111.0
2012-02-24,108.5
2012-02-27,104.55
2012-02-28,108.45
2012-02-29,109.85
2012-03-01,113.35
2012-03-02,116.25
2012-03-03,115.6
2012-03-05,111.0
2012-03-06,107.55
2012-03-07,108.0
2012-03-09,116.1
2012-03-12,126.55
2012-03-13,129.85
2012-03-14,128.2
2012-03-15,125.3
2012-03-16,129.35
2012-03-19,122.7
2012-03-20,122.4
2012-03-21,124.8
2012-03-22,120.95
2012-03-23,116.05
2012-03-26,109.3
2012-03-27,110.4
2012-03-28,105.95
2012-03-29,109.45
2012-03-30,112.25
2012-04-02,113.35
2012-04-03,118.7
2012-04-04,121.2
2012-04-09,121.2
2012-04-10,117.9
2012-04-11,115.45
2012-04-12,118.3
2012-04-13,116.15
2012-04-16,116.4
2012-04-17,119.0
2012-04-18,117.1
2012-04-19,118.1
2012-04-20,115.2
2012-04-23,111.5
2012-04-24,115.55
2012-04-25,114.0
2012-04-26,111.75
2012-04-27,108.7
2012-04-28,109.1
2012-04-30,109.3
2012-05-02,110.85
2012-05-03,109.45
2012-05-04,106.85
2012-05-07,109.85
2012-05-08,107.65
2012-05-09,106.55
2012-05-10,109.55
2012-05-11,107.3
2012-05-14,108.4
2012-05-15,110.65
2012-05-16,106.1
2012-05-17,99.0
2012-05-18,95.95
2012-05-21,98.3
2012-05-22,95.7
2012-05-23,91.15
2012-05-24,90.45
2012-05-25,101.45
2012-05-28,107.0
2012-05-29,102.0
2012-05-30,98.3
2012-05-31,100.2
2012-06-01,97.35
2012-06-04,94.7
2012-06-05,95.55
2012-06-06,99.1
2012-06-07,103.05
2012-06-08,104.25
2012-06-11,108.25
2012-06-12,107.15
2012-06-13,104.0
2012-06-14,101.2
2012-06-15,102.0
2012-06-18,102.1
2012-06-19,100.15
2012-06-20,100.35
2012-06-21,103.2
2012-06-22,102.05
2012-06-25,100.35
2012-06-26,101.1
2012-06-27,101.95
2012-06-28,102.0
2012-06-29,104.7
2012-07-02,107.2
2012-07-03,107.35
2012-07-04,115.2
2012-07-05,116.75
2012-07-06,114.4
2012-07-09,109.75
2012-07-10,115.0
2012-07-11,113.0
2012-07-12,113.4
2012-07-13,113.2
2012-07-16,111.7
2012-07-17,108.95
2012-07-18,113.7
2012-07-19,115.65
2012-07-20,113.8
2012-07-23,109.2
2012-07-24,107.25
2012-07-25,105.9
2012-07-26,101.0
2012-07-27,99.95
2012-07-30,104.7
2012-07-31,106.3
2012-08-01,104.15
2012-08-02,107.05
2012-08-03,105.0
2012-08-06,107.15
2012-08-07,109.4
2012-08-08,108.75
2012-08-09,107.25
2012-08-10,105.15
2012-08-13,108.85
2012-08-14,111.3
2012-08-16,111.75
2012-08-17,112.7
2012-08-21,112.6
2012-08-22,111.25
2012-08-23,116.4
2012-08-24,113.45
2012-08-27,110.95
2012-08-28,110.55
2012-08-29,110.75
2012-08-30,111.75
2012-08-31,110.2
2012-09-03,110.5
2012-09-04,109.7
2012-09-05,106.7
2012-09-06,109.45
2012-09-07,111.55
2012-09-08,111.7
2012-09-10,111.9
2012-09-11,111.9
2012-09-12,113.9
2012-09-13,111.8
2012-09-14,116.25
2012-09-17,121.2
2012-09-18,121.0
2012-09-20,120.3
2012-09-21,125.3
2012-09-24,126.85
2012-09-25,126.8
2012-09-26,134.7
2012-09-27,126.7
2012-09-28,124.95
2012-10-01,122.05
2012-10-03,122.7
2012-10-04,122.15
2012-10-05,120.9
2012-10-08,120.3
2012-10-09,124.45
2012-10-10,120.6
2012-10-11,125.2
2012-10-12,124.1
2012-10-15,122.75
2012-10-16,118.6
2012-10-17,119.3
2012-10-18,120.7
2012-10-19,118.25
2012-10-22,115.3
2012-10-23,112.5
2012-10-25,115.05
2012-10-26,113.8
2012-10-29,112.1
2012-10-30,109.8
2012-10-31,110.8
2012-11-01,114.75
2012-11-02,115.9
2012-11-05,117.15
2012-11-06,113.75
2012-11-07,112.25
2012-11-08,114.0
2012-11-09,112.8
2012-11-12,112.45
2012-11-13,112.8
2012-11-15,109.45
2012-11-16,106.6
2012-11-19,105.9
2012-11-20,102.4
2012-11-21,103.9
2012-11-22,103.45
2012-11-23,102.1
2012-11-26,103.75
2012-11-27,105.25
2012-11-29,107.2
2012-11-30,108.3
2012-12-03,111.05
2012-12-04,114.55
2012-12-05,113.25
2012-12-06,114.4
2012-12-07,112.85
2012-12-10,110.1
2012-12-11,107.35
2012-12-12,106.05
2012-12-13,104.25
2012-12-14,104.6
2012-12-17,109.0
2012-12-18,110.1
2012-12-19,109.9
2012-12-20,108.75
2012-12-21,104.5
2012-12-24,103.6
2012-12-26,104.7
2012-12-27,103.85
2012-12-28,105.1
2012-12-31,105.9
