Date,ESABINDIA
2012-01-02,456.15
2012-01-03,462.9
2012-01-04,471.45
2012-01-05,474.1
2012-01-06,474.4
2012-01-07,479.75
2012-01-09,480.8
2012-01-10,497.4
2012-01-11,497.7
2012-01-12,495.2
2012-01-13,496.4
2012-01-16,491.4
2012-01-17,495.05
2012-01-18,498.1
2012-01-19,514.15
2012-01-20,516.9
2012-01-23,516.4
2012-01-24,517.9
2012-01-25,515.9
2012-01-27,516.05
2012-01-30,519.55
2012-01-31,518.0
2012-02-01,522.05
2012-02-02,525.6
2012-02-03,521.0
2012-02-06,519.0
2012-02-07,522.8
2012-02-08,522.05
2012-02-09,523.1
2012-02-10,523.05
2012-02-13,525.0
2012-02-14,526.95
2012-02-15,528.7
2012-02-16,529.25
2012-02-17,527.45
2012-02-21,527.95
2012-02-22,527.0
2012-02-23,527.2
2012-02-24,533.5
2012-02-27,530.0
2012-02-28,532.35
2012-02-29,529.95
2012-03-01,528.25
2012-03-02,533.1
2012-03-03,533.95
2012-03-05,536.0
2012-03-06,535.0
2012-03-07,535.85
2012-03-09,535.45
2012-03-12,535.75
2012-03-13,535.45
2012-03-14,535.35
2012-03-15,535.0
2012-03-16,535.05
2012-03-19,535.7
2012-03-20,535.4
2012-03-21,536.4
2012-03-22,536.45
2012-03-23,532.85
2012-03-26,534.95
2012-03-27,535.65
2012-03-28,539.1
2012-03-29,540.4
2012-03-30,540.65
2012-04-02,540.85
2012-04-03,557.85
2012-04-04,546.65
2012-04-09,542.65
2012-04-10,541.4
2012-04-11,536.95
2012-04-12,525.75
2012-04-13,534.5
2012-04-16,546.5
2012-04-17,545.3
2012-04-18,537.7
2012-04-19,537.2
2012-04-20,539.05
2012-04-23,538.4
2012-04-24,526.45
2012-04-25,521.6
2012-04-26,522.85
2012-04-27,520.2
2012-04-28,524.9
2012-04-30,518.7
2012-05-02,510.75
2012-05-03,501.55
2012-05-04,480.6
2012-05-07,487.55
2012-05-08,484.5
2012-05-09,486.1
2012-05-10,486.5
2012-05-11,474.1
2012-05-14,493.6
2012-05-15,484.5
2012-05-16,472.4
2012-05-17,474.25
2012-05-18,480.1
2012-05-21,479.55
2012-05-22,473.15
2012-05-23,470.1
2012-05-24,466.6
2012-05-25,466.25
2012-05-28,468.45
2012-05-29,469.4
2012-05-30,469.8
2012-05-31,470.4
2012-06-01,464.8
2012-06-04,462.75
2012-06-05,463.0
2012-06-06,466.0
2012-06-07,468.6
2012-06-08,471.0
2012-06-11,466.55
2012-06-12,469.7
2012-06-13,467.85
2012-06-14,469.4
2012-06-15,469.45
2012-06-18,461.9
2012-06-19,460.35
2012-06-20,465.25
2012-06-21,460.3
2012-06-22,463.5
2012-06-25,464.55
2012-06-26,459.6
2012-06-27,459.0
2012-06-28,457.1
2012-06-29,459.75
2012-07-02,461.25
2012-07-03,462.35
2012-07-04,472.85
2012-07-05,475.65
2012-07-06,476.8
2012-07-09,474.75
2012-07-09,474.75
2012-07-10,480.65
2012-07-11,477.95
2012-07-12,471.15
2012-07-13,468.1
2012-07-16,465.3
2012-07-17,461.1
2012-07-18,460.9
2012-07-19,459.3
2012-07-20,458.75
2012-07-23,455.4
2012-07-24,454.1
2012-07-25,451.4
2012-07-26,446.55
2012-07-27,447.5
2012-07-30,449.8
2012-07-31,443.4
2012-08-01,447.1
2012-08-02,443.8
2012-08-03,449.3
2012-08-06,463.1
2012-08-07,450.05
2012-08-08,448.05
2012-08-09,448.3
2012-08-10,445.25
2012-08-13,441.7
2012-08-14,438.85
2012-08-16,438.1
2012-08-17,435.5
2012-08-21,436.95
2012-08-22,449.55
2012-08-23,448.8
2012-08-24,448.3
2012-08-27,444.65
2012-08-28,442.9
2012-08-29,441.1
2012-08-30,440.3
2012-08-31,431.5
2012-09-03,436.25
2012-09-04,440.0
2012-09-05,437.1
2012-09-06,435.65
2012-09-07,435.5
2012-09-08,432.9
2012-09-10,436.3
2012-09-11,444.4
2012-09-12,450.85
2012-09-13,455.8
2012-09-14,455.2
2012-09-17,456.75
2012-09-18,455.55
2012-09-20,452.8
2012-09-21,450.55
2012-09-24,454.6
2012-09-25,449.4
2012-09-26,450.0
2012-09-27,452.25
2012-09-28,453.5
2012-10-01,463.8
2012-10-03,467.75
2012-10-04,467.7
2012-10-05,463.05
2012-10-08,465.4
2012-10-09,463.1
2012-10-10,455.35
2012-10-11,455.6
2012-10-12,458.6
2012-10-15,461.1
2012-10-16,461.85
2012-10-17,457.2
2012-10-18,455.25
2012-10-19,452.95
2012-10-22,459.55
2012-10-23,458.0
2012-10-25,457.55
2012-10-26,454.3
2012-10-29,454.05
2012-10-30,456.75
2012-10-31,448.35
2012-11-01,443.95
2012-11-02,440.05
2012-11-05,437.7
2012-11-06,440.15
2012-11-07,439.65
2012-11-08,439.55
2012-11-09,439.8
2012-11-12,438.75
2012-11-13,444.0
2012-11-15,438.4
2012-11-16,435.25
2012-11-19,430.75
2012-11-20,426.5
2012-11-21,427.1
2012-11-22,426.05
2012-11-23,430.05
2012-11-26,428.45
2012-11-27,429.95
2012-11-29,428.6
2012-11-30,428.9
2012-12-03,430.0
2012-12-04,435.85
2012-12-05,434.95
2012-12-06,433.55
2012-12-07,436.2
2012-12-10,435.05
2012-12-11,431.6
2012-12-12,431.25
2012-12-13,428.1
2012-12-14,429.2
2012-12-17,428.2
2012-12-18,431.85
2012-12-19,430.4
2012-12-20,424.05
2012-12-21,429.55
2012-12-24,425.95
2012-12-26,426.9
2012-12-27,427.8
2012-12-28,426.15
2012-12-31,429.45
