Date,DABUR
2012-01-02,100.45
2012-01-03,100.9
2012-01-04,101.1
2012-01-05,100.05
2012-01-06,98.8
2012-01-07,99.0
2012-01-09,97.75
2012-01-10,97.5
2012-01-11,97.0
2012-01-12,96.55
2012-01-13,97.0
2012-01-16,95.9
2012-01-17,97.0
2012-01-18,96.4
2012-01-19,96.6
2012-01-20,95.75
2012-01-23,95.3
2012-01-24,94.9
2012-01-25,94.0
2012-01-27,94.0
2012-01-30,92.5
2012-01-31,94.2
2012-02-01,96.3
2012-02-02,97.0
2012-02-03,97.9
2012-02-06,99.5
2012-02-07,99.5
2012-02-08,98.75
2012-02-09,98.3
2012-02-10,103.05
2012-02-13,100.95
2012-02-14,103.3
2012-02-15,103.15
2012-02-16,103.35
2012-02-17,104.5
2012-02-21,105.05
2012-02-22,104.9
2012-02-23,101.95
2012-02-24,103.05
2012-02-27,102.6
2012-02-28,103.35
2012-02-29,104.05
2012-03-01,103.05
2012-03-02,105.2
2012-03-03,105.7
2012-03-05,103.9
2012-03-06,102.95
2012-03-07,103.85
2012-03-09,103.0
2012-03-12,102.45
2012-03-13,102.5
2012-03-14,103.2
2012-03-15,103.75
2012-03-16,103.1
2012-03-19,104.4
2012-03-20,105.45
2012-03-21,106.0
2012-03-22,105.8
2012-03-23,106.4
2012-03-26,104.85
2012-03-27,105.9
2012-03-28,103.35
2012-03-29,105.2
2012-03-30,106.6
2012-04-02,105.95
2012-04-03,106.0
2012-04-04,105.75
2012-04-09,104.6
2012-04-10,105.3
2012-04-11,105.6
2012-04-12,109.7
2012-04-13,108.95
2012-04-16,111.6
2012-04-17,110.75
2012-04-18,111.15
2012-04-19,112.9
2012-04-20,112.75
2012-04-23,111.6
2012-04-24,111.35
2012-04-25,112.25
2012-04-26,110.85
2012-04-27,109.6
2012-04-28,110.7
2012-04-30,111.85
2012-05-02,109.95
2012-05-03,105.75
2012-05-04,106.9
2012-05-07,107.6
2012-05-08,105.65
2012-05-09,106.3
2012-05-10,105.9
2012-05-11,104.7
2012-05-14,108.0
2012-05-15,105.7
2012-05-16,104.3
2012-05-17,104.55
2012-05-18,105.85
2012-05-21,104.7
2012-05-22,104.9
2012-05-23,104.5
2012-05-24,104.7
2012-05-25,103.95
2012-05-28,104.95
2012-05-29,104.55
2012-05-30,103.95
2012-05-31,104.3
2012-06-01,103.2
2012-06-04,102.6
2012-06-05,102.15
2012-06-06,107.05
2012-06-07,105.65
2012-06-08,103.5
2012-06-11,104.85
2012-06-12,106.15
2012-06-13,109.75
2012-06-14,109.85
2012-06-15,110.85
2012-06-18,108.05
2012-06-19,108.95
2012-06-20,110.1
2012-06-21,112.85
2012-06-22,111.9
2012-06-25,111.4
2012-06-26,113.3
2012-06-27,113.05
2012-06-28,113.9
2012-06-29,114.55
2012-07-02,113.75
2012-07-03,112.95
2012-07-04,114.1
2012-07-05,115.05
2012-07-06,115.1
2012-07-09,115.0
2012-07-09,115.0
2012-07-10,114.8
2012-07-11,115.4
2012-07-12,115.05
2012-07-13,114.55
2012-07-16,113.35
2012-07-17,115.45
2012-07-18,115.6
2012-07-19,115.35
2012-07-20,118.35
2012-07-23,117.85
2012-07-24,118.3
2012-07-25,115.7
2012-07-26,117.0
2012-07-27,118.7
2012-07-30,120.6
2012-07-31,119.3
2012-08-01,120.8
2012-08-02,120.35
2012-08-03,121.5
2012-08-06,119.15
2012-08-07,120.35
2012-08-08,119.75
2012-08-09,120.25
2012-08-10,120.0
2012-08-13,123.4
2012-08-14,122.4
2012-08-16,118.05
2012-08-17,119.25
2012-08-21,119.25
2012-08-22,119.35
2012-08-23,119.5
2012-08-24,123.05
2012-08-27,122.9
2012-08-28,121.7
2012-08-29,124.85
2012-08-30,123.85
2012-08-31,122.55
2012-09-03,125.0
2012-09-04,127.95
2012-09-05,127.55
2012-09-06,127.6
2012-09-07,128.5
2012-09-08,129.25
2012-09-10,129.35
2012-09-11,130.85
2012-09-12,128.65
2012-09-13,127.05
2012-09-14,127.25
2012-09-17,124.35
2012-09-18,124.75
2012-09-20,124.1
2012-09-21,125.5
2012-09-24,124.85
2012-09-25,124.5
2012-09-26,124.25
2012-09-27,124.1
2012-09-28,128.0
2012-10-01,128.0
2012-10-03,128.85
2012-10-04,128.95
2012-10-05,132.9
2012-10-08,132.05
2012-10-09,131.25
2012-10-10,129.65
2012-10-11,130.55
2012-10-12,135.3
2012-10-15,134.55
2012-10-16,134.6
2012-10-17,132.1
2012-10-18,131.8
2012-10-19,130.2
2012-10-22,130.45
2012-10-23,133.0
2012-10-25,132.8
2012-10-26,129.85
2012-10-29,125.3
2012-10-30,124.6
2012-10-31,124.35
2012-11-01,124.5
2012-11-02,124.95
2012-11-05,127.3
2012-11-06,127.45
2012-11-07,128.45
2012-11-08,128.8
2012-11-09,128.0
2012-11-12,125.3
2012-11-13,126.25
2012-11-15,129.15
2012-11-16,125.6
2012-11-19,124.95
2012-11-20,123.85
2012-11-21,124.5
2012-11-22,122.85
2012-11-23,122.15
2012-11-26,124.15
2012-11-27,124.35
2012-11-29,125.9
2012-11-30,128.05
2012-12-03,129.05
2012-12-04,129.25
2012-12-05,129.95
2012-12-06,129.9
2012-12-07,130.05
2012-12-10,131.0
2012-12-11,131.05
2012-12-12,129.55
2012-12-13,130.1
2012-12-14,129.9
2012-12-17,129.1
2012-12-18,129.9
2012-12-19,128.4
2012-12-20,128.95
2012-12-21,128.25
2012-12-24,129.05
2012-12-26,129.8
2012-12-27,127.55
2012-12-28,129.1
2012-12-31,128.9
