Date,CGPOWER
2012-01-02,124.4
2012-01-03,125.75
2012-01-04,129.65
2012-01-05,131.2
2012-01-06,126.35
2012-01-07,126.8
2012-01-09,127.4
2012-01-10,131.65
2012-01-11,132.75
2012-01-12,139.45
2012-01-13,139.65
2012-01-16,137.85
2012-01-17,142.45
2012-01-18,136.3
2012-01-19,133.6
2012-01-20,134.0
2012-01-23,134.7
2012-01-24,136.45
2012-01-25,142.35
2012-01-27,144.4
2012-01-30,133.6
2012-01-31,133.35
2012-02-01,143.8
2012-02-02,145.95
2012-02-03,143.35
2012-02-06,146.6
2012-02-07,142.65
2012-02-08,144.9
2012-02-09,147.7
2012-02-10,151.0
2012-02-13,158.15
2012-02-14,153.2
2012-02-15,154.85
2012-02-16,158.55
2012-02-17,160.6
2012-02-21,161.9
2012-02-22,150.5
2012-02-23,151.85
2012-02-24,149.4
2012-02-27,141.95
2012-02-28,144.6
2012-02-29,142.55
2012-03-01,142.3
2012-03-02,142.9
2012-03-03,143.25
2012-03-05,136.7
2012-03-06,135.95
2012-03-07,133.2
2012-03-09,138.8
2012-03-12,137.85
2012-03-13,147.55
2012-03-14,146.95
2012-03-15,146.05
2012-03-16,139.15
2012-03-19,137.5
2012-03-20,140.85
2012-03-21,146.55
2012-03-22,137.75
2012-03-23,143.45
2012-03-26,138.85
2012-03-27,137.45
2012-03-28,137.55
2012-03-29,133.95
2012-03-30,138.1
2012-04-02,144.8
2012-04-03,145.95
2012-04-04,145.05
2012-04-09,138.5
2012-04-10,138.25
2012-04-11,135.05
2012-04-12,135.1
2012-04-13,133.65
2012-04-16,132.25
2012-04-17,132.5
2012-04-18,134.4
2012-04-19,133.9
2012-04-20,131.1
2012-04-23,125.85
2012-04-24,130.65
2012-04-25,132.8
2012-04-26,129.35
2012-04-27,130.9
2012-04-28,130.65
2012-04-30,131.4
2012-05-02,131.1
2012-05-03,128.15
2012-05-04,124.15
2012-05-07,127.2
2012-05-08,122.0
2012-05-09,121.45
2012-05-10,119.65
2012-05-11,117.15
2012-05-14,113.05
2012-05-15,112.8
2012-05-16,110.5
2012-05-17,112.7
2012-05-18,115.75
2012-05-21,119.2
2012-05-22,115.2
2012-05-23,111.25
2012-05-24,108.2
2012-05-25,105.95
2012-05-28,109.7
2012-05-29,110.95
2012-05-30,114.6
2012-05-31,112.05
2012-06-01,108.15
2012-06-04,108.8
2012-06-05,111.7
2012-06-06,114.35
2012-06-07,118.3
2012-06-08,119.9
2012-06-11,115.9
2012-06-12,119.4
2012-06-13,116.3
2012-06-14,114.6
2012-06-15,115.95
2012-06-18,114.0
2012-06-19,114.6
2012-06-20,119.65
2012-06-21,121.3
2012-06-22,118.7
2012-06-25,119.1
2012-06-26,119.0
2012-06-27,121.15
2012-06-28,119.8
2012-06-29,121.2
2012-07-02,126.0
2012-07-03,131.45
2012-07-04,128.8
2012-07-05,131.25
2012-07-06,131.4
2012-07-09,131.3
2012-07-09,131.3
2012-07-10,132.55
2012-07-11,133.2
2012-07-12,129.65
2012-07-13,126.1
2012-07-16,128.2
2012-07-17,129.95
2012-07-18,129.7
2012-07-19,127.7
2012-07-20,130.05
2012-07-23,118.15
2012-07-24,118.0
2012-07-25,114.35
2012-07-26,113.85
2012-07-27,114.85
2012-07-30,117.5
2012-07-31,116.15
2012-08-01,118.95
2012-08-02,117.95
2012-08-03,116.85
2012-08-06,117.4
2012-08-07,117.75
2012-08-08,117.65
2012-08-09,116.45
2012-08-10,116.15
2012-08-13,116.95
2012-08-14,117.0
2012-08-16,117.6
2012-08-17,119.25
2012-08-21,119.7
2012-08-22,120.2
2012-08-23,122.45
2012-08-24,120.7
2012-08-27,116.3
2012-08-28,114.65
2012-08-29,110.7
2012-08-30,107.05
2012-08-31,107.9
2012-09-03,106.4
2012-09-04,105.6
2012-09-05,106.8
2012-09-06,106.05
2012-09-07,110.45
2012-09-08,110.9
2012-09-10,111.25
2012-09-11,111.3
2012-09-12,108.45
2012-09-13,105.7
2012-09-14,107.5
2012-09-17,112.05
2012-09-18,113.55
2012-09-20,112.05
2012-09-21,117.25
2012-09-24,123.55
2012-09-25,130.15
2012-09-26,129.1
2012-09-27,124.6
2012-09-28,126.1
2012-10-01,125.5
2012-10-03,129.5
2012-10-04,132.65
2012-10-05,139.35
2012-10-08,134.3
2012-10-09,132.95
2012-10-10,134.35
2012-10-11,138.25
2012-10-12,138.1
2012-10-15,138.05
2012-10-16,132.8
2012-10-17,130.05
2012-10-18,131.95
2012-10-19,129.9
2012-10-22,130.8
2012-10-23,128.0
2012-10-25,127.85
2012-10-26,126.15
2012-10-29,123.05
2012-10-30,120.8
2012-10-31,124.95
2012-11-01,124.15
2012-11-02,122.8
2012-11-05,112.55
2012-11-06,111.05
2012-11-07,113.5
2012-11-08,113.05
2012-11-09,113.25
2012-11-12,111.45
2012-11-13,112.0
2012-11-15,110.65
2012-11-16,110.2
2012-11-19,111.5
2012-11-20,110.9
2012-11-21,108.65
2012-11-22,111.05
2012-11-23,114.55
2012-11-26,115.05
2012-11-27,116.3
2012-11-29,112.9
2012-11-30,114.35
2012-12-03,115.4
2012-12-04,117.8
2012-12-05,120.05
2012-12-06,120.45
2012-12-07,118.7
2012-12-10,117.2
2012-12-11,115.75
2012-12-12,113.15
2012-12-13,111.2
2012-12-14,111.65
2012-12-17,114.0
2012-12-18,118.35
2012-12-19,115.9
2012-12-20,115.05
2012-12-21,113.05
2012-12-24,112.95
2012-12-26,113.7
2012-12-27,112.65
2012-12-28,115.6
2012-12-31,115.9
