Date,BALMLAWRIE
2012-01-02,479.8
2012-01-03,479.65
2012-01-04,478.85
2012-01-05,465.65
2012-01-06,478.85
2012-01-07,495.15
2012-01-09,478.05
2012-01-10,480.45
2012-01-11,485.0
2012-01-12,493.4
2012-01-13,503.45
2012-01-16,506.35
2012-01-17,506.75
2012-01-18,507.05
2012-01-19,509.7
2012-01-20,511.85
2012-01-23,507.4
2012-01-24,510.1
2012-01-25,518.45
2012-01-27,529.9
2012-01-30,526.2
2012-01-31,525.15
2012-02-01,538.6
2012-02-02,539.7
2012-02-03,556.45
2012-02-06,552.6
2012-02-07,544.2
2012-02-08,567.8
2012-02-09,568.55
2012-02-10,558.4
2012-02-13,567.85
2012-02-14,574.4
2012-02-15,573.15
2012-02-16,570.8
2012-02-17,565.8
2012-02-21,559.95
2012-02-22,561.6
2012-02-23,557.1
2012-02-24,556.4
2012-02-27,542.5
2012-02-28,549.05
2012-02-29,553.2
2012-03-01,547.05
2012-03-02,542.5
2012-03-03,548.0
2012-03-05,540.35
2012-03-06,539.2
2012-03-07,531.5
2012-03-09,539.85
2012-03-12,544.4
2012-03-13,543.15
2012-03-14,538.65
2012-03-15,535.4
2012-03-16,539.55
2012-03-19,541.0
2012-03-20,537.8
2012-03-21,539.55
2012-03-22,538.5
2012-03-23,537.8
2012-03-26,533.95
2012-03-27,529.3
2012-03-28,524.9
2012-03-29,530.55
2012-03-30,533.7
2012-04-02,557.85
2012-04-03,559.65
2012-04-04,559.55
2012-04-09,560.0
2012-04-10,554.05
2012-04-11,552.15
2012-04-12,552.15
2012-04-13,551.1
2012-04-16,548.15
2012-04-17,541.5
2012-04-18,554.15
2012-04-19,553.25
2012-04-20,559.6
2012-04-23,550.75
2012-04-24,552.45
2012-04-25,552.7
2012-04-26,554.7
2012-04-27,549.1
2012-04-28,552.55
2012-04-30,553.85
2012-05-02,565.05
2012-05-03,552.8
2012-05-04,541.45
2012-05-07,541.95
2012-05-08,545.95
2012-05-09,541.55
2012-05-10,538.5
2012-05-11,537.15
2012-05-14,541.4
2012-05-15,549.05
2012-05-16,539.2
2012-05-17,538.3
2012-05-18,536.6
2012-05-21,547.5
2012-05-22,541.5
2012-05-23,540.3
2012-05-24,540.8
2012-05-25,561.95
2012-05-28,575.9
2012-05-29,579.2
2012-05-30,574.9
2012-05-31,576.5
2012-06-01,565.3
2012-06-04,565.5
2012-06-05,565.1
2012-06-06,569.35
2012-06-07,577.65
2012-06-08,580.1
2012-06-11,576.1
2012-06-12,579.25
2012-06-13,577.55
2012-06-14,559.25
2012-06-15,569.4
2012-06-18,569.85
2012-06-19,573.85
2012-06-20,578.7
2012-06-21,580.95
2012-06-22,582.1
2012-06-25,582.55
2012-06-26,581.7
2012-06-27,582.85
2012-06-28,583.35
2012-06-29,578.05
2012-07-02,578.15
2012-07-03,584.0
2012-07-04,588.75
2012-07-05,598.9
2012-07-06,604.9
2012-07-09,597.1
2012-07-09,597.1
2012-07-10,599.35
2012-07-11,597.4
2012-07-12,592.05
2012-07-13,594.4
2012-07-16,595.15
2012-07-17,593.0
2012-07-18,590.75
2012-07-19,588.05
2012-07-20,588.45
2012-07-23,581.15
2012-07-24,584.75
2012-07-25,570.3
2012-07-26,566.5
2012-07-27,558.35
2012-07-30,563.2
2012-07-31,570.0
2012-08-01,576.05
2012-08-02,587.75
2012-08-03,585.1
2012-08-06,589.9
2012-08-07,591.55
2012-08-08,591.35
2012-08-09,589.4
2012-08-10,591.8
2012-08-13,602.25
2012-08-14,596.9
2012-08-16,600.15
2012-08-17,600.55
2012-08-21,609.3
2012-08-22,621.75
2012-08-23,624.15
2012-08-24,622.2
2012-08-27,633.25
2012-08-28,617.0
2012-08-29,617.05
2012-08-30,619.55
2012-08-31,615.6
2012-09-03,620.05
2012-09-04,619.45
2012-09-05,619.3
2012-09-06,617.7
2012-09-07,620.95
2012-09-08,620.85
2012-09-10,586.75
2012-09-11,583.65
2012-09-12,582.9
2012-09-13,575.8
2012-09-14,572.75
2012-09-17,567.75
2012-09-18,568.4
2012-09-20,571.5
2012-09-21,575.65
2012-09-24,589.5
2012-09-25,591.1
2012-09-26,586.95
2012-09-27,594.2
2012-09-28,604.5
2012-10-01,622.3
2012-10-03,623.95
2012-10-04,620.35
2012-10-05,616.15
2012-10-08,610.35
2012-10-09,610.15
2012-10-10,605.4
2012-10-11,616.8
2012-10-12,633.1
2012-10-15,626.9
2012-10-16,623.2
2012-10-17,620.15
2012-10-18,639.85
2012-10-19,644.35
2012-10-22,659.7
2012-10-23,650.1
2012-10-25,648.15
2012-10-26,643.75
2012-10-29,635.9
2012-10-30,632.15
2012-10-31,635.6
2012-11-01,647.2
2012-11-02,645.9
2012-11-05,639.5
2012-11-06,646.3
2012-11-07,636.2
2012-11-08,626.0
2012-11-09,627.0
2012-11-12,640.45
2012-11-13,649.9
2012-11-15,667.4
2012-11-16,677.1
2012-11-19,689.05
2012-11-20,680.05
2012-11-21,681.85
2012-11-22,681.9
2012-11-23,679.3
2012-11-26,677.75
2012-11-27,675.15
2012-11-29,669.55
2012-11-30,665.6
2012-12-03,666.1
2012-12-04,666.7
2012-12-05,668.85
2012-12-06,661.05
2012-12-07,660.35
2012-12-10,661.4
2012-12-11,648.65
2012-12-12,648.65
2012-12-13,641.05
2012-12-14,644.85
2012-12-17,650.65
2012-12-18,644.15
2012-12-19,649.7
2012-12-20,650.65
2012-12-21,639.9
2012-12-24,643.25
2012-12-26,643.55
2012-12-27,642.95
2012-12-28,648.35
2012-12-31,668.85
