Date,RJL
2012-01-02,75.6
2012-01-03,73.9
2012-01-04,81.2
2012-01-05,80.45
2012-01-06,81.0
2012-01-07,82.0
2012-01-09,81.7
2012-01-10,83.25
2012-01-11,82.15
2012-01-12,82.0
2012-01-13,81.05
2012-01-16,80.0
2012-01-17,80.5
2012-01-18,81.15
2012-01-19,79.4
2012-01-20,78.05
2012-01-23,79.85
2012-01-24,79.95
2012-01-25,78.05
2012-01-27,77.5
2012-01-30,78.6
2012-01-31,87.65
2012-02-01,88.3
2012-02-02,86.75
2012-02-03,85.1
2012-02-06,87.9
2012-02-07,87.25
2012-02-08,86.9
2012-02-09,86.5
2012-02-10,87.75
2012-02-13,96.65
2012-02-14,95.6
2012-02-15,92.55
2012-02-16,90.25
2012-02-17,89.6
2012-02-21,89.95
2012-02-22,84.4
2012-02-23,84.95
2012-02-24,88.75
2012-02-27,88.4
2012-02-28,90.55
2012-02-29,91.05
2012-03-01,88.75
2012-03-02,88.5
2012-03-03,87.3
2012-03-05,86.2
2012-03-06,85.85
2012-03-07,85.9
2012-03-09,87.2
2012-03-12,87.2
2012-03-13,84.55
2012-03-14,85.85
2012-03-15,85.75
2012-03-16,84.95
2012-03-19,83.5
2012-03-20,82.15
2012-03-21,83.8
2012-03-22,81.45
2012-03-23,80.5
2012-03-26,82.45
2012-03-27,81.0
2012-03-28,80.5
2012-03-29,80.15
2012-03-30,88.95
2012-04-02,85.6
2012-04-03,84.55
2012-04-04,85.0
2012-04-09,84.45
2012-04-10,85.95
2012-04-11,83.05
2012-04-12,84.2
2012-04-13,84.0
2012-04-16,85.0
2012-04-17,84.35
2012-04-18,83.35
2012-04-19,82.1
2012-04-20,85.15
2012-04-23,84.9
2012-04-24,83.4
2012-04-25,81.8
2012-04-26,82.4
2012-04-27,80.55
2012-04-28,80.05
2012-04-30,82.1
2012-05-02,80.5
2012-05-03,80.45
2012-05-04,77.9
2012-05-07,79.9
2012-05-08,79.5
2012-05-09,79.3
2012-05-10,79.55
2012-05-11,81.65
2012-05-14,79.0
2012-05-15,78.35
2012-05-16,78.8
2012-05-17,79.5
2012-05-18,79.25
2012-05-21,79.95
2012-05-22,78.3
2012-05-23,77.7
2012-05-24,79.75
2012-05-25,78.55
2012-05-28,80.4
2012-05-29,77.55
2012-05-30,76.55
2012-05-31,77.05
2012-06-01,76.2
2012-06-04,76.3
2012-06-05,76.25
2012-06-06,77.3
2012-06-07,77.4
2012-06-08,77.55
2012-06-11,78.1
2012-06-12,78.4
2012-06-13,77.0
2012-06-14,76.7
2012-06-15,77.0
2012-06-18,75.2
2012-06-19,75.55
2012-06-20,74.4
2012-06-21,76.75
2012-06-22,76.0
2012-06-25,77.25
2012-06-26,75.35
2012-06-27,75.5
2012-06-28,77.95
2012-06-29,76.6
2012-07-02,77.1
2012-07-03,76.4
2012-07-04,75.65
2012-07-05,78.25
2012-07-06,78.3
2012-07-09,74.9
2012-07-10,78.3
2012-07-11,77.8
2012-07-12,76.5
2012-07-13,76.85
2012-07-16,75.8
2012-07-17,80.4
2012-07-18,76.9
2012-07-19,74.3
2012-07-20,75.3
2012-07-23,74.0
2012-07-24,74.6
2012-07-25,74.1
2012-07-26,73.7
2012-07-27,73.0
2012-07-30,72.1
2012-07-31,70.25
2012-08-01,69.95
2012-08-02,68.45
2012-08-03,68.55
2012-08-06,69.45
2012-08-07,67.55
2012-08-08,67.85
2012-08-09,67.7
2012-08-10,66.5
2012-08-13,72.7
2012-08-14,72.1
2012-08-16,71.2
2012-08-17,69.8
2012-08-21,67.9
2012-08-22,68.0
2012-08-23,67.8
2012-08-24,67.95
2012-08-27,67.4
2012-08-28,65.4
2012-08-29,64.9
2012-08-30,64.9
2012-08-31,63.7
2012-09-03,63.0
2012-09-04,62.8
2012-09-05,61.95
2012-09-06,58.4
2012-09-07,57.85
2012-09-08,57.6
2012-09-10,57.2
2012-09-11,57.75
2012-09-12,57.8
2012-09-13,56.8
2012-09-14,57.45
2012-09-17,56.85
2012-09-18,56.4
2012-09-20,55.45
2012-09-21,55.65
2012-09-24,55.8
2012-09-25,56.15
2012-09-26,56.65
2012-09-27,55.85
2012-09-28,55.85
2012-10-01,56.05
2012-10-03,57.05
2012-10-04,57.05
2012-10-05,56.5
2012-10-08,57.1
2012-10-09,56.55
2012-10-10,56.4
2012-10-11,56.45
2012-10-12,55.7
2012-10-15,57.25
2012-10-16,57.9
2012-10-17,56.4
2012-10-18,55.3
2012-10-19,60.45
2012-10-22,62.35
2012-10-23,60.75
2012-10-25,61.75
2012-10-26,59.95
2012-10-29,59.4
2012-10-30,57.7
2012-10-31,58.35
2012-11-01,59.75
2012-11-02,60.4
2012-11-05,61.35
2012-11-06,61.85
2012-11-07,63.35
2012-11-08,65.85
2012-11-09,61.95
2012-11-12,64.6
2012-11-13,66.1
2012-11-15,67.8
2012-11-16,65.15
2012-11-19,65.75
2012-11-20,70.1
2012-11-21,73.25
2012-11-22,71.65
2012-11-23,68.8
2012-11-26,68.2
2012-11-27,70.05
2012-11-29,71.45
2012-11-30,72.45
2012-12-03,70.5
2012-12-04,71.4
2012-12-05,74.25
2012-12-06,73.15
2012-12-07,72.6
2012-12-10,73.2
2012-12-11,71.95
2012-12-12,70.5
2012-12-13,66.95
2012-12-14,66.9
2012-12-17,67.65
2012-12-18,68.65
2012-12-19,69.15
2012-12-20,68.1
2012-12-21,66.3
2012-12-24,65.65
2012-12-26,65.9
2012-12-27,66.75
2012-12-28,67.1
2012-12-31,67.15
