Date,WIPRO
2012-01-02,399.0
2012-01-03,416.5
2012-01-04,418.25
2012-01-05,414.95
2012-01-06,405.75
2012-01-07,406.85
2012-01-09,401.15
2012-01-10,403.55
2012-01-11,401.3
2012-01-12,391.45
2012-01-13,401.0
2012-01-16,407.45
2012-01-17,415.15
2012-01-18,404.1
2012-01-19,404.15
2012-01-20,413.75
2012-01-23,415.8
2012-01-24,419.05
2012-01-25,419.55
2012-01-27,418.0
2012-01-30,409.8
2012-01-31,413.9
2012-02-01,411.85
2012-02-02,426.05
2012-02-03,427.45
2012-02-06,427.1
2012-02-07,428.05
2012-02-08,434.6
2012-02-09,445.6
2012-02-10,449.35
2012-02-13,436.6
2012-02-14,435.1
2012-02-15,436.1
2012-02-16,439.35
2012-02-17,448.85
2012-02-21,443.7
2012-02-22,442.8
2012-02-23,441.45
2012-02-24,437.9
2012-02-27,424.8
2012-02-28,420.25
2012-02-29,432.35
2012-03-01,424.85
2012-03-02,429.0
2012-03-03,427.3
2012-03-05,431.35
2012-03-06,432.1
2012-03-07,439.95
2012-03-09,432.2
2012-03-12,437.75
2012-03-13,430.95
2012-03-14,426.05
2012-03-15,427.45
2012-03-16,428.55
2012-03-19,428.0
2012-03-20,429.6
2012-03-21,427.6
2012-03-22,421.3
2012-03-23,425.25
2012-03-26,423.1
2012-03-27,428.4
2012-03-28,429.85
2012-03-29,436.8
2012-03-30,440.1
2012-04-02,443.15
2012-04-03,446.5
2012-04-04,443.8
2012-04-09,439.05
2012-04-10,445.4
2012-04-11,445.95
2012-04-12,439.1
2012-04-13,419.3
2012-04-16,420.95
2012-04-17,421.2
2012-04-18,427.4
2012-04-19,420.65
2012-04-20,424.8
2012-04-23,424.15
2012-04-24,442.0
2012-04-25,410.4
2012-04-26,402.65
2012-04-27,405.8
2012-04-28,406.7
2012-04-30,405.05
2012-05-02,404.0
2012-05-03,412.35
2012-05-04,414.9
2012-05-07,413.85
2012-05-08,404.0
2012-05-09,406.25
2012-05-10,408.65
2012-05-11,400.9
2012-05-14,403.5
2012-05-15,404.25
2012-05-16,390.35
2012-05-17,390.75
2012-05-18,391.25
2012-05-21,383.2
2012-05-22,381.45
2012-05-23,384.95
2012-05-24,392.3
2012-05-25,394.1
2012-05-28,399.85
2012-05-29,409.75
2012-05-30,412.15
2012-05-31,410.0
2012-06-01,401.5
2012-06-04,396.25
2012-06-05,398.6
2012-06-06,410.6
2012-06-07,400.8
2012-06-08,403.35
2012-06-11,400.25
2012-06-12,393.15
2012-06-13,396.55
2012-06-14,394.35
2012-06-15,397.95
2012-06-18,395.3
2012-06-19,399.55
2012-06-20,400.0
2012-06-21,401.75
2012-06-22,400.05
2012-06-25,400.05
2012-06-26,401.05
2012-06-27,399.2
2012-06-28,398.8
2012-06-29,399.9
2012-07-02,400.25
2012-07-03,400.5
2012-07-04,394.75
2012-07-05,395.65
2012-07-06,392.15
2012-07-09,385.9
2012-07-10,384.5
2012-07-11,374.3
2012-07-12,359.25
2012-07-13,358.85
2012-07-16,355.75
2012-07-17,362.65
2012-07-18,364.35
2012-07-19,368.55
2012-07-20,363.3
2012-07-23,356.45
2012-07-24,345.9
2012-07-25,338.65
2012-07-26,329.95
2012-07-27,334.4
2012-07-30,332.7
2012-07-31,340.05
2012-08-01,339.55
2012-08-02,340.05
2012-08-03,347.15
2012-08-06,345.8
2012-08-07,348.4
2012-08-08,350.55
2012-08-09,345.6
2012-08-10,349.7
2012-08-13,355.6
2012-08-14,355.5
2012-08-16,349.4
2012-08-17,353.5
2012-08-21,355.75
2012-08-22,354.5
2012-08-23,363.1
2012-08-24,365.1
2012-08-27,361.25
2012-08-28,363.65
2012-08-29,364.15
2012-08-30,369.0
2012-08-31,362.6
2012-09-03,364.2
2012-09-04,363.05
2012-09-05,362.1
2012-09-06,377.45
2012-09-07,377.8
2012-09-08,380.75
2012-09-10,376.45
2012-09-11,374.85
2012-09-12,384.55
2012-09-13,387.9
2012-09-14,391.55
2012-09-17,384.8
2012-09-18,369.7
2012-09-20,373.05
2012-09-21,378.0
2012-09-24,380.45
2012-09-25,377.25
2012-09-26,379.85
2012-09-27,375.7
2012-09-28,381.05
2012-10-01,382.7
2012-10-03,380.25
2012-10-04,382.9
2012-10-05,373.25
2012-10-08,365.4
2012-10-09,367.15
2012-10-10,360.85
2012-10-11,358.25
2012-10-12,352.05
2012-10-15,351.9
2012-10-16,352.3
2012-10-17,352.05
2012-10-18,346.1
2012-10-19,344.55
2012-10-22,343.6
2012-10-23,342.9
2012-10-25,340.1
2012-10-26,336.05
2012-10-29,344.85
2012-10-30,347.55
2012-10-31,350.65
2012-11-01,361.25
2012-11-02,364.6
2012-11-05,362.5
2012-11-06,366.0
2012-11-07,367.85
2012-11-08,375.4
2012-11-09,370.8
2012-11-12,368.75
2012-11-13,369.2
2012-11-15,361.75
2012-11-16,359.1
2012-11-19,358.15
2012-11-20,361.75
2012-11-21,366.8
2012-11-22,370.8
2012-11-23,366.85
2012-11-26,375.45
2012-11-27,378.95
2012-11-29,386.35
2012-11-30,393.25
2012-12-03,394.6
2012-12-04,388.1
2012-12-05,380.95
2012-12-06,379.85
2012-12-07,380.2
2012-12-10,382.1
2012-12-11,379.55
2012-12-12,374.8
2012-12-13,373.6
2012-12-14,375.95
2012-12-17,370.2
2012-12-18,375.85
2012-12-19,386.15
2012-12-20,382.05
2012-12-21,379.45
2012-12-24,385.95
2012-12-26,385.05
2012-12-27,385.5
2012-12-28,392.05
2012-12-31,394.5
