Date,FINPIPE
2012-01-02,45.55
2012-01-03,46.5
2012-01-04,47.8
2012-01-05,48.15
2012-01-06,47.85
2012-01-07,48.2
2012-01-09,48.95
2012-01-10,50.55
2012-01-11,51.3
2012-01-12,52.05
2012-01-13,52.5
2012-01-16,52.0
2012-01-17,52.75
2012-01-18,51.2
2012-01-19,51.9
2012-01-20,52.95
2012-01-23,52.8
2012-01-24,52.55
2012-01-25,52.75
2012-01-27,53.35
2012-01-30,52.6
2012-01-31,53.35
2012-02-01,54.7
2012-02-02,55.25
2012-02-03,56.95
2012-02-06,56.4
2012-02-07,55.9
2012-02-08,56.55
2012-02-09,57.95
2012-02-10,57.75
2012-02-13,58.95
2012-02-14,58.55
2012-02-15,59.2
2012-02-16,58.9
2012-02-17,59.05
2012-02-21,59.35
2012-02-22,57.25
2012-02-23,58.0
2012-02-24,57.55
2012-02-27,54.75
2012-02-28,56.8
2012-02-29,56.9
2012-03-01,56.55
2012-03-02,55.1
2012-03-03,55.35
2012-03-05,54.0
2012-03-06,52.8
2012-03-07,52.4
2012-03-09,52.5
2012-03-12,53.85
2012-03-13,53.9
2012-03-14,52.95
2012-03-15,51.45
2012-03-16,50.7
2012-03-19,50.35
2012-03-20,50.2
2012-03-21,51.0
2012-03-22,49.05
2012-03-23,49.05
2012-03-26,49.75
2012-03-27,48.9
2012-03-28,49.1
2012-03-29,50.25
2012-03-30,50.25
2012-04-02,51.5
2012-04-03,51.65
2012-04-04,50.1
2012-04-09,50.15
2012-04-10,50.05
2012-04-11,50.2
2012-04-12,50.1
2012-04-13,48.3
2012-04-16,49.25
2012-04-17,49.55
2012-04-18,49.95
2012-04-19,50.0
2012-04-20,50.3
2012-04-23,50.85
2012-04-24,51.95
2012-04-25,54.8
2012-04-26,55.85
2012-04-27,54.8
2012-04-28,53.95
2012-04-30,58.85
2012-05-02,58.4
2012-05-03,57.2
2012-05-04,56.85
2012-05-07,58.25
2012-05-08,57.9
2012-05-09,56.85
2012-05-10,57.45
2012-05-11,56.75
2012-05-14,54.15
2012-05-15,54.9
2012-05-16,54.65
2012-05-17,55.75
2012-05-18,56.05
2012-05-21,57.55
2012-05-22,58.45
2012-05-23,57.55
2012-05-24,58.0
2012-05-25,57.85
2012-05-28,59.05
2012-05-29,58.45
2012-05-30,58.3
2012-05-31,58.35
2012-06-01,58.15
2012-06-04,57.75
2012-06-05,57.35
2012-06-06,58.0
2012-06-07,58.25
2012-06-08,58.05
2012-06-11,58.0
2012-06-12,58.1
2012-06-13,57.8
2012-06-14,57.1
2012-06-15,58.1
2012-06-18,57.75
2012-06-19,58.35
2012-06-20,57.9
2012-06-21,57.65
2012-06-22,58.2
2012-06-25,59.0
2012-06-26,59.0
2012-06-27,59.8
2012-06-28,61.2
2012-06-29,61.4
2012-07-02,62.5
2012-07-03,63.7
2012-07-04,63.45
2012-07-05,67.4
2012-07-06,70.6
2012-07-09,67.6
2012-07-09,67.6
2012-07-10,68.65
2012-07-11,68.8
2012-07-12,64.8
2012-07-13,63.25
2012-07-16,61.2
2012-07-17,60.45
2012-07-18,62.15
2012-07-19,62.8
2012-07-20,62.85
2012-07-23,60.35
2012-07-24,59.8
2012-07-25,58.75
2012-07-26,57.25
2012-07-27,56.05
2012-07-30,57.45
2012-07-31,57.85
2012-08-01,59.6
2012-08-02,59.0
2012-08-03,58.8
2012-08-06,58.0
2012-08-07,58.35
2012-08-08,58.45
2012-08-09,59.95
2012-08-10,59.2
2012-08-13,57.5
2012-08-14,57.85
2012-08-16,57.65
2012-08-17,57.85
2012-08-21,55.8
2012-08-22,56.0
2012-08-23,62.65
2012-08-24,63.4
2012-08-27,60.95
2012-08-28,59.45
2012-08-29,58.9
2012-08-30,58.15
2012-08-31,57.85
2012-09-03,57.4
2012-09-04,57.65
2012-09-05,59.45
2012-09-06,59.65
2012-09-07,59.25
2012-09-08,59.45
2012-09-10,62.25
2012-09-11,61.0
2012-09-12,61.3
2012-09-13,61.1
2012-09-14,60.7
2012-09-17,60.7
2012-09-18,60.3
2012-09-20,59.8
2012-09-21,60.1
2012-09-24,60.2
2012-09-25,61.75
2012-09-26,63.9
2012-09-27,62.8
2012-09-28,63.05
2012-10-01,64.7
2012-10-03,64.95
2012-10-04,68.9
2012-10-05,67.5
2012-10-08,65.7
2012-10-09,65.85
2012-10-10,64.5
2012-10-11,64.95
2012-10-12,64.55
2012-10-15,63.75
2012-10-16,63.2
2012-10-17,63.1
2012-10-18,64.15
2012-10-19,64.95
2012-10-22,64.6
2012-10-23,64.65
2012-10-25,65.4
2012-10-26,64.15
2012-10-29,65.95
2012-10-30,64.8
2012-10-31,64.8
2012-11-01,64.25
2012-11-02,64.2
2012-11-05,64.3
2012-11-06,65.15
2012-11-07,65.55
2012-11-08,66.35
2012-11-09,64.5
2012-11-12,64.3
2012-11-13,64.6
2012-11-15,63.0
2012-11-16,62.3
2012-11-19,61.1
2012-11-20,59.5
2012-11-21,59.45
2012-11-22,59.4
2012-11-23,61.45
2012-11-26,60.6
2012-11-27,60.6
2012-11-29,61.55
2012-11-30,61.6
2012-12-03,62.85
2012-12-04,64.15
2012-12-05,64.45
2012-12-06,63.45
2012-12-07,63.5
2012-12-10,63.7
2012-12-11,62.55
2012-12-12,62.1
2012-12-13,63.85
2012-12-14,63.0
2012-12-17,63.1
2012-12-18,63.05
2012-12-19,62.85
2012-12-20,62.25
2012-12-21,63.5
2012-12-24,62.85
2012-12-26,62.7
2012-12-27,61.95
2012-12-28,61.6
2012-12-31,61.45
