Date,MANGCHEFER
2012-01-02,35.0
2012-01-03,36.45
2012-01-04,37.55
2012-01-05,37.5
2012-01-06,37.55
2012-01-07,39.1
2012-01-09,37.6
2012-01-10,37.5
2012-01-11,36.75
2012-01-12,43.0
2012-01-13,43.0
2012-01-16,45.95
2012-01-17,44.45
2012-01-18,43.3
2012-01-19,41.45
2012-01-20,42.6
2012-01-23,43.0
2012-01-24,41.95
2012-01-25,42.5
2012-01-27,41.75
2012-01-30,40.2
2012-01-31,42.4
2012-02-01,44.15
2012-02-02,44.05
2012-02-03,44.0
2012-02-06,44.8
2012-02-07,43.5
2012-02-08,43.25
2012-02-09,44.3
2012-02-10,43.6
2012-02-13,46.05
2012-02-14,44.45
2012-02-15,45.0
2012-02-16,45.0
2012-02-17,44.5
2012-02-21,43.7
2012-02-22,41.0
2012-02-23,40.25
2012-02-24,44.35
2012-02-27,39.45
2012-02-28,42.05
2012-02-29,43.85
2012-03-01,43.0
2012-03-02,41.9
2012-03-03,42.0
2012-03-05,40.85
2012-03-06,39.35
2012-03-07,38.5
2012-03-09,39.2
2012-03-12,40.5
2012-03-13,41.3
2012-03-14,40.25
2012-03-15,43.6
2012-03-16,42.45
2012-03-19,40.95
2012-03-20,41.7
2012-03-21,42.45
2012-03-22,40.2
2012-03-23,39.75
2012-03-26,39.6
2012-03-27,39.0
2012-03-28,39.35
2012-03-29,41.25
2012-03-30,40.55
2012-04-02,40.35
2012-04-03,40.35
2012-04-04,39.7
2012-04-09,38.7
2012-04-10,39.7
2012-04-11,40.1
2012-04-12,40.8
2012-04-13,38.65
2012-04-16,38.6
2012-04-17,38.6
2012-04-18,39.1
2012-04-19,39.45
2012-04-20,38.55
2012-04-23,37.1
2012-04-24,39.25
2012-04-25,38.7
2012-04-26,39.05
2012-04-27,38.7
2012-04-28,39.3
2012-04-30,38.5
2012-05-02,37.5
2012-05-03,37.25
2012-05-04,36.55
2012-05-07,39.75
2012-05-08,38.8
2012-05-09,41.2
2012-05-10,43.15
2012-05-11,41.7
2012-05-14,39.65
2012-05-15,41.45
2012-05-16,41.65
2012-05-17,42.65
2012-05-18,41.5
2012-05-21,40.65
2012-05-22,40.3
2012-05-23,39.6
2012-05-24,40.15
2012-05-25,40.05
2012-05-28,40.0
2012-05-29,44.9
2012-05-30,46.2
2012-05-31,45.4
2012-06-01,44.7
2012-06-04,44.9
2012-06-05,43.05
2012-06-06,44.0
2012-06-07,44.9
2012-06-08,44.9
2012-06-11,43.55
2012-06-12,43.95
2012-06-13,45.2
2012-06-14,44.5
2012-06-15,45.05
2012-06-18,44.3
2012-06-19,44.3
2012-06-20,43.75
2012-06-21,43.8
2012-06-22,43.55
2012-06-25,43.6
2012-06-26,43.1
2012-06-27,42.95
2012-06-28,44.5
2012-06-29,45.25
2012-07-02,44.45
2012-07-03,44.8
2012-07-04,45.05
2012-07-05,47.85
2012-07-06,48.9
2012-07-09,48.95
2012-07-09,48.95
2012-07-10,48.5
2012-07-11,48.7
2012-07-12,51.65
2012-07-13,53.7
2012-07-16,50.5
2012-07-17,49.65
2012-07-18,49.95
2012-07-19,51.25
2012-07-20,51.0
2012-07-23,49.05
2012-07-24,50.0
2012-07-25,49.55
2012-07-26,47.3
2012-07-27,45.55
2012-07-30,47.1
2012-07-31,48.4
2012-08-01,48.3
2012-08-02,49.75
2012-08-03,48.6
2012-08-06,47.9
2012-08-07,47.35
2012-08-08,46.3
2012-08-09,45.15
2012-08-10,46.25
2012-08-13,42.65
2012-08-14,43.4
2012-08-16,44.4
2012-08-17,50.75
2012-08-21,49.5
2012-08-22,49.15
2012-08-23,49.05
2012-08-24,47.0
2012-08-27,46.2
2012-08-28,44.05
2012-08-29,43.7
2012-08-30,43.85
2012-08-31,44.05
2012-09-03,43.95
2012-09-04,44.0
2012-09-05,44.15
2012-09-06,43.75
2012-09-07,43.95
2012-09-08,44.05
2012-09-10,43.5
2012-09-11,43.2
2012-09-12,43.35
2012-09-13,43.0
2012-09-14,42.8
2012-09-17,43.0
2012-09-18,43.45
2012-09-20,43.75
2012-09-21,44.0
2012-09-24,43.9
2012-09-25,49.15
2012-09-26,48.15
2012-09-27,47.6
2012-09-28,46.55
2012-10-01,48.3
2012-10-03,48.4
2012-10-04,47.2
2012-10-05,45.95
2012-10-08,46.6
2012-10-09,47.2
2012-10-10,46.6
2012-10-11,46.95
2012-10-12,45.9
2012-10-15,45.15
2012-10-16,46.5
2012-10-17,47.8
2012-10-18,46.2
2012-10-19,45.35
2012-10-22,45.1
2012-10-23,44.05
2012-10-25,45.15
2012-10-26,44.15
2012-10-29,43.35
2012-10-30,42.65
2012-10-31,43.85
2012-11-01,44.3
2012-11-02,44.3
2012-11-05,44.85
2012-11-06,45.05
2012-11-07,44.35
2012-11-08,45.95
2012-11-09,46.0
2012-11-12,44.3
2012-11-13,46.05
2012-11-15,45.25
2012-11-16,44.5
2012-11-19,43.0
2012-11-20,42.25
2012-11-21,42.35
2012-11-22,42.0
2012-11-23,42.6
2012-11-26,41.75
2012-11-27,41.3
2012-11-29,40.7
2012-11-30,40.35
2012-12-03,41.15
2012-12-04,43.1
2012-12-05,41.9
2012-12-06,42.2
2012-12-07,41.3
2012-12-10,41.15
2012-12-11,40.55
2012-12-12,40.5
2012-12-13,40.25
2012-12-14,40.55
2012-12-17,40.0
2012-12-18,40.15
2012-12-19,39.65
2012-12-20,39.3
2012-12-21,38.1
2012-12-24,38.05
2012-12-26,39.45
2012-12-27,38.5
2012-12-28,37.75
2012-12-31,37.85
