Date,VINATIORGA
2012-01-02,67.55
2012-01-03,67.85
2012-01-04,67.85
2012-01-05,69.1
2012-01-06,69.6
2012-01-07,69.05
2012-01-09,71.25
2012-01-10,72.3
2012-01-11,72.4
2012-01-12,72.2
2012-01-13,73.35
2012-01-16,73.45
2012-01-17,73.95
2012-01-18,74.25
2012-01-19,74.0
2012-01-20,75.1
2012-01-23,74.3
2012-01-24,74.55
2012-01-25,75.1
2012-01-27,77.9
2012-01-30,77.35
2012-01-31,78.25
2012-02-01,78.45
2012-02-02,78.6
2012-02-03,78.55
2012-02-06,79.3
2012-02-07,77.95
2012-02-08,76.65
2012-02-09,76.55
2012-02-10,78.3
2012-02-13,78.8
2012-02-14,80.0
2012-02-15,80.0
2012-02-16,80.05
2012-02-17,82.5
2012-02-21,83.65
2012-02-22,83.9
2012-02-23,83.0
2012-02-24,82.75
2012-02-27,82.85
2012-02-28,83.25
2012-02-29,83.3
2012-03-01,83.45
2012-03-02,83.95
2012-03-03,83.2
2012-03-05,83.0
2012-03-06,82.75
2012-03-07,81.4
2012-03-09,80.65
2012-03-12,81.85
2012-03-13,79.8
2012-03-14,80.45
2012-03-15,79.4
2012-03-16,80.1
2012-03-19,80.9
2012-03-20,79.5
2012-03-21,81.15
2012-03-22,80.9
2012-03-23,82.1
2012-03-26,83.0
2012-03-27,84.05
2012-03-28,84.3
2012-03-29,84.0
2012-03-30,83.45
2012-04-02,84.0
2012-04-03,85.0
2012-04-04,87.1
2012-04-09,88.85
2012-04-10,88.6
2012-04-11,86.35
2012-04-12,85.6
2012-04-13,85.0
2012-04-16,86.6
2012-04-17,87.1
2012-04-18,86.75
2012-04-19,87.1
2012-04-20,86.6
2012-04-23,87.6
2012-04-24,92.4
2012-04-25,92.9
2012-04-26,92.05
2012-04-27,92.05
2012-04-28,92.25
2012-04-30,92.95
2012-05-02,92.15
2012-05-03,92.5
2012-05-04,88.95
2012-05-07,96.2
2012-05-08,100.05
2012-05-09,100.05
2012-05-10,99.95
2012-05-11,99.7
2012-05-14,94.35
2012-05-15,92.95
2012-05-16,93.75
2012-05-17,94.65
2012-05-18,94.05
2012-05-21,94.5
2012-05-22,100.15
2012-05-23,100.15
2012-05-24,101.85
2012-05-25,103.4
2012-05-28,104.75
2012-05-29,105.05
2012-05-30,106.25
2012-05-31,109.75
2012-06-01,108.65
2012-06-04,103.45
2012-06-05,105.05
2012-06-06,111.05
2012-06-07,110.25
2012-06-08,110.8
2012-06-11,110.45
2012-06-12,110.5
2012-06-13,110.1
2012-06-14,109.35
2012-06-15,108.55
2012-06-18,105.9
2012-06-19,104.15
2012-06-20,101.65
2012-06-21,101.4
2012-06-22,104.35
2012-06-25,105.4
2012-06-26,109.8
2012-06-27,110.25
2012-06-28,110.05
2012-06-29,109.3
2012-07-02,110.5
2012-07-03,109.05
2012-07-04,109.4
2012-07-05,109.15
2012-07-06,108.1
2012-07-09,106.2
2012-07-10,105.85
2012-07-11,104.7
2012-07-12,103.35
2012-07-13,105.85
2012-07-16,106.9
2012-07-17,106.3
2012-07-18,104.8
2012-07-19,103.35
2012-07-20,101.95
2012-07-23,101.0
2012-07-24,100.1
2012-07-25,97.7
2012-07-26,97.5
2012-07-27,98.75
2012-07-30,97.05
2012-07-31,96.3
2012-08-01,97.9
2012-08-02,96.0
2012-08-03,95.3
2012-08-06,96.0
2012-08-07,95.5
2012-08-08,96.6
2012-08-09,94.0
2012-08-10,93.15
2012-08-13,93.5
2012-08-14,92.65
2012-08-16,93.8
2012-08-17,96.8
2012-08-21,95.8
2012-08-22,95.5
2012-08-23,101.45
2012-08-24,97.6
2012-08-27,96.55
2012-08-28,94.65
2012-08-29,95.6
2012-08-30,100.5
2012-08-31,100.0
2012-09-03,102.75
2012-09-04,102.55
2012-09-05,101.9
2012-09-06,101.5
2012-09-07,102.3
2012-09-08,100.85
2012-09-10,102.4
2012-09-11,105.25
2012-09-12,104.25
2012-09-13,105.05
2012-09-14,103.65
2012-09-17,102.15
2012-09-18,100.7
2012-09-20,101.55
2012-09-21,100.4
2012-09-24,100.05
2012-09-25,100.15
2012-09-26,105.55
2012-09-27,107.1
2012-09-28,105.05
2012-10-01,108.0
2012-10-03,106.15
2012-10-04,106.5
2012-10-05,105.5
2012-10-08,106.0
2012-10-09,107.3
2012-10-10,106.3
2012-10-11,106.1
2012-10-12,108.0
2012-10-15,108.45
2012-10-16,109.85
2012-10-17,110.9
2012-10-18,116.9
2012-10-19,118.7
2012-10-22,118.75
2012-10-23,114.7
2012-10-25,112.45
2012-10-26,113.15
2012-10-29,126.45
2012-10-30,124.55
2012-10-31,125.0
2012-11-01,122.55
2012-11-02,124.0
2012-11-05,123.95
2012-11-06,121.05
2012-11-07,119.7
2012-11-08,118.5
2012-11-09,115.7
2012-11-12,116.0
2012-11-13,116.05
2012-11-15,122.35
2012-11-16,121.25
2012-11-19,117.55
2012-11-20,115.5
2012-11-21,115.95
2012-11-22,115.5
2012-11-23,117.35
2012-11-26,117.55
2012-11-27,122.25
2012-11-29,120.8
2012-11-30,124.55
2012-12-03,121.6
2012-12-04,125.1
2012-12-05,126.55
2012-12-06,123.95
2012-12-07,124.4
2012-12-10,122.2
2012-12-11,121.85
2012-12-12,121.65
2012-12-13,125.4
2012-12-14,127.6
2012-12-17,127.85
2012-12-18,128.9
2012-12-19,129.9
2012-12-20,130.7
2012-12-21,137.1
2012-12-24,143.45
2012-12-26,151.5
2012-12-27,151.0
2012-12-28,150.25
2012-12-31,159.55
