Date,GVKPIL
2012-01-02,12.4
2012-01-03,12.55
2012-01-04,12.4
2012-01-05,12.8
2012-01-06,12.55
2012-01-07,12.55
2012-01-09,13.45
2012-01-10,14.0
2012-01-11,13.6
2012-01-12,13.7
2012-01-13,14.4
2012-01-16,14.05
2012-01-17,14.05
2012-01-18,13.7
2012-01-19,14.0
2012-01-20,13.8
2012-01-23,13.75
2012-01-24,14.2
2012-01-25,14.5
2012-01-27,15.9
2012-01-30,15.4
2012-01-31,15.9
2012-02-01,16.7
2012-02-02,16.75
2012-02-03,16.75
2012-02-06,17.2
2012-02-07,16.6
2012-02-08,16.9
2012-02-09,17.2
2012-02-10,16.85
2012-02-13,16.55
2012-02-14,17.6
2012-02-15,18.65
2012-02-16,18.7
2012-02-17,19.1
2012-02-21,19.7
2012-02-22,17.7
2012-02-23,17.35
2012-02-24,17.2
2012-02-27,16.0
2012-02-28,17.3
2012-02-29,17.95
2012-03-01,17.85
2012-03-02,17.95
2012-03-03,18.25
2012-03-05,17.65
2012-03-06,16.25
2012-03-07,16.55
2012-03-09,18.25
2012-03-12,18.9
2012-03-13,19.75
2012-03-14,19.25
2012-03-15,18.45
2012-03-16,17.45
2012-03-19,17.6
2012-03-20,17.85
2012-03-21,18.6
2012-03-22,17.45
2012-03-23,17.95
2012-03-26,17.35
2012-03-27,17.55
2012-03-28,17.15
2012-03-29,16.65
2012-03-30,17.4
2012-04-02,17.7
2012-04-03,17.5
2012-04-04,17.7
2012-04-09,17.05
2012-04-10,17.1
2012-04-11,16.8
2012-04-12,17.05
2012-04-13,16.8
2012-04-16,17.0
2012-04-17,17.35
2012-04-18,18.6
2012-04-19,18.2
2012-04-20,17.75
2012-04-23,16.5
2012-04-24,16.65
2012-04-25,16.05
2012-04-26,15.8
2012-04-27,15.45
2012-04-28,15.95
2012-04-30,16.05
2012-05-02,16.0
2012-05-03,15.3
2012-05-04,14.3
2012-05-07,14.35
2012-05-08,14.05
2012-05-09,12.75
2012-05-10,11.9
2012-05-11,12.05
2012-05-14,11.65
2012-05-15,12.1
2012-05-16,11.8
2012-05-17,11.8
2012-05-18,11.9
2012-05-21,12.15
2012-05-22,11.7
2012-05-23,11.8
2012-05-24,11.95
2012-05-25,11.8
2012-05-28,12.0
2012-05-29,12.45
2012-05-30,11.95
2012-05-31,12.0
2012-06-01,11.7
2012-06-04,11.85
2012-06-05,11.75
2012-06-06,12.45
2012-06-07,12.65
2012-06-08,12.7
2012-06-11,14.35
2012-06-12,14.8
2012-06-13,14.5
2012-06-14,13.9
2012-06-15,14.0
2012-06-18,13.45
2012-06-19,14.1
2012-06-20,14.5
2012-06-21,14.85
2012-06-22,14.9
2012-06-25,14.65
2012-06-26,14.65
2012-06-27,14.65
2012-06-28,14.75
2012-06-29,15.35
2012-07-02,15.7
2012-07-03,15.95
2012-07-04,16.15
2012-07-05,16.25
2012-07-06,15.95
2012-07-09,15.3
2012-07-09,15.3
2012-07-10,15.8
2012-07-11,15.85
2012-07-12,15.55
2012-07-13,15.45
2012-07-16,15.0
2012-07-17,14.6
2012-07-18,14.45
2012-07-19,14.75
2012-07-20,14.6
2012-07-23,13.8
2012-07-24,13.65
2012-07-25,13.15
2012-07-26,12.35
2012-07-27,12.35
2012-07-30,13.1
2012-07-31,12.95
2012-08-01,13.15
2012-08-02,13.65
2012-08-03,13.25
2012-08-06,13.45
2012-08-07,13.5
2012-08-08,12.8
2012-08-09,12.55
2012-08-10,12.4
2012-08-13,12.75
2012-08-14,13.0
2012-08-16,12.8
2012-08-17,12.55
2012-08-21,12.75
2012-08-22,12.55
2012-08-23,12.4
2012-08-24,12.65
2012-08-27,12.05
2012-08-28,11.7
2012-08-29,11.3
2012-08-30,11.0
2012-08-31,11.15
2012-09-03,11.2
2012-09-04,11.05
2012-09-05,11.0
2012-09-06,11.15
2012-09-07,11.3
2012-09-08,11.4
2012-09-10,11.2
2012-09-11,11.25
2012-09-12,11.25
2012-09-13,11.05
2012-09-14,11.8
2012-09-17,13.45
2012-09-18,13.9
2012-09-20,12.95
2012-09-21,13.65
2012-09-24,14.5
2012-09-25,14.5
2012-09-26,14.3
2012-09-27,14.7
2012-09-28,14.6
2012-10-01,14.75
2012-10-03,14.65
2012-10-04,14.95
2012-10-05,14.5
2012-10-08,14.3
2012-10-09,14.2
2012-10-10,13.7
2012-10-11,14.15
2012-10-12,14.55
2012-10-15,14.6
2012-10-16,13.9
2012-10-17,13.4
2012-10-18,13.95
2012-10-19,13.5
2012-10-22,13.5
2012-10-23,13.25
2012-10-25,13.05
2012-10-26,12.6
2012-10-29,12.75
2012-10-30,12.6
2012-10-31,12.65
2012-11-01,12.85
2012-11-02,13.0
2012-11-05,12.65
2012-11-06,12.7
2012-11-07,13.05
2012-11-08,12.85
2012-11-09,12.6
2012-11-12,12.25
2012-11-13,12.3
2012-11-15,12.7
2012-11-16,12.4
2012-11-19,12.35
2012-11-20,12.15
2012-11-21,12.2
2012-11-22,12.2
2012-11-23,12.1
2012-11-26,12.45
2012-11-27,12.8
2012-11-29,13.1
2012-11-30,14.0
2012-12-03,13.9
2012-12-04,13.9
2012-12-05,14.2
2012-12-06,14.45
2012-12-07,14.1
2012-12-10,14.05
2012-12-11,13.7
2012-12-12,13.6
2012-12-13,13.4
2012-12-14,13.4
2012-12-17,13.3
2012-12-18,13.55
2012-12-19,13.75
2012-12-20,13.65
2012-12-21,13.15
2012-12-24,13.3
2012-12-26,13.55
2012-12-27,13.4
2012-12-28,13.6
2012-12-31,13.55
