Date,VAKRANGEE
2012-01-02,325.0
2012-01-03,330.5
2012-01-04,334.05
2012-01-05,334.75
2012-01-06,341.05
2012-01-07,350.7
2012-01-09,336.9
2012-01-10,335.6
2012-01-11,334.1
2012-01-12,330.1
2012-01-13,330.95
2012-01-16,329.65
2012-01-17,330.2
2012-01-18,330.4
2012-01-19,330.0
2012-01-20,331.15
2012-01-23,329.1
2012-01-24,332.55
2012-01-25,334.25
2012-01-27,339.05
2012-01-30,385.2
2012-01-31,376.75
2012-02-01,375.1
2012-02-02,394.1
2012-02-03,390.0
2012-02-06,405.6
2012-02-07,423.7
2012-02-08,430.2
2012-02-09,426.5
2012-02-10,418.7
2012-02-13,415.5
2012-02-14,407.2
2012-02-15,479.25
2012-02-16,502.2
2012-02-17,506.5
2012-02-21,550.6
2012-02-22,550.15
2012-02-23,508.0
2012-02-24,511.55
2012-02-27,483.15
2012-02-28,489.8
2012-02-29,472.3
2012-03-01,455.5
2012-03-02,449.1
2012-03-03,452.4
2012-03-05,441.05
2012-03-06,458.4
2012-03-07,451.2
2012-03-09,459.25
2012-03-12,465.2
2012-03-13,467.05
2012-03-14,487.9
2012-03-15,501.3
2012-03-16,532.75
2012-03-19,535.65
2012-03-20,535.35
2012-03-21,537.8
2012-03-22,527.3
2012-03-23,531.15
2012-03-26,528.2
2012-03-27,525.55
2012-03-28,521.1
2012-03-29,524.05
2012-03-30,552.4
2012-04-02,574.7
2012-04-03,597.0
2012-04-04,623.0
2012-04-09,615.75
2012-04-10,606.45
2012-04-11,597.5
2012-04-12,34.2
2012-04-13,33.9
2012-04-16,33.25
2012-04-17,34.15
2012-04-18,34.05
2012-04-19,34.1
2012-04-20,34.0
2012-04-23,33.5
2012-04-24,34.0
2012-04-25,33.35
2012-04-26,34.95
2012-04-27,34.0
2012-04-28,33.95
2012-04-30,33.35
2012-05-02,33.95
2012-05-03,33.25
2012-05-04,32.95
2012-05-07,33.0
2012-05-08,32.65
2012-05-09,32.5
2012-05-10,32.45
2012-05-11,32.25
2012-05-14,32.25
2012-05-15,32.25
2012-05-16,31.95
2012-05-17,32.3
2012-05-18,31.95
2012-05-21,31.95
2012-05-22,31.9
2012-05-23,31.25
2012-05-24,30.5
2012-05-25,30.1
2012-05-28,30.75
2012-05-29,30.85
2012-05-30,31.05
2012-05-31,30.8
2012-06-01,30.8
2012-06-04,31.3
2012-06-05,31.7
2012-06-06,32.6
2012-06-07,33.55
2012-06-08,34.0
2012-06-11,34.65
2012-06-12,35.15
2012-06-13,35.7
2012-06-14,35.45
2012-06-15,35.9
2012-06-18,35.75
2012-06-19,35.9
2012-06-20,35.65
2012-06-21,35.65
2012-06-22,35.2
2012-06-25,35.2
2012-06-26,35.55
2012-06-27,36.05
2012-06-28,36.4
2012-06-29,36.95
2012-07-02,40.2
2012-07-03,39.55
2012-07-04,40.1
2012-07-05,40.0
2012-07-06,39.45
2012-07-09,40.25
2012-07-10,39.95
2012-07-11,39.45
2012-07-12,39.35
2012-07-13,39.15
2012-07-16,39.35
2012-07-17,39.85
2012-07-18,39.95
2012-07-19,40.1
2012-07-20,39.8
2012-07-23,39.6
2012-07-24,39.75
2012-07-25,39.25
2012-07-26,39.0
2012-07-27,39.3
2012-07-30,39.55
2012-07-31,39.5
2012-08-01,39.45
2012-08-02,39.3
2012-08-03,39.15
2012-08-06,39.05
2012-08-07,39.4
2012-08-08,40.4
2012-08-09,40.05
2012-08-10,39.75
2012-08-13,39.5
2012-08-14,40.0
2012-08-16,40.6
2012-08-17,40.65
2012-08-21,41.75
2012-08-22,42.45
2012-08-23,42.05
2012-08-24,42.45
2012-08-27,42.25
2012-08-28,42.6
2012-08-29,42.45
2012-08-30,42.5
2012-08-31,42.5
2012-09-03,42.5
2012-09-04,42.45
2012-09-05,42.3
2012-09-06,42.4
2012-09-07,42.85
2012-09-08,43.0
2012-09-10,43.2
2012-09-11,44.25
2012-09-12,44.75
2012-09-13,46.05
2012-09-14,46.25
2012-09-17,46.2
2012-09-18,46.0
2012-09-20,46.0
2012-09-21,49.4
2012-09-24,52.45
2012-09-25,53.9
2012-09-26,54.9
2012-09-27,55.65
2012-09-28,59.9
2012-10-01,63.1
2012-10-03,62.3
2012-10-04,56.5
2012-10-05,52.0
2012-10-08,51.7
2012-10-09,52.1
2012-10-10,52.0
2012-10-11,53.65
2012-10-12,53.3
2012-10-15,52.65
2012-10-16,52.5
2012-10-17,52.35
2012-10-18,52.3
2012-10-19,52.15
2012-10-22,52.05
2012-10-23,52.0
2012-10-25,52.35
2012-10-26,52.3
2012-10-29,53.2
2012-10-30,55.15
2012-10-31,57.75
2012-11-01,57.0
2012-11-02,55.25
2012-11-05,55.75
2012-11-06,55.15
2012-11-07,55.5
2012-11-08,55.0
2012-11-09,55.05
2012-11-12,55.05
2012-11-13,55.85
2012-11-15,54.85
2012-11-16,55.0
2012-11-19,54.85
2012-11-20,54.75
2012-11-21,54.6
2012-11-22,54.5
2012-11-23,54.5
2012-11-26,54.5
2012-11-27,54.55
2012-11-29,54.55
2012-11-30,54.5
2012-12-03,54.5
2012-12-04,54.6
2012-12-05,55.0
2012-12-06,55.0
2012-12-07,55.0
2012-12-10,55.0
2012-12-11,55.05
2012-12-12,59.25
2012-12-13,59.45
2012-12-14,58.6
2012-12-17,59.85
2012-12-18,60.5
2012-12-19,60.1
2012-12-20,60.35
2012-12-21,59.45
2012-12-24,60.0
2012-12-26,59.6
2012-12-27,59.6
2012-12-28,59.65
2012-12-31,59.5
