Date,JKTYRE
2012-01-02,59.95
2012-01-03,61.6
2012-01-04,61.2
2012-01-05,61.25
2012-01-06,61.45
2012-01-07,62.05
2012-01-09,63.6
2012-01-10,67.85
2012-01-11,69.0
2012-01-12,71.6
2012-01-13,72.45
2012-01-16,70.7
2012-01-17,72.3
2012-01-18,69.65
2012-01-19,70.1
2012-01-20,70.35
2012-01-23,71.45
2012-01-24,72.75
2012-01-25,71.75
2012-01-27,74.2
2012-01-30,73.2
2012-01-31,75.85
2012-02-01,78.75
2012-02-02,76.55
2012-02-03,76.55
2012-02-06,80.25
2012-02-07,80.15
2012-02-08,80.5
2012-02-09,82.85
2012-02-10,83.35
2012-02-13,84.8
2012-02-14,83.1
2012-02-15,86.0
2012-02-16,86.35
2012-02-17,84.5
2012-02-21,84.35
2012-02-22,81.2
2012-02-23,79.2
2012-02-24,81.1
2012-02-27,75.95
2012-02-28,78.75
2012-02-29,79.8
2012-03-01,78.05
2012-03-02,77.3
2012-03-03,77.25
2012-03-05,74.85
2012-03-06,73.05
2012-03-07,70.9
2012-03-09,72.15
2012-03-12,72.95
2012-03-13,73.0
2012-03-14,72.9
2012-03-15,72.1
2012-03-16,73.95
2012-03-19,71.8
2012-03-20,71.0
2012-03-21,74.3
2012-03-22,71.65
2012-03-23,72.25
2012-03-26,71.85
2012-03-27,72.6
2012-03-28,70.3
2012-03-29,74.7
2012-03-30,80.6
2012-04-02,80.7
2012-04-03,78.25
2012-04-04,82.25
2012-04-09,82.5
2012-04-10,81.55
2012-04-11,79.6
2012-04-12,79.0
2012-04-13,80.05
2012-04-16,80.25
2012-04-17,82.35
2012-04-18,84.0
2012-04-19,89.7
2012-04-20,90.0
2012-04-23,88.3
2012-04-24,91.1
2012-04-25,87.9
2012-04-26,87.7
2012-04-27,87.15
2012-04-28,88.05
2012-04-30,86.85
2012-05-02,83.9
2012-05-03,80.95
2012-05-04,77.1
2012-05-07,79.05
2012-05-08,79.05
2012-05-09,78.0
2012-05-10,75.95
2012-05-11,77.7
2012-05-14,79.2
2012-05-15,78.35
2012-05-16,79.45
2012-05-17,79.55
2012-05-18,77.9
2012-05-21,77.3
2012-05-22,76.9
2012-05-23,74.2
2012-05-24,74.6
2012-05-25,75.2
2012-05-28,75.5
2012-05-29,78.5
2012-05-30,77.2
2012-05-31,78.6
2012-06-01,75.7
2012-06-04,75.15
2012-06-05,75.0
2012-06-06,75.95
2012-06-07,76.05
2012-06-08,77.55
2012-06-11,79.05
2012-06-12,79.05
2012-06-13,79.7
2012-06-14,84.15
2012-06-15,85.35
2012-06-18,84.15
2012-06-19,84.95
2012-06-20,84.6
2012-06-21,85.75
2012-06-22,90.3
2012-06-25,93.85
2012-06-26,95.5
2012-06-27,96.7
2012-06-28,93.85
2012-06-29,93.75
2012-07-02,94.25
2012-07-03,94.45
2012-07-04,96.0
2012-07-05,101.5
2012-07-06,101.8
2012-07-09,100.55
2012-07-09,100.55
2012-07-10,101.55
2012-07-11,99.75
2012-07-12,97.35
2012-07-13,96.2
2012-07-16,94.25
2012-07-17,92.9
2012-07-18,95.65
2012-07-19,96.4
2012-07-20,94.55
2012-07-23,92.4
2012-07-24,90.9
2012-07-25,91.05
2012-07-26,89.95
2012-07-27,88.65
2012-07-30,89.95
2012-07-31,92.35
2012-08-01,92.55
2012-08-02,92.15
2012-08-03,92.1
2012-08-06,92.75
2012-08-07,94.2
2012-08-08,92.8
2012-08-09,92.65
2012-08-10,92.55
2012-08-13,92.25
2012-08-14,92.6
2012-08-16,100.2
2012-08-17,108.15
2012-08-21,115.85
2012-08-22,121.5
2012-08-23,123.45
2012-08-24,116.2
2012-08-27,113.35
2012-08-28,107.7
2012-08-29,106.9
2012-08-30,108.25
2012-08-31,106.5
2012-09-03,106.95
2012-09-04,109.1
2012-09-05,110.4
2012-09-06,108.8
2012-09-07,109.6
2012-09-08,114.3
2012-09-10,112.25
2012-09-11,111.15
2012-09-12,115.6
2012-09-13,113.3
2012-09-14,113.45
2012-09-17,112.65
2012-09-18,112.15
2012-09-20,111.55
2012-09-21,109.85
2012-09-24,109.45
2012-09-25,107.25
2012-09-26,107.2
2012-09-27,107.85
2012-09-28,108.55
2012-10-01,108.7
2012-10-03,111.7
2012-10-04,109.15
2012-10-05,109.25
2012-10-08,108.8
2012-10-09,109.0
2012-10-10,106.5
2012-10-11,110.75
2012-10-12,111.8
2012-10-15,111.45
2012-10-16,110.2
2012-10-17,108.75
2012-10-18,109.25
2012-10-19,108.3
2012-10-22,119.8
2012-10-23,125.55
2012-10-25,126.25
2012-10-26,125.3
2012-10-29,124.95
2012-10-30,126.85
2012-10-31,125.05
2012-11-01,125.1
2012-11-02,120.1
2012-11-05,117.3
2012-11-06,115.95
2012-11-07,119.25
2012-11-08,119.4
2012-11-09,115.75
2012-11-12,115.35
2012-11-13,115.45
2012-11-15,114.4
2012-11-16,113.7
2012-11-19,111.6
2012-11-20,113.15
2012-11-21,113.0
2012-11-22,116.6
2012-11-23,112.85
2012-11-26,111.9
2012-11-27,112.55
2012-11-29,114.15
2012-11-30,115.15
2012-12-03,115.15
2012-12-04,115.0
2012-12-05,120.05
2012-12-06,122.45
2012-12-07,121.8
2012-12-10,122.6
2012-12-11,119.65
2012-12-12,120.85
2012-12-13,120.3
2012-12-14,120.3
2012-12-17,123.55
2012-12-18,123.55
2012-12-19,126.2
2012-12-20,124.9
2012-12-21,121.0
2012-12-24,120.55
2012-12-26,120.65
2012-12-27,120.25
2012-12-28,119.95
2012-12-31,121.2
