Date,SUNPHARMA
2012-01-02,495.2
2012-01-03,499.45
2012-01-04,501.25
2012-01-05,499.85
2012-01-06,499.95
2012-01-07,500.1
2012-01-09,505.5
2012-01-10,516.35
2012-01-11,520.65
2012-01-12,520.05
2012-01-13,513.6
2012-01-16,505.5
2012-01-17,516.0
2012-01-18,517.45
2012-01-19,527.15
2012-01-20,528.15
2012-01-23,522.95
2012-01-24,516.2
2012-01-25,517.3
2012-01-27,528.8
2012-01-30,533.6
2012-01-31,548.5
2012-02-01,549.6
2012-02-02,543.9
2012-02-03,556.3
2012-02-06,547.15
2012-02-07,544.2
2012-02-08,550.7
2012-02-09,542.75
2012-02-10,541.45
2012-02-13,553.15
2012-02-14,554.6
2012-02-15,556.7
2012-02-16,541.1
2012-02-17,542.1
2012-02-21,543.0
2012-02-22,548.85
2012-02-23,545.8
2012-02-24,547.8
2012-02-27,548.75
2012-02-28,546.35
2012-02-29,550.4
2012-03-01,550.35
2012-03-02,566.6
2012-03-03,569.45
2012-03-05,558.2
2012-03-06,559.1
2012-03-07,559.0
2012-03-09,570.15
2012-03-12,576.05
2012-03-13,583.8
2012-03-14,584.25
2012-03-15,586.45
2012-03-16,545.75
2012-03-19,555.45
2012-03-20,570.9
2012-03-21,567.65
2012-03-22,565.5
2012-03-23,580.4
2012-03-26,577.9
2012-03-27,576.05
2012-03-28,568.05
2012-03-29,571.85
2012-03-30,569.95
2012-04-02,573.4
2012-04-03,569.05
2012-04-04,564.1
2012-04-09,559.15
2012-04-10,566.8
2012-04-11,576.6
2012-04-12,572.8
2012-04-13,585.4
2012-04-16,577.85
2012-04-17,584.7
2012-04-18,596.65
2012-04-19,597.4
2012-04-20,588.8
2012-04-23,595.65
2012-04-24,595.45
2012-04-25,593.3
2012-04-26,597.4
2012-04-27,598.75
2012-04-28,598.1
2012-04-30,603.1
2012-05-02,596.65
2012-05-03,599.55
2012-05-04,601.3
2012-05-07,600.25
2012-05-08,594.65
2012-05-09,599.75
2012-05-10,593.6
2012-05-11,571.1
2012-05-14,577.5
2012-05-15,594.85
2012-05-16,582.15
2012-05-17,579.95
2012-05-18,581.75
2012-05-21,594.9
2012-05-22,574.2
2012-05-23,570.6
2012-05-24,568.95
2012-05-25,569.55
2012-05-28,569.6
2012-05-29,565.75
2012-05-30,577.4
2012-05-31,566.95
2012-06-01,569.05
2012-06-04,564.45
2012-06-05,559.25
2012-06-06,574.7
2012-06-07,578.5
2012-06-08,583.65
2012-06-11,578.55
2012-06-12,579.8
2012-06-13,593.0
2012-06-14,582.95
2012-06-15,594.2
2012-06-18,592.3
2012-06-19,598.05
2012-06-20,605.2
2012-06-21,614.25
2012-06-22,608.5
2012-06-25,609.3
2012-06-26,616.6
2012-06-27,622.95
2012-06-28,616.0
2012-06-29,635.8
2012-07-02,634.7
2012-07-03,629.9
2012-07-04,633.7
2012-07-05,635.8
2012-07-06,633.9
2012-07-09,625.2
2012-07-10,626.85
2012-07-11,623.95
2012-07-12,619.85
2012-07-13,616.35
2012-07-16,621.5
2012-07-17,627.8
2012-07-18,626.7
2012-07-19,625.95
2012-07-20,624.95
2012-07-23,616.7
2012-07-24,608.45
2012-07-25,611.25
2012-07-26,622.65
2012-07-27,632.45
2012-07-30,645.5
2012-07-31,653.6
2012-08-01,659.85
2012-08-02,655.9
2012-08-03,659.95
2012-08-06,671.4
2012-08-07,669.7
2012-08-08,673.5
2012-08-09,676.35
2012-08-10,675.45
2012-08-13,682.0
2012-08-14,667.3
2012-08-16,662.45
2012-08-17,661.05
2012-08-21,665.75
2012-08-22,664.2
2012-08-23,668.3
2012-08-24,665.6
2012-08-27,669.95
2012-08-28,681.35
2012-08-29,676.1
2012-08-30,672.05
2012-08-31,668.4
2012-09-03,666.8
2012-09-04,661.7
2012-09-05,650.4
2012-09-06,651.5
2012-09-07,664.6
2012-09-08,667.05
2012-09-10,683.55
2012-09-11,685.05
2012-09-12,681.6
2012-09-13,676.6
2012-09-14,678.15
2012-09-17,672.9
2012-09-18,673.8
2012-09-20,671.0
2012-09-21,669.5
2012-09-24,679.45
2012-09-25,676.25
2012-09-26,675.7
2012-09-27,677.45
2012-09-28,695.55
2012-10-01,693.15
2012-10-03,697.7
2012-10-04,698.75
2012-10-05,682.55
2012-10-08,708.65
2012-10-09,723.5
2012-10-10,721.15
2012-10-11,720.05
2012-10-12,713.25
2012-10-15,714.8
2012-10-16,718.2
2012-10-17,711.5
2012-10-18,699.8
2012-10-19,694.8
2012-10-22,699.1
2012-10-23,698.0
2012-10-25,694.9
2012-10-26,684.8
2012-10-29,687.8
2012-10-30,683.8
2012-10-31,694.15
2012-11-01,701.45
2012-11-02,696.95
2012-11-05,697.9
2012-11-06,698.4
2012-11-07,700.35
2012-11-08,696.55
2012-11-09,694.2
2012-11-12,691.95
2012-11-13,688.6
2012-11-15,684.2
2012-11-16,679.0
2012-11-19,680.45
2012-11-20,683.1
2012-11-21,700.45
2012-11-22,699.2
2012-11-23,705.3
2012-11-26,696.8
2012-11-27,699.95
2012-11-29,709.95
2012-11-30,709.85
2012-12-03,705.05
2012-12-04,703.8
2012-12-05,702.55
2012-12-06,703.15
2012-12-07,699.9
2012-12-10,704.6
2012-12-11,715.6
2012-12-12,725.85
2012-12-13,718.55
2012-12-14,718.95
2012-12-17,721.05
2012-12-18,736.95
2012-12-19,764.8
2012-12-20,747.0
2012-12-21,729.45
2012-12-24,740.85
2012-12-26,753.7
2012-12-27,745.5
2012-12-28,739.5
2012-12-31,736.25
