Date,EXIDEIND
2012-01-02,107.75
2012-01-03,110.9
2012-01-04,112.9
2012-01-05,115.95
2012-01-06,115.05
2012-01-07,116.05
2012-01-09,115.2
2012-01-10,118.8
2012-01-11,120.1
2012-01-12,120.55
2012-01-13,121.05
2012-01-16,123.3
2012-01-17,121.9
2012-01-18,120.8
2012-01-19,120.05
2012-01-20,125.6
2012-01-23,128.05
2012-01-24,129.45
2012-01-25,128.85
2012-01-27,129.9
2012-01-30,130.8
2012-01-31,132.6
2012-02-01,133.65
2012-02-02,137.2
2012-02-03,136.9
2012-02-06,137.55
2012-02-07,136.75
2012-02-08,135.15
2012-02-09,137.15
2012-02-10,134.6
2012-02-13,136.0
2012-02-14,137.05
2012-02-15,140.55
2012-02-16,141.65
2012-02-17,137.35
2012-02-21,136.35
2012-02-22,131.3
2012-02-23,138.0
2012-02-24,134.95
2012-02-27,133.5
2012-02-28,135.6
2012-02-29,135.15
2012-03-01,133.95
2012-03-02,135.9
2012-03-03,134.8
2012-03-05,133.15
2012-03-06,134.6
2012-03-07,137.15
2012-03-09,139.05
2012-03-12,144.85
2012-03-13,144.75
2012-03-14,143.7
2012-03-15,144.55
2012-03-16,146.25
2012-03-19,147.35
2012-03-20,146.9
2012-03-21,148.6
2012-03-22,146.25
2012-03-23,145.3
2012-03-26,147.3
2012-03-27,147.45
2012-03-28,143.75
2012-03-29,143.3
2012-03-30,149.2
2012-04-02,145.95
2012-04-03,146.15
2012-04-04,145.35
2012-04-09,141.75
2012-04-10,140.95
2012-04-11,136.95
2012-04-12,139.35
2012-04-13,137.55
2012-04-16,135.55
2012-04-17,139.3
2012-04-18,132.05
2012-04-19,130.15
2012-04-20,129.7
2012-04-23,129.65
2012-04-24,126.3
2012-04-25,123.0
2012-04-26,123.65
2012-04-27,125.7
2012-04-28,127.5
2012-04-30,129.3
2012-05-02,125.5
2012-05-03,121.65
2012-05-04,124.0
2012-05-07,126.25
2012-05-08,125.2
2012-05-09,126.7
2012-05-10,124.3
2012-05-11,121.5
2012-05-14,119.65
2012-05-15,117.25
2012-05-16,119.95
2012-05-17,119.65
2012-05-18,118.2
2012-05-21,118.35
2012-05-22,118.2
2012-05-23,117.0
2012-05-24,120.1
2012-05-25,124.0
2012-05-28,125.9
2012-05-29,123.65
2012-05-30,119.9
2012-05-31,118.3
2012-06-01,116.5
2012-06-04,117.75
2012-06-05,124.55
2012-06-06,125.5
2012-06-07,128.15
2012-06-08,129.35
2012-06-11,132.3
2012-06-12,132.65
2012-06-13,132.95
2012-06-14,131.55
2012-06-15,134.5
2012-06-18,133.0
2012-06-19,133.6
2012-06-20,134.35
2012-06-21,136.6
2012-06-22,134.7
2012-06-25,135.9
2012-06-26,137.45
2012-06-27,136.8
2012-06-28,135.25
2012-06-29,136.65
2012-07-02,136.9
2012-07-03,138.95
2012-07-04,137.25
2012-07-05,138.45
2012-07-06,136.5
2012-07-09,138.05
2012-07-09,138.05
2012-07-10,138.35
2012-07-11,135.65
2012-07-12,138.95
2012-07-13,137.85
2012-07-16,135.75
2012-07-17,132.35
2012-07-18,130.8
2012-07-19,130.3
2012-07-20,132.8
2012-07-23,129.8
2012-07-24,129.65
2012-07-25,127.8
2012-07-26,127.85
2012-07-27,127.35
2012-07-30,127.5
2012-07-31,128.35
2012-08-01,128.6
2012-08-02,129.15
2012-08-03,128.4
2012-08-06,129.6
2012-08-07,130.25
2012-08-08,130.55
2012-08-09,129.75
2012-08-10,130.1
2012-08-13,131.0
2012-08-14,133.05
2012-08-16,132.8
2012-08-17,129.4
2012-08-21,128.35
2012-08-22,127.15
2012-08-23,129.2
2012-08-24,134.05
2012-08-27,135.3
2012-08-28,135.55
2012-08-29,133.9
2012-08-30,131.4
2012-08-31,133.9
2012-09-03,138.05
2012-09-04,143.1
2012-09-05,142.9
2012-09-06,142.5
2012-09-07,142.15
2012-09-08,144.1
2012-09-10,143.1
2012-09-11,142.25
2012-09-12,141.4
2012-09-13,143.9
2012-09-14,144.6
2012-09-17,144.15
2012-09-18,145.2
2012-09-20,146.2
2012-09-21,148.85
2012-09-24,142.7
2012-09-25,145.05
2012-09-26,148.2
2012-09-27,147.55
2012-09-28,153.3
2012-10-01,153.6
2012-10-03,151.15
2012-10-04,151.4
2012-10-05,151.85
2012-10-08,153.35
2012-10-09,150.85
2012-10-10,154.1
2012-10-11,152.85
2012-10-12,150.15
2012-10-15,151.9
2012-10-16,156.75
2012-10-17,158.65
2012-10-18,162.6
2012-10-19,148.2
2012-10-22,142.25
2012-10-23,139.6
2012-10-25,140.0
2012-10-26,138.6
2012-10-29,140.85
2012-10-30,140.05
2012-10-31,141.55
2012-11-01,141.7
2012-11-02,142.8
2012-11-05,139.7
2012-11-06,138.5
2012-11-07,140.3
2012-11-08,139.65
2012-11-09,138.15
2012-11-12,139.0
2012-11-13,139.75
2012-11-15,137.35
2012-11-16,138.95
2012-11-19,139.05
2012-11-20,138.75
2012-11-21,139.05
2012-11-22,140.55
2012-11-23,139.9
2012-11-26,141.05
2012-11-27,144.9
2012-11-29,143.35
2012-11-30,142.1
2012-12-03,147.05
2012-12-04,145.35
2012-12-05,145.8
2012-12-06,147.1
2012-12-07,148.05
2012-12-10,149.4
2012-12-11,148.95
2012-12-12,145.05
2012-12-13,142.9
2012-12-14,141.0
2012-12-17,139.65
2012-12-18,141.15
2012-12-19,142.1
2012-12-20,143.85
2012-12-21,141.1
2012-12-24,136.65
2012-12-26,137.15
2012-12-27,139.0
2012-12-28,140.75
2012-12-31,144.4
