Date,IMPAL
2012-01-02,611.1
2012-01-03,616.7
2012-01-04,620.0
2012-01-05,611.35
2012-01-06,630.3
2012-01-07,630.5
2012-01-09,638.95
2012-01-11,644.95
2012-01-12,625.25
2012-01-13,640.0
2012-01-16,636.0
2012-01-17,647.0
2012-01-18,640.0
2012-01-19,637.0
2012-01-20,637.0
2012-01-23,640.0
2012-01-24,630.35
2012-01-25,640.25
2012-01-27,638.0
2012-01-30,635.0
2012-01-31,638.15
2012-02-01,651.5
2012-02-02,640.0
2012-02-03,648.0
2012-02-06,643.0
2012-02-07,641.75
2012-02-08,641.15
2012-02-09,643.2
2012-02-10,653.85
2012-02-13,644.6
2012-02-14,655.3
2012-02-15,674.4
2012-02-16,670.0
2012-02-17,665.65
2012-02-21,655.65
2012-02-22,634.85
2012-02-23,658.0
2012-02-24,657.9
2012-02-27,646.0
2012-02-28,655.4
2012-02-29,663.9
2012-03-01,657.8
2012-03-02,649.4
2012-03-05,660.0
2012-03-06,650.0
2012-03-07,664.55
2012-03-09,660.0
2012-03-12,637.85
2012-03-13,656.85
2012-03-14,652.0
2012-03-15,656.0
2012-03-16,660.55
2012-03-19,650.45
2012-03-20,651.15
2012-03-21,658.0
2012-03-22,650.0
2012-03-23,641.05
2012-03-26,665.45
2012-03-27,655.0
2012-03-28,652.8
2012-03-29,660.0
2012-03-30,660.0
2012-04-02,656.8
2012-04-03,656.15
2012-04-04,667.85
2012-04-09,661.8
2012-04-10,656.0
2012-04-11,660.0
2012-04-12,662.5
2012-04-13,654.05
2012-04-16,668.95
2012-04-17,660.0
2012-04-18,686.95
2012-04-19,690.4
2012-04-20,695.15
2012-04-23,685.0
2012-04-24,672.0
2012-04-25,667.0
2012-04-26,665.0
2012-04-27,660.75
2012-04-28,655.75
2012-04-30,660.0
2012-05-02,663.95
2012-05-03,652.55
2012-05-04,669.65
2012-05-07,647.0
2012-05-08,653.4
2012-05-09,660.0
2012-05-10,655.0
2012-05-11,670.0
2012-05-14,660.0
2012-05-15,664.0
2012-05-16,657.65
2012-05-17,662.95
2012-05-18,660.0
2012-05-21,655.2
2012-05-22,657.0
2012-05-23,656.6
2012-05-24,657.7
2012-05-25,663.0
2012-05-28,673.3
2012-05-29,665.0
2012-05-30,675.0
2012-05-31,673.05
2012-06-01,687.2
2012-06-04,684.65
2012-06-05,702.15
2012-06-06,671.1
2012-06-07,675.55
2012-06-08,666.95
2012-06-11,655.2
2012-06-12,655.0
2012-06-13,649.75
2012-06-14,640.0
2012-06-15,639.65
2012-06-18,643.35
2012-06-19,644.5
2012-06-20,645.0
2012-06-21,640.35
2012-06-22,635.9
2012-06-25,640.15
2012-06-26,650.0
2012-06-27,650.05
2012-06-28,650.6
2012-06-29,653.05
2012-07-02,652.25
2012-07-03,655.0
2012-07-04,660.0
2012-07-05,650.9
2012-07-06,654.7
2012-07-09,656.55
2012-07-09,656.55
2012-07-10,655.2
2012-07-11,657.85
2012-07-12,656.0
2012-07-13,656.0
2012-07-16,665.35
2012-07-17,672.65
2012-07-18,680.2
2012-07-19,684.6
2012-07-20,672.9
2012-07-23,667.6
2012-07-24,801.1
2012-07-25,863.15
2012-07-26,841.85
2012-07-27,773.7
2012-07-30,738.15
2012-07-31,750.95
2012-08-01,754.7
2012-08-02,746.0
2012-08-03,754.85
2012-08-06,779.6
2012-08-07,843.35
2012-08-08,802.8
2012-08-09,804.15
2012-08-10,796.25
2012-08-13,801.05
2012-08-14,795.45
2012-08-16,794.35
2012-08-17,789.85
2012-08-21,801.65
2012-08-22,796.35
2012-08-23,797.75
2012-08-24,808.25
2012-08-27,806.35
2012-08-28,796.45
2012-08-29,794.5
2012-08-30,804.6
2012-08-31,805.5
2012-09-03,797.95
2012-09-04,806.35
2012-09-05,804.6
2012-09-06,795.35
2012-09-07,783.25
2012-09-08,789.35
2012-09-10,407.75
2012-09-11,393.1
2012-09-12,392.35
2012-09-13,388.25
2012-09-14,413.35
2012-09-17,421.95
2012-09-18,419.05
2012-09-20,401.15
2012-09-21,403.05
2012-09-24,402.25
2012-09-25,407.25
2012-09-26,409.35
2012-09-27,411.35
2012-09-28,413.05
2012-10-01,416.0
2012-10-03,413.9
2012-10-04,411.05
2012-10-05,411.5
2012-10-08,408.7
2012-10-09,407.0
2012-10-10,405.4
2012-10-11,410.0
2012-10-12,414.95
2012-10-15,411.1
2012-10-16,413.25
2012-10-17,409.1
2012-10-18,413.4
2012-10-19,411.1
2012-10-22,405.2
2012-10-23,405.35
2012-10-25,406.75
2012-10-26,408.25
2012-10-29,398.2
2012-10-30,397.75
2012-10-31,399.95
2012-11-01,403.1
2012-11-02,398.9
2012-11-05,399.15
2012-11-06,399.85
2012-11-07,396.1
2012-11-08,394.8
2012-11-09,398.1
2012-11-12,394.85
2012-11-13,391.05
2012-11-15,389.1
2012-11-16,395.2
2012-11-19,396.35
2012-11-20,394.55
2012-11-21,403.8
2012-11-22,402.25
2012-11-23,403.15
2012-11-26,403.95
2012-11-27,404.85
2012-11-29,401.55
2012-11-30,405.55
2012-12-03,410.95
2012-12-04,407.6
2012-12-05,407.3
2012-12-06,411.05
2012-12-07,428.75
2012-12-10,422.45
2012-12-11,419.9
2012-12-12,422.3
2012-12-13,423.75
2012-12-14,425.6
2012-12-17,430.05
2012-12-18,447.85
2012-12-19,436.3
2012-12-20,429.25
2012-12-21,432.6
2012-12-24,426.35
2012-12-26,428.05
2012-12-27,430.15
2012-12-28,428.35
2012-12-31,423.25
