Date,ADANIPORTS
2012-01-02,114.7
2012-01-03,120.3
2012-01-04,122.85
2012-01-05,126.7
2012-01-06,127.7
2012-01-07,127.3
2012-01-09,132.2
2012-01-10,136.45
2012-01-11,137.05
2012-01-12,132.65
2012-01-13,131.55
2012-01-16,135.5
2012-01-17,140.0
2012-01-18,141.7
2012-01-19,149.4
2012-01-20,155.4
2012-01-23,146.75
2012-01-24,150.05
2012-01-25,143.2
2012-01-27,147.1
2012-01-30,138.4
2012-01-31,146.25
2012-02-01,143.9
2012-02-02,151.0
2012-02-03,150.25
2012-02-06,148.1
2012-02-07,139.15
2012-02-08,140.3
2012-02-09,137.95
2012-02-10,142.9
2012-02-13,143.05
2012-02-14,144.15
2012-02-15,147.15
2012-02-16,147.6
2012-02-17,150.5
2012-02-21,152.65
2012-02-22,143.85
2012-02-23,144.05
2012-02-24,142.7
2012-02-27,143.65
2012-02-28,148.1
2012-02-29,148.65
2012-03-01,146.85
2012-03-02,147.35
2012-03-03,146.15
2012-03-05,143.2
2012-03-06,143.55
2012-03-07,145.25
2012-03-09,135.0
2012-03-12,129.9
2012-03-13,131.1
2012-03-14,135.75
2012-03-15,132.05
2012-03-16,133.15
2012-03-19,131.85
2012-03-20,132.35
2012-03-21,131.15
2012-03-22,125.9
2012-03-23,123.45
2012-03-26,120.55
2012-03-27,121.5
2012-03-28,118.25
2012-03-29,124.2
2012-03-30,129.5
2012-04-02,129.5
2012-04-03,129.4
2012-04-04,131.65
2012-04-09,133.75
2012-04-10,131.95
2012-04-11,127.35
2012-04-12,128.25
2012-04-13,129.9
2012-04-16,128.9
2012-04-17,129.65
2012-04-18,129.75
2012-04-19,134.1
2012-04-20,130.65
2012-04-23,127.25
2012-04-24,128.65
2012-04-25,129.65
2012-04-26,124.6
2012-04-27,126.35
2012-04-28,125.95
2012-04-30,127.8
2012-05-02,126.05
2012-05-03,124.95
2012-05-04,124.1
2012-05-07,127.7
2012-05-08,123.05
2012-05-09,122.85
2012-05-10,125.05
2012-05-11,121.5
2012-05-14,114.9
2012-05-15,114.7
2012-05-16,111.0
2012-05-17,113.8
2012-05-18,111.7
2012-05-21,112.6
2012-05-22,111.75
2012-05-23,110.25
2012-05-24,112.0
2012-05-25,113.8
2012-05-28,114.9
2012-05-29,118.3
2012-05-30,119.0
2012-05-31,123.45
2012-06-01,125.35
2012-06-04,123.75
2012-06-05,122.85
2012-06-06,124.15
2012-06-07,125.1
2012-06-08,124.8
2012-06-11,123.65
2012-06-12,122.55
2012-06-13,120.8
2012-06-14,114.5
2012-06-15,114.75
2012-06-18,115.2
2012-06-19,114.95
2012-06-20,117.45
2012-06-21,117.55
2012-06-22,117.85
2012-06-25,116.7
2012-06-26,118.05
2012-06-27,118.4
2012-06-28,119.45
2012-06-29,121.15
2012-07-02,124.75
2012-07-03,124.05
2012-07-04,124.6
2012-07-05,123.95
2012-07-06,122.6
2012-07-09,121.45
2012-07-09,121.45
2012-07-10,121.4
2012-07-11,120.55
2012-07-12,118.85
2012-07-13,117.5
2012-07-16,115.5
2012-07-17,113.55
2012-07-18,113.0
2012-07-19,111.95
2012-07-20,113.85
2012-07-23,112.45
2012-07-24,117.0
2012-07-25,115.2
2012-07-26,117.85
2012-07-27,114.1
2012-07-30,118.85
2012-07-31,120.45
2012-08-01,120.9
2012-08-02,121.6
2012-08-03,121.55
2012-08-06,124.05
2012-08-07,122.75
2012-08-08,124.3
2012-08-09,127.0
2012-08-10,126.9
2012-08-13,125.2
2012-08-14,128.15
2012-08-16,127.15
2012-08-17,123.5
2012-08-21,119.85
2012-08-22,116.55
2012-08-23,110.8
2012-08-24,112.0
2012-08-27,108.0
2012-08-28,108.85
2012-08-29,109.45
2012-08-30,114.5
2012-08-31,113.75
2012-09-03,116.25
2012-09-04,116.6
2012-09-05,115.6
2012-09-06,114.15
2012-09-07,112.95
2012-09-08,112.7
2012-09-10,112.7
2012-09-11,112.45
2012-09-12,110.9
2012-09-13,110.6
2012-09-14,111.6
2012-09-17,111.65
2012-09-18,117.05
2012-09-20,115.5
2012-09-21,115.7
2012-09-24,119.55
2012-09-25,120.0
2012-09-26,122.6
2012-09-27,122.05
2012-09-28,127.5
2012-10-01,125.5
2012-10-03,129.5
2012-10-04,129.6
2012-10-05,128.15
2012-10-08,123.8
2012-10-09,122.65
2012-10-10,120.5
2012-10-11,124.3
2012-10-12,125.4
2012-10-15,123.45
2012-10-16,120.05
2012-10-17,120.0
2012-10-18,124.7
2012-10-19,124.35
2012-10-22,129.75
2012-10-23,128.55
2012-10-25,130.7
2012-10-26,127.0
2012-10-29,124.5
2012-10-30,125.0
2012-10-31,127.25
2012-11-01,125.0
2012-11-02,127.95
2012-11-05,127.45
2012-11-06,134.85
2012-11-07,130.85
2012-11-08,130.6
2012-11-09,127.9
2012-11-12,129.2
2012-11-13,128.9
2012-11-15,131.4
2012-11-16,127.35
2012-11-19,127.95
2012-11-20,123.2
2012-11-21,123.05
2012-11-22,122.8
2012-11-23,123.35
2012-11-26,125.35
2012-11-27,129.75
2012-11-29,125.45
2012-11-30,130.15
2012-12-03,132.25
2012-12-04,134.4
2012-12-05,133.7
2012-12-06,135.05
2012-12-07,137.6
2012-12-10,137.05
2012-12-11,134.75
2012-12-12,135.65
2012-12-13,130.7
2012-12-14,135.65
2012-12-17,143.25
2012-12-18,142.65
2012-12-19,145.25
2012-12-20,140.0
2012-12-21,135.65
2012-12-24,135.35
2012-12-26,136.4
2012-12-27,133.8
2012-12-28,132.85
2012-12-31,135.0
