Date,HFCL
2012-01-02,10.9
2012-01-03,11.1
2012-01-04,10.9
2012-01-05,10.85
2012-01-06,11.05
2012-01-07,11.1
2012-01-09,11.3
2012-01-10,11.8
2012-01-11,11.65
2012-01-12,11.4
2012-01-13,13.6
2012-01-16,13.45
2012-01-17,13.45
2012-01-18,13.5
2012-01-19,13.75
2012-01-20,13.25
2012-01-23,13.2
2012-01-24,13.1
2012-01-25,13.2
2012-01-27,13.55
2012-01-30,13.45
2012-01-31,13.5
2012-02-01,14.1
2012-02-02,13.65
2012-02-03,13.65
2012-02-06,13.4
2012-02-07,13.45
2012-02-08,13.7
2012-02-09,13.85
2012-02-10,13.6
2012-02-13,13.75
2012-02-14,13.6
2012-02-15,13.9
2012-02-16,15.05
2012-02-17,14.6
2012-02-21,14.9
2012-02-22,13.75
2012-02-23,13.95
2012-02-24,14.7
2012-02-27,13.85
2012-02-28,14.3
2012-02-29,13.95
2012-03-01,13.8
2012-03-02,13.7
2012-03-03,13.65
2012-03-05,13.4
2012-03-06,13.15
2012-03-07,12.9
2012-03-09,13.05
2012-03-12,13.35
2012-03-13,13.5
2012-03-14,13.15
2012-03-15,12.85
2012-03-16,12.35
2012-03-19,11.95
2012-03-20,12.2
2012-03-21,12.1
2012-03-22,12.15
2012-03-23,12.2
2012-03-26,11.95
2012-03-27,11.65
2012-03-28,11.15
2012-03-29,11.65
2012-03-30,11.75
2012-04-02,12.2
2012-04-03,12.15
2012-04-04,12.0
2012-04-09,11.9
2012-04-10,11.85
2012-04-11,12.1
2012-04-12,11.85
2012-04-13,11.5
2012-04-16,11.55
2012-04-17,11.75
2012-04-18,11.7
2012-04-19,12.0
2012-04-20,11.75
2012-04-23,11.6
2012-04-24,11.65
2012-04-25,11.35
2012-04-26,11.35
2012-04-27,11.1
2012-04-28,11.2
2012-04-30,11.05
2012-05-02,10.95
2012-05-03,10.95
2012-05-04,10.7
2012-05-07,10.75
2012-05-08,10.55
2012-05-09,10.5
2012-05-10,10.55
2012-05-11,10.5
2012-05-14,10.5
2012-05-15,10.6
2012-05-16,10.4
2012-05-17,10.45
2012-05-18,10.6
2012-05-21,12.7
2012-05-22,12.75
2012-05-23,12.55
2012-05-24,12.3
2012-05-25,12.2
2012-05-28,12.2
2012-05-29,12.05
2012-05-30,11.65
2012-05-31,11.35
2012-06-01,11.05
2012-06-04,10.95
2012-06-05,11.25
2012-06-06,11.35
2012-06-07,11.7
2012-06-08,11.75
2012-06-11,11.6
2012-06-12,11.5
2012-06-13,11.5
2012-06-14,11.15
2012-06-15,11.2
2012-06-18,11.15
2012-06-19,11.0
2012-06-20,11.1
2012-06-21,11.0
2012-06-22,11.2
2012-06-25,11.2
2012-06-26,11.35
2012-06-27,11.2
2012-06-28,11.3
2012-06-29,11.3
2012-07-02,11.9
2012-07-03,13.45
2012-07-04,13.25
2012-07-05,13.25
2012-07-06,12.95
2012-07-09,12.5
2012-07-09,12.5
2012-07-10,13.25
2012-07-11,13.35
2012-07-12,13.2
2012-07-13,13.1
2012-07-16,12.6
2012-07-17,12.5
2012-07-18,12.35
2012-07-19,12.5
2012-07-20,12.35
2012-07-23,12.4
2012-07-24,12.35
2012-07-25,11.95
2012-07-26,11.5
2012-07-27,11.4
2012-07-30,11.75
2012-07-31,11.85
2012-08-01,11.85
2012-08-02,11.85
2012-08-03,11.7
2012-08-06,11.8
2012-08-07,12.2
2012-08-08,11.8
2012-08-09,11.8
2012-08-10,11.7
2012-08-13,11.75
2012-08-14,11.7
2012-08-16,11.75
2012-08-17,11.6
2012-08-21,11.5
2012-08-22,11.3
2012-08-23,11.4
2012-08-24,11.15
2012-08-27,11.05
2012-08-28,10.8
2012-08-29,10.65
2012-08-30,11.0
2012-08-31,10.9
2012-09-03,10.85
2012-09-04,10.8
2012-09-05,10.8
2012-09-06,10.6
2012-09-07,10.7
2012-09-08,10.75
2012-09-10,10.9
2012-09-11,11.05
2012-09-12,10.95
2012-09-13,10.8
2012-09-14,10.8
2012-09-17,10.95
2012-09-18,11.2
2012-09-20,10.8
2012-09-21,11.2
2012-09-24,11.4
2012-09-25,11.25
2012-09-26,11.3
2012-09-27,11.3
2012-09-28,11.25
2012-10-01,11.35
2012-10-03,11.8
2012-10-04,12.2
2012-10-05,11.85
2012-10-08,11.5
2012-10-09,11.5
2012-10-10,11.1
2012-10-11,11.4
2012-10-12,11.2
2012-10-15,11.25
2012-10-16,11.05
2012-10-17,11.05
2012-10-18,11.15
2012-10-19,11.25
2012-10-22,11.2
2012-10-23,11.1
2012-10-25,11.35
2012-10-26,11.1
2012-10-29,11.0
2012-10-30,10.8
2012-10-31,10.8
2012-11-01,11.0
2012-11-02,11.0
2012-11-05,10.8
2012-11-06,10.9
2012-11-07,10.9
2012-11-08,11.15
2012-11-09,10.85
2012-11-12,10.7
2012-11-13,10.8
2012-11-15,10.9
2012-11-16,10.6
2012-11-19,10.45
2012-11-20,10.2
2012-11-21,10.2
2012-11-22,10.15
2012-11-23,10.0
2012-11-26,10.1
2012-11-27,10.15
2012-11-29,10.15
2012-11-30,10.2
2012-12-03,10.25
2012-12-04,10.75
2012-12-05,10.65
2012-12-06,10.6
2012-12-07,10.6
2012-12-10,10.5
2012-12-11,10.3
2012-12-12,10.25
2012-12-13,10.3
2012-12-14,10.15
2012-12-17,10.05
2012-12-18,10.15
2012-12-19,10.15
2012-12-20,10.15
2012-12-21,10.0
2012-12-24,9.9
2012-12-26,10.0
2012-12-27,9.9
2012-12-28,9.85
2012-12-31,9.8
