Date,JINDALSTEL
2012-01-02,460.55
2012-01-03,486.8
2012-01-04,477.05
2012-01-05,481.65
2012-01-06,466.25
2012-01-07,466.8
2012-01-09,478.65
2012-01-10,499.55
2012-01-11,488.3
2012-01-12,487.4
2012-01-13,503.3
2012-01-16,499.2
2012-01-17,511.65
2012-01-18,510.55
2012-01-19,518.0
2012-01-20,534.3
2012-01-23,537.35
2012-01-24,549.6
2012-01-25,540.55
2012-01-27,529.3
2012-01-30,532.8
2012-01-31,541.75
2012-02-01,576.1
2012-02-02,572.55
2012-02-03,555.85
2012-02-06,574.15
2012-02-07,573.9
2012-02-08,581.35
2012-02-09,603.3
2012-02-10,604.2
2012-02-13,605.8
2012-02-14,598.8
2012-02-15,610.45
2012-02-16,641.35
2012-02-17,642.15
2012-02-21,645.1
2012-02-22,612.8
2012-02-23,607.45
2012-02-24,612.4
2012-02-27,582.95
2012-02-28,593.65
2012-02-29,582.75
2012-03-01,574.8
2012-03-02,588.95
2012-03-03,591.45
2012-03-05,568.25
2012-03-06,546.85
2012-03-07,536.8
2012-03-09,575.05
2012-03-12,589.35
2012-03-13,611.0
2012-03-14,604.85
2012-03-15,602.15
2012-03-16,575.15
2012-03-19,578.6
2012-03-20,587.65
2012-03-21,589.1
2012-03-22,546.65
2012-03-23,535.9
2012-03-26,526.05
2012-03-27,533.35
2012-03-28,526.0
2012-03-29,548.05
2012-03-30,545.15
2012-04-02,542.55
2012-04-03,542.3
2012-04-04,524.7
2012-04-09,506.65
2012-04-10,501.35
2012-04-11,487.25
2012-04-12,511.45
2012-04-13,497.55
2012-04-16,501.15
2012-04-17,507.4
2012-04-18,515.15
2012-04-19,516.5
2012-04-20,506.5
2012-04-23,484.55
2012-04-24,479.65
2012-04-25,480.5
2012-04-26,488.45
2012-04-27,480.85
2012-04-28,486.65
2012-04-30,504.0
2012-05-02,505.15
2012-05-03,494.15
2012-05-04,485.3
2012-05-07,501.75
2012-05-08,484.55
2012-05-09,470.0
2012-05-10,456.55
2012-05-11,457.55
2012-05-14,457.15
2012-05-15,466.45
2012-05-16,450.75
2012-05-17,462.95
2012-05-18,471.4
2012-05-21,466.6
2012-05-22,462.1
2012-05-23,454.45
2012-05-24,468.1
2012-05-25,456.6
2012-05-28,453.9
2012-05-29,454.9
2012-05-30,453.7
2012-05-31,440.35
2012-06-01,430.0
2012-06-04,416.25
2012-06-05,412.9
2012-06-06,431.9
2012-06-07,440.6
2012-06-08,439.7
2012-06-11,432.0
2012-06-12,432.05
2012-06-13,440.65
2012-06-14,433.7
2012-06-15,437.35
2012-06-18,429.5
2012-06-19,427.05
2012-06-20,438.65
2012-06-21,439.4
2012-06-22,433.95
2012-06-25,428.35
2012-06-26,430.3
2012-06-27,429.95
2012-06-28,431.85
2012-06-29,470.35
2012-07-02,456.9
2012-07-03,450.35
2012-07-04,466.15
2012-07-05,470.65
2012-07-06,455.6
2012-07-09,442.95
2012-07-09,442.95
2012-07-10,454.75
2012-07-11,452.45
2012-07-12,444.9
2012-07-13,431.1
2012-07-16,418.9
2012-07-17,415.65
2012-07-18,426.55
2012-07-19,425.55
2012-07-20,426.6
2012-07-23,415.05
2012-07-24,414.75
2012-07-25,395.8
2012-07-26,392.75
2012-07-27,394.85
2012-07-30,403.4
2012-07-31,398.65
2012-08-01,400.0
2012-08-02,405.15
2012-08-03,396.35
2012-08-06,399.7
2012-08-07,407.15
2012-08-08,411.55
2012-08-09,407.85
2012-08-10,410.1
2012-08-13,407.6
2012-08-14,418.0
2012-08-16,418.55
2012-08-17,401.45
2012-08-21,404.4
2012-08-22,404.05
2012-08-23,407.8
2012-08-24,396.85
2012-08-27,377.55
2012-08-28,359.15
2012-08-29,359.6
2012-08-30,352.9
2012-08-31,352.15
2012-09-03,344.5
2012-09-04,352.95
2012-09-05,335.8
2012-09-06,342.6
2012-09-07,347.35
2012-09-08,352.05
2012-09-10,344.25
2012-09-11,333.55
2012-09-12,346.65
2012-09-13,341.9
2012-09-14,373.2
2012-09-17,394.65
2012-09-18,405.15
2012-09-20,400.6
2012-09-21,426.9
2012-09-24,444.6
2012-09-25,425.05
2012-09-26,423.95
2012-09-27,425.3
2012-09-28,427.15
2012-10-01,436.7
2012-10-03,415.4
2012-10-04,416.2
2012-10-05,416.4
2012-10-08,420.1
2012-10-09,424.35
2012-10-10,416.1
2012-10-11,418.35
2012-10-12,418.0
2012-10-15,421.8
2012-10-16,412.35
2012-10-17,412.8
2012-10-18,417.15
2012-10-19,407.5
2012-10-22,400.45
2012-10-23,390.75
2012-10-25,387.3
2012-10-26,386.1
2012-10-29,388.5
2012-10-30,379.85
2012-10-31,388.35
2012-11-01,391.95
2012-11-02,388.85
2012-11-05,380.35
2012-11-06,386.55
2012-11-07,386.65
2012-11-08,383.8
2012-11-09,383.2
2012-11-12,379.2
2012-11-13,377.3
2012-11-15,368.1
2012-11-16,371.1
2012-11-19,371.9
2012-11-20,369.1
2012-11-21,375.7
2012-11-22,376.1
2012-11-23,375.35
2012-11-26,372.4
2012-11-27,380.0
2012-11-29,381.15
2012-11-30,403.05
2012-12-03,404.6
2012-12-04,408.3
2012-12-05,404.2
2012-12-06,407.65
2012-12-07,409.8
2012-12-10,410.05
2012-12-11,420.1
2012-12-12,413.0
2012-12-13,420.25
2012-12-14,431.2
2012-12-17,441.75
2012-12-18,449.6
2012-12-19,460.65
2012-12-20,470.8
2012-12-21,454.55
2012-12-24,445.45
2012-12-26,454.45
2012-12-27,446.6
2012-12-28,445.8
2012-12-31,447.85
