Date,TATACHEM
2012-01-02,308.85
2012-01-03,316.15
2012-01-04,314.1
2012-01-05,311.9
2012-01-06,310.45
2012-01-07,319.95
2012-01-09,318.65
2012-01-10,320.65
2012-01-11,313.75
2012-01-12,315.05
2012-01-13,315.4
2012-01-16,314.4
2012-01-17,324.6
2012-01-18,321.6
2012-01-19,324.2
2012-01-20,324.0
2012-01-23,326.0
2012-01-24,329.7
2012-01-25,326.3
2012-01-27,336.75
2012-01-30,334.25
2012-01-31,341.35
2012-02-01,346.5
2012-02-02,349.05
2012-02-03,345.0
2012-02-06,348.5
2012-02-07,344.8
2012-02-08,347.05
2012-02-09,351.55
2012-02-10,357.0
2012-02-13,363.45
2012-02-14,360.0
2012-02-15,368.3
2012-02-16,370.05
2012-02-17,371.5
2012-02-21,366.4
2012-02-22,354.4
2012-02-23,353.25
2012-02-24,355.0
2012-02-27,342.15
2012-02-28,348.9
2012-02-29,362.45
2012-03-01,359.5
2012-03-02,355.6
2012-03-03,355.05
2012-03-05,355.35
2012-03-06,354.4
2012-03-07,346.45
2012-03-09,350.95
2012-03-12,354.15
2012-03-13,359.5
2012-03-14,357.4
2012-03-15,359.2
2012-03-16,355.0
2012-03-19,354.3
2012-03-20,354.15
2012-03-21,355.75
2012-03-22,349.3
2012-03-23,347.15
2012-03-26,339.4
2012-03-27,340.95
2012-03-28,337.75
2012-03-29,341.1
2012-03-30,346.65
2012-04-02,343.85
2012-04-03,345.2
2012-04-04,350.85
2012-04-09,339.9
2012-04-10,335.15
2012-04-11,335.75
2012-04-12,340.8
2012-04-13,339.4
2012-04-16,348.05
2012-04-17,349.35
2012-04-18,350.6
2012-04-19,351.95
2012-04-20,342.45
2012-04-23,343.2
2012-04-24,340.8
2012-04-25,336.9
2012-04-26,327.1
2012-04-27,332.45
2012-04-28,336.0
2012-04-30,336.25
2012-05-02,337.05
2012-05-03,332.15
2012-05-04,331.85
2012-05-07,337.55
2012-05-08,336.95
2012-05-09,336.5
2012-05-10,340.5
2012-05-11,333.0
2012-05-14,330.2
2012-05-15,327.1
2012-05-16,325.75
2012-05-17,325.4
2012-05-18,320.0
2012-05-21,314.85
2012-05-22,313.6
2012-05-23,309.8
2012-05-24,309.85
2012-05-25,311.05
2012-05-28,323.15
2012-05-29,318.65
2012-05-30,316.85
2012-05-31,307.85
2012-06-01,307.5
2012-06-04,299.9
2012-06-05,304.7
2012-06-06,309.0
2012-06-07,312.0
2012-06-08,311.5
2012-06-11,317.05
2012-06-12,317.0
2012-06-13,313.0
2012-06-14,312.75
2012-06-15,309.9
2012-06-18,306.15
2012-06-19,302.35
2012-06-20,307.75
2012-06-21,307.95
2012-06-22,306.1
2012-06-25,304.95
2012-06-26,304.65
2012-06-27,305.95
2012-06-28,305.8
2012-06-29,311.0
2012-07-02,315.5
2012-07-03,317.2
2012-07-04,316.25
2012-07-05,324.4
2012-07-06,321.7
2012-07-09,318.05
2012-07-10,321.65
2012-07-11,320.15
2012-07-12,320.8
2012-07-13,320.8
2012-07-16,319.2
2012-07-17,319.0
2012-07-18,318.0
2012-07-19,318.0
2012-07-20,318.0
2012-07-23,314.25
2012-07-24,316.6
2012-07-25,310.85
2012-07-26,305.45
2012-07-27,305.1
2012-07-30,309.2
2012-07-31,305.9
2012-08-01,310.65
2012-08-02,309.95
2012-08-03,308.85
2012-08-06,310.8
2012-08-07,308.7
2012-08-08,299.25
2012-08-09,302.65
2012-08-10,306.05
2012-08-13,308.25
2012-08-14,310.45
2012-08-16,310.7
2012-08-17,316.1
2012-08-21,312.15
2012-08-22,311.05
2012-08-23,310.0
2012-08-24,314.3
2012-08-27,309.75
2012-08-28,305.2
2012-08-29,305.95
2012-08-30,302.3
2012-08-31,304.9
2012-09-03,304.75
2012-09-04,304.9
2012-09-05,311.0
2012-09-06,313.8
2012-09-07,318.5
2012-09-08,317.7
2012-09-10,322.85
2012-09-11,324.2
2012-09-12,323.7
2012-09-13,321.45
2012-09-14,319.95
2012-09-17,317.75
2012-09-18,314.5
2012-09-20,315.5
2012-09-21,323.65
2012-09-24,320.25
2012-09-25,318.25
2012-09-26,315.7
2012-09-27,318.5
2012-09-28,320.85
2012-10-01,321.0
2012-10-03,327.0
2012-10-04,326.15
2012-10-05,320.45
2012-10-08,319.95
2012-10-09,318.25
2012-10-10,316.0
2012-10-11,323.15
2012-10-12,325.4
2012-10-15,324.9
2012-10-16,323.9
2012-10-17,325.35
2012-10-18,326.15
2012-10-19,326.9
2012-10-22,326.8
2012-10-23,325.5
2012-10-25,325.05
2012-10-26,324.4
2012-10-29,321.7
2012-10-30,319.3
2012-10-31,316.45
2012-11-01,316.3
2012-11-02,316.75
2012-11-05,318.0
2012-11-06,319.0
2012-11-07,318.35
2012-11-08,318.85
2012-11-09,318.85
2012-11-12,319.5
2012-11-13,320.0
2012-11-15,316.45
2012-11-16,317.25
2012-11-19,312.7
2012-11-20,312.85
2012-11-21,312.55
2012-11-22,311.85
2012-11-23,313.5
2012-11-26,310.9
2012-11-27,310.35
2012-11-29,325.0
2012-11-30,327.2
2012-12-03,334.35
2012-12-04,352.55
2012-12-05,344.95
2012-12-06,350.5
2012-12-07,347.3
2012-12-10,347.4
2012-12-11,341.0
2012-12-12,339.35
2012-12-13,332.9
2012-12-14,337.15
2012-12-17,338.6
2012-12-18,341.05
2012-12-19,348.3
2012-12-20,347.55
2012-12-21,341.05
2012-12-24,339.9
2012-12-26,341.85
2012-12-27,340.3
2012-12-28,349.7
2012-12-31,354.0
