Date,TTKPRESTIG
2012-01-02,2500.9
2012-01-03,2522.8
2012-01-04,2512.35
2012-01-05,2507.75
2012-01-06,2517.95
2012-01-07,2507.3
2012-01-09,2521.05
2012-01-10,2537.95
2012-01-11,2504.5
2012-01-12,2321.15
2012-01-13,2264.6
2012-01-16,2335.15
2012-01-17,2401.05
2012-01-18,2400.25
2012-01-19,2383.8
2012-01-20,2433.4
2012-01-23,2351.35
2012-01-24,2402.35
2012-01-25,2407.95
2012-01-27,2437.3
2012-01-30,2360.35
2012-01-31,2370.5
2012-02-01,2288.55
2012-02-02,2329.55
2012-02-03,2309.95
2012-02-06,2499.95
2012-02-07,2814.7
2012-02-08,2952.2
2012-02-09,3006.65
2012-02-10,3198.45
2012-02-13,3180.7
2012-02-14,3084.65
2012-02-15,2999.55
2012-02-16,2961.5
2012-02-17,2931.05
2012-02-21,3003.25
2012-02-22,2854.0
2012-02-23,2930.95
2012-02-24,2832.5
2012-02-27,2727.9
2012-02-28,2902.25
2012-02-29,2976.7
2012-03-01,2925.7
2012-03-02,2832.4
2012-03-03,2843.15
2012-03-05,2814.75
2012-03-06,2779.95
2012-03-07,2888.9
2012-03-09,2908.95
2012-03-12,2895.45
2012-03-13,2875.4
2012-03-14,2845.35
2012-03-15,2764.65
2012-03-16,2714.4
2012-03-19,2646.6
2012-03-20,2780.35
2012-03-21,3179.65
2012-03-22,3018.85
2012-03-23,3094.25
2012-03-26,2926.65
2012-03-27,2948.2
2012-03-28,2857.65
2012-03-29,2803.35
2012-03-30,2944.65
2012-04-02,3015.55
2012-04-03,3187.75
2012-04-04,3215.5
2012-04-09,3215.0
2012-04-10,3191.3
2012-04-11,3222.9
2012-04-12,3346.7
2012-04-13,3284.5
2012-04-16,3456.45
2012-04-17,3472.9
2012-04-18,3452.8
2012-04-19,3452.65
2012-04-20,3503.65
2012-04-23,3568.65
2012-04-24,3435.5
2012-04-25,3415.7
2012-04-26,3410.95
2012-04-27,3417.3
2012-04-28,3408.75
2012-04-30,3480.55
2012-05-02,3592.7
2012-05-03,3613.05
2012-05-04,3509.95
2012-05-07,3030.95
2012-05-08,3126.4
2012-05-09,3102.2
2012-05-10,3069.2
2012-05-11,2893.9
2012-05-14,3026.25
2012-05-15,3110.75
2012-05-16,3085.35
2012-05-17,3072.6
2012-05-18,3050.8
2012-05-21,3057.55
2012-05-22,3005.35
2012-05-23,2937.25
2012-05-24,2926.3
2012-05-25,2949.55
2012-05-28,3008.35
2012-05-29,2974.7
2012-05-30,2874.05
2012-05-31,2791.5
2012-06-01,2708.55
2012-06-04,2714.3
2012-06-05,2713.3
2012-06-06,2772.05
2012-06-07,2950.05
2012-06-08,3018.75
2012-06-11,3039.15
2012-06-12,3029.35
2012-06-13,3025.1
2012-06-14,3072.5
2012-06-15,3065.85
2012-06-18,3037.05
2012-06-19,3023.75
2012-06-20,3023.2
2012-06-21,3020.7
2012-06-22,3081.9
2012-06-25,3099.6
2012-06-26,3108.35
2012-06-27,3080.55
2012-06-28,3062.45
2012-06-29,3069.8
2012-07-02,3158.0
2012-07-03,3316.15
2012-07-04,3386.25
2012-07-05,3396.0
2012-07-06,3315.95
2012-07-09,3303.4
2012-07-10,3324.1
2012-07-11,3299.15
2012-07-12,3285.35
2012-07-13,3301.95
2012-07-16,3336.15
2012-07-17,3358.8
2012-07-18,3448.6
2012-07-19,3580.95
2012-07-20,3564.4
2012-07-23,3487.1
2012-07-24,3473.75
2012-07-25,3432.05
2012-07-26,3239.0
2012-07-27,3255.75
2012-07-30,3428.45
2012-07-31,3599.95
2012-08-01,3692.8
2012-08-02,3742.35
2012-08-03,3677.6
2012-08-06,3744.1
2012-08-07,3846.0
2012-08-08,3901.7
2012-08-09,3857.05
2012-08-10,3737.65
2012-08-13,3711.9
2012-08-14,3627.9
2012-08-16,3650.45
2012-08-17,3669.05
2012-08-21,3582.35
2012-08-22,3403.65
2012-08-23,3427.65
2012-08-24,3417.7
2012-08-27,3382.5
2012-08-28,3387.85
2012-08-29,3259.2
2012-08-30,3181.2
2012-08-31,3136.5
2012-09-03,3276.45
2012-09-04,3341.85
2012-09-05,3341.15
2012-09-06,3342.1
2012-09-07,3365.95
2012-09-08,3383.7
2012-09-10,3408.3
2012-09-11,3390.55
2012-09-12,3391.0
2012-09-13,3408.45
2012-09-14,3514.7
2012-09-17,3654.4
2012-09-18,3910.45
2012-09-20,3648.15
2012-09-21,3639.45
2012-09-24,3709.25
2012-09-25,3789.6
2012-09-26,3906.25
2012-09-27,3785.55
2012-09-28,3730.45
2012-10-01,3687.8
2012-10-03,3812.0
2012-10-04,3769.65
2012-10-05,3727.1
2012-10-08,3689.5
2012-10-09,3710.5
2012-10-10,3684.35
2012-10-11,3672.4
2012-10-12,3301.2
2012-10-15,3154.2
2012-10-16,3207.3
2012-10-17,3288.15
2012-10-18,3289.5
2012-10-19,3233.8
2012-10-22,3145.65
2012-10-23,3132.35
2012-10-25,3137.85
2012-10-26,3130.45
2012-10-29,3109.0
2012-10-30,3037.55
2012-10-31,3205.75
2012-11-01,3354.85
2012-11-02,3401.8
2012-11-05,3397.55
2012-11-06,3436.05
2012-11-07,3456.0
2012-11-08,3440.85
2012-11-09,3358.15
2012-11-12,3325.25
2012-11-13,3311.8
2012-11-15,3347.25
2012-11-16,3381.95
2012-11-19,3309.2
2012-11-20,3328.75
2012-11-21,3360.5
2012-11-22,3367.55
2012-11-23,3339.7
2012-11-26,3483.0
2012-11-27,3487.95
2012-11-29,3535.55
2012-11-30,3543.75
2012-12-03,3654.3
2012-12-04,3605.7
2012-12-05,3607.35
2012-12-06,3702.25
2012-12-07,3680.8
2012-12-10,3716.3
2012-12-11,3828.35
2012-12-12,3826.55
2012-12-13,3742.9
2012-12-14,3627.05
2012-12-17,3631.3
2012-12-18,3543.2
2012-12-19,3517.95
2012-12-20,3492.6
2012-12-21,3408.8
2012-12-24,3410.3
2012-12-26,3343.25
2012-12-27,3312.4
2012-12-28,3241.5
2012-12-31,3379.0
