Date,GTL
2012-01-02,36.15
2012-01-03,36.8
2012-01-04,36.35
2012-01-05,36.1
2012-01-06,35.8
2012-01-07,35.7
2012-01-09,36.75
2012-01-10,38.25
2012-01-11,39.3
2012-01-12,41.5
2012-01-13,42.45
2012-01-16,42.05
2012-01-17,42.35
2012-01-18,40.65
2012-01-19,47.75
2012-01-20,46.8
2012-01-23,46.65
2012-01-24,46.9
2012-01-25,46.8
2012-01-27,46.5
2012-01-30,44.35
2012-01-31,45.6
2012-02-01,46.75
2012-02-02,45.9
2012-02-03,45.75
2012-02-06,46.35
2012-02-07,45.4
2012-02-08,49.15
2012-02-09,48.9
2012-02-10,49.45
2012-02-13,48.5
2012-02-14,48.8
2012-02-15,49.6
2012-02-16,52.7
2012-02-17,57.95
2012-02-21,59.95
2012-02-22,55.2
2012-02-23,53.6
2012-02-24,53.05
2012-02-27,48.1
2012-02-28,51.85
2012-02-29,51.45
2012-03-01,51.65
2012-03-02,51.0
2012-03-03,50.85
2012-03-05,48.5
2012-03-06,47.05
2012-03-07,46.5
2012-03-09,47.65
2012-03-12,47.5
2012-03-13,49.1
2012-03-14,48.9
2012-03-15,47.25
2012-03-16,46.05
2012-03-19,45.0
2012-03-20,45.1
2012-03-21,46.2
2012-03-22,44.45
2012-03-23,43.8
2012-03-26,44.75
2012-03-27,43.6
2012-03-28,41.05
2012-03-29,41.05
2012-03-30,41.6
2012-04-02,43.25
2012-04-03,44.3
2012-04-04,43.35
2012-04-09,42.9
2012-04-10,42.55
2012-04-11,42.6
2012-04-12,42.75
2012-04-13,41.6
2012-04-16,41.65
2012-04-17,42.3
2012-04-18,42.2
2012-04-19,41.5
2012-04-20,40.65
2012-04-23,38.8
2012-04-24,38.5
2012-04-25,37.25
2012-04-26,37.1
2012-04-27,36.25
2012-04-28,36.5
2012-04-30,37.15
2012-05-02,36.65
2012-05-03,35.6
2012-05-04,34.55
2012-05-07,34.55
2012-05-08,34.0
2012-05-09,33.0
2012-05-10,35.65
2012-05-11,34.1
2012-05-14,33.4
2012-05-15,33.4
2012-05-16,33.05
2012-05-17,33.15
2012-05-18,32.5
2012-05-21,34.25
2012-05-22,33.55
2012-05-23,32.25
2012-05-24,32.65
2012-05-25,32.7
2012-05-28,32.85
2012-05-29,32.75
2012-05-30,32.85
2012-05-31,32.35
2012-06-01,31.45
2012-06-04,30.95
2012-06-05,31.0
2012-06-06,31.85
2012-06-07,33.4
2012-06-08,33.0
2012-06-11,33.75
2012-06-12,33.8
2012-06-13,34.05
2012-06-14,33.0
2012-06-15,33.0
2012-06-18,32.3
2012-06-19,32.1
2012-06-20,32.3
2012-06-21,32.6
2012-06-22,32.55
2012-06-25,32.8
2012-06-26,32.85
2012-06-27,32.75
2012-06-28,33.15
2012-06-29,33.8
2012-07-02,34.0
2012-07-03,37.3
2012-07-04,36.45
2012-07-05,36.75
2012-07-06,38.1
2012-07-09,36.25
2012-07-09,36.25
2012-07-10,36.7
2012-07-11,37.4
2012-07-12,36.05
2012-07-13,36.5
2012-07-16,35.6
2012-07-17,34.6
2012-07-18,35.6
2012-07-19,35.25
2012-07-20,34.8
2012-07-23,34.2
2012-07-24,34.4
2012-07-25,33.6
2012-07-26,31.75
2012-07-27,31.15
2012-07-30,31.8
2012-07-31,31.95
2012-08-01,31.65
2012-08-02,32.1
2012-08-03,31.65
2012-08-06,32.4
2012-08-07,32.0
2012-08-08,30.9
2012-08-09,30.8
2012-08-10,30.5
2012-08-13,30.5
2012-08-14,29.9
2012-08-16,29.85
2012-08-17,29.65
2012-08-21,29.8
2012-08-22,29.6
2012-08-23,29.4
2012-08-24,28.2
2012-08-27,27.05
2012-08-28,25.45
2012-08-29,25.35
2012-08-30,24.75
2012-08-31,24.8
2012-09-03,25.2
2012-09-04,25.25
2012-09-05,25.0
2012-09-06,24.05
2012-09-07,24.4
2012-09-08,24.6
2012-09-10,25.35
2012-09-11,25.3
2012-09-12,25.15
2012-09-13,26.4
2012-09-14,26.55
2012-09-17,27.25
2012-09-18,27.9
2012-09-20,27.3
2012-09-21,27.55
2012-09-24,28.7
2012-09-25,28.65
2012-09-26,28.3
2012-09-27,28.45
2012-09-28,31.4
2012-10-01,31.95
2012-10-03,31.3
2012-10-04,31.5
2012-10-05,29.9
2012-10-08,30.7
2012-10-09,33.15
2012-10-10,32.5
2012-10-11,33.1
2012-10-12,33.05
2012-10-15,33.5
2012-10-16,32.2
2012-10-17,31.6
2012-10-18,31.75
2012-10-19,31.2
2012-10-22,30.7
2012-10-23,30.15
2012-10-25,30.35
2012-10-26,29.3
2012-10-29,28.65
2012-10-30,28.1
2012-10-31,28.2
2012-11-01,29.2
2012-11-02,28.75
2012-11-05,28.6
2012-11-06,28.3
2012-11-07,29.0
2012-11-08,29.85
2012-11-09,29.0
2012-11-12,28.85
2012-11-13,29.1
2012-11-15,28.75
2012-11-16,28.15
2012-11-19,27.75
2012-11-20,27.25
2012-11-21,26.95
2012-11-22,27.1
2012-11-23,27.0
2012-11-26,27.25
2012-11-27,27.65
2012-11-29,28.1
2012-11-30,29.3
2012-12-03,30.85
2012-12-04,30.3
2012-12-05,31.4
2012-12-06,31.9
2012-12-07,32.05
2012-12-10,31.8
2012-12-11,30.85
2012-12-12,30.65
2012-12-13,28.5
2012-12-14,28.0
2012-12-17,27.75
2012-12-18,27.55
2012-12-19,28.15
2012-12-20,28.5
2012-12-21,28.15
2012-12-24,28.3
2012-12-26,28.15
2012-12-27,27.6
2012-12-28,27.45
2012-12-31,27.35
