Date,MANDHANA
2012-01-02,219.45
2012-01-03,227.05
2012-01-04,231.0
2012-01-05,230.05
2012-01-06,231.0
2012-01-07,229.4
2012-01-09,229.5
2012-01-10,232.4
2012-01-11,227.95
2012-01-12,228.8
2012-01-13,230.15
2012-01-16,229.8
2012-01-17,230.7
2012-01-18,229.7
2012-01-19,230.95
2012-01-20,231.2
2012-01-23,232.75
2012-01-24,236.85
2012-01-25,238.3
2012-01-27,239.85
2012-01-30,236.2
2012-01-31,237.35
2012-02-01,239.0
2012-02-02,239.3
2012-02-03,240.0
2012-02-06,239.2
2012-02-07,239.85
2012-02-08,239.9
2012-02-09,240.25
2012-02-10,244.65
2012-02-13,249.2
2012-02-14,249.65
2012-02-15,251.15
2012-02-16,252.85
2012-02-17,251.3
2012-02-21,251.55
2012-02-22,250.1
2012-02-23,250.3
2012-02-24,250.65
2012-02-27,247.25
2012-02-28,247.75
2012-02-29,250.4
2012-03-01,247.95
2012-03-02,254.5
2012-03-03,254.8
2012-03-05,253.65
2012-03-06,254.2
2012-03-07,255.1
2012-03-09,255.1
2012-03-12,255.65
2012-03-13,254.75
2012-03-14,254.5
2012-03-15,254.7
2012-03-16,254.9
2012-03-19,254.25
2012-03-20,255.3
2012-03-21,256.45
2012-03-22,251.55
2012-03-23,253.05
2012-03-26,253.55
2012-03-27,254.8
2012-03-28,252.25
2012-03-29,252.95
2012-03-30,254.7
2012-04-02,255.1
2012-04-03,257.5
2012-04-04,257.75
2012-04-09,250.4
2012-04-10,251.8
2012-04-11,251.25
2012-04-12,251.35
2012-04-13,251.05
2012-04-16,254.15
2012-04-17,253.15
2012-04-18,242.7
2012-04-19,242.95
2012-04-20,241.05
2012-04-23,239.2
2012-04-24,239.85
2012-04-25,240.1
2012-04-26,240.65
2012-04-27,240.1
2012-04-28,243.05
2012-04-30,240.5
2012-05-02,240.85
2012-05-03,241.0
2012-05-04,249.25
2012-05-07,251.6
2012-05-08,251.25
2012-05-09,252.0
2012-05-10,252.0
2012-05-11,253.0
2012-05-14,253.6
2012-05-15,251.6
2012-05-16,248.45
2012-05-17,250.35
2012-05-18,249.3
2012-05-21,250.0
2012-05-22,247.95
2012-05-23,248.55
2012-05-24,245.95
2012-05-25,244.25
2012-05-28,244.2
2012-05-29,241.3
2012-05-30,241.15
2012-05-31,240.05
2012-06-01,239.75
2012-06-04,243.9
2012-06-05,241.3
2012-06-06,249.8
2012-06-07,251.7
2012-06-08,247.15
2012-06-11,247.6
2012-06-12,244.0
2012-06-13,248.6
2012-06-14,247.6
2012-06-15,250.2
2012-06-18,249.75
2012-06-19,245.05
2012-06-20,245.85
2012-06-21,245.0
2012-06-22,243.5
2012-06-25,242.6
2012-06-26,241.1
2012-06-27,241.3
2012-06-28,240.25
2012-06-29,240.9
2012-07-02,241.75
2012-07-03,241.85
2012-07-04,239.75
2012-07-05,241.95
2012-07-06,241.3
2012-07-09,235.15
2012-07-09,235.15
2012-07-10,237.3
2012-07-11,235.8
2012-07-12,235.95
2012-07-13,234.45
2012-07-16,234.85
2012-07-17,234.45
2012-07-18,233.9
2012-07-19,233.75
2012-07-20,234.0
2012-07-23,233.5
2012-07-24,235.25
2012-07-25,233.35
2012-07-26,231.0
2012-07-27,231.4
2012-07-30,229.65
2012-07-31,229.95
2012-08-01,230.4
2012-08-02,226.35
2012-08-03,222.7
2012-08-06,225.15
2012-08-07,226.2
2012-08-08,224.15
2012-08-09,223.75
2012-08-10,223.8
2012-08-13,222.6
2012-08-14,223.65
2012-08-16,223.6
2012-08-17,223.45
2012-08-21,223.9
2012-08-22,223.6
2012-08-23,222.25
2012-08-24,222.7
2012-08-27,221.45
2012-08-28,221.45
2012-08-29,221.2
2012-08-30,221.5
2012-08-31,221.35
2012-09-03,223.05
2012-09-04,221.9
2012-09-05,221.05
2012-09-06,221.55
2012-09-07,225.7
2012-09-08,226.9
2012-09-10,227.7
2012-09-11,226.55
2012-09-12,225.35
2012-09-13,225.05
2012-09-14,225.6
2012-09-17,224.65
2012-09-18,224.05
2012-09-20,222.8
2012-09-21,224.65
2012-09-24,226.55
2012-09-25,226.25
2012-09-26,227.1
2012-09-27,228.8
2012-09-28,225.15
2012-10-01,223.35
2012-10-03,224.2
2012-10-04,229.5
2012-10-05,233.95
2012-10-08,240.75
2012-10-09,241.05
2012-10-10,240.0
2012-10-11,239.9
2012-10-12,235.7
2012-10-15,231.75
2012-10-16,231.55
2012-10-17,233.15
2012-10-18,235.9
2012-10-19,233.05
2012-10-22,233.5
2012-10-23,232.5
2012-10-25,234.2
2012-10-26,233.4
2012-10-29,232.2
2012-10-30,231.9
2012-10-31,235.9
2012-11-01,237.55
2012-11-02,235.65
2012-11-05,239.0
2012-11-06,240.95
2012-11-07,241.1
2012-11-08,242.35
2012-11-09,239.25
2012-11-12,239.1
2012-11-13,242.2
2012-11-15,239.35
2012-11-16,241.85
2012-11-19,240.95
2012-11-20,240.45
2012-11-21,239.4
2012-11-22,240.1
2012-11-23,239.65
2012-11-26,241.45
2012-11-27,240.4
2012-11-29,240.45
2012-11-30,241.85
2012-12-03,243.25
2012-12-04,245.85
2012-12-05,249.1
2012-12-06,254.4
2012-12-07,255.45
2012-12-10,254.1
2012-12-11,251.35
2012-12-12,250.75
2012-12-13,249.1
2012-12-14,259.15
2012-12-17,267.95
2012-12-18,267.15
2012-12-19,271.55
2012-12-20,272.95
2012-12-21,272.95
2012-12-24,272.8
2012-12-26,273.8
2012-12-27,275.5
2012-12-28,271.6
2012-12-31,271.2
