Date,SICAL
2012-01-02,68.65
2012-01-03,69.0
2012-01-04,69.0
2012-01-05,68.95
2012-01-06,68.85
2012-01-07,69.7
2012-01-09,68.9
2012-01-10,69.0
2012-01-11,69.9
2012-01-12,69.3
2012-01-13,69.2
2012-01-16,69.2
2012-01-17,69.2
2012-01-18,69.1
2012-01-19,69.15
2012-01-20,69.0
2012-01-23,69.4
2012-01-24,68.9
2012-01-25,68.55
2012-01-27,69.5
2012-01-30,69.0
2012-01-31,69.75
2012-02-01,72.7
2012-02-02,74.0
2012-02-03,72.25
2012-02-06,73.65
2012-02-07,70.5
2012-02-08,71.3
2012-02-09,69.55
2012-02-10,69.15
2012-02-13,69.0
2012-02-14,68.9
2012-02-15,69.45
2012-02-16,69.15
2012-02-17,69.35
2012-02-21,69.55
2012-02-22,68.65
2012-02-23,68.8
2012-02-24,68.55
2012-02-27,68.7
2012-02-28,68.85
2012-02-29,68.5
2012-03-01,67.9
2012-03-02,68.0
2012-03-03,69.3
2012-03-05,68.45
2012-03-06,68.65
2012-03-07,69.0
2012-03-09,68.35
2012-03-12,67.65
2012-03-13,67.85
2012-03-14,67.55
2012-03-15,67.5
2012-03-16,67.55
2012-03-19,67.5
2012-03-20,67.5
2012-03-21,67.5
2012-03-22,67.75
2012-03-23,67.35
2012-03-26,67.25
2012-03-27,67.7
2012-03-28,67.5
2012-03-29,67.5
2012-03-30,67.5
2012-04-02,67.55
2012-04-03,66.95
2012-04-04,67.5
2012-04-09,67.9
2012-04-10,67.5
2012-04-11,68.0
2012-04-12,69.45
2012-04-13,69.95
2012-04-16,70.7
2012-04-17,69.85
2012-04-18,71.0
2012-04-19,70.15
2012-04-20,69.05
2012-04-23,69.1
2012-04-24,70.4
2012-04-25,70.0
2012-04-26,69.5
2012-04-27,69.55
2012-04-28,68.5
2012-04-30,68.5
2012-05-02,68.6
2012-05-03,68.0
2012-05-04,68.0
2012-05-07,68.7
2012-05-08,68.0
2012-05-09,67.8
2012-05-10,67.4
2012-05-11,69.0
2012-05-14,67.95
2012-05-15,68.0
2012-05-16,67.1
2012-05-17,67.1
2012-05-18,67.8
2012-05-21,67.75
2012-05-22,67.45
2012-05-23,67.05
2012-05-24,67.5
2012-05-25,67.4
2012-05-28,69.15
2012-05-29,67.2
2012-05-30,67.05
2012-05-31,67.3
2012-06-01,67.35
2012-06-04,67.15
2012-06-05,67.05
2012-06-06,67.05
2012-06-07,67.15
2012-06-08,67.05
2012-06-11,67.1
2012-06-12,67.6
2012-06-13,67.25
2012-06-14,68.05
2012-06-15,67.5
2012-06-18,67.05
2012-06-19,67.05
2012-06-20,67.35
2012-06-21,67.05
2012-06-22,67.0
2012-06-25,67.1
2012-06-26,67.2
2012-06-27,67.15
2012-06-28,67.3
2012-06-29,67.1
2012-07-02,67.2
2012-07-03,72.55
2012-07-04,72.95
2012-07-05,71.75
2012-07-06,71.15
2012-07-09,72.3
2012-07-10,70.3
2012-07-11,69.7
2012-07-12,69.05
2012-07-13,68.5
2012-07-16,68.1
2012-07-17,67.1
2012-07-18,67.2
2012-07-19,67.1
2012-07-20,67.05
2012-07-23,67.1
2012-07-24,67.05
2012-07-25,67.05
2012-07-26,67.15
2012-07-27,67.75
2012-07-30,67.05
2012-07-31,67.05
2012-08-01,67.05
2012-08-02,67.05
2012-08-03,67.3
2012-08-06,67.1
2012-08-07,67.1
2012-08-08,67.35
2012-08-09,67.05
2012-08-10,67.05
2012-08-13,67.05
2012-08-14,67.05
2012-08-16,67.05
2012-08-17,67.0
2012-08-21,67.05
2012-08-22,67.05
2012-08-23,67.05
2012-08-24,67.0
2012-08-27,67.05
2012-08-28,67.05
2012-08-29,67.05
2012-08-30,67.05
2012-08-31,67.0
2012-09-03,67.0
2012-09-04,67.0
2012-09-05,67.1
2012-09-06,67.1
2012-09-07,67.05
2012-09-08,67.65
2012-09-10,67.0
2012-09-11,66.6
2012-09-12,67.2
2012-09-13,67.0
2012-09-14,66.25
2012-09-17,66.15
2012-09-18,66.35
2012-09-20,66.3
2012-09-21,65.75
2012-09-24,65.05
2012-09-25,65.0
2012-09-26,65.05
2012-09-27,65.0
2012-09-28,65.15
2012-10-01,66.35
2012-10-03,66.7
2012-10-04,67.55
2012-10-05,67.65
2012-10-08,66.75
2012-10-09,65.85
2012-10-10,65.05
2012-10-11,65.65
2012-10-12,65.05
2012-10-15,65.0
2012-10-16,64.65
2012-10-17,65.3
2012-10-18,65.1
2012-10-19,65.35
2012-10-22,65.75
2012-10-23,65.15
2012-10-25,65.0
2012-10-26,65.3
2012-10-29,65.0
2012-10-30,65.0
2012-10-31,65.0
2012-11-01,65.05
2012-11-02,65.0
2012-11-05,65.0
2012-11-06,65.0
2012-11-07,65.0
2012-11-08,65.0
2012-11-09,65.0
2012-11-12,65.5
2012-11-13,65.0
2012-11-15,65.0
2012-11-16,65.0
2012-11-19,65.1
2012-11-20,65.0
2012-11-21,65.05
2012-11-22,65.2
2012-11-23,65.05
2012-11-26,65.05
2012-11-27,65.05
2012-11-29,65.1
2012-11-30,65.15
2012-12-03,65.05
2012-12-04,65.35
2012-12-05,66.8
2012-12-06,66.15
2012-12-07,66.1
2012-12-10,67.2
2012-12-11,66.1
2012-12-12,66.45
2012-12-13,66.5
2012-12-14,66.25
2012-12-17,68.7
2012-12-18,66.55
2012-12-19,65.85
2012-12-20,65.15
2012-12-21,65.5
2012-12-24,65.2
2012-12-26,65.0
2012-12-27,65.1
2012-12-28,65.1
2012-12-31,65.0
