Date,LUPIN
2012-01-02,439.2
2012-01-03,436.4
2012-01-04,446.15
2012-01-05,448.85
2012-01-06,442.9
2012-01-07,444.9
2012-01-09,439.95
2012-01-10,439.9
2012-01-11,434.5
2012-01-12,437.2
2012-01-13,428.7
2012-01-16,421.3
2012-01-17,433.25
2012-01-18,433.05
2012-01-19,443.15
2012-01-20,440.85
2012-01-23,437.65
2012-01-24,446.9
2012-01-25,459.15
2012-01-27,467.0
2012-01-30,471.5
2012-01-31,475.0
2012-02-01,478.45
2012-02-02,476.1
2012-02-03,478.85
2012-02-06,485.55
2012-02-07,484.1
2012-02-08,480.4
2012-02-09,471.5
2012-02-10,458.9
2012-02-13,463.75
2012-02-14,474.9
2012-02-15,489.2
2012-02-16,491.3
2012-02-17,488.75
2012-02-21,473.6
2012-02-22,461.25
2012-02-23,478.35
2012-02-24,470.9
2012-02-27,476.45
2012-02-28,485.15
2012-02-29,480.85
2012-03-01,482.55
2012-03-02,488.2
2012-03-03,493.75
2012-03-05,494.85
2012-03-06,498.05
2012-03-07,501.7
2012-03-09,501.9
2012-03-12,498.5
2012-03-13,502.0
2012-03-14,506.8
2012-03-15,504.2
2012-03-16,503.55
2012-03-19,506.1
2012-03-20,510.25
2012-03-21,523.2
2012-03-22,509.05
2012-03-23,510.9
2012-03-26,509.5
2012-03-27,512.65
2012-03-28,516.35
2012-03-29,519.55
2012-03-30,529.5
2012-04-02,538.45
2012-04-03,534.4
2012-04-04,534.45
2012-04-09,539.45
2012-04-10,545.05
2012-04-11,555.8
2012-04-12,549.9
2012-04-13,563.0
2012-04-16,566.15
2012-04-17,554.8
2012-04-18,553.45
2012-04-19,551.9
2012-04-20,551.6
2012-04-23,548.85
2012-04-24,539.4
2012-04-25,553.65
2012-04-26,542.25
2012-04-27,537.7
2012-04-28,538.75
2012-04-30,552.4
2012-05-02,547.05
2012-05-03,539.35
2012-05-04,552.25
2012-05-07,551.55
2012-05-08,546.95
2012-05-09,545.35
2012-05-10,522.15
2012-05-11,515.0
2012-05-14,540.65
2012-05-15,537.35
2012-05-16,541.2
2012-05-17,544.75
2012-05-18,535.75
2012-05-21,543.7
2012-05-22,545.05
2012-05-23,538.55
2012-05-24,534.05
2012-05-25,530.6
2012-05-28,533.75
2012-05-29,531.95
2012-05-30,529.05
2012-05-31,541.7
2012-06-01,538.35
2012-06-04,532.9
2012-06-05,540.45
2012-06-06,552.1
2012-06-07,548.3
2012-06-08,545.25
2012-06-11,524.45
2012-06-12,510.5
2012-06-13,515.6
2012-06-14,515.8
2012-06-15,513.1
2012-06-18,514.1
2012-06-19,520.55
2012-06-20,526.6
2012-06-21,527.9
2012-06-22,527.35
2012-06-25,522.05
2012-06-26,524.95
2012-06-27,523.3
2012-06-28,533.5
2012-06-29,537.15
2012-07-02,544.0
2012-07-03,537.05
2012-07-04,537.55
2012-07-05,540.4
2012-07-06,546.55
2012-07-09,545.7
2012-07-09,545.7
2012-07-10,547.7
2012-07-11,546.8
2012-07-12,552.0
2012-07-13,554.75
2012-07-16,571.15
2012-07-17,569.9
2012-07-18,569.3
2012-07-19,572.0
2012-07-20,569.35
2012-07-23,570.35
2012-07-24,581.75
2012-07-25,585.7
2012-07-26,565.55
2012-07-27,566.35
2012-07-30,590.45
2012-07-31,600.9
2012-08-01,595.8
2012-08-02,591.65
2012-08-03,580.85
2012-08-06,590.45
2012-08-07,588.2
2012-08-08,581.8
2012-08-09,582.9
2012-08-10,580.75
2012-08-13,582.0
2012-08-14,575.95
2012-08-16,556.05
2012-08-17,570.5
2012-08-21,571.6
2012-08-22,577.65
2012-08-23,578.45
2012-08-24,581.75
2012-08-27,573.05
2012-08-28,570.85
2012-08-29,577.35
2012-08-30,589.45
2012-08-31,593.1
2012-09-03,588.45
2012-09-04,594.85
2012-09-05,585.95
2012-09-06,607.0
2012-09-07,609.1
2012-09-08,617.55
2012-09-10,626.95
2012-09-11,616.15
2012-09-12,620.05
2012-09-13,599.75
2012-09-14,575.55
2012-09-17,572.1
2012-09-18,567.35
2012-09-20,579.2
2012-09-21,583.25
2012-09-24,576.8
2012-09-25,583.15
2012-09-26,585.15
2012-09-27,596.25
2012-09-28,595.95
2012-10-01,599.55
2012-10-03,597.6
2012-10-04,579.2
2012-10-05,568.15
2012-10-08,565.55
2012-10-09,575.45
2012-10-10,566.95
2012-10-11,549.35
2012-10-12,566.3
2012-10-15,561.45
2012-10-16,555.55
2012-10-17,571.75
2012-10-18,572.8
2012-10-19,573.4
2012-10-22,569.8
2012-10-23,562.95
2012-10-25,572.8
2012-10-26,566.1
2012-10-29,565.3
2012-10-30,566.0
2012-10-31,566.45
2012-11-01,566.35
2012-11-02,579.65
2012-11-05,583.85
2012-11-06,588.05
2012-11-07,588.65
2012-11-08,583.9
2012-11-09,584.7
2012-11-12,585.3
2012-11-13,584.0
2012-11-15,575.95
2012-11-16,576.6
2012-11-19,561.9
2012-11-20,568.15
2012-11-21,563.0
2012-11-22,564.8
2012-11-23,560.2
2012-11-26,565.15
2012-11-27,574.7
2012-11-29,578.15
2012-11-30,591.0
2012-12-03,585.9
2012-12-04,594.3
2012-12-05,596.35
2012-12-06,594.7
2012-12-07,598.9
2012-12-10,604.35
2012-12-11,600.8
2012-12-12,606.65
2012-12-13,609.35
2012-12-14,605.25
2012-12-17,599.7
2012-12-18,609.9
2012-12-19,616.85
2012-12-20,614.3
2012-12-21,598.55
2012-12-24,606.65
2012-12-26,613.1
2012-12-27,613.95
2012-12-28,613.5
2012-12-31,613.85
