Date,HERCULES
2012-01-02,213.3
2012-01-03,222.5
2012-01-04,221.95
2012-01-05,221.75
2012-01-06,219.35
2012-01-07,219.1
2012-01-09,222.15
2012-01-10,230.7
2012-01-11,237.15
2012-01-12,248.75
2012-01-13,241.6
2012-01-16,238.3
2012-01-17,245.05
2012-01-18,242.3
2012-01-19,244.0
2012-01-20,243.25
2012-01-23,242.2
2012-01-24,242.3
2012-01-25,245.9
2012-01-27,245.25
2012-01-30,241.8
2012-01-31,256.1
2012-02-01,251.9
2012-02-02,248.7
2012-02-03,257.05
2012-02-06,255.2
2012-02-07,258.85
2012-02-08,256.2
2012-02-09,260.2
2012-02-10,254.5
2012-02-13,254.95
2012-02-14,255.35
2012-02-15,261.1
2012-02-16,260.6
2012-02-17,263.85
2012-02-21,263.55
2012-02-22,255.7
2012-02-23,253.0
2012-02-24,250.95
2012-02-27,244.2
2012-02-28,250.45
2012-02-29,252.35
2012-03-01,252.35
2012-03-02,252.25
2012-03-03,251.9
2012-03-05,256.35
2012-03-06,250.7
2012-03-07,250.2
2012-03-09,251.45
2012-03-12,256.25
2012-03-13,260.45
2012-03-14,258.75
2012-03-15,252.35
2012-03-16,285.35
2012-03-19,278.45
2012-03-20,271.8
2012-03-21,267.75
2012-03-22,264.0
2012-03-23,262.45
2012-03-26,252.95
2012-03-27,251.8
2012-03-28,253.75
2012-03-29,252.5
2012-03-30,253.8
2012-04-02,260.85
2012-04-03,258.75
2012-04-04,256.7
2012-04-09,254.2
2012-04-10,253.3
2012-04-11,256.1
2012-04-12,256.45
2012-04-13,253.95
2012-04-16,247.65
2012-04-17,250.65
2012-04-18,252.5
2012-04-19,251.45
2012-04-20,248.1
2012-04-23,241.6
2012-04-24,243.65
2012-04-25,240.0
2012-04-26,238.85
2012-04-27,237.2
2012-04-28,239.75
2012-04-30,240.4
2012-05-02,241.6
2012-05-03,244.2
2012-05-04,237.9
2012-05-07,236.5
2012-05-08,235.9
2012-05-09,232.85
2012-05-10,236.3
2012-05-11,231.0
2012-05-14,226.35
2012-05-15,225.45
2012-05-16,221.4
2012-05-17,222.45
2012-05-18,222.25
2012-05-21,221.75
2012-05-22,222.05
2012-05-23,221.35
2012-05-24,223.8
2012-05-25,230.7
2012-05-28,261.95
2012-05-29,255.1
2012-05-30,278.3
2012-05-31,274.55
2012-06-01,269.0
2012-06-04,265.85
2012-06-05,268.7
2012-06-06,272.1
2012-06-07,273.7
2012-06-08,273.7
2012-06-11,275.2
2012-06-12,274.95
2012-06-13,273.4
2012-06-14,268.15
2012-06-15,281.35
2012-06-18,277.45
2012-06-19,281.65
2012-06-20,282.75
2012-06-21,285.0
2012-06-22,282.65
2012-06-25,282.1
2012-06-26,282.7
2012-06-27,284.95
2012-06-28,285.3
2012-06-29,286.3
2012-07-02,293.45
2012-07-03,295.6
2012-07-04,296.4
2012-07-05,303.7
2012-07-06,317.25
2012-07-09,317.05
2012-07-09,317.05
2012-07-10,307.6
2012-07-11,152.25
2012-07-12,146.5
2012-07-13,143.3
2012-07-16,137.55
2012-07-17,154.4
2012-07-18,153.6
2012-07-19,153.3
2012-07-20,146.7
2012-07-23,139.15
2012-07-24,137.65
2012-07-25,137.25
2012-07-26,137.5
2012-07-27,129.55
2012-07-30,128.6
2012-07-31,126.45
2012-08-01,139.8
2012-08-02,135.35
2012-08-03,134.95
2012-08-06,135.95
2012-08-07,135.65
2012-08-08,133.9
2012-08-09,132.75
2012-08-10,132.85
2012-08-13,133.35
2012-08-14,133.85
2012-08-16,132.4
2012-08-17,131.4
2012-08-21,133.0
2012-08-22,136.0
2012-08-23,134.55
2012-08-24,132.45
2012-08-27,131.8
2012-08-28,128.15
2012-08-29,127.25
2012-08-30,125.5
2012-08-31,125.3
2012-09-03,127.2
2012-09-04,128.9
2012-09-05,128.7
2012-09-06,127.85
2012-09-07,131.9
2012-09-08,134.95
2012-09-10,131.95
2012-09-11,131.9
2012-09-12,131.35
2012-09-13,131.1
2012-09-14,131.3
2012-09-17,131.8
2012-09-18,132.65
2012-09-20,132.4
2012-09-21,134.9
2012-09-24,134.75
2012-09-25,134.95
2012-09-26,134.65
2012-09-27,134.15
2012-09-28,133.95
2012-10-01,133.65
2012-10-03,135.45
2012-10-04,137.15
2012-10-05,136.2
2012-10-08,135.85
2012-10-09,136.55
2012-10-10,134.2
2012-10-11,135.6
2012-10-12,133.85
2012-10-15,133.65
2012-10-16,134.1
2012-10-17,133.9
2012-10-18,136.5
2012-10-19,133.75
2012-10-22,133.0
2012-10-23,131.7
2012-10-25,133.0
2012-10-26,132.5
2012-10-29,131.8
2012-10-30,130.7
2012-10-31,131.05
2012-11-01,134.35
2012-11-02,137.05
2012-11-05,138.25
2012-11-06,140.55
2012-11-07,140.25
2012-11-08,141.7
2012-11-09,135.45
2012-11-12,135.6
2012-11-13,135.9
2012-11-15,133.7
2012-11-16,135.95
2012-11-19,134.5
2012-11-20,132.95
2012-11-21,133.4
2012-11-22,134.75
2012-11-23,133.2
2012-11-26,131.55
2012-11-27,134.1
2012-11-29,135.4
2012-11-30,133.95
2012-12-03,136.55
2012-12-04,136.05
2012-12-05,137.2
2012-12-06,136.5
2012-12-07,136.2
2012-12-10,136.3
2012-12-11,140.05
2012-12-12,137.3
2012-12-13,138.65
2012-12-14,139.95
2012-12-17,141.15
2012-12-18,140.9
2012-12-19,140.85
2012-12-20,139.55
2012-12-21,136.95
2012-12-24,135.75
2012-12-26,136.4
2012-12-27,135.5
2012-12-28,135.5
2012-12-31,136.05
