Date,BIRLACORPN
2012-01-02,270.0
2012-01-03,270.5
2012-01-04,269.1
2012-01-05,270.0
2012-01-06,270.0
2012-01-07,271.1
2012-01-09,270.8
2012-01-10,271.1
2012-01-11,270.95
2012-01-12,272.0
2012-01-13,272.25
2012-01-16,273.05
2012-01-17,275.05
2012-01-18,276.55
2012-01-19,275.25
2012-01-20,271.35
2012-01-23,271.55
2012-01-24,274.9
2012-01-25,274.0
2012-01-27,274.75
2012-01-30,271.65
2012-01-31,270.0
2012-02-01,253.65
2012-02-02,263.1
2012-02-03,280.2
2012-02-06,277.7
2012-02-07,288.95
2012-02-08,282.4
2012-02-09,287.55
2012-02-10,286.45
2012-02-13,279.5
2012-02-14,287.05
2012-02-15,291.75
2012-02-16,290.7
2012-02-17,287.2
2012-02-21,287.9
2012-02-22,278.55
2012-02-23,272.6
2012-02-24,271.55
2012-02-27,261.8
2012-02-28,265.3
2012-02-29,275.6
2012-03-01,280.25
2012-03-02,280.0
2012-03-03,281.25
2012-03-05,280.05
2012-03-06,280.0
2012-03-07,282.15
2012-03-09,281.4
2012-03-12,280.75
2012-03-13,280.35
2012-03-14,280.0
2012-03-15,280.0
2012-03-16,280.0
2012-03-19,280.0
2012-03-20,281.75
2012-03-21,284.05
2012-03-22,283.05
2012-03-23,290.5
2012-03-26,290.4
2012-03-27,289.2
2012-03-28,284.6
2012-03-29,286.35
2012-03-30,284.85
2012-04-02,285.5
2012-04-03,289.5
2012-04-04,294.95
2012-04-09,287.7
2012-04-10,284.55
2012-04-11,276.4
2012-04-12,270.7
2012-04-13,267.95
2012-04-16,266.0
2012-04-17,263.5
2012-04-18,258.1
2012-04-19,259.7
2012-04-20,257.8
2012-04-23,257.85
2012-04-24,258.85
2012-04-25,256.8
2012-04-26,255.7
2012-04-27,255.3
2012-04-28,259.25
2012-04-30,257.05
2012-05-02,258.7
2012-05-03,248.65
2012-05-04,245.55
2012-05-07,254.95
2012-05-08,258.0
2012-05-09,252.2
2012-05-10,255.2
2012-05-11,257.45
2012-05-14,255.15
2012-05-15,256.0
2012-05-16,254.3
2012-05-17,249.85
2012-05-18,259.65
2012-05-21,254.1
2012-05-22,248.6
2012-05-23,248.3
2012-05-24,251.65
2012-05-25,247.35
2012-05-28,245.15
2012-05-29,240.75
2012-05-30,243.15
2012-05-31,241.35
2012-06-01,240.5
2012-06-04,237.45
2012-06-05,239.85
2012-06-06,239.95
2012-06-07,238.95
2012-06-08,239.15
2012-06-11,238.05
2012-06-12,239.05
2012-06-13,236.2
2012-06-14,238.05
2012-06-15,235.8
2012-06-18,233.8
2012-06-19,231.55
2012-06-20,234.1
2012-06-21,233.75
2012-06-22,232.8
2012-06-25,231.7
2012-06-26,228.0
2012-06-27,227.4
2012-06-28,225.85
2012-06-29,225.05
2012-07-02,227.45
2012-07-03,225.65
2012-07-04,225.95
2012-07-05,226.85
2012-07-06,232.05
2012-07-09,232.3
2012-07-09,232.3
2012-07-10,231.45
2012-07-11,232.65
2012-07-12,228.0
2012-07-13,228.7
2012-07-16,225.85
2012-07-17,220.75
2012-07-18,221.4
2012-07-19,221.8
2012-07-20,221.4
2012-07-23,220.9
2012-07-24,221.2
2012-07-25,216.95
2012-07-26,212.2
2012-07-27,216.7
2012-07-30,218.75
2012-07-31,215.6
2012-08-01,226.6
2012-08-02,225.85
2012-08-03,225.8
2012-08-06,224.95
2012-08-07,223.6
2012-08-08,221.35
2012-08-09,220.1
2012-08-10,219.7
2012-08-13,221.75
2012-08-14,221.45
2012-08-16,218.25
2012-08-17,218.45
2012-08-21,217.3
2012-08-22,217.3
2012-08-23,215.1
2012-08-24,215.25
2012-08-27,213.2
2012-08-28,213.65
2012-08-29,206.25
2012-08-30,206.25
2012-08-31,205.65
2012-09-03,206.0
2012-09-04,204.5
2012-09-05,203.3
2012-09-06,206.45
2012-09-07,204.6
2012-09-08,207.95
2012-09-10,209.65
2012-09-11,206.85
2012-09-12,210.2
2012-09-13,210.05
2012-09-14,209.75
2012-09-17,213.7
2012-09-18,214.25
2012-09-20,214.5
2012-09-21,210.25
2012-09-24,213.45
2012-09-25,213.75
2012-09-26,225.2
2012-09-27,236.0
2012-09-28,282.45
2012-10-01,276.05
2012-10-03,297.7
2012-10-04,299.2
2012-10-05,285.5
2012-10-08,284.95
2012-10-09,286.05
2012-10-10,268.4
2012-10-11,272.15
2012-10-12,281.05
2012-10-15,278.95
2012-10-16,276.95
2012-10-17,271.75
2012-10-18,275.0
2012-10-19,270.0
2012-10-22,269.15
2012-10-23,274.1
2012-10-25,274.6
2012-10-26,268.85
2012-10-29,267.45
2012-10-30,264.25
2012-10-31,260.35
2012-11-01,270.85
2012-11-02,270.95
2012-11-05,270.3
2012-11-06,272.3
2012-11-07,277.3
2012-11-08,273.75
2012-11-09,271.0
2012-11-12,279.55
2012-11-13,278.15
2012-11-15,288.45
2012-11-16,289.95
2012-11-19,287.4
2012-11-20,279.9
2012-11-21,282.8
2012-11-22,298.55
2012-11-23,304.3
2012-11-26,296.6
2012-11-27,292.8
2012-11-29,292.55
2012-11-30,291.8
2012-12-03,294.0
2012-12-04,293.25
2012-12-05,291.85
2012-12-06,293.55
2012-12-07,292.85
2012-12-10,288.2
2012-12-11,288.75
2012-12-12,286.9
2012-12-13,279.5
2012-12-14,272.8
2012-12-17,280.45
2012-12-18,283.0
2012-12-19,285.0
2012-12-20,288.1
2012-12-21,287.15
2012-12-24,284.15
2012-12-26,290.4
2012-12-27,293.4
2012-12-28,296.45
2012-12-31,300.7
