Date,KIRLOSENG
2012-01-02,109.8
2012-01-03,115.05
2012-01-04,115.05
2012-01-05,115.5
2012-01-06,115.9
2012-01-07,115.65
2012-01-09,120.4
2012-01-10,124.15
2012-01-11,122.25
2012-01-12,125.25
2012-01-13,134.9
2012-01-16,130.55
2012-01-17,139.15
2012-01-18,134.95
2012-01-19,143.75
2012-01-20,140.8
2012-01-23,139.35
2012-01-24,139.5
2012-01-25,141.5
2012-01-27,140.95
2012-01-30,135.05
2012-01-31,135.4
2012-02-01,132.95
2012-02-02,132.4
2012-02-03,137.0
2012-02-06,135.0
2012-02-07,133.0
2012-02-08,132.15
2012-02-09,135.1
2012-02-10,136.15
2012-02-13,137.85
2012-02-14,140.1
2012-02-15,145.05
2012-02-16,141.85
2012-02-17,142.95
2012-02-21,148.0
2012-02-22,142.95
2012-02-23,139.55
2012-02-24,141.25
2012-02-27,139.55
2012-02-28,145.15
2012-02-29,145.95
2012-03-01,142.15
2012-03-02,143.5
2012-03-03,145.05
2012-03-05,145.15
2012-03-06,142.05
2012-03-07,140.95
2012-03-09,140.05
2012-03-12,144.0
2012-03-13,145.35
2012-03-14,148.15
2012-03-15,149.5
2012-03-16,149.95
2012-03-19,150.0
2012-03-20,150.3
2012-03-21,150.55
2012-03-22,146.6
2012-03-23,148.05
2012-03-26,150.2
2012-03-27,147.4
2012-03-28,145.3
2012-03-29,142.85
2012-03-30,149.95
2012-04-02,149.95
2012-04-03,148.85
2012-04-04,150.15
2012-04-09,147.05
2012-04-10,147.95
2012-04-11,146.1
2012-04-12,147.0
2012-04-13,145.2
2012-04-16,146.85
2012-04-17,144.75
2012-04-18,152.2
2012-04-19,149.45
2012-04-20,156.1
2012-04-23,152.5
2012-04-24,149.0
2012-04-25,150.25
2012-04-26,153.85
2012-04-27,149.35
2012-04-28,149.65
2012-04-30,146.95
2012-05-02,150.2
2012-05-03,145.85
2012-05-04,148.15
2012-05-07,143.4
2012-05-08,146.15
2012-05-09,145.25
2012-05-10,150.55
2012-05-11,150.9
2012-05-14,150.6
2012-05-15,151.0
2012-05-16,151.65
2012-05-17,150.9
2012-05-18,150.6
2012-05-21,151.0
2012-05-22,152.55
2012-05-23,152.5
2012-05-24,152.3
2012-05-25,150.95
2012-05-28,153.55
2012-05-29,151.5
2012-05-30,151.0
2012-05-31,152.5
2012-06-01,151.0
2012-06-04,151.0
2012-06-05,153.15
2012-06-06,154.0
2012-06-07,151.0
2012-06-08,156.35
2012-06-11,153.0
2012-06-12,151.6
2012-06-13,151.0
2012-06-14,151.0
2012-06-15,151.0
2012-06-18,151.1
2012-06-19,151.0
2012-06-20,151.0
2012-06-21,151.0
2012-06-22,151.0
2012-06-25,152.1
2012-06-26,151.0
2012-06-27,151.1
2012-06-28,153.85
2012-06-29,156.65
2012-07-02,152.1
2012-07-03,153.25
2012-07-04,152.7
2012-07-05,157.55
2012-07-06,160.7
2012-07-09,154.2
2012-07-09,154.2
2012-07-10,151.55
2012-07-11,152.95
2012-07-12,155.35
2012-07-13,154.0
2012-07-16,151.1
2012-07-17,153.65
2012-07-18,151.85
2012-07-19,153.0
2012-07-20,151.3
2012-07-23,149.0
2012-07-24,150.0
2012-07-25,149.25
2012-07-26,149.0
2012-07-27,150.0
2012-07-30,151.05
2012-07-31,151.3
2012-08-01,151.5
2012-08-02,155.35
2012-08-03,152.5
2012-08-06,155.1
2012-08-07,158.85
2012-08-08,155.0
2012-08-09,152.85
2012-08-10,150.85
2012-08-13,152.0
2012-08-14,152.75
2012-08-16,155.05
2012-08-17,153.0
2012-08-21,153.0
2012-08-22,153.25
2012-08-23,153.75
2012-08-24,153.75
2012-08-27,154.0
2012-08-28,154.0
2012-08-29,153.0
2012-08-30,153.0
2012-08-31,153.5
2012-09-03,153.75
2012-09-04,154.0
2012-09-05,153.75
2012-09-06,154.8
2012-09-07,153.85
2012-09-08,153.5
2012-09-10,153.0
2012-09-11,153.5
2012-09-12,153.75
2012-09-13,151.15
2012-09-14,159.95
2012-09-17,157.55
2012-09-18,159.55
2012-09-20,154.0
2012-09-21,158.5
2012-09-24,158.15
2012-09-25,160.4
2012-09-26,162.15
2012-09-27,170.0
2012-09-28,171.0
2012-10-01,166.95
2012-10-03,170.05
2012-10-04,175.1
2012-10-05,168.15
2012-10-08,165.1
2012-10-09,163.65
2012-10-10,163.05
2012-10-11,167.45
2012-10-12,165.65
2012-10-15,166.0
2012-10-16,165.3
2012-10-17,171.75
2012-10-18,170.1
2012-10-19,180.2
2012-10-22,178.3
2012-10-23,181.8
2012-10-25,186.65
2012-10-26,186.8
2012-10-29,190.05
2012-10-30,190.0
2012-10-31,190.2
2012-11-01,187.9
2012-11-02,198.05
2012-11-05,195.95
2012-11-06,195.15
2012-11-07,193.95
2012-11-08,195.4
2012-11-09,193.2
2012-11-12,193.5
2012-11-13,193.45
2012-11-15,190.4
2012-11-16,190.05
2012-11-19,190.0
2012-11-20,190.0
2012-11-21,189.65
2012-11-22,189.4
2012-11-23,190.5
2012-11-26,196.7
2012-11-27,195.85
2012-11-29,187.8
2012-11-30,196.0
2012-12-03,198.45
2012-12-04,195.35
2012-12-05,198.9
2012-12-06,197.8
2012-12-07,205.75
2012-12-10,209.55
2012-12-11,205.1
2012-12-12,207.05
2012-12-13,207.45
2012-12-14,200.2
2012-12-17,205.6
2012-12-18,199.0
2012-12-19,197.0
2012-12-20,194.9
2012-12-21,198.85
2012-12-24,200.45
2012-12-26,200.05
2012-12-27,204.25
2012-12-28,201.6
2012-12-31,199.4
