Date,ALBK
2012-01-02,116.75
2012-01-03,124.4
2012-01-04,126.95
2012-01-05,129.25
2012-01-06,132.35
2012-01-07,131.9
2012-01-09,131.85
2012-01-10,136.15
2012-01-11,136.15
2012-01-12,137.55
2012-01-13,139.7
2012-01-16,139.3
2012-01-17,139.1
2012-01-18,140.35
2012-01-19,142.0
2012-01-20,145.95
2012-01-23,144.55
2012-01-24,150.0
2012-01-25,150.9
2012-01-27,156.85
2012-01-30,155.85
2012-01-31,161.55
2012-02-01,163.85
2012-02-02,167.4
2012-02-03,173.45
2012-02-06,176.95
2012-02-07,174.9
2012-02-08,176.8
2012-02-09,181.15
2012-02-10,178.6
2012-02-13,182.9
2012-02-14,190.65
2012-02-15,195.5
2012-02-16,193.4
2012-02-17,198.3
2012-02-21,207.95
2012-02-22,189.7
2012-02-23,190.15
2012-02-24,189.9
2012-02-27,173.95
2012-02-28,188.85
2012-02-29,195.3
2012-03-01,190.4
2012-03-02,189.7
2012-03-03,189.9
2012-03-05,192.9
2012-03-06,188.35
2012-03-07,189.8
2012-03-09,196.05
2012-03-12,200.9
2012-03-13,203.95
2012-03-14,204.3
2012-03-15,193.8
2012-03-16,189.7
2012-03-19,184.2
2012-03-20,187.75
2012-03-21,193.95
2012-03-22,185.4
2012-03-23,191.55
2012-03-26,188.1
2012-03-27,189.75
2012-03-28,183.0
2012-03-29,182.9
2012-03-30,186.05
2012-04-02,188.5
2012-04-03,190.85
2012-04-04,189.6
2012-04-09,184.9
2012-04-10,186.65
2012-04-11,189.15
2012-04-12,192.35
2012-04-13,184.7
2012-04-16,190.7
2012-04-17,187.15
2012-04-18,186.25
2012-04-19,184.85
2012-04-20,184.4
2012-04-23,177.1
2012-04-24,181.4
2012-04-25,173.6
2012-04-26,164.45
2012-04-27,160.6
2012-04-28,164.45
2012-04-30,166.0
2012-05-02,170.15
2012-05-03,171.25
2012-05-04,170.05
2012-05-07,162.4
2012-05-08,155.3
2012-05-09,150.15
2012-05-10,152.05
2012-05-11,148.0
2012-05-14,147.1
2012-05-15,148.55
2012-05-16,144.75
2012-05-17,143.9
2012-05-18,144.4
2012-05-21,146.3
2012-05-22,143.05
2012-05-23,140.05
2012-05-24,136.4
2012-05-25,137.35
2012-05-28,140.25
2012-05-29,138.3
2012-05-30,132.55
2012-05-31,130.85
2012-06-01,128.55
2012-06-04,125.45
2012-06-05,129.7
2012-06-06,135.65
2012-06-07,136.45
2012-06-08,139.25
2012-06-11,136.25
2012-06-12,143.25
2012-06-13,143.75
2012-06-14,137.05
2012-06-15,141.35
2012-06-18,138.85
2012-06-19,140.7
2012-06-20,143.85
2012-06-21,147.5
2012-06-22,147.55
2012-06-25,145.25
2012-06-26,147.55
2012-06-27,148.7
2012-06-28,146.95
2012-06-29,149.65
2012-07-02,150.6
2012-07-03,150.95
2012-07-04,151.5
2012-07-05,153.0
2012-07-06,151.0
2012-07-09,146.35
2012-07-09,146.35
2012-07-10,147.9
2012-07-11,146.35
2012-07-12,144.1
2012-07-13,142.85
2012-07-16,142.7
2012-07-17,141.6
2012-07-18,140.7
2012-07-19,141.45
2012-07-20,139.95
2012-07-23,134.85
2012-07-24,135.25
2012-07-25,137.85
2012-07-26,132.5
2012-07-27,128.95
2012-07-30,135.7
2012-07-31,133.8
2012-08-01,134.8
2012-08-02,132.5
2012-08-03,131.65
2012-08-06,133.15
2012-08-07,132.35
2012-08-08,130.4
2012-08-09,129.0
2012-08-10,126.7
2012-08-13,126.6
2012-08-14,128.65
2012-08-16,129.35
2012-08-17,127.05
2012-08-21,127.45
2012-08-22,126.5
2012-08-23,125.65
2012-08-24,123.55
2012-08-27,122.95
2012-08-28,119.55
2012-08-29,118.3
2012-08-30,117.5
2012-08-31,119.05
2012-09-03,119.95
2012-09-04,121.15
2012-09-05,119.35
2012-09-06,119.4
2012-09-07,122.55
2012-09-08,123.1
2012-09-10,122.0
2012-09-11,121.05
2012-09-12,121.1
2012-09-13,120.55
2012-09-14,124.85
2012-09-17,133.25
2012-09-18,142.25
2012-09-20,143.65
2012-09-21,146.5
2012-09-24,143.25
2012-09-25,144.95
2012-09-26,145.65
2012-09-27,144.7
2012-09-28,146.75
2012-10-01,148.8
2012-10-03,150.0
2012-10-04,150.6
2012-10-05,146.8
2012-10-08,143.25
2012-10-09,141.55
2012-10-10,136.9
2012-10-11,141.6
2012-10-12,140.2
2012-10-15,140.45
2012-10-16,137.3
2012-10-17,138.4
2012-10-18,143.1
2012-10-19,142.7
2012-10-22,143.0
2012-10-23,143.05
2012-10-25,139.2
2012-10-26,134.45
2012-10-29,132.0
2012-10-30,131.45
2012-10-31,136.1
2012-11-01,137.0
2012-11-02,137.75
2012-11-05,134.6
2012-11-06,136.55
2012-11-07,142.85
2012-11-08,148.6
2012-11-09,143.7
2012-11-12,143.0
2012-11-13,142.25
2012-11-15,140.65
2012-11-16,137.05
2012-11-19,133.95
2012-11-20,131.8
2012-11-21,132.75
2012-11-22,134.6
2012-11-23,134.35
2012-11-26,134.7
2012-11-27,135.9
2012-11-29,137.4
2012-11-30,143.65
2012-12-03,146.95
2012-12-04,148.2
2012-12-05,155.25
2012-12-06,159.6
2012-12-07,158.85
2012-12-10,164.05
2012-12-11,161.75
2012-12-12,161.15
2012-12-13,157.3
2012-12-14,161.55
2012-12-17,162.5
2012-12-18,168.05
2012-12-19,168.85
2012-12-20,168.55
2012-12-21,163.4
2012-12-24,161.9
2012-12-26,166.0
2012-12-27,167.15
2012-12-28,168.65
2012-12-31,170.0
