Date,DHANUKA
2012-01-02,91.55
2012-01-03,90.8
2012-01-04,90.2
2012-01-05,88.95
2012-01-06,88.0
2012-01-09,89.75
2012-01-10,89.65
2012-01-11,86.95
2012-01-12,88.0
2012-01-13,86.45
2012-01-16,88.5
2012-01-17,89.0
2012-01-18,87.5
2012-01-19,87.8
2012-01-20,83.3
2012-01-23,87.55
2012-01-24,88.6
2012-01-25,89.4
2012-01-27,88.85
2012-01-30,87.5
2012-01-31,87.95
2012-02-01,86.8
2012-02-02,84.7
2012-02-03,85.5
2012-02-06,85.9
2012-02-07,86.5
2012-02-08,87.1
2012-02-09,86.15
2012-02-10,84.6
2012-02-13,84.45
2012-02-14,84.6
2012-02-15,86.9
2012-02-16,87.95
2012-02-17,87.05
2012-02-21,85.55
2012-02-22,84.6
2012-02-23,84.65
2012-02-24,83.75
2012-02-27,83.4
2012-02-28,83.5
2012-02-29,83.65
2012-03-01,83.0
2012-03-02,83.05
2012-03-03,82.4
2012-03-05,83.65
2012-03-06,82.5
2012-03-07,82.05
2012-03-09,82.55
2012-03-12,82.1
2012-03-13,83.55
2012-03-14,82.6
2012-03-15,82.0
2012-03-16,82.6
2012-03-19,82.0
2012-03-20,82.15
2012-03-21,83.05
2012-03-22,81.2
2012-03-23,81.7
2012-03-26,81.25
2012-03-27,81.95
2012-03-28,82.5
2012-03-29,81.65
2012-03-30,83.05
2012-04-02,83.75
2012-04-03,84.75
2012-04-04,84.05
2012-04-09,83.6
2012-04-10,84.05
2012-04-11,82.15
2012-04-12,81.85
2012-04-13,81.3
2012-04-16,84.0
2012-04-17,85.7
2012-04-18,85.55
2012-04-19,85.75
2012-04-20,86.0
2012-04-23,85.3
2012-04-24,83.8
2012-04-25,83.65
2012-04-26,83.85
2012-04-27,84.45
2012-04-28,84.35
2012-04-30,84.95
2012-05-02,86.1
2012-05-03,87.05
2012-05-04,87.0
2012-05-07,88.8
2012-05-08,90.05
2012-05-09,90.05
2012-05-10,90.0
2012-05-11,90.0
2012-05-14,90.0
2012-05-15,90.0
2012-05-16,90.0
2012-05-17,90.9
2012-05-18,90.2
2012-05-21,91.3
2012-05-22,91.95
2012-05-23,90.15
2012-05-24,90.2
2012-05-25,92.85
2012-05-28,96.4
2012-05-29,97.5
2012-05-30,95.05
2012-05-31,95.05
2012-06-01,97.7
2012-06-04,95.9
2012-06-05,96.0
2012-06-06,96.05
2012-06-07,96.8
2012-06-08,96.05
2012-06-11,96.05
2012-06-12,97.3
2012-06-13,97.05
2012-06-14,96.0
2012-06-15,97.25
2012-06-18,97.0
2012-06-19,96.55
2012-06-20,96.95
2012-06-21,97.8
2012-06-22,96.05
2012-06-25,98.3
2012-06-26,100.1
2012-06-27,96.7
2012-06-28,96.0
2012-06-29,97.65
2012-07-02,96.0
2012-07-03,96.0
2012-07-04,96.75
2012-07-05,96.9
2012-07-06,97.1
2012-07-09,96.05
2012-07-09,96.05
2012-07-10,96.5
2012-07-11,97.7
2012-07-12,97.25
2012-07-13,96.55
2012-07-16,97.75
2012-07-17,97.8
2012-07-18,97.0
2012-07-19,98.25
2012-07-20,97.2
2012-07-23,97.2
2012-07-24,97.6
2012-07-25,96.05
2012-07-26,95.3
2012-07-27,96.0
2012-07-30,92.7
2012-07-31,92.65
2012-08-01,95.6
2012-08-02,94.5
2012-08-03,95.2
2012-08-06,94.9
2012-08-07,92.9
2012-08-08,92.9
2012-08-09,93.5
2012-08-10,93.5
2012-08-13,93.9
2012-08-14,94.9
2012-08-16,94.65
2012-08-17,93.6
2012-08-21,93.65
2012-08-22,94.65
2012-08-23,93.35
2012-08-24,93.2
2012-08-27,93.0
2012-08-28,90.85
2012-08-29,90.55
2012-08-30,93.0
2012-08-31,90.0
2012-09-03,90.0
2012-09-04,90.0
2012-09-05,90.8
2012-09-06,90.75
2012-09-07,92.25
2012-09-10,92.75
2012-09-11,93.5
2012-09-12,93.75
2012-09-13,93.05
2012-09-14,94.85
2012-09-17,96.65
2012-09-18,101.8
2012-09-20,100.45
2012-09-21,100.3
2012-09-24,100.0
2012-09-25,99.55
2012-09-26,100.35
2012-09-27,98.3
2012-09-28,98.4
2012-10-01,97.25
2012-10-03,102.9
2012-10-04,106.7
2012-10-05,103.45
2012-10-08,105.2
2012-10-09,104.2
2012-10-10,104.5
2012-10-11,106.9
2012-10-12,109.35
2012-10-15,113.0
2012-10-16,116.15
2012-10-17,120.45
2012-10-18,130.7
2012-10-19,129.6
2012-10-22,128.1
2012-10-23,125.0
2012-10-25,127.65
2012-10-26,126.0
2012-10-29,119.65
2012-10-30,115.15
2012-10-31,117.75
2012-11-01,124.8
2012-11-02,121.3
2012-11-05,117.9
2012-11-06,122.5
2012-11-07,126.25
2012-11-08,133.3
2012-11-09,131.9
2012-11-12,132.2
2012-11-13,134.3
2012-11-15,135.2
2012-11-16,131.05
2012-11-19,129.65
2012-11-20,128.1
2012-11-21,127.55
2012-11-22,126.85
2012-11-23,129.05
2012-11-26,126.6
2012-11-27,125.0
2012-11-29,129.45
2012-11-30,126.4
2012-12-03,129.1
2012-12-04,128.85
2012-12-05,129.2
2012-12-06,133.55
2012-12-07,132.05
2012-12-10,131.2
2012-12-11,132.6
2012-12-12,132.25
2012-12-13,129.05
2012-12-14,128.9
2012-12-17,127.75
2012-12-18,132.25
2012-12-19,128.65
2012-12-20,128.3
2012-12-21,128.25
2012-12-24,127.35
2012-12-26,128.7
2012-12-27,128.4
2012-12-28,128.75
2012-12-31,127.9
