Date,GSFC
2012-01-02,329.7
2012-01-03,330.65
2012-01-04,334.65
2012-01-05,341.15
2012-01-06,339.85
2012-01-07,351.85
2012-01-09,360.35
2012-01-10,379.05
2012-01-11,380.7
2012-01-12,381.25
2012-01-13,391.75
2012-01-16,390.1
2012-01-17,389.4
2012-01-18,395.7
2012-01-19,404.95
2012-01-20,397.8
2012-01-23,378.35
2012-01-24,376.9
2012-01-25,384.75
2012-01-27,389.75
2012-01-30,378.3
2012-01-31,375.25
2012-02-01,377.2
2012-02-02,381.65
2012-02-03,389.05
2012-02-06,394.95
2012-02-07,395.65
2012-02-08,391.7
2012-02-09,389.4
2012-02-10,384.95
2012-02-13,393.5
2012-02-14,396.1
2012-02-15,404.75
2012-02-16,415.25
2012-02-17,416.0
2012-02-21,418.5
2012-02-22,415.35
2012-02-23,401.4
2012-02-24,394.1
2012-02-27,380.6
2012-02-28,388.4
2012-02-29,388.8
2012-03-01,395.4
2012-03-02,394.85
2012-03-03,401.6
2012-03-05,398.75
2012-03-06,403.2
2012-03-07,403.2
2012-03-09,413.65
2012-03-12,412.45
2012-03-13,415.1
2012-03-14,411.95
2012-03-15,412.0
2012-03-16,410.75
2012-03-19,418.75
2012-03-20,419.35
2012-03-21,425.8
2012-03-22,424.8
2012-03-23,415.85
2012-03-26,411.15
2012-03-27,412.75
2012-03-28,408.0
2012-03-29,414.85
2012-03-30,423.45
2012-04-02,438.65
2012-04-03,439.1
2012-04-04,436.9
2012-04-09,429.05
2012-04-10,444.05
2012-04-11,440.2
2012-04-12,443.95
2012-04-13,434.65
2012-04-16,426.25
2012-04-17,436.9
2012-04-18,430.4
2012-04-19,439.6
2012-04-20,433.6
2012-04-23,429.35
2012-04-24,428.95
2012-04-25,435.05
2012-04-26,431.55
2012-04-27,433.1
2012-04-28,438.05
2012-04-30,439.95
2012-05-02,443.25
2012-05-03,442.05
2012-05-04,436.4
2012-05-07,434.7
2012-05-08,425.9
2012-05-09,420.7
2012-05-10,433.85
2012-05-11,423.1
2012-05-14,421.1
2012-05-15,428.6
2012-05-16,417.9
2012-05-17,418.1
2012-05-18,410.05
2012-05-21,416.35
2012-05-22,409.85
2012-05-23,418.4
2012-05-24,424.05
2012-05-25,417.4
2012-05-28,417.75
2012-05-29,419.9
2012-05-30,423.8
2012-05-31,435.1
2012-06-01,426.4
2012-06-04,433.35
2012-06-05,437.05
2012-06-06,433.95
2012-06-07,423.8
2012-06-08,431.05
2012-06-11,423.0
2012-06-12,418.3
2012-06-13,415.85
2012-06-14,407.65
2012-06-15,405.7
2012-06-18,407.1
2012-06-19,403.5
2012-06-20,409.75
2012-06-21,411.9
2012-06-22,410.8
2012-06-25,405.55
2012-06-26,407.45
2012-06-27,411.5
2012-06-28,411.7
2012-06-29,421.1
2012-07-02,417.5
2012-07-03,416.1
2012-07-04,417.25
2012-07-05,417.7
2012-07-06,412.0
2012-07-09,394.8
2012-07-09,394.8
2012-07-10,392.45
2012-07-11,393.5
2012-07-12,380.8
2012-07-13,370.65
2012-07-16,357.6
2012-07-17,347.85
2012-07-18,357.8
2012-07-19,355.3
2012-07-20,356.95
2012-07-23,354.0
2012-07-24,351.15
2012-07-25,340.65
2012-07-26,343.25
2012-07-27,343.75
2012-07-30,348.3
2012-07-31,346.9
2012-08-01,343.35
2012-08-02,350.95
2012-08-03,351.75
2012-08-06,357.0
2012-08-07,366.5
2012-08-08,375.0
2012-08-09,370.8
2012-08-10,368.2
2012-08-13,360.8
2012-08-14,354.25
2012-08-16,354.2
2012-08-17,353.9
2012-08-21,355.15
2012-08-22,346.5
2012-08-23,346.85
2012-08-24,340.55
2012-08-27,337.95
2012-08-28,335.45
2012-08-29,338.2
2012-08-30,351.25
2012-08-31,357.45
2012-09-03,359.8
2012-09-04,363.1
2012-09-05,366.05
2012-09-06,363.4
2012-09-07,365.15
2012-09-08,366.0
2012-09-10,368.0
2012-09-11,368.5
2012-09-12,371.0
2012-09-13,372.45
2012-09-14,375.15
2012-09-17,375.55
2012-09-18,374.9
2012-09-20,77.45
2012-09-21,83.7
2012-09-24,79.0
2012-09-25,77.5
2012-09-26,76.8
2012-09-27,78.4
2012-09-28,79.9
2012-10-01,80.2
2012-10-03,79.9
2012-10-04,78.4
2012-10-05,76.7
2012-10-08,75.2
2012-10-09,74.25
2012-10-10,76.0
2012-10-11,78.5
2012-10-12,76.95
2012-10-15,75.6
2012-10-16,75.05
2012-10-17,75.4
2012-10-18,76.8
2012-10-19,73.9
2012-10-22,72.25
2012-10-23,74.0
2012-10-25,76.55
2012-10-26,75.6
2012-10-29,76.6
2012-10-30,75.15
2012-10-31,74.8
2012-11-01,74.3
2012-11-02,74.3
2012-11-05,74.4
2012-11-06,75.0
2012-11-07,73.85
2012-11-08,74.6
2012-11-09,73.9
2012-11-12,76.0
2012-11-13,76.65
2012-11-15,74.4
2012-11-16,75.55
2012-11-19,74.05
2012-11-20,74.75
2012-11-21,73.95
2012-11-22,73.3
2012-11-23,72.4
2012-11-26,71.75
2012-11-27,71.45
2012-11-29,69.9
2012-11-30,71.75
2012-12-03,71.8
2012-12-04,71.45
2012-12-05,71.4
2012-12-06,71.55
2012-12-07,71.8
2012-12-10,71.2
2012-12-11,70.95
2012-12-12,71.2
2012-12-13,70.3
2012-12-14,69.55
2012-12-17,68.75
2012-12-18,67.6
2012-12-19,67.4
2012-12-20,67.0
2012-12-21,66.45
2012-12-24,66.5
2012-12-26,65.8
2012-12-27,65.6
2012-12-28,66.2
2012-12-31,66.5
