Date,JISLDVREQS
2012-01-02,35.35
2012-01-03,35.9
2012-01-04,36.1
2012-01-05,35.9
2012-01-06,35.3
2012-01-07,36.1
2012-01-09,35.7
2012-01-10,37.45
2012-01-11,38.9
2012-01-12,37.95
2012-01-13,37.6
2012-01-16,36.6
2012-01-17,38.4
2012-01-18,36.55
2012-01-19,36.8
2012-01-20,35.9
2012-01-23,37.7
2012-01-24,39.0
2012-01-25,38.2
2012-01-27,39.25
2012-01-30,37.3
2012-01-31,36.6
2012-02-01,35.7
2012-02-02,35.95
2012-02-03,37.7
2012-02-06,38.85
2012-02-07,37.8
2012-02-08,38.0
2012-02-09,36.65
2012-02-10,36.3
2012-02-13,36.85
2012-02-14,38.65
2012-02-15,40.55
2012-02-16,42.55
2012-02-17,44.65
2012-02-21,46.7
2012-02-22,44.8
2012-02-23,43.55
2012-02-24,42.4
2012-02-27,40.6
2012-02-28,42.6
2012-02-29,44.7
2012-03-01,46.9
2012-03-02,48.75
2012-03-03,49.25
2012-03-05,46.9
2012-03-06,45.8
2012-03-07,44.7
2012-03-09,47.75
2012-03-12,51.1
2012-03-13,51.15
2012-03-14,59.05
2012-03-15,58.45
2012-03-16,55.55
2012-03-19,51.65
2012-03-20,51.65
2012-03-21,52.4
2012-03-22,50.35
2012-03-23,50.85
2012-03-26,49.05
2012-03-27,49.05
2012-03-28,46.55
2012-03-29,45.35
2012-03-30,47.95
2012-04-02,48.5
2012-04-03,50.3
2012-04-04,51.05
2012-04-09,48.9
2012-04-10,48.15
2012-04-11,46.8
2012-04-12,46.0
2012-04-13,45.5
2012-04-16,44.8
2012-04-17,45.2
2012-04-18,43.8
2012-04-19,43.6
2012-04-20,41.85
2012-04-23,41.5
2012-04-24,40.65
2012-04-25,40.05
2012-04-26,39.8
2012-04-27,39.6
2012-04-28,40.0
2012-04-30,42.4
2012-05-02,41.15
2012-05-03,39.85
2012-05-04,38.1
2012-05-07,39.0
2012-05-08,38.2
2012-05-09,37.4
2012-05-10,36.9
2012-05-11,37.5
2012-05-14,38.3
2012-05-15,38.75
2012-05-16,39.5
2012-05-17,38.35
2012-05-18,37.55
2012-05-21,37.15
2012-05-22,36.85
2012-05-23,35.9
2012-05-24,36.1
2012-05-25,37.25
2012-05-28,37.3
2012-05-29,36.65
2012-05-30,35.85
2012-05-31,35.65
2012-06-01,35.2
2012-06-04,35.15
2012-06-05,35.3
2012-06-06,35.65
2012-06-07,34.95
2012-06-08,35.95
2012-06-11,36.6
2012-06-12,36.55
2012-06-13,35.65
2012-06-14,35.8
2012-06-15,35.6
2012-06-18,35.4
2012-06-19,34.95
2012-06-20,34.6
2012-06-21,35.7
2012-06-22,36.6
2012-06-25,36.5
2012-06-26,37.5
2012-06-27,37.55
2012-06-28,38.5
2012-06-29,39.1
2012-07-02,40.2
2012-07-03,40.65
2012-07-04,40.65
2012-07-05,41.1
2012-07-06,43.3
2012-07-09,41.85
2012-07-09,41.85
2012-07-10,41.4
2012-07-11,41.0
2012-07-12,40.0
2012-07-13,40.55
2012-07-16,40.05
2012-07-17,39.15
2012-07-18,39.3
2012-07-19,40.6
2012-07-20,40.85
2012-07-23,39.65
2012-07-24,39.6
2012-07-25,38.85
2012-07-26,37.3
2012-07-27,35.8
2012-07-30,36.85
2012-07-31,37.55
2012-08-01,36.65
2012-08-02,36.5
2012-08-03,36.8
2012-08-06,38.45
2012-08-07,38.3
2012-08-08,37.5
2012-08-09,36.8
2012-08-10,38.4
2012-08-13,40.4
2012-08-14,40.15
2012-08-16,36.95
2012-08-17,35.75
2012-08-21,35.05
2012-08-22,34.9
2012-08-23,34.5
2012-08-24,35.7
2012-08-27,34.7
2012-08-28,33.35
2012-08-29,32.6
2012-08-30,32.0
2012-08-31,31.8
2012-09-03,32.45
2012-09-04,33.0
2012-09-05,32.8
2012-09-06,33.2
2012-09-07,32.75
2012-09-08,33.05
2012-09-10,33.05
2012-09-11,32.55
2012-09-12,32.85
2012-09-13,32.4
2012-09-14,32.65
2012-09-17,33.85
2012-09-18,34.1
2012-09-20,34.0
2012-09-21,35.0
2012-09-24,35.55
2012-09-25,35.3
2012-09-26,36.45
2012-09-27,36.25
2012-09-28,35.65
2012-10-01,35.85
2012-10-03,36.9
2012-10-04,36.75
2012-10-05,36.15
2012-10-08,36.2
2012-10-09,36.45
2012-10-10,36.25
2012-10-11,37.3
2012-10-12,37.8
2012-10-15,38.1
2012-10-16,38.35
2012-10-17,37.2
2012-10-18,37.95
2012-10-19,37.5
2012-10-22,37.95
2012-10-23,37.8
2012-10-25,37.65
2012-10-26,38.0
2012-10-29,37.1
2012-10-30,36.0
2012-10-31,35.4
2012-11-01,36.45
2012-11-02,36.5
2012-11-05,36.2
2012-11-06,36.5
2012-11-07,36.95
2012-11-08,36.95
2012-11-09,36.45
2012-11-12,37.05
2012-11-13,37.8
2012-11-15,38.05
2012-11-16,38.2
2012-11-19,37.1
2012-11-20,36.55
2012-11-21,36.05
2012-11-22,35.85
2012-11-23,35.55
2012-11-26,34.75
2012-11-27,34.9
2012-11-29,35.4
2012-11-30,35.75
2012-12-03,37.4
2012-12-04,37.3
2012-12-05,38.0
2012-12-06,37.5
2012-12-07,38.3
2012-12-10,37.55
2012-12-11,37.1
2012-12-12,36.3
2012-12-13,36.45
2012-12-14,36.05
2012-12-17,37.5
2012-12-18,37.4
2012-12-19,38.7
2012-12-20,38.8
2012-12-21,37.7
2012-12-24,38.2
2012-12-26,38.35
2012-12-27,37.35
2012-12-28,37.2
2012-12-31,37.35
