Date,CARBORUNIV
2012-01-02,134.6
2012-01-03,136.7
2012-01-04,140.0
2012-01-05,139.85
2012-01-06,139.95
2012-01-07,143.75
2012-01-09,138.6
2012-01-10,136.95
2012-01-11,141.85
2012-01-12,140.7
2012-01-13,140.25
2012-01-16,142.05
2012-01-17,142.1
2012-01-18,144.0
2012-01-19,142.5
2012-01-20,140.8
2012-01-23,140.6
2012-01-24,142.0
2012-01-25,146.55
2012-01-27,148.1
2012-01-30,149.1
2012-01-31,147.35
2012-02-01,145.85
2012-02-02,153.25
2012-02-03,155.0
2012-02-06,152.1
2012-02-07,154.05
2012-02-08,153.2
2012-02-09,155.45
2012-02-10,163.35
2012-02-13,170.0
2012-02-14,167.7
2012-02-15,168.1
2012-02-16,165.25
2012-02-17,168.35
2012-02-21,162.7
2012-02-22,160.05
2012-02-23,158.0
2012-02-24,163.75
2012-02-27,162.05
2012-02-28,163.05
2012-02-29,163.35
2012-03-01,159.15
2012-03-02,162.35
2012-03-03,161.35
2012-03-05,157.35
2012-03-06,160.4
2012-03-07,157.4
2012-03-09,157.45
2012-03-12,155.1
2012-03-13,157.05
2012-03-14,159.15
2012-03-15,156.45
2012-03-16,154.4
2012-03-19,157.35
2012-03-20,157.0
2012-03-21,156.0
2012-03-22,156.25
2012-03-23,156.0
2012-03-26,152.5
2012-03-27,153.5
2012-03-28,152.45
2012-03-29,154.85
2012-03-30,155.8
2012-04-02,156.45
2012-04-03,162.1
2012-04-04,157.15
2012-04-09,155.65
2012-04-10,156.15
2012-04-11,158.05
2012-04-12,156.0
2012-04-13,158.0
2012-04-16,169.65
2012-04-17,168.65
2012-04-18,163.35
2012-04-19,163.65
2012-04-20,166.4
2012-04-23,165.45
2012-04-24,163.5
2012-04-25,163.45
2012-04-26,164.0
2012-04-27,164.05
2012-04-28,162.35
2012-04-30,164.7
2012-05-02,166.55
2012-05-03,163.5
2012-05-04,162.9
2012-05-07,158.35
2012-05-08,159.8
2012-05-09,155.85
2012-05-10,159.15
2012-05-11,154.95
2012-05-14,153.4
2012-05-15,150.6
2012-05-16,148.15
2012-05-17,148.4
2012-05-18,150.95
2012-05-21,151.65
2012-05-22,151.5
2012-05-23,150.9
2012-05-24,150.9
2012-05-25,149.65
2012-05-28,147.3
2012-05-29,147.8
2012-05-30,148.0
2012-05-31,147.8
2012-06-01,145.3
2012-06-04,142.75
2012-06-05,147.3
2012-06-06,148.1
2012-06-07,146.95
2012-06-08,147.2
2012-06-11,147.25
2012-06-12,147.3
2012-06-13,148.0
2012-06-14,148.5
2012-06-15,148.3
2012-06-18,147.9
2012-06-19,150.25
2012-06-20,147.75
2012-06-21,150.05
2012-06-22,150.8
2012-06-25,150.5
2012-06-26,150.3
2012-06-27,151.65
2012-06-28,151.2
2012-06-29,152.6
2012-07-02,153.9
2012-07-03,154.1
2012-07-04,156.0
2012-07-05,158.35
2012-07-06,157.95
2012-07-09,158.85
2012-07-09,158.85
2012-07-10,160.0
2012-07-11,157.95
2012-07-12,161.0
2012-07-13,161.25
2012-07-16,159.95
2012-07-17,156.0
2012-07-18,160.95
2012-07-19,156.15
2012-07-20,154.5
2012-07-23,154.55
2012-07-24,152.55
2012-07-25,150.2
2012-07-26,148.95
2012-07-27,146.05
2012-07-30,146.9
2012-07-31,151.3
2012-08-01,154.05
2012-08-02,150.3
2012-08-03,148.8
2012-08-06,148.35
2012-08-07,145.1
2012-08-08,144.3
2012-08-09,144.8
2012-08-10,146.45
2012-08-13,147.55
2012-08-14,149.5
2012-08-16,149.05
2012-08-17,150.3
2012-08-21,149.7
2012-08-22,150.2
2012-08-23,151.5
2012-08-24,150.65
2012-08-27,146.75
2012-08-28,148.0
2012-08-29,146.4
2012-08-30,147.8
2012-08-31,146.5
2012-09-03,146.05
2012-09-04,147.4
2012-09-05,144.1
2012-09-06,144.0
2012-09-07,145.1
2012-09-08,144.95
2012-09-10,144.75
2012-09-11,145.75
2012-09-12,148.05
2012-09-13,146.95
2012-09-14,152.5
2012-09-17,149.45
2012-09-18,146.0
2012-09-20,142.7
2012-09-21,146.55
2012-09-24,146.6
2012-09-25,147.05
2012-09-26,150.65
2012-09-27,153.7
2012-09-28,160.15
2012-10-01,160.15
2012-10-03,160.25
2012-10-04,156.75
2012-10-05,153.4
2012-10-08,152.8
2012-10-09,154.5
2012-10-10,152.6
2012-10-11,159.45
2012-10-12,158.05
2012-10-15,158.3
2012-10-16,158.25
2012-10-17,159.0
2012-10-18,159.2
2012-10-19,157.1
2012-10-22,156.0
2012-10-23,156.1
2012-10-25,156.75
2012-10-26,156.35
2012-10-29,158.0
2012-10-30,157.65
2012-10-31,153.0
2012-11-01,151.0
2012-11-02,152.3
2012-11-05,151.05
2012-11-06,152.1
2012-11-07,151.6
2012-11-08,150.55
2012-11-09,151.15
2012-11-12,150.0
2012-11-13,149.15
2012-11-15,150.05
2012-11-16,149.3
2012-11-19,150.8
2012-11-20,150.3
2012-11-21,147.0
2012-11-22,147.1
2012-11-23,149.25
2012-11-26,148.9
2012-11-27,149.6
2012-11-29,149.8
2012-11-30,150.2
2012-12-03,148.95
2012-12-04,149.85
2012-12-05,150.0
2012-12-06,149.2
2012-12-07,152.0
2012-12-10,150.25
2012-12-11,152.8
2012-12-12,154.0
2012-12-13,156.0
2012-12-14,153.05
2012-12-17,149.95
2012-12-18,149.25
2012-12-19,150.55
2012-12-20,148.85
2012-12-21,149.3
2012-12-24,150.15
2012-12-26,149.7
2012-12-27,150.25
2012-12-28,151.05
2012-12-31,149.5
