Date,ASHOKA
2012-01-02,184.9
2012-01-03,189.95
2012-01-04,188.3
2012-01-05,184.15
2012-01-06,184.4
2012-01-09,183.25
2012-01-10,187.25
2012-01-11,189.95
2012-01-12,184.45
2012-01-13,189.9
2012-01-16,182.9
2012-01-17,190.45
2012-01-18,198.1
2012-01-19,199.65
2012-01-20,208.8
2012-01-23,199.35
2012-01-24,199.65
2012-01-25,199.0
2012-01-27,195.2
2012-01-30,197.8
2012-01-31,200.35
2012-02-01,198.5
2012-02-02,199.4
2012-02-03,196.8
2012-02-06,203.5
2012-02-07,199.75
2012-02-08,197.95
2012-02-09,197.6
2012-02-10,196.2
2012-02-13,197.2
2012-02-14,196.25
2012-02-15,204.8
2012-02-16,208.3
2012-02-17,207.95
2012-02-21,207.6
2012-02-22,203.7
2012-02-23,205.05
2012-02-24,208.45
2012-02-27,204.6
2012-02-28,203.45
2012-02-29,204.6
2012-03-01,205.85
2012-03-02,203.8
2012-03-03,202.25
2012-03-05,199.1
2012-03-06,199.9
2012-03-07,198.15
2012-03-09,196.1
2012-03-12,194.1
2012-03-13,194.45
2012-03-14,192.35
2012-03-15,191.45
2012-03-16,194.15
2012-03-19,198.05
2012-03-20,204.4
2012-03-21,204.35
2012-03-22,205.4
2012-03-23,205.1
2012-03-26,200.0
2012-03-27,195.15
2012-03-28,197.2
2012-03-29,196.05
2012-03-30,200.35
2012-04-02,203.45
2012-04-03,208.75
2012-04-04,209.7
2012-04-09,205.9
2012-04-10,208.55
2012-04-11,201.2
2012-04-12,204.0
2012-04-13,204.05
2012-04-16,206.0
2012-04-17,210.1
2012-04-18,208.2
2012-04-19,207.5
2012-04-20,206.35
2012-04-23,208.45
2012-04-24,209.25
2012-04-25,211.45
2012-04-26,210.65
2012-04-27,210.35
2012-04-28,207.0
2012-04-30,210.0
2012-05-02,208.2
2012-05-03,206.7
2012-05-04,197.15
2012-05-07,203.7
2012-05-08,200.1
2012-05-09,196.25
2012-05-10,200.0
2012-05-11,197.5
2012-05-14,198.5
2012-05-15,199.3
2012-05-16,198.4
2012-05-17,197.25
2012-05-18,197.85
2012-05-21,199.0
2012-05-22,201.95
2012-05-23,205.15
2012-05-24,200.05
2012-05-25,205.95
2012-05-28,199.25
2012-05-29,198.1
2012-05-30,199.95
2012-05-31,213.05
2012-06-01,204.6
2012-06-04,200.1
2012-06-05,201.9
2012-06-06,206.95
2012-06-07,200.95
2012-06-08,201.7
2012-06-11,204.0
2012-06-12,202.0
2012-06-13,197.3
2012-06-14,197.1
2012-06-15,197.4
2012-06-18,200.0
2012-06-19,198.0
2012-06-20,196.9
2012-06-21,199.95
2012-06-22,210.6
2012-06-25,215.7
2012-06-26,214.4
2012-06-27,208.8
2012-06-28,206.5
2012-06-29,215.95
2012-07-02,218.3
2012-07-03,218.55
2012-07-04,224.95
2012-07-05,227.05
2012-07-06,222.35
2012-07-09,220.25
2012-07-09,220.25
2012-07-10,216.95
2012-07-11,217.0
2012-07-12,218.15
2012-07-13,214.5
2012-07-16,211.25
2012-07-17,211.7
2012-07-18,208.0
2012-07-19,207.0
2012-07-20,210.0
2012-07-23,206.5
2012-07-24,205.4
2012-07-25,204.0
2012-07-26,201.55
2012-07-27,205.0
2012-07-30,206.55
2012-07-31,214.75
2012-08-01,214.25
2012-08-02,219.0
2012-08-03,211.45
2012-08-06,214.0
2012-08-07,210.95
2012-08-08,220.9
2012-08-09,226.65
2012-08-10,254.25
2012-08-13,270.8
2012-08-14,262.35
2012-08-16,259.1
2012-08-17,261.35
2012-08-21,257.95
2012-08-22,260.1
2012-08-23,256.5
2012-08-24,255.5
2012-08-27,255.8
2012-08-28,252.85
2012-08-29,248.95
2012-08-30,249.35
2012-08-31,248.4
2012-09-03,249.55
2012-09-04,251.25
2012-09-05,252.0
2012-09-06,247.95
2012-09-07,253.7
2012-09-10,250.0
2012-09-11,249.35
2012-09-12,251.3
2012-09-13,249.35
2012-09-14,248.3
2012-09-17,242.8
2012-09-18,242.6
2012-09-20,240.8
2012-09-21,230.05
2012-09-24,234.45
2012-09-25,230.5
2012-09-26,227.1
2012-09-27,225.05
2012-09-28,228.7
2012-10-01,238.35
2012-10-03,242.9
2012-10-04,241.55
2012-10-05,240.0
2012-10-08,236.8
2012-10-09,235.45
2012-10-10,236.2
2012-10-11,236.5
2012-10-12,231.95
2012-10-15,231.45
2012-10-16,231.95
2012-10-17,225.7
2012-10-18,221.7
2012-10-19,219.85
2012-10-22,220.05
2012-10-23,220.15
2012-10-25,225.25
2012-10-26,218.9
2012-10-29,220.0
2012-10-30,224.45
2012-10-31,224.25
2012-11-01,219.05
2012-11-02,218.95
2012-11-05,215.25
2012-11-06,212.5
2012-11-07,216.25
2012-11-08,213.0
2012-11-09,208.65
2012-11-12,206.05
2012-11-13,212.3
2012-11-15,213.3
2012-11-16,205.4
2012-11-19,211.15
2012-11-20,204.8
2012-11-21,215.25
2012-11-22,204.8
2012-11-23,205.0
2012-11-26,204.25
2012-11-27,202.35
2012-11-29,205.0
2012-11-30,199.95
2012-12-03,200.0
2012-12-04,199.65
2012-12-05,211.8
2012-12-06,205.05
2012-12-07,210.7
2012-12-10,211.9
2012-12-11,203.6
2012-12-12,210.95
2012-12-13,202.1
2012-12-14,204.2
2012-12-17,205.05
2012-12-18,203.95
2012-12-19,206.15
2012-12-20,204.5
2012-12-21,204.05
2012-12-24,203.6
2012-12-26,204.0
2012-12-27,201.75
2012-12-28,207.4
2012-12-31,206.25
