Date,DISHTV
2012-01-02,57.85
2012-01-03,60.05
2012-01-04,59.2
2012-01-05,58.95
2012-01-06,59.0
2012-01-07,59.05
2012-01-09,58.3
2012-01-10,57.65
2012-01-11,61.15
2012-01-12,62.75
2012-01-13,65.35
2012-01-16,65.5
2012-01-17,62.7
2012-01-18,62.7
2012-01-19,61.05
2012-01-20,59.85
2012-01-23,58.65
2012-01-24,57.15
2012-01-25,61.45
2012-01-27,63.35
2012-01-30,61.25
2012-01-31,62.4
2012-02-01,64.85
2012-02-02,63.7
2012-02-03,64.35
2012-02-06,64.65
2012-02-07,62.85
2012-02-08,61.6
2012-02-09,63.95
2012-02-10,66.6
2012-02-13,65.95
2012-02-14,67.5
2012-02-15,70.05
2012-02-16,70.4
2012-02-17,66.9
2012-02-21,66.8
2012-02-22,61.45
2012-02-23,59.9
2012-02-24,57.4
2012-02-27,53.6
2012-02-28,55.0
2012-02-29,54.25
2012-03-01,57.0
2012-03-02,56.05
2012-03-03,56.3
2012-03-05,53.85
2012-03-06,52.75
2012-03-07,53.1
2012-03-09,54.05
2012-03-12,55.2
2012-03-13,57.0
2012-03-14,56.55
2012-03-15,54.8
2012-03-16,54.55
2012-03-19,53.45
2012-03-20,53.4
2012-03-21,55.9
2012-03-22,55.55
2012-03-23,58.05
2012-03-26,59.5
2012-03-27,61.45
2012-03-28,59.25
2012-03-29,60.9
2012-03-30,63.9
2012-04-02,65.4
2012-04-03,65.45
2012-04-04,66.0
2012-04-09,62.25
2012-04-10,61.5
2012-04-11,61.05
2012-04-12,61.0
2012-04-13,60.1
2012-04-16,60.3
2012-04-17,61.6
2012-04-18,62.1
2012-04-19,61.2
2012-04-20,59.75
2012-04-23,58.9
2012-04-24,59.2
2012-04-25,60.05
2012-04-26,60.9
2012-04-27,59.9
2012-04-28,60.95
2012-04-30,59.75
2012-05-02,59.3
2012-05-03,59.85
2012-05-04,58.75
2012-05-07,59.85
2012-05-08,59.2
2012-05-09,58.85
2012-05-10,57.0
2012-05-11,56.6
2012-05-14,55.7
2012-05-15,55.4
2012-05-16,55.1
2012-05-17,60.7
2012-05-18,59.95
2012-05-21,58.5
2012-05-22,57.85
2012-05-23,57.7
2012-05-24,57.7
2012-05-25,57.95
2012-05-28,58.4
2012-05-29,57.65
2012-05-30,57.05
2012-05-31,57.8
2012-06-01,56.55
2012-06-04,56.0
2012-06-05,57.15
2012-06-06,57.8
2012-06-07,58.4
2012-06-08,58.45
2012-06-11,58.75
2012-06-12,59.7
2012-06-13,58.15
2012-06-14,56.7
2012-06-15,57.55
2012-06-18,56.75
2012-06-19,57.1
2012-06-20,58.25
2012-06-21,60.05
2012-06-22,59.2
2012-06-25,58.45
2012-06-26,60.15
2012-06-27,61.95
2012-06-28,61.7
2012-06-29,63.7
2012-07-02,64.45
2012-07-03,65.15
2012-07-04,69.0
2012-07-05,69.0
2012-07-06,70.65
2012-07-09,69.1
2012-07-09,69.1
2012-07-10,69.75
2012-07-11,69.4
2012-07-12,68.05
2012-07-13,69.45
2012-07-16,68.8
2012-07-17,69.05
2012-07-18,68.1
2012-07-19,71.15
2012-07-20,69.7
2012-07-23,66.9
2012-07-24,67.95
2012-07-25,68.55
2012-07-26,68.9
2012-07-27,67.65
2012-07-30,68.9
2012-07-31,69.25
2012-08-01,71.65
2012-08-02,71.85
2012-08-03,70.15
2012-08-06,71.35
2012-08-07,72.85
2012-08-08,70.4
2012-08-09,70.4
2012-08-10,71.0
2012-08-13,73.45
2012-08-14,73.1
2012-08-16,74.45
2012-08-17,72.95
2012-08-21,74.6
2012-08-22,73.65
2012-08-23,71.2
2012-08-24,69.35
2012-08-27,69.0
2012-08-28,68.3
2012-08-29,65.05
2012-08-30,66.05
2012-08-31,64.4
2012-09-03,66.05
2012-09-04,70.2
2012-09-05,70.45
2012-09-06,71.6
2012-09-07,73.35
2012-09-08,73.3
2012-09-10,72.4
2012-09-11,71.5
2012-09-12,72.5
2012-09-13,74.05
2012-09-14,76.85
2012-09-17,78.85
2012-09-18,78.8
2012-09-20,78.05
2012-09-21,79.4
2012-09-24,76.95
2012-09-25,77.85
2012-09-26,79.15
2012-09-27,81.65
2012-09-28,82.55
2012-10-01,82.05
2012-10-03,81.4
2012-10-04,83.25
2012-10-05,81.05
2012-10-08,80.15
2012-10-09,82.9
2012-10-10,80.1
2012-10-11,77.7
2012-10-12,77.3
2012-10-15,76.15
2012-10-16,76.8
2012-10-17,80.5
2012-10-18,77.9
2012-10-19,75.7
2012-10-22,73.85
2012-10-23,72.6
2012-10-25,73.65
2012-10-26,72.5
2012-10-29,72.15
2012-10-30,74.3
2012-10-31,75.4
2012-11-01,75.0
2012-11-02,74.85
2012-11-05,74.55
2012-11-06,75.25
2012-11-07,76.15
2012-11-08,75.7
2012-11-09,75.4
2012-11-12,74.9
2012-11-13,75.75
2012-11-15,78.7
2012-11-16,78.15
2012-11-19,75.3
2012-11-20,74.5
2012-11-21,74.05
2012-11-22,73.35
2012-11-23,73.45
2012-11-26,77.4
2012-11-27,77.75
2012-11-29,78.45
2012-11-30,78.4
2012-12-03,76.95
2012-12-04,77.95
2012-12-05,80.05
2012-12-06,81.45
2012-12-07,81.0
2012-12-10,80.8
2012-12-11,78.4
2012-12-12,79.6
2012-12-13,78.65
2012-12-14,78.9
2012-12-17,79.6
2012-12-18,79.45
2012-12-19,79.6
2012-12-20,78.75
2012-12-21,76.05
2012-12-24,76.0
2012-12-26,76.3
2012-12-27,75.3
2012-12-28,75.85
2012-12-31,76.0
