Date,INDNIPPON
2012-01-02,147.0
2012-01-03,150.9
2012-01-04,148.45
2012-01-05,150.0
2012-01-06,150.2
2012-01-07,155.0
2012-01-09,154.1
2012-01-10,155.9
2012-01-11,152.15
2012-01-12,153.05
2012-01-13,155.0
2012-01-16,154.25
2012-01-17,158.6
2012-01-18,153.25
2012-01-19,161.9
2012-01-20,160.4
2012-01-23,156.75
2012-01-24,158.7
2012-01-25,158.85
2012-01-27,161.3
2012-01-30,161.2
2012-01-31,165.5
2012-02-01,168.5
2012-02-02,169.35
2012-02-03,170.95
2012-02-06,173.15
2012-02-07,173.0
2012-02-08,179.35
2012-02-09,176.25
2012-02-10,175.85
2012-02-13,178.6
2012-02-14,176.8
2012-02-15,176.25
2012-02-16,174.65
2012-02-17,175.05
2012-02-21,174.05
2012-02-22,172.9
2012-02-23,170.95
2012-02-24,170.9
2012-02-27,169.0
2012-02-28,170.05
2012-02-29,170.75
2012-03-01,168.7
2012-03-02,171.85
2012-03-03,169.5
2012-03-05,169.5
2012-03-06,172.95
2012-03-07,170.0
2012-03-09,172.0
2012-03-12,169.8
2012-03-13,171.65
2012-03-14,169.7
2012-03-15,168.85
2012-03-16,170.95
2012-03-19,164.85
2012-03-20,165.5
2012-03-21,169.4
2012-03-22,169.9
2012-03-23,168.0
2012-03-26,172.15
2012-03-27,167.65
2012-03-29,169.0
2012-03-30,170.45
2012-04-02,169.2
2012-04-03,169.95
2012-04-04,170.0
2012-04-09,167.85
2012-04-10,168.5
2012-04-11,167.9
2012-04-12,170.5
2012-04-13,168.1
2012-04-16,169.55
2012-04-17,174.9
2012-04-18,171.85
2012-04-19,173.0
2012-04-20,171.4
2012-04-23,173.35
2012-04-24,170.0
2012-04-25,170.0
2012-04-26,170.15
2012-04-27,170.0
2012-04-28,173.1
2012-04-30,177.35
2012-05-02,177.6
2012-05-03,177.0
2012-05-04,176.0
2012-05-07,175.15
2012-05-08,174.25
2012-05-09,174.95
2012-05-10,174.3
2012-05-11,168.05
2012-05-14,173.8
2012-05-16,168.0
2012-05-17,168.8
2012-05-18,167.0
2012-05-21,164.25
2012-05-22,165.0
2012-05-23,167.2
2012-05-24,167.15
2012-05-25,167.65
2012-05-28,169.95
2012-05-29,166.85
2012-05-30,169.0
2012-05-31,172.3
2012-06-01,174.35
2012-06-04,172.25
2012-06-05,175.4
2012-06-06,175.7
2012-06-07,175.0
2012-06-08,174.9
2012-06-11,169.35
2012-06-12,168.55
2012-06-13,167.5
2012-06-14,168.45
2012-06-15,168.0
2012-06-18,167.05
2012-06-19,164.7
2012-06-20,170.45
2012-06-21,169.8
2012-06-22,169.8
2012-06-25,169.4
2012-06-26,167.0
2012-06-27,167.45
2012-06-28,167.45
2012-06-29,168.0
2012-07-02,169.5
2012-07-03,169.0
2012-07-04,170.0
2012-07-05,170.5
2012-07-06,169.9
2012-07-09,171.35
2012-07-09,171.35
2012-07-10,169.85
2012-07-11,170.0
2012-07-12,168.45
2012-07-13,168.7
2012-07-16,168.6
2012-07-17,168.15
2012-07-18,167.1
2012-07-19,169.0
2012-07-20,173.45
2012-07-23,173.35
2012-07-24,167.45
2012-07-25,167.0
2012-07-26,166.0
2012-07-27,165.0
2012-07-30,166.0
2012-07-31,169.75
2012-08-01,165.95
2012-08-02,169.7
2012-08-03,168.85
2012-08-06,169.6
2012-08-07,168.5
2012-08-08,168.2
2012-08-09,167.65
2012-08-10,166.95
2012-08-13,166.0
2012-08-14,169.65
2012-08-16,176.7
2012-08-17,177.85
2012-08-21,182.9
2012-08-22,183.7
2012-08-23,175.9
2012-08-24,180.1
2012-08-27,184.2
2012-08-28,187.65
2012-08-29,185.45
2012-08-30,184.6
2012-08-31,184.0
2012-09-03,184.9
2012-09-04,185.35
2012-09-05,185.95
2012-09-06,186.85
2012-09-07,187.05
2012-09-08,187.2
2012-09-10,190.0
2012-09-11,189.05
2012-09-12,191.65
2012-09-13,190.75
2012-09-14,191.55
2012-09-17,191.65
2012-09-18,193.55
2012-09-20,191.9
2012-09-21,192.15
2012-09-24,193.05
2012-09-25,190.15
2012-09-26,190.25
2012-09-27,191.8
2012-09-28,190.7
2012-10-01,190.85
2012-10-03,189.95
2012-10-04,190.2
2012-10-05,187.7
2012-10-08,189.2
2012-10-09,189.5
2012-10-10,191.2
2012-10-11,189.25
2012-10-12,192.0
2012-10-15,190.0
2012-10-16,188.8
2012-10-17,189.9
2012-10-18,189.4
2012-10-19,191.0
2012-10-22,188.25
2012-10-23,187.55
2012-10-25,191.4
2012-10-26,188.85
2012-10-29,189.0
2012-10-30,187.0
2012-10-31,186.15
2012-11-01,188.8
2012-11-02,187.0
2012-11-05,188.0
2012-11-06,186.2
2012-11-07,187.9
2012-11-08,186.1
2012-11-09,187.0
2012-11-12,187.0
2012-11-13,189.45
2012-11-15,187.0
2012-11-16,187.0
2012-11-19,186.65
2012-11-20,184.4
2012-11-21,183.15
2012-11-22,182.05
2012-11-23,181.45
2012-11-26,181.15
2012-11-27,182.95
2012-11-29,181.1
2012-11-30,181.3
2012-12-03,182.0
2012-12-04,182.5
2012-12-05,183.1
2012-12-06,183.6
2012-12-07,182.8
2012-12-10,181.25
2012-12-11,181.1
2012-12-12,182.15
2012-12-13,180.9
2012-12-14,180.05
2012-12-17,179.5
2012-12-18,178.5
2012-12-19,179.9
2012-12-20,177.95
2012-12-21,177.8
2012-12-24,177.7
2012-12-26,179.45
2012-12-27,178.25
2012-12-28,176.1
2012-12-31,174.55
