Date,DATAMATICS
2012-01-02,23.9
2012-01-03,23.9
2012-01-04,24.05
2012-01-05,24.95
2012-01-06,24.25
2012-01-09,25.0
2012-01-10,25.0
2012-01-11,26.7
2012-01-12,26.75
2012-01-13,27.65
2012-01-16,26.95
2012-01-17,27.95
2012-01-18,27.15
2012-01-19,27.0
2012-01-20,27.0
2012-01-23,27.95
2012-01-24,27.9
2012-01-25,28.25
2012-01-27,28.5
2012-01-30,29.3
2012-01-31,28.8
2012-02-01,29.0
2012-02-02,29.25
2012-02-03,29.4
2012-02-06,28.5
2012-02-07,28.75
2012-02-08,28.8
2012-02-09,29.05
2012-02-10,29.45
2012-02-13,29.35
2012-02-14,28.5
2012-02-15,29.45
2012-02-16,28.85
2012-02-17,28.75
2012-02-21,28.75
2012-02-22,28.5
2012-02-23,28.05
2012-02-24,28.15
2012-02-27,27.95
2012-02-28,29.25
2012-02-29,29.0
2012-03-01,29.95
2012-03-02,29.5
2012-03-03,29.05
2012-03-05,29.0
2012-03-06,28.4
2012-03-07,27.7
2012-03-09,28.3
2012-03-12,29.0
2012-03-13,29.35
2012-03-14,28.6
2012-03-15,28.15
2012-03-16,28.6
2012-03-19,28.0
2012-03-20,28.0
2012-03-21,28.45
2012-03-22,28.15
2012-03-23,27.6
2012-03-26,27.05
2012-03-27,27.7
2012-03-28,27.35
2012-03-29,26.45
2012-03-30,27.3
2012-04-02,27.55
2012-04-03,27.55
2012-04-04,27.9
2012-04-09,27.85
2012-04-10,28.4
2012-04-11,27.65
2012-04-12,27.55
2012-04-13,27.5
2012-04-16,27.2
2012-04-17,28.05
2012-04-18,27.95
2012-04-19,27.5
2012-04-20,27.65
2012-04-23,28.1
2012-04-24,28.25
2012-04-25,27.8
2012-04-26,27.7
2012-04-27,27.4
2012-04-30,27.5
2012-05-02,28.7
2012-05-03,28.75
2012-05-04,27.5
2012-05-07,28.15
2012-05-08,28.15
2012-05-09,27.6
2012-05-10,28.2
2012-05-11,29.05
2012-05-14,28.05
2012-05-15,28.35
2012-05-16,28.3
2012-05-17,32.7
2012-05-18,30.8
2012-05-21,30.6
2012-05-22,29.65
2012-05-23,30.4
2012-05-24,31.05
2012-05-25,30.95
2012-05-28,30.55
2012-05-29,29.9
2012-05-30,29.6
2012-05-31,29.7
2012-06-01,29.5
2012-06-04,29.8
2012-06-05,29.7
2012-06-06,30.55
2012-06-07,29.95
2012-06-08,29.45
2012-06-11,29.95
2012-06-12,29.5
2012-06-13,29.2
2012-06-14,29.85
2012-06-15,29.15
2012-06-18,29.45
2012-06-19,28.55
2012-06-20,28.55
2012-06-21,29.5
2012-06-22,28.95
2012-06-25,28.75
2012-06-26,29.5
2012-06-27,29.05
2012-06-28,29.65
2012-06-29,29.5
2012-07-02,30.0
2012-07-03,29.85
2012-07-04,30.0
2012-07-05,30.0
2012-07-06,29.95
2012-07-09,30.1
2012-07-09,30.1
2012-07-10,29.9
2012-07-11,30.0
2012-07-12,29.9
2012-07-13,29.6
2012-07-16,29.55
2012-07-17,29.55
2012-07-18,30.35
2012-07-19,30.0
2012-07-20,29.65
2012-07-23,29.35
2012-07-24,30.4
2012-07-25,30.25
2012-07-26,30.5
2012-07-27,29.6
2012-07-30,29.8
2012-07-31,29.5
2012-08-01,29.35
2012-08-02,30.1
2012-08-03,29.45
2012-08-06,30.5
2012-08-07,34.4
2012-08-08,33.2
2012-08-09,32.1
2012-08-10,32.3
2012-08-13,31.4
2012-08-14,31.0
2012-08-16,30.75
2012-08-17,31.55
2012-08-21,33.15
2012-08-22,31.35
2012-08-23,31.5
2012-08-24,32.5
2012-08-27,32.6
2012-08-28,31.7
2012-08-29,31.65
2012-08-30,31.65
2012-08-31,30.85
2012-09-03,31.05
2012-09-04,31.8
2012-09-05,30.5
2012-09-06,30.85
2012-09-07,31.05
2012-09-08,30.8
2012-09-10,31.7
2012-09-11,31.95
2012-09-12,32.8
2012-09-13,33.35
2012-09-14,32.95
2012-09-17,32.75
2012-09-18,32.95
2012-09-20,32.25
2012-09-21,31.75
2012-09-24,31.8
2012-09-25,32.0
2012-09-26,32.05
2012-09-27,32.1
2012-09-28,31.9
2012-10-01,32.85
2012-10-03,32.9
2012-10-04,32.75
2012-10-05,32.2
2012-10-08,32.2
2012-10-09,32.1
2012-10-10,32.05
2012-10-11,32.05
2012-10-12,32.1
2012-10-15,32.1
2012-10-16,32.35
2012-10-17,31.8
2012-10-18,32.0
2012-10-19,32.05
2012-10-22,31.6
2012-10-23,31.65
2012-10-25,31.15
2012-10-26,30.7
2012-10-29,29.9
2012-10-30,30.4
2012-10-31,30.9
2012-11-01,31.05
2012-11-02,31.55
2012-11-05,31.4
2012-11-06,30.65
2012-11-07,31.15
2012-11-08,32.3
2012-11-09,31.6
2012-11-12,31.2
2012-11-13,32.65
2012-11-15,32.0
2012-11-16,32.0
2012-11-19,32.75
2012-11-20,32.25
2012-11-21,32.0
2012-11-22,30.55
2012-11-23,31.0
2012-11-26,30.9
2012-11-27,31.0
2012-11-29,32.2
2012-11-30,32.3
2012-12-03,31.75
2012-12-04,31.15
2012-12-05,31.4
2012-12-06,31.0
2012-12-07,31.35
2012-12-10,31.2
2012-12-11,30.9
2012-12-12,30.75
2012-12-13,31.85
2012-12-14,29.95
2012-12-17,30.5
2012-12-18,30.5
2012-12-19,30.4
2012-12-20,30.3
2012-12-21,30.1
2012-12-24,30.0
2012-12-26,30.15
2012-12-27,30.0
2012-12-28,30.1
2012-12-31,30.2
