Date,CAPF
2012-01-02,126.05
2012-01-03,127.85
2012-01-04,122.7
2012-01-05,120.5
2012-01-06,117.25
2012-01-07,116.95
2012-01-09,115.15
2012-01-10,119.1
2012-01-11,119.7
2012-01-12,120.05
2012-01-13,122.9
2012-01-16,118.5
2012-01-17,123.1
2012-01-18,122.85
2012-01-19,125.5
2012-01-20,145.3
2012-01-23,136.95
2012-01-24,132.95
2012-01-25,132.3
2012-01-27,133.95
2012-01-30,128.95
2012-01-31,131.3
2012-02-01,132.55
2012-02-02,131.85
2012-02-03,131.4
2012-02-06,130.35
2012-02-07,134.25
2012-02-08,133.8
2012-02-09,133.1
2012-02-10,143.3
2012-02-13,146.25
2012-02-14,143.6
2012-02-15,144.3
2012-02-16,151.4
2012-02-17,143.35
2012-02-21,143.7
2012-02-22,133.75
2012-02-23,131.05
2012-02-24,127.75
2012-02-27,121.95
2012-02-28,127.1
2012-02-29,130.25
2012-03-01,127.55
2012-03-02,127.15
2012-03-03,127.35
2012-03-05,130.55
2012-03-06,123.75
2012-03-07,122.7
2012-03-09,124.75
2012-03-12,128.95
2012-03-13,128.1
2012-03-14,127.3
2012-03-15,124.0
2012-03-16,120.15
2012-03-19,121.35
2012-03-20,120.9
2012-03-21,123.1
2012-03-22,120.0
2012-03-23,120.05
2012-03-26,119.45
2012-03-27,118.95
2012-03-28,117.3
2012-03-29,118.4
2012-03-30,120.55
2012-04-02,123.25
2012-04-03,127.6
2012-04-04,133.4
2012-04-09,129.0
2012-04-10,125.8
2012-04-11,122.95
2012-04-12,124.95
2012-04-13,124.75
2012-04-16,128.85
2012-04-17,132.45
2012-04-18,128.2
2012-04-19,127.5
2012-04-20,130.35
2012-04-23,126.9
2012-04-24,127.95
2012-04-25,127.15
2012-04-26,128.05
2012-04-27,124.9
2012-04-28,124.75
2012-04-30,142.0
2012-05-02,132.4
2012-05-03,132.6
2012-05-04,129.0
2012-05-07,128.6
2012-05-08,130.75
2012-05-09,137.05
2012-05-10,140.7
2012-05-11,136.1
2012-05-14,135.6
2012-05-15,136.8
2012-05-16,135.9
2012-05-17,131.45
2012-05-18,138.7
2012-05-21,139.5
2012-05-22,139.4
2012-05-23,139.75
2012-05-24,141.25
2012-05-25,144.05
2012-05-28,145.45
2012-05-29,145.8
2012-05-30,142.7
2012-05-31,143.0
2012-06-01,136.95
2012-06-04,143.75
2012-06-05,153.7
2012-06-06,153.5
2012-06-07,152.75
2012-06-08,153.05
2012-06-11,151.45
2012-06-12,151.5
2012-06-13,152.55
2012-06-14,153.0
2012-06-15,153.05
2012-06-18,153.0
2012-06-19,152.95
2012-06-20,153.35
2012-06-21,153.35
2012-06-22,153.5
2012-06-25,154.15
2012-06-26,154.25
2012-06-27,154.15
2012-06-28,154.65
2012-06-29,154.6
2012-07-02,155.25
2012-07-03,154.75
2012-07-04,154.75
2012-07-05,153.65
2012-07-06,153.35
2012-07-09,153.25
2012-07-09,153.25
2012-07-10,152.25
2012-07-11,152.95
2012-07-12,153.0
2012-07-13,152.9
2012-07-16,153.05
2012-07-17,153.0
2012-07-18,153.05
2012-07-19,151.35
2012-07-20,150.9
2012-07-23,150.0
2012-07-24,150.95
2012-07-25,150.25
2012-07-26,150.75
2012-07-27,151.0
2012-07-30,150.15
2012-07-31,147.7
2012-08-01,147.35
2012-08-02,144.6
2012-08-03,146.0
2012-08-06,150.1
2012-08-07,150.3
2012-08-08,150.5
2012-08-09,150.2
2012-08-10,150.5
2012-08-13,151.55
2012-08-14,151.35
2012-08-16,150.95
2012-08-17,150.8
2012-08-21,152.75
2012-08-22,152.95
2012-08-23,153.0
2012-08-24,152.0
2012-08-27,151.95
2012-08-28,152.2
2012-08-29,151.5
2012-08-30,152.0
2012-08-31,152.35
2012-09-03,153.0
2012-09-04,153.1
2012-09-05,153.65
2012-09-06,152.85
2012-09-07,152.95
2012-09-08,152.85
2012-09-10,152.6
2012-09-11,153.05
2012-09-12,152.2
2012-09-13,151.8
2012-09-14,152.0
2012-09-17,154.2
2012-09-18,153.6
2012-09-20,153.2
2012-09-21,156.2
2012-09-24,156.8
2012-09-25,156.8
2012-09-26,157.4
2012-09-27,157.15
2012-09-28,157.4
2012-10-01,157.6
2012-10-03,158.0
2012-10-04,158.0
2012-10-05,158.4
2012-10-08,159.4
2012-10-09,159.4
2012-10-10,159.45
2012-10-11,159.15
2012-10-12,159.95
2012-10-15,159.55
2012-10-16,159.5
2012-10-17,153.05
2012-10-18,153.75
2012-10-19,152.45
2012-10-22,152.2
2012-10-23,151.85
2012-10-25,154.65
2012-10-26,153.7
2012-10-29,154.45
2012-10-30,152.15
2012-10-31,153.45
2012-11-01,154.0
2012-11-02,159.3
2012-11-05,178.8
2012-11-06,170.75
2012-11-07,170.65
2012-11-08,169.2
2012-11-09,164.8
2012-11-12,160.3
2012-11-13,162.2
2012-11-15,160.4
2012-11-16,173.1
2012-11-19,183.35
2012-11-20,183.5
2012-11-21,178.9
2012-11-22,177.5
2012-11-23,178.75
2012-11-26,180.75
2012-11-27,216.9
2012-11-29,213.05
2012-11-30,220.75
2012-12-03,225.35
2012-12-04,220.2
2012-12-05,221.7
2012-12-06,216.3
2012-12-07,216.3
2012-12-10,205.1
2012-12-11,198.75
2012-12-12,191.95
2012-12-13,188.05
2012-12-14,194.05
2012-12-17,194.6
2012-12-18,200.9
2012-12-19,197.35
2012-12-20,196.9
2012-12-21,198.5
2012-12-24,192.45
2012-12-26,188.6
2012-12-27,186.95
2012-12-28,190.2
2012-12-31,189.35
