Date,PHOENIXLTD
2012-01-02,168.45
2012-01-03,175.8
2012-01-04,181.0
2012-01-05,186.7
2012-01-06,189.25
2012-01-07,187.45
2012-01-09,189.0
2012-01-10,189.8
2012-01-11,193.2
2012-01-12,193.05
2012-01-13,193.4
2012-01-16,194.7
2012-01-17,191.7
2012-01-18,190.0
2012-01-19,195.7
2012-01-20,195.85
2012-01-23,196.0
2012-01-24,188.2
2012-01-25,184.25
2012-01-27,177.1
2012-01-30,176.8
2012-01-31,181.65
2012-02-01,175.65
2012-02-02,173.15
2012-02-03,175.2
2012-02-06,184.2
2012-02-07,188.7
2012-02-08,193.85
2012-02-09,198.1
2012-02-10,195.85
2012-02-13,197.95
2012-02-14,212.95
2012-02-15,208.5
2012-02-16,212.2
2012-02-17,211.6
2012-02-21,205.35
2012-02-22,202.9
2012-02-23,196.15
2012-02-24,193.8
2012-02-27,187.4
2012-02-28,199.25
2012-02-29,198.15
2012-03-01,200.6
2012-03-02,200.7
2012-03-03,199.2
2012-03-05,195.55
2012-03-06,199.75
2012-03-07,202.9
2012-03-09,208.8
2012-03-12,209.4
2012-03-13,214.3
2012-03-14,217.7
2012-03-15,217.55
2012-03-16,214.95
2012-03-19,216.7
2012-03-20,213.9
2012-03-21,220.0
2012-03-22,214.9
2012-03-23,211.9
2012-03-26,204.4
2012-03-27,209.95
2012-03-28,207.7
2012-03-29,207.8
2012-03-30,209.8
2012-04-02,204.45
2012-04-03,202.9
2012-04-04,208.95
2012-04-09,206.85
2012-04-10,203.4
2012-04-11,202.0
2012-04-12,207.95
2012-04-13,207.85
2012-04-16,210.05
2012-04-17,214.6
2012-04-18,215.9
2012-04-19,217.5
2012-04-20,217.0
2012-04-23,211.2
2012-04-24,212.2
2012-04-25,211.9
2012-04-26,211.7
2012-04-27,211.05
2012-04-28,210.0
2012-04-30,209.75
2012-05-02,215.85
2012-05-03,214.2
2012-05-04,214.95
2012-05-07,213.45
2012-05-08,213.3
2012-05-09,204.95
2012-05-10,205.0
2012-05-11,201.6
2012-05-14,196.6
2012-05-15,194.15
2012-05-16,195.35
2012-05-17,195.05
2012-05-18,187.9
2012-05-21,185.45
2012-05-22,185.15
2012-05-23,183.2
2012-05-24,183.15
2012-05-25,184.45
2012-05-28,184.7
2012-05-29,183.5
2012-05-30,183.15
2012-05-31,187.45
2012-06-01,182.6
2012-06-04,179.25
2012-06-05,180.0
2012-06-06,184.1
2012-06-07,193.1
2012-06-08,186.8
2012-06-11,188.85
2012-06-12,186.9
2012-06-13,182.2
2012-06-14,178.55
2012-06-15,180.3
2012-06-18,176.3
2012-06-19,173.65
2012-06-20,174.85
2012-06-21,174.8
2012-06-22,175.9
2012-06-25,177.75
2012-06-26,175.75
2012-06-27,174.85
2012-06-28,172.6
2012-06-29,177.55
2012-07-02,177.55
2012-07-03,182.05
2012-07-04,188.95
2012-07-05,189.45
2012-07-06,189.65
2012-07-09,182.05
2012-07-09,182.05
2012-07-10,176.55
2012-07-11,180.85
2012-07-12,180.1
2012-07-13,180.3
2012-07-16,182.3
2012-07-17,184.05
2012-07-18,186.5
2012-07-19,186.0
2012-07-20,188.75
2012-07-23,186.0
2012-07-24,181.85
2012-07-25,184.75
2012-07-26,183.4
2012-07-27,181.6
2012-07-30,178.45
2012-07-31,184.0
2012-08-01,182.95
2012-08-02,183.8
2012-08-03,184.0
2012-08-06,183.85
2012-08-07,186.25
2012-08-08,185.4
2012-08-09,184.0
2012-08-10,184.5
2012-08-13,185.0
2012-08-14,183.8
2012-08-16,180.0
2012-08-17,180.1
2012-08-21,177.05
2012-08-22,174.25
2012-08-23,171.95
2012-08-24,161.4
2012-08-27,158.4
2012-08-28,157.1
2012-08-29,163.1
2012-08-30,180.1
2012-08-31,176.55
2012-09-03,171.8
2012-09-04,175.7
2012-09-05,177.85
2012-09-06,176.1
2012-09-07,176.9
2012-09-08,176.4
2012-09-10,176.55
2012-09-11,175.95
2012-09-12,174.85
2012-09-13,176.2
2012-09-14,179.95
2012-09-17,197.3
2012-09-18,196.65
2012-09-20,188.0
2012-09-21,193.25
2012-09-24,193.5
2012-09-25,195.8
2012-09-26,195.1
2012-09-27,194.7
2012-09-28,197.25
2012-10-01,198.35
2012-10-03,196.0
2012-10-04,200.0
2012-10-05,196.3
2012-10-08,199.1
2012-10-09,199.6
2012-10-10,195.7
2012-10-11,199.25
2012-10-12,201.15
2012-10-15,198.0
2012-10-16,194.15
2012-10-17,188.3
2012-10-18,188.5
2012-10-19,188.3
2012-10-22,186.0
2012-10-23,191.5
2012-10-25,197.6
2012-10-26,198.95
2012-10-29,199.3
2012-10-30,200.7
2012-10-31,200.7
2012-11-01,205.55
2012-11-02,213.3
2012-11-05,217.0
2012-11-06,221.9
2012-11-07,218.55
2012-11-08,223.1
2012-11-09,224.05
2012-11-12,219.05
2012-11-13,219.85
2012-11-15,219.95
2012-11-16,218.2
2012-11-19,216.2
2012-11-20,216.75
2012-11-21,214.95
2012-11-22,214.95
2012-11-23,214.9
2012-11-26,214.0
2012-11-27,213.3
2012-11-29,209.0
2012-11-30,204.3
2012-12-03,213.55
2012-12-04,218.0
2012-12-05,232.9
2012-12-06,234.95
2012-12-07,234.05
2012-12-10,235.85
2012-12-11,231.25
2012-12-12,232.75
2012-12-13,243.0
2012-12-14,244.5
2012-12-17,246.8
2012-12-18,246.45
2012-12-19,249.4
2012-12-20,245.0
2012-12-21,238.85
2012-12-24,245.85
2012-12-26,243.45
2012-12-27,246.85
2012-12-28,258.85
2012-12-31,256.9
