Date,KICL
2012-01-02,352.1
2012-01-03,365.0
2012-01-04,366.4
2012-01-05,373.45
2012-01-06,368.25
2012-01-07,375.0
2012-01-09,385.8
2012-01-10,424.6
2012-01-11,412.9
2012-01-12,424.55
2012-01-13,435.0
2012-01-16,424.7
2012-01-17,438.0
2012-01-18,427.5
2012-01-19,422.95
2012-01-20,412.35
2012-01-23,408.45
2012-01-24,414.35
2012-01-25,424.25
2012-01-27,417.85
2012-01-30,415.0
2012-01-31,430.0
2012-02-01,429.05
2012-02-02,425.6
2012-02-03,435.25
2012-02-06,432.9
2012-02-07,438.3
2012-02-08,452.05
2012-02-09,512.95
2012-02-10,489.5
2012-02-13,478.0
2012-02-14,487.3
2012-02-15,492.85
2012-02-16,492.55
2012-02-17,482.45
2012-02-21,483.8
2012-02-22,461.6
2012-02-23,464.4
2012-02-24,451.65
2012-02-27,443.55
2012-02-28,450.9
2012-02-29,438.5
2012-03-01,437.0
2012-03-02,432.0
2012-03-03,426.3
2012-03-05,430.6
2012-03-06,425.5
2012-03-07,419.55
2012-03-09,419.85
2012-03-12,440.1
2012-03-13,445.1
2012-03-14,440.0
2012-03-15,435.85
2012-03-16,421.4
2012-03-19,423.8
2012-03-20,416.6
2012-03-21,437.7
2012-03-22,431.55
2012-03-23,438.8
2012-03-26,419.9
2012-03-27,421.8
2012-03-28,405.65
2012-03-29,401.1
2012-03-30,406.0
2012-04-02,425.1
2012-04-03,426.55
2012-04-04,425.4
2012-04-09,417.0
2012-04-10,412.3
2012-04-11,414.15
2012-04-12,408.65
2012-04-13,416.0
2012-04-16,408.75
2012-04-17,420.0
2012-04-18,411.85
2012-04-19,420.0
2012-04-20,418.95
2012-04-23,405.35
2012-04-24,412.9
2012-04-25,416.25
2012-04-26,412.4
2012-04-27,398.1
2012-04-28,386.1
2012-04-30,408.0
2012-05-02,413.25
2012-05-03,415.0
2012-05-04,391.1
2012-05-07,392.4
2012-05-08,383.0
2012-05-09,382.35
2012-05-10,382.45
2012-05-11,375.1
2012-05-14,377.9
2012-05-15,370.2
2012-05-16,375.75
2012-05-17,365.65
2012-05-18,371.2
2012-05-21,378.6
2012-05-22,369.0
2012-05-23,369.1
2012-05-24,363.7
2012-05-25,366.4
2012-05-28,369.55
2012-05-29,382.45
2012-05-30,367.2
2012-05-31,409.25
2012-06-01,401.1
2012-06-04,409.35
2012-06-05,409.45
2012-06-06,406.8
2012-06-07,402.0
2012-06-08,409.15
2012-06-11,401.2
2012-06-12,396.05
2012-06-13,406.5
2012-06-14,403.2
2012-06-15,411.5
2012-06-18,410.0
2012-06-19,399.55
2012-06-20,401.3
2012-06-21,400.7
2012-06-22,412.5
2012-06-25,410.05
2012-06-26,400.95
2012-06-27,401.0
2012-06-28,401.0
2012-06-29,402.4
2012-07-02,399.85
2012-07-03,394.2
2012-07-04,421.0
2012-07-05,420.75
2012-07-06,420.0
2012-07-09,419.8
2012-07-09,419.8
2012-07-10,415.0
2012-07-11,410.0
2012-07-12,408.0
2012-07-13,412.35
2012-07-16,414.2
2012-07-17,408.1
2012-07-18,410.05
2012-07-19,408.6
2012-07-20,405.0
2012-07-23,410.95
2012-07-24,400.0
2012-07-25,377.2
2012-07-26,371.15
2012-07-27,370.65
2012-07-30,368.8
2012-07-31,365.75
2012-08-01,366.35
2012-08-02,376.95
2012-08-03,377.85
2012-08-06,379.95
2012-08-07,378.9
2012-08-08,379.0
2012-08-09,374.6
2012-08-10,370.5
2012-08-13,372.2
2012-08-14,373.0
2012-08-16,379.9
2012-08-17,395.55
2012-08-21,377.9
2012-08-22,379.0
2012-08-23,368.55
2012-08-24,359.35
2012-08-27,357.45
2012-08-28,350.95
2012-08-29,348.25
2012-08-30,349.45
2012-08-31,342.0
2012-09-03,343.0
2012-09-04,346.0
2012-09-05,342.4
2012-09-06,339.15
2012-09-07,335.8
2012-09-10,339.85
2012-09-11,337.85
2012-09-12,337.5
2012-09-13,347.9
2012-09-14,337.05
2012-09-17,338.0
2012-09-18,340.25
2012-09-20,337.25
2012-09-21,341.35
2012-09-24,340.95
2012-09-25,341.15
2012-09-26,336.65
2012-09-27,335.05
2012-09-28,338.45
2012-10-01,342.1
2012-10-03,360.05
2012-10-04,360.0
2012-10-05,352.65
2012-10-08,347.3
2012-10-09,346.5
2012-10-10,349.95
2012-10-11,347.25
2012-10-12,345.6
2012-10-15,348.85
2012-10-16,347.0
2012-10-17,344.25
2012-10-18,344.55
2012-10-19,345.1
2012-10-22,347.3
2012-10-23,347.65
2012-10-25,344.85
2012-10-26,345.75
2012-10-29,339.5
2012-10-30,338.45
2012-10-31,335.95
2012-11-01,336.6
2012-11-02,339.8
2012-11-05,351.55
2012-11-06,350.8
2012-11-07,350.0
2012-11-08,352.0
2012-11-09,352.75
2012-11-12,346.35
2012-11-13,351.75
2012-11-15,358.0
2012-11-16,349.0
2012-11-19,353.7
2012-11-20,349.1
2012-11-21,342.9
2012-11-22,348.1
2012-11-23,353.95
2012-11-26,353.4
2012-11-27,349.55
2012-11-29,349.85
2012-11-30,344.4
2012-12-03,354.25
2012-12-04,356.0
2012-12-05,352.2
2012-12-06,349.85
2012-12-07,350.0
2012-12-10,361.9
2012-12-11,353.8
2012-12-12,356.95
2012-12-13,356.3
2012-12-14,350.45
2012-12-17,350.4
2012-12-18,348.85
2012-12-19,352.1
2012-12-20,350.15
2012-12-21,354.8
2012-12-24,358.6
2012-12-26,356.05
2012-12-27,356.65
2012-12-28,362.9
2012-12-31,353.4
