Date,GOACARBON
2012-01-02,67.5
2012-01-03,68.75
2012-01-04,68.6
2012-01-05,69.8
2012-01-06,70.6
2012-01-07,70.45
2012-01-09,72.15
2012-01-10,74.05
2012-01-11,77.0
2012-01-12,76.65
2012-01-13,73.1
2012-01-16,68.85
2012-01-17,70.65
2012-01-18,69.2
2012-01-19,69.55
2012-01-20,69.7
2012-01-23,69.4
2012-01-24,70.1
2012-01-25,70.55
2012-01-27,70.65
2012-01-30,69.1
2012-01-31,69.55
2012-02-01,70.15
2012-02-02,69.95
2012-02-03,71.15
2012-02-06,71.85
2012-02-07,70.6
2012-02-08,71.7
2012-02-09,73.85
2012-02-10,72.8
2012-02-13,71.85
2012-02-14,73.65
2012-02-15,73.0
2012-02-16,73.0
2012-02-17,72.3
2012-02-21,76.6
2012-02-22,78.55
2012-02-23,75.8
2012-02-24,74.0
2012-02-27,70.1
2012-02-28,71.5
2012-02-29,71.85
2012-03-01,71.0
2012-03-02,71.5
2012-03-03,70.55
2012-03-05,84.65
2012-03-06,79.55
2012-03-07,76.4
2012-03-09,79.7
2012-03-12,81.1
2012-03-13,80.85
2012-03-14,78.95
2012-03-15,79.4
2012-03-16,78.5
2012-03-19,76.75
2012-03-20,80.5
2012-03-21,80.0
2012-03-22,79.2
2012-03-23,79.3
2012-03-26,78.15
2012-03-27,78.6
2012-03-28,77.85
2012-03-29,73.6
2012-03-30,76.15
2012-04-02,76.5
2012-04-03,78.15
2012-04-04,79.2
2012-04-09,78.3
2012-04-10,78.7
2012-04-11,80.75
2012-04-12,80.6
2012-04-13,80.7
2012-04-16,79.25
2012-04-17,90.25
2012-04-18,91.65
2012-04-19,91.0
2012-04-20,88.8
2012-04-23,89.25
2012-04-24,88.4
2012-04-25,86.85
2012-04-26,85.25
2012-04-27,82.3
2012-04-28,85.4
2012-04-30,86.3
2012-05-02,85.4
2012-05-03,83.85
2012-05-04,82.65
2012-05-07,83.0
2012-05-08,82.4
2012-05-09,82.0
2012-05-10,81.15
2012-05-11,79.7
2012-05-14,80.25
2012-05-15,80.6
2012-05-16,79.9
2012-05-17,79.65
2012-05-18,78.5
2012-05-21,78.95
2012-05-22,80.25
2012-05-23,79.85
2012-05-24,79.15
2012-05-25,80.75
2012-05-28,80.7
2012-05-29,80.2
2012-05-30,80.0
2012-05-31,79.85
2012-06-01,79.5
2012-06-04,79.7
2012-06-05,80.2
2012-06-06,80.85
2012-06-07,81.0
2012-06-08,80.45
2012-06-11,79.9
2012-06-12,79.95
2012-06-13,79.3
2012-06-14,79.65
2012-06-15,79.5
2012-06-18,79.95
2012-06-19,79.3
2012-06-20,81.4
2012-06-21,81.25
2012-06-22,81.75
2012-06-25,83.3
2012-06-26,81.7
2012-06-27,82.35
2012-06-28,82.65
2012-06-29,85.0
2012-07-02,88.0
2012-07-03,87.65
2012-07-04,88.8
2012-07-05,87.8
2012-07-06,89.05
2012-07-09,87.45
2012-07-09,87.45
2012-07-10,90.3
2012-07-11,89.4
2012-07-12,90.8
2012-07-13,100.95
2012-07-16,114.95
2012-07-17,105.25
2012-07-18,100.25
2012-07-19,98.05
2012-07-20,92.75
2012-07-23,94.25
2012-07-24,91.15
2012-07-25,87.9
2012-07-26,83.0
2012-07-27,79.1
2012-07-30,80.2
2012-07-31,81.0
2012-08-01,84.75
2012-08-02,81.05
2012-08-03,77.4
2012-08-06,78.15
2012-08-07,78.35
2012-08-08,77.35
2012-08-09,75.05
2012-08-10,73.65
2012-08-13,73.1
2012-08-14,73.55
2012-08-16,73.85
2012-08-17,73.65
2012-08-21,73.0
2012-08-22,72.45
2012-08-23,71.65
2012-08-24,71.65
2012-08-27,71.2
2012-08-28,72.35
2012-08-29,70.4
2012-08-30,70.0
2012-08-31,69.95
2012-09-03,72.65
2012-09-04,71.95
2012-09-05,70.2
2012-09-06,72.95
2012-09-07,71.4
2012-09-08,71.0
2012-09-10,71.25
2012-09-11,71.7
2012-09-12,71.8
2012-09-13,70.35
2012-09-14,72.15
2012-09-17,73.2
2012-09-18,72.65
2012-09-20,72.15
2012-09-21,80.7
2012-09-24,96.45
2012-09-25,92.45
2012-09-26,89.65
2012-09-27,86.05
2012-09-28,85.75
2012-10-01,86.8
2012-10-03,91.85
2012-10-04,89.3
2012-10-05,87.1
2012-10-08,87.1
2012-10-09,89.2
2012-10-10,89.8
2012-10-11,89.1
2012-10-12,88.15
2012-10-15,90.0
2012-10-16,88.45
2012-10-17,87.15
2012-10-18,88.65
2012-10-19,87.8
2012-10-22,88.5
2012-10-23,87.95
2012-10-25,86.35
2012-10-26,86.3
2012-10-29,85.3
2012-10-30,84.35
2012-10-31,84.95
2012-11-01,91.75
2012-11-02,88.2
2012-11-05,98.6
2012-11-06,90.45
2012-11-07,90.6
2012-11-08,88.65
2012-11-09,87.65
2012-11-12,93.4
2012-11-13,97.5
2012-11-15,96.1
2012-11-16,96.2
2012-11-19,95.2
2012-11-20,94.8
2012-11-21,93.65
2012-11-22,92.7
2012-11-23,91.15
2012-11-26,92.9
2012-11-27,91.6
2012-11-29,93.4
2012-11-30,92.05
2012-12-03,92.4
2012-12-04,92.7
2012-12-05,93.3
2012-12-06,92.55
2012-12-07,93.1
2012-12-10,94.45
2012-12-11,92.3
2012-12-12,91.15
2012-12-13,90.55
2012-12-14,88.95
2012-12-17,89.85
2012-12-18,89.95
2012-12-19,90.45
2012-12-20,90.45
2012-12-21,90.75
2012-12-24,88.55
2012-12-26,89.15
2012-12-27,89.1
2012-12-28,90.65
2012-12-31,92.55
