Date,MAHLIFE
2012-01-02,236.55
2012-01-03,251.7
2012-01-04,248.45
2012-01-05,250.7
2012-01-06,252.55
2012-01-07,255.2
2012-01-09,260.0
2012-01-10,250.45
2012-01-11,251.9
2012-01-12,254.05
2012-01-13,261.8
2012-01-16,254.85
2012-01-17,258.75
2012-01-18,254.9
2012-01-19,259.5
2012-01-20,255.9
2012-01-23,250.3
2012-01-24,250.6
2012-01-25,249.95
2012-01-27,283.8
2012-01-30,277.2
2012-01-31,289.15
2012-02-01,299.85
2012-02-02,304.85
2012-02-03,302.35
2012-02-06,309.8
2012-02-07,309.05
2012-02-08,313.1
2012-02-09,317.25
2012-02-10,311.75
2012-02-13,323.85
2012-02-14,335.75
2012-02-15,344.3
2012-02-16,342.0
2012-02-17,346.25
2012-02-21,347.8
2012-02-22,334.85
2012-02-23,340.05
2012-02-24,330.4
2012-02-27,317.7
2012-02-28,321.25
2012-02-29,325.0
2012-03-01,324.2
2012-03-02,328.05
2012-03-03,328.4
2012-03-05,326.1
2012-03-06,320.15
2012-03-07,313.95
2012-03-09,318.95
2012-03-12,319.85
2012-03-13,320.2
2012-03-14,321.7
2012-03-15,318.75
2012-03-16,320.85
2012-03-19,319.3
2012-03-20,321.3
2012-03-21,328.65
2012-03-22,325.0
2012-03-23,316.9
2012-03-26,318.2
2012-03-27,317.25
2012-03-28,317.0
2012-03-29,318.0
2012-03-30,318.9
2012-04-02,324.0
2012-04-03,325.6
2012-04-04,329.05
2012-04-09,323.2
2012-04-10,323.7
2012-04-11,317.55
2012-04-12,321.4
2012-04-13,320.25
2012-04-16,318.5
2012-04-17,320.25
2012-04-18,326.15
2012-04-19,328.15
2012-04-20,323.2
2012-04-23,324.3
2012-04-24,324.55
2012-04-25,326.65
2012-04-26,327.1
2012-04-27,326.1
2012-04-28,325.0
2012-04-30,320.7
2012-05-02,320.4
2012-05-03,321.05
2012-05-04,318.0
2012-05-07,317.5
2012-05-08,312.4
2012-05-09,311.15
2012-05-10,313.4
2012-05-11,312.0
2012-05-14,307.1
2012-05-15,308.7
2012-05-16,310.55
2012-05-17,307.9
2012-05-18,306.9
2012-05-21,307.6
2012-05-22,307.0
2012-05-23,307.0
2012-05-24,306.9
2012-05-25,305.15
2012-05-28,305.3
2012-05-29,311.25
2012-05-30,313.4
2012-05-31,312.4
2012-06-01,310.25
2012-06-04,311.05
2012-06-05,311.9
2012-06-06,313.4
2012-06-07,310.4
2012-06-08,309.25
2012-06-11,310.25
2012-06-12,310.9
2012-06-13,313.9
2012-06-14,310.7
2012-06-15,311.9
2012-06-18,307.4
2012-06-19,306.95
2012-06-20,312.85
2012-06-21,314.1
2012-06-22,311.4
2012-06-25,313.85
2012-06-26,320.25
2012-06-27,322.3
2012-06-28,325.65
2012-06-29,326.75
2012-07-02,332.5
2012-07-03,333.15
2012-07-04,332.45
2012-07-05,333.05
2012-07-06,333.85
2012-07-09,330.2
2012-07-09,330.2
2012-07-10,332.95
2012-07-11,332.65
2012-07-12,325.05
2012-07-13,324.4
2012-07-16,325.0
2012-07-17,329.2
2012-07-18,326.0
2012-07-19,321.2
2012-07-20,320.0
2012-07-23,320.05
2012-07-24,324.7
2012-07-25,329.75
2012-07-26,328.2
2012-07-27,327.1
2012-07-30,323.8
2012-07-31,322.15
2012-08-01,327.85
2012-08-02,326.0
2012-08-03,322.65
2012-08-06,323.1
2012-08-07,327.8
2012-08-08,330.55
2012-08-09,336.15
2012-08-10,356.15
2012-08-13,350.1
2012-08-14,359.35
2012-08-16,356.75
2012-08-17,355.35
2012-08-21,357.0
2012-08-22,348.85
2012-08-23,358.75
2012-08-24,349.65
2012-08-27,346.15
2012-08-28,348.3
2012-08-29,345.95
2012-08-30,348.5
2012-08-31,344.95
2012-09-03,348.3
2012-09-04,343.55
2012-09-05,344.85
2012-09-06,346.45
2012-09-07,350.1
2012-09-08,351.75
2012-09-10,356.15
2012-09-11,353.75
2012-09-12,355.25
2012-09-13,350.3
2012-09-14,364.95
2012-09-17,367.85
2012-09-18,372.25
2012-09-20,373.15
2012-09-21,371.05
2012-09-24,375.95
2012-09-25,381.65
2012-09-26,377.75
2012-09-27,377.6
2012-09-28,379.75
2012-10-01,392.75
2012-10-03,402.2
2012-10-04,412.1
2012-10-05,405.1
2012-10-08,405.35
2012-10-09,399.55
2012-10-10,401.6
2012-10-11,403.5
2012-10-12,410.6
2012-10-15,404.9
2012-10-16,405.2
2012-10-17,411.1
2012-10-18,412.6
2012-10-19,404.0
2012-10-22,400.9
2012-10-23,406.05
2012-10-25,396.8
2012-10-26,400.3
2012-10-29,399.65
2012-10-30,395.35
2012-10-31,405.1
2012-11-01,409.65
2012-11-02,410.8
2012-11-05,409.1
2012-11-06,413.8
2012-11-07,413.7
2012-11-08,413.85
2012-11-09,412.3
2012-11-12,409.6
2012-11-13,410.45
2012-11-15,411.15
2012-11-16,406.95
2012-11-19,435.05
2012-11-20,434.65
2012-11-21,429.1
2012-11-22,421.95
2012-11-23,426.1
2012-11-26,426.8
2012-11-27,421.6
2012-11-29,419.1
2012-11-30,414.75
2012-12-03,417.05
2012-12-04,415.65
2012-12-05,415.65
2012-12-06,413.8
2012-12-07,415.3
2012-12-10,414.65
2012-12-11,408.05
2012-12-12,406.5
2012-12-13,406.65
2012-12-14,409.1
2012-12-17,409.0
2012-12-18,414.3
2012-12-19,413.05
2012-12-20,419.55
2012-12-21,413.5
2012-12-24,409.9
2012-12-26,412.75
2012-12-27,411.35
2012-12-28,409.45
2012-12-31,405.7
