Date,JMFINANCIL
2012-01-02,11.7
2012-01-03,12.0
2012-01-04,12.1
2012-01-05,12.1
2012-01-06,12.15
2012-01-07,12.55
2012-01-09,12.55
2012-01-10,12.95
2012-01-11,13.25
2012-01-12,12.9
2012-01-13,13.15
2012-01-16,13.4
2012-01-17,13.4
2012-01-18,12.95
2012-01-19,13.15
2012-01-20,13.4
2012-01-23,15.0
2012-01-24,14.5
2012-01-25,14.8
2012-01-27,15.4
2012-01-30,14.65
2012-01-31,14.85
2012-02-01,16.1
2012-02-02,15.9
2012-02-03,16.15
2012-02-06,16.9
2012-02-07,16.55
2012-02-08,16.35
2012-02-09,16.65
2012-02-10,16.65
2012-02-13,16.4
2012-02-14,16.65
2012-02-15,16.95
2012-02-16,18.35
2012-02-17,18.4
2012-02-21,18.45
2012-02-22,17.2
2012-02-23,17.05
2012-02-24,17.05
2012-02-27,16.05
2012-02-28,16.85
2012-02-29,18.3
2012-03-01,17.85
2012-03-02,17.55
2012-03-03,17.55
2012-03-05,17.05
2012-03-06,16.35
2012-03-07,16.15
2012-03-09,16.3
2012-03-12,16.3
2012-03-13,16.6
2012-03-14,16.75
2012-03-15,16.15
2012-03-16,15.95
2012-03-19,15.45
2012-03-20,15.5
2012-03-21,15.65
2012-03-22,15.0
2012-03-23,14.9
2012-03-26,14.4
2012-03-27,14.35
2012-03-28,14.05
2012-03-29,14.35
2012-03-30,15.6
2012-04-02,16.15
2012-04-03,16.0
2012-04-04,15.85
2012-04-09,15.35
2012-04-10,15.5
2012-04-11,15.5
2012-04-12,15.3
2012-04-13,15.15
2012-04-16,15.15
2012-04-17,15.25
2012-04-18,14.75
2012-04-19,14.5
2012-04-20,14.35
2012-04-23,14.05
2012-04-24,13.75
2012-04-25,13.95
2012-04-26,13.85
2012-04-27,13.8
2012-04-28,13.85
2012-04-30,13.9
2012-05-02,13.9
2012-05-03,13.65
2012-05-04,13.55
2012-05-07,13.5
2012-05-08,13.3
2012-05-09,12.95
2012-05-10,12.65
2012-05-11,12.55
2012-05-14,12.3
2012-05-15,12.4
2012-05-16,12.15
2012-05-17,12.2
2012-05-18,12.2
2012-05-21,12.1
2012-05-22,11.95
2012-05-23,11.65
2012-05-24,11.9
2012-05-25,12.15
2012-05-28,12.25
2012-05-29,12.05
2012-05-30,12.0
2012-05-31,11.95
2012-06-01,11.85
2012-06-04,11.7
2012-06-05,11.85
2012-06-06,12.15
2012-06-07,12.2
2012-06-08,13.8
2012-06-11,12.85
2012-06-12,12.8
2012-06-13,12.7
2012-06-14,12.25
2012-06-15,12.0
2012-06-18,12.0
2012-06-19,11.9
2012-06-20,11.85
2012-06-21,12.0
2012-06-22,12.0
2012-06-25,11.95
2012-06-26,12.0
2012-06-27,11.95
2012-06-28,12.85
2012-06-29,12.6
2012-07-02,12.45
2012-07-03,13.05
2012-07-04,13.8
2012-07-05,14.05
2012-07-06,13.5
2012-07-09,13.05
2012-07-09,13.05
2012-07-10,13.3
2012-07-11,13.05
2012-07-12,12.8
2012-07-13,12.85
2012-07-16,12.85
2012-07-17,12.8
2012-07-18,12.85
2012-07-19,13.05
2012-07-20,13.1
2012-07-23,13.85
2012-07-24,13.4
2012-07-25,13.15
2012-07-26,12.75
2012-07-27,12.7
2012-07-30,12.9
2012-07-31,13.05
2012-08-01,13.15
2012-08-02,13.05
2012-08-03,13.0
2012-08-06,13.1
2012-08-07,13.7
2012-08-08,13.45
2012-08-09,13.75
2012-08-10,13.55
2012-08-13,13.8
2012-08-14,13.95
2012-08-16,14.95
2012-08-17,14.85
2012-08-21,14.7
2012-08-22,15.25
2012-08-23,14.95
2012-08-24,15.05
2012-08-27,14.75
2012-08-28,14.15
2012-08-29,13.95
2012-08-30,14.1
2012-08-31,13.85
2012-09-03,14.5
2012-09-04,14.75
2012-09-05,14.45
2012-09-06,14.45
2012-09-07,14.55
2012-09-08,14.6
2012-09-10,14.7
2012-09-11,14.55
2012-09-12,14.9
2012-09-13,14.65
2012-09-14,15.0
2012-09-17,14.75
2012-09-18,15.6
2012-09-20,15.3
2012-09-21,15.4
2012-09-24,16.05
2012-09-25,16.4
2012-09-26,15.9
2012-09-27,15.4
2012-09-28,15.6
2012-10-01,16.65
2012-10-03,17.45
2012-10-04,17.25
2012-10-05,16.8
2012-10-08,17.65
2012-10-09,17.5
2012-10-10,16.8
2012-10-11,17.65
2012-10-12,17.65
2012-10-15,17.3
2012-10-16,17.05
2012-10-17,17.15
2012-10-18,17.45
2012-10-19,17.2
2012-10-22,17.0
2012-10-23,16.9
2012-10-25,16.55
2012-10-26,16.2
2012-10-29,16.5
2012-10-30,16.0
2012-10-31,16.3
2012-11-01,17.3
2012-11-02,17.25
2012-11-05,17.1
2012-11-06,17.2
2012-11-07,18.0
2012-11-08,18.5
2012-11-09,18.85
2012-11-12,17.7
2012-11-13,18.25
2012-11-15,18.15
2012-11-16,17.9
2012-11-19,17.3
2012-11-20,16.85
2012-11-21,16.95
2012-11-22,16.95
2012-11-23,16.75
2012-11-26,16.75
2012-11-27,17.3
2012-11-29,17.1
2012-11-30,17.45
2012-12-03,17.45
2012-12-04,17.4
2012-12-05,18.1
2012-12-06,19.8
2012-12-07,19.6
2012-12-10,20.45
2012-12-11,19.85
2012-12-12,20.3
2012-12-13,19.85
2012-12-14,19.7
2012-12-17,21.75
2012-12-18,22.75
2012-12-19,23.2
2012-12-20,22.8
2012-12-21,22.2
2012-12-24,22.3
2012-12-26,22.4
2012-12-27,22.45
2012-12-28,22.2
2012-12-31,22.25
