Date,NTPC
2012-01-02,158.15
2012-01-03,160.35
2012-01-04,160.15
2012-01-05,156.8
2012-01-06,156.95
2012-01-07,157.1
2012-01-09,156.95
2012-01-10,158.0
2012-01-11,159.7
2012-01-12,160.85
2012-01-13,166.2
2012-01-16,161.85
2012-01-17,167.2
2012-01-18,164.5
2012-01-19,171.45
2012-01-20,174.5
2012-01-23,175.55
2012-01-24,175.35
2012-01-25,174.75
2012-01-27,174.05
2012-01-30,171.75
2012-01-31,172.2
2012-02-01,170.85
2012-02-02,171.9
2012-02-03,176.8
2012-02-06,177.65
2012-02-07,175.75
2012-02-08,177.25
2012-02-09,180.0
2012-02-10,180.35
2012-02-13,181.0
2012-02-14,181.65
2012-02-15,182.1
2012-02-16,183.95
2012-02-17,187.9
2012-02-21,186.15
2012-02-22,182.8
2012-02-23,185.05
2012-02-24,183.7
2012-02-27,180.85
2012-02-28,180.05
2012-02-29,181.05
2012-03-01,176.45
2012-03-02,179.0
2012-03-03,178.6
2012-03-05,175.65
2012-03-06,174.55
2012-03-07,170.2
2012-03-09,173.65
2012-03-12,172.1
2012-03-13,173.25
2012-03-14,177.6
2012-03-15,179.6
2012-03-16,172.35
2012-03-19,171.95
2012-03-20,173.15
2012-03-21,175.8
2012-03-22,171.25
2012-03-23,171.8
2012-03-26,165.45
2012-03-27,164.0
2012-03-28,161.6
2012-03-29,162.5
2012-03-30,162.75
2012-04-02,167.5
2012-04-03,167.5
2012-04-04,167.8
2012-04-09,163.05
2012-04-10,162.4
2012-04-11,165.35
2012-04-12,165.45
2012-04-13,166.75
2012-04-16,165.5
2012-04-17,167.5
2012-04-18,167.9
2012-04-19,168.15
2012-04-20,165.25
2012-04-23,165.95
2012-04-24,167.3
2012-04-25,164.9
2012-04-26,161.15
2012-04-27,161.9
2012-04-28,162.6
2012-04-30,162.5
2012-05-02,159.85
2012-05-03,157.0
2012-05-04,154.95
2012-05-07,156.15
2012-05-08,155.9
2012-05-09,151.45
2012-05-10,149.4
2012-05-11,148.15
2012-05-14,147.5
2012-05-15,143.4
2012-05-16,141.05
2012-05-17,142.1
2012-05-18,144.95
2012-05-21,143.6
2012-05-22,141.35
2012-05-23,141.05
2012-05-24,142.1
2012-05-25,142.2
2012-05-28,144.5
2012-05-29,145.5
2012-05-30,145.25
2012-05-31,146.8
2012-06-01,145.1
2012-06-04,144.05
2012-06-05,146.95
2012-06-06,152.75
2012-06-07,155.05
2012-06-08,156.0
2012-06-11,155.1
2012-06-12,157.65
2012-06-13,154.3
2012-06-14,148.25
2012-06-15,150.2
2012-06-18,149.2
2012-06-19,149.65
2012-06-20,149.55
2012-06-21,151.3
2012-06-22,152.15
2012-06-25,152.5
2012-06-26,153.7
2012-06-27,155.1
2012-06-28,157.6
2012-06-29,159.45
2012-07-02,161.3
2012-07-03,161.05
2012-07-04,160.9
2012-07-05,161.6
2012-07-06,160.85
2012-07-09,160.05
2012-07-09,160.05
2012-07-10,159.85
2012-07-11,160.15
2012-07-12,158.95
2012-07-13,159.75
2012-07-16,158.8
2012-07-17,158.3
2012-07-18,157.05
2012-07-19,157.1
2012-07-20,155.9
2012-07-23,153.75
2012-07-24,152.9
2012-07-25,150.05
2012-07-26,151.15
2012-07-27,153.25
2012-07-30,157.9
2012-07-31,157.0
2012-08-01,157.5
2012-08-02,163.5
2012-08-03,166.25
2012-08-06,165.65
2012-08-07,167.35
2012-08-08,168.25
2012-08-09,169.95
2012-08-10,171.95
2012-08-13,172.2
2012-08-14,171.8
2012-08-16,170.0
2012-08-17,168.05
2012-08-21,173.75
2012-08-22,171.4
2012-08-23,170.5
2012-08-24,168.6
2012-08-27,168.95
2012-08-28,171.85
2012-08-29,172.3
2012-08-30,171.45
2012-08-31,168.05
2012-09-03,168.8
2012-09-04,170.35
2012-09-05,168.55
2012-09-06,171.5
2012-09-07,172.25
2012-09-08,171.65
2012-09-10,172.0
2012-09-11,174.35
2012-09-12,170.65
2012-09-13,171.15
2012-09-14,168.3
2012-09-17,169.0
2012-09-18,166.35
2012-09-20,164.1
2012-09-21,168.75
2012-09-24,166.45
2012-09-25,164.95
2012-09-26,165.0
2012-09-27,164.35
2012-09-28,168.1
2012-10-01,170.15
2012-10-03,170.05
2012-10-04,170.85
2012-10-05,171.05
2012-10-08,171.55
2012-10-09,169.8
2012-10-10,166.5
2012-10-11,167.85
2012-10-12,168.9
2012-10-15,168.15
2012-10-16,167.7
2012-10-17,169.05
2012-10-18,168.7
2012-10-19,166.3
2012-10-22,169.15
2012-10-23,169.0
2012-10-25,169.3
2012-10-26,169.1
2012-10-29,167.75
2012-10-30,166.15
2012-10-31,165.35
2012-11-01,165.45
2012-11-02,168.15
2012-11-05,167.45
2012-11-06,168.65
2012-11-07,169.3
2012-11-08,170.0
2012-11-09,166.7
2012-11-12,167.5
2012-11-13,166.75
2012-11-15,166.9
2012-11-16,166.4
2012-11-19,168.35
2012-11-20,168.35
2012-11-21,162.0
2012-11-22,163.9
2012-11-23,159.4
2012-11-26,159.45
2012-11-27,158.55
2012-11-29,160.6
2012-11-30,162.4
2012-12-03,160.45
2012-12-04,158.6
2012-12-05,158.7
2012-12-06,161.1
2012-12-07,159.85
2012-12-10,156.9
2012-12-11,154.2
2012-12-12,153.2
2012-12-13,150.6
2012-12-14,152.8
2012-12-17,154.5
2012-12-18,155.45
2012-12-19,154.75
2012-12-20,154.05
2012-12-21,153.15
2012-12-24,154.3
2012-12-26,155.3
2012-12-27,155.5
2012-12-28,156.65
2012-12-31,156.45
