Date,MAHINDCIE
2012-01-02,47.3
2012-01-03,48.15
2012-01-04,48.9
2012-01-05,48.45
2012-01-06,48.45
2012-01-07,48.75
2012-01-09,51.2
2012-01-10,52.45
2012-01-11,52.15
2012-01-12,51.75
2012-01-13,53.15
2012-01-16,53.1
2012-01-17,54.8
2012-01-18,55.45
2012-01-19,54.55
2012-01-20,54.55
2012-01-23,64.2
2012-01-24,59.85
2012-01-25,60.3
2012-01-27,59.1
2012-01-30,57.5
2012-01-31,58.8
2012-02-01,60.4
2012-02-02,60.95
2012-02-03,61.0
2012-02-06,60.85
2012-02-07,59.2
2012-02-08,63.0
2012-02-09,61.25
2012-02-10,62.2
2012-02-13,62.65
2012-02-14,63.25
2012-02-15,62.7
2012-02-16,67.4
2012-02-17,69.0
2012-02-21,69.25
2012-02-22,65.0
2012-02-23,65.0
2012-02-24,67.0
2012-02-27,66.6
2012-02-28,68.8
2012-02-29,66.35
2012-03-01,65.1
2012-03-02,64.4
2012-03-03,63.8
2012-03-05,65.8
2012-03-06,66.55
2012-03-07,65.1
2012-03-09,65.35
2012-03-12,65.6
2012-03-13,66.95
2012-03-14,70.9
2012-03-15,69.85
2012-03-16,68.0
2012-03-19,65.25
2012-03-20,65.3
2012-03-21,67.15
2012-03-22,64.65
2012-03-23,64.9
2012-03-26,65.25
2012-03-27,63.9
2012-03-28,63.2
2012-03-29,64.6
2012-03-30,64.95
2012-04-02,65.5
2012-04-03,66.95
2012-04-04,66.8
2012-04-09,65.15
2012-04-10,65.2
2012-04-11,64.9
2012-04-12,65.4
2012-04-13,64.25
2012-04-16,64.0
2012-04-17,64.15
2012-04-18,65.35
2012-04-19,65.75
2012-04-20,65.4
2012-04-23,64.15
2012-04-24,64.0
2012-04-25,63.75
2012-04-26,64.0
2012-04-27,63.7
2012-04-28,63.0
2012-04-30,63.25
2012-05-02,63.0
2012-05-03,62.35
2012-05-04,62.05
2012-05-07,61.2
2012-05-08,60.85
2012-05-09,58.9
2012-05-10,58.2
2012-05-11,57.2
2012-05-14,56.9
2012-05-15,56.9
2012-05-16,55.05
2012-05-17,54.2
2012-05-18,52.85
2012-05-21,51.95
2012-05-22,51.9
2012-05-23,53.7
2012-05-24,53.8
2012-05-25,56.3
2012-05-28,54.9
2012-05-29,54.4
2012-05-30,54.1
2012-05-31,53.7
2012-06-01,52.95
2012-06-04,51.5
2012-06-05,52.35
2012-06-06,53.8
2012-06-07,53.1
2012-06-08,52.05
2012-06-11,52.0
2012-06-12,52.1
2012-06-13,51.75
2012-06-14,51.5
2012-06-15,51.3
2012-06-18,51.1
2012-06-19,51.15
2012-06-20,51.85
2012-06-21,51.2
2012-06-22,50.7
2012-06-25,50.5
2012-06-26,50.55
2012-06-27,50.65
2012-06-28,50.8
2012-06-29,50.9
2012-07-02,50.95
2012-07-03,51.1
2012-07-04,53.05
2012-07-05,55.55
2012-07-06,53.95
2012-07-09,55.2
2012-07-09,55.2
2012-07-10,55.35
2012-07-11,54.85
2012-07-12,58.45
2012-07-13,62.3
2012-07-16,59.05
2012-07-17,58.65
2012-07-18,57.65
2012-07-19,57.3
2012-07-20,56.3
2012-07-23,55.7
2012-07-24,55.75
2012-07-25,55.15
2012-07-26,54.2
2012-07-27,53.5
2012-07-30,53.9
2012-07-31,55.75
2012-08-01,56.0
2012-08-02,56.4
2012-08-03,55.85
2012-08-06,55.2
2012-08-07,55.75
2012-08-08,54.5
2012-08-09,56.65
2012-08-10,55.6
2012-08-13,54.85
2012-08-14,54.65
2012-08-16,54.05
2012-08-17,54.65
2012-08-21,57.75
2012-08-22,55.85
2012-08-23,57.2
2012-08-24,56.4
2012-08-27,54.55
2012-08-28,54.2
2012-08-29,52.95
2012-08-30,52.8
2012-08-31,53.05
2012-09-03,53.9
2012-09-04,54.05
2012-09-05,52.95
2012-09-06,53.65
2012-09-07,55.3
2012-09-08,55.5
2012-09-10,55.15
2012-09-11,56.1
2012-09-12,55.55
2012-09-13,55.05
2012-09-14,54.75
2012-09-17,55.0
2012-09-18,55.9
2012-09-20,55.1
2012-09-21,56.35
2012-09-24,57.3
2012-09-25,57.6
2012-09-26,60.0
2012-09-27,58.65
2012-09-28,58.8
2012-10-01,62.2
2012-10-03,61.6
2012-10-04,60.8
2012-10-05,60.25
2012-10-08,60.0
2012-10-09,59.1
2012-10-10,56.85
2012-10-11,58.25
2012-10-12,58.95
2012-10-15,58.8
2012-10-16,58.6
2012-10-17,57.5
2012-10-18,58.05
2012-10-19,59.0
2012-10-22,59.0
2012-10-23,58.1
2012-10-25,56.95
2012-10-26,56.4
2012-10-29,55.05
2012-10-30,52.4
2012-10-31,52.95
2012-11-01,52.35
2012-11-02,52.95
2012-11-05,53.45
2012-11-06,53.1
2012-11-07,53.5
2012-11-08,52.7
2012-11-09,53.3
2012-11-12,54.15
2012-11-13,54.4
2012-11-15,53.4
2012-11-16,53.0
2012-11-19,52.55
2012-11-20,52.0
2012-11-21,51.1
2012-11-22,50.95
2012-11-23,50.4
2012-11-26,50.55
2012-11-27,50.85
2012-11-29,50.4
2012-11-30,52.7
2012-12-03,53.85
2012-12-04,53.1
2012-12-05,54.0
2012-12-06,53.25
2012-12-07,52.1
2012-12-10,53.35
2012-12-11,52.1
2012-12-12,52.35
2012-12-13,51.85
2012-12-14,51.35
2012-12-17,51.7
2012-12-18,51.8
2012-12-19,52.7
2012-12-20,51.9
2012-12-21,50.05
2012-12-24,49.5
2012-12-26,49.85
2012-12-27,49.6
2012-12-28,49.75
2012-12-31,49.5
