Date,NIITLTD
2012-01-02,37.4
2012-01-03,38.25
2012-01-04,38.05
2012-01-05,38.45
2012-01-06,38.1
2012-01-07,38.65
2012-01-09,40.0
2012-01-10,41.45
2012-01-11,42.1
2012-01-12,41.1
2012-01-13,41.3
2012-01-16,42.3
2012-01-17,42.3
2012-01-18,42.6
2012-01-19,42.85
2012-01-20,43.45
2012-01-23,42.65
2012-01-24,41.85
2012-01-25,42.35
2012-01-27,42.05
2012-01-30,40.95
2012-01-31,42.1
2012-02-01,42.0
2012-02-02,42.55
2012-02-03,42.2
2012-02-06,43.4
2012-02-07,43.6
2012-02-08,44.05
2012-02-09,44.7
2012-02-10,44.2
2012-02-13,44.05
2012-02-14,43.85
2012-02-15,44.65
2012-02-16,48.5
2012-02-17,48.45
2012-02-21,50.15
2012-02-22,47.75
2012-02-23,48.3
2012-02-24,48.1
2012-02-27,44.3
2012-02-28,47.1
2012-02-29,47.75
2012-03-01,46.95
2012-03-02,46.3
2012-03-03,45.95
2012-03-05,46.1
2012-03-06,45.1
2012-03-07,44.85
2012-03-09,45.8
2012-03-12,46.75
2012-03-13,47.7
2012-03-14,46.7
2012-03-15,48.35
2012-03-16,49.3
2012-03-19,48.9
2012-03-20,49.1
2012-03-21,49.65
2012-03-22,49.45
2012-03-23,49.25
2012-03-26,48.25
2012-03-27,49.15
2012-03-28,51.0
2012-03-29,52.0
2012-03-30,54.5
2012-04-02,52.8
2012-04-03,50.9
2012-04-04,50.8
2012-04-09,50.0
2012-04-10,50.0
2012-04-11,50.05
2012-04-12,49.7
2012-04-13,48.7
2012-04-16,47.7
2012-04-17,47.65
2012-04-18,47.7
2012-04-19,47.6
2012-04-20,46.35
2012-04-23,45.6
2012-04-24,45.45
2012-04-25,44.5
2012-04-26,44.35
2012-04-27,43.3
2012-04-28,44.05
2012-04-30,44.0
2012-05-02,43.75
2012-05-03,43.55
2012-05-04,43.3
2012-05-07,45.5
2012-05-08,45.05
2012-05-09,42.6
2012-05-10,42.25
2012-05-11,41.1
2012-05-14,40.8
2012-05-15,40.75
2012-05-16,39.95
2012-05-17,40.4
2012-05-18,40.1
2012-05-21,39.65
2012-05-22,39.6
2012-05-23,38.85
2012-05-24,38.95
2012-05-25,38.45
2012-05-28,38.75
2012-05-29,40.05
2012-05-30,39.9
2012-05-31,42.5
2012-06-01,41.25
2012-06-04,40.4
2012-06-05,41.05
2012-06-06,41.7
2012-06-07,41.9
2012-06-08,41.65
2012-06-11,41.7
2012-06-12,42.1
2012-06-13,43.4
2012-06-14,42.6
2012-06-15,43.2
2012-06-18,43.15
2012-06-19,43.05
2012-06-20,42.0
2012-06-21,42.35
2012-06-22,42.0
2012-06-25,42.15
2012-06-26,42.2
2012-06-27,41.9
2012-06-28,41.25
2012-06-29,41.8
2012-07-02,42.65
2012-07-03,43.05
2012-07-04,43.85
2012-07-05,44.0
2012-07-06,43.75
2012-07-09,43.35
2012-07-09,43.35
2012-07-10,43.2
2012-07-11,43.65
2012-07-12,42.3
2012-07-13,42.1
2012-07-16,41.85
2012-07-17,41.15
2012-07-18,41.35
2012-07-19,42.25
2012-07-20,41.85
2012-07-23,41.5
2012-07-24,41.7
2012-07-25,40.55
2012-07-26,38.85
2012-07-27,37.75
2012-07-30,37.2
2012-07-31,36.9
2012-08-01,36.35
2012-08-02,36.1
2012-08-03,35.6
2012-08-06,35.75
2012-08-07,36.1
2012-08-08,35.6
2012-08-09,35.6
2012-08-10,35.6
2012-08-13,35.15
2012-08-14,34.85
2012-08-16,34.4
2012-08-17,34.55
2012-08-21,34.7
2012-08-22,34.35
2012-08-23,34.05
2012-08-24,33.1
2012-08-27,32.5
2012-08-28,31.95
2012-08-29,31.0
2012-08-30,30.75
2012-08-31,30.15
2012-09-03,30.4
2012-09-04,30.3
2012-09-05,30.25
2012-09-06,29.85
2012-09-07,29.95
2012-09-08,30.05
2012-09-10,31.9
2012-09-11,31.85
2012-09-12,31.95
2012-09-13,31.8
2012-09-14,31.9
2012-09-17,31.3
2012-09-18,30.95
2012-09-20,30.4
2012-09-21,31.75
2012-09-24,32.1
2012-09-25,31.85
2012-09-26,31.75
2012-09-27,31.8
2012-09-28,32.05
2012-10-01,33.1
2012-10-03,34.0
2012-10-04,33.7
2012-10-05,35.15
2012-10-08,35.5
2012-10-09,34.85
2012-10-10,34.4
2012-10-11,34.85
2012-10-12,34.55
2012-10-15,34.3
2012-10-16,34.35
2012-10-17,34.35
2012-10-18,34.3
2012-10-19,34.8
2012-10-22,33.4
2012-10-23,32.5
2012-10-25,34.25
2012-10-26,34.3
2012-10-29,33.4
2012-10-30,33.4
2012-10-31,33.3
2012-11-01,33.85
2012-11-02,33.9
2012-11-05,33.8
2012-11-06,33.5
2012-11-07,33.55
2012-11-08,33.5
2012-11-09,32.9
2012-11-12,32.9
2012-11-13,33.15
2012-11-15,32.75
2012-11-16,33.15
2012-11-19,32.65
2012-11-20,32.4
2012-11-21,32.2
2012-11-22,32.1
2012-11-23,31.95
2012-11-26,32.0
2012-11-27,32.7
2012-11-29,31.9
2012-11-30,31.15
2012-12-03,31.75
2012-12-04,31.45
2012-12-05,31.9
2012-12-06,31.5
2012-12-07,32.9
2012-12-10,33.15
2012-12-11,31.9
2012-12-12,31.95
2012-12-13,31.25
2012-12-14,31.05
2012-12-17,30.85
2012-12-18,30.8
2012-12-19,30.9
2012-12-20,30.75
2012-12-21,29.15
2012-12-24,29.4
2012-12-26,29.05
2012-12-27,28.8
2012-12-28,28.55
2012-12-31,28.45
