Date,MANAKSIA
2012-01-02,43.5
2012-01-03,44.25
2012-01-04,43.95
2012-01-05,44.55
2012-01-06,44.35
2012-01-07,45.15
2012-01-09,46.35
2012-01-10,49.95
2012-01-11,50.8
2012-01-12,49.8
2012-01-13,50.3
2012-01-16,49.65
2012-01-17,50.7
2012-01-18,50.4
2012-01-19,50.75
2012-01-20,52.0
2012-01-23,51.85
2012-01-24,51.85
2012-01-25,52.7
2012-01-27,53.1
2012-01-30,52.6
2012-01-31,52.4
2012-02-01,53.35
2012-02-02,52.7
2012-02-03,53.25
2012-02-06,54.05
2012-02-07,57.5
2012-02-08,59.1
2012-02-09,59.9
2012-02-10,62.05
2012-02-13,60.15
2012-02-14,60.6
2012-02-15,59.75
2012-02-16,62.55
2012-02-17,62.5
2012-02-21,61.05
2012-02-22,59.2
2012-02-23,58.2
2012-02-24,57.15
2012-02-27,54.6
2012-02-28,56.1
2012-02-29,56.15
2012-03-01,56.15
2012-03-02,55.95
2012-03-03,56.0
2012-03-05,55.75
2012-03-06,55.0
2012-03-07,53.4
2012-03-09,58.7
2012-03-12,57.2
2012-03-13,56.75
2012-03-14,57.5
2012-03-15,55.8
2012-03-16,55.65
2012-03-19,54.85
2012-03-20,54.0
2012-03-21,54.5
2012-03-22,54.25
2012-03-23,54.15
2012-03-26,54.5
2012-03-27,54.05
2012-03-28,53.5
2012-03-29,52.2
2012-03-30,53.95
2012-04-02,53.95
2012-04-03,53.9
2012-04-04,53.55
2012-04-09,53.75
2012-04-10,53.25
2012-04-11,52.75
2012-04-12,52.45
2012-04-13,54.0
2012-04-16,52.6
2012-04-17,52.75
2012-04-18,53.5
2012-04-19,53.0
2012-04-20,53.25
2012-04-23,52.5
2012-04-24,53.6
2012-04-25,52.1
2012-04-26,51.4
2012-04-27,50.45
2012-04-28,50.2
2012-04-30,49.8
2012-05-02,49.25
2012-05-03,49.1
2012-05-04,48.75
2012-05-07,47.4
2012-05-08,47.1
2012-05-09,46.35
2012-05-10,45.85
2012-05-11,45.15
2012-05-14,45.35
2012-05-15,43.9
2012-05-16,44.65
2012-05-17,44.25
2012-05-18,43.9
2012-05-21,49.2
2012-05-22,47.15
2012-05-23,45.1
2012-05-24,45.1
2012-05-25,45.3
2012-05-28,47.45
2012-05-29,45.9
2012-05-30,45.75
2012-05-31,46.25
2012-06-01,47.7
2012-06-04,46.2
2012-06-05,46.75
2012-06-06,47.5
2012-06-07,46.85
2012-06-08,46.55
2012-06-11,47.35
2012-06-12,46.15
2012-06-13,46.6
2012-06-14,46.5
2012-06-15,46.2
2012-06-18,45.5
2012-06-19,45.8
2012-06-20,48.5
2012-06-21,47.95
2012-06-22,48.2
2012-06-25,48.2
2012-06-26,47.1
2012-06-27,47.05
2012-06-28,46.7
2012-06-29,47.1
2012-07-02,48.55
2012-07-03,55.45
2012-07-04,53.4
2012-07-05,52.2
2012-07-06,52.3
2012-07-09,52.0
2012-07-09,52.0
2012-07-10,51.1
2012-07-11,50.95
2012-07-12,49.2
2012-07-13,48.8
2012-07-16,48.0
2012-07-17,47.7
2012-07-18,46.35
2012-07-19,46.6
2012-07-20,46.6
2012-07-23,45.25
2012-07-24,46.1
2012-07-25,45.4
2012-07-26,44.5
2012-07-27,44.3
2012-07-30,43.1
2012-07-31,41.5
2012-08-01,42.65
2012-08-02,43.15
2012-08-03,42.85
2012-08-06,43.1
2012-08-07,43.85
2012-08-08,43.2
2012-08-09,42.9
2012-08-10,42.7
2012-08-13,42.8
2012-08-14,43.8
2012-08-16,43.0
2012-08-17,42.7
2012-08-21,42.6
2012-08-22,40.15
2012-08-23,41.3
2012-08-24,40.75
2012-08-27,40.6
2012-08-28,39.25
2012-08-29,38.85
2012-08-30,38.7
2012-08-31,38.7
2012-09-03,39.55
2012-09-04,39.55
2012-09-05,38.75
2012-09-06,39.25
2012-09-07,38.75
2012-09-08,39.1
2012-09-10,39.25
2012-09-11,39.7
2012-09-12,42.95
2012-09-13,42.1
2012-09-14,42.35
2012-09-17,44.1
2012-09-18,44.65
2012-09-20,43.05
2012-09-21,43.2
2012-09-24,43.45
2012-09-25,44.0
2012-09-26,43.2
2012-09-27,43.4
2012-09-28,43.25
2012-10-01,43.45
2012-10-03,44.55
2012-10-04,44.9
2012-10-05,44.75
2012-10-08,45.05
2012-10-09,50.35
2012-10-10,49.0
2012-10-11,49.2
2012-10-12,47.7
2012-10-15,46.55
2012-10-16,46.25
2012-10-17,46.6
2012-10-18,46.8
2012-10-19,45.7
2012-10-22,45.4
2012-10-23,45.85
2012-10-25,48.25
2012-10-26,47.0
2012-10-29,46.0
2012-10-30,44.8
2012-10-31,44.45
2012-11-01,44.75
2012-11-02,44.9
2012-11-05,46.0
2012-11-06,47.1
2012-11-07,46.65
2012-11-08,46.7
2012-11-09,45.4
2012-11-12,45.65
2012-11-13,46.1
2012-11-15,46.25
2012-11-16,46.25
2012-11-19,46.25
2012-11-20,45.5
2012-11-21,44.85
2012-11-22,44.15
2012-11-23,44.5
2012-11-26,44.6
2012-11-27,45.0
2012-11-29,45.4
2012-11-30,45.1
2012-12-03,46.1
2012-12-04,47.35
2012-12-05,48.75
2012-12-06,48.05
2012-12-07,47.3
2012-12-10,46.25
2012-12-11,46.1
2012-12-12,47.8
2012-12-13,46.45
2012-12-14,46.25
2012-12-17,45.8
2012-12-18,45.9
2012-12-19,45.75
2012-12-20,45.2
2012-12-21,44.75
2012-12-24,45.1
2012-12-26,45.85
2012-12-27,50.5
2012-12-28,57.2
2012-12-31,56.55
