Date,GRINDWELL
2012-01-02,214.0
2012-01-03,215.6
2012-01-04,219.15
2012-01-05,218.25
2012-01-06,218.65
2012-01-07,221.1
2012-01-09,219.0
2012-01-10,224.75
2012-01-11,222.85
2012-01-12,227.5
2012-01-13,224.5
2012-01-16,223.85
2012-01-17,227.6
2012-01-18,226.6
2012-01-19,230.35
2012-01-20,238.75
2012-01-23,234.85
2012-01-24,232.85
2012-01-25,238.5
2012-01-27,240.0
2012-01-30,237.9
2012-01-31,235.4
2012-02-01,240.0
2012-02-02,248.7
2012-02-03,250.65
2012-02-06,251.85
2012-02-07,252.0
2012-02-08,259.35
2012-02-09,264.1
2012-02-10,268.95
2012-02-13,275.05
2012-02-14,276.0
2012-02-15,283.35
2012-02-16,286.75
2012-02-17,287.95
2012-02-21,285.3
2012-02-22,281.4
2012-02-23,271.35
2012-02-24,265.2
2012-02-27,255.7
2012-02-28,255.15
2012-02-29,249.75
2012-03-01,251.5
2012-03-02,251.5
2012-03-03,249.2
2012-03-05,251.3
2012-03-06,260.35
2012-03-07,264.5
2012-03-09,270.2
2012-03-12,266.9
2012-03-13,270.1
2012-03-14,269.05
2012-03-15,267.8
2012-03-16,261.4
2012-03-19,263.05
2012-03-20,260.0
2012-03-21,260.0
2012-03-22,263.55
2012-03-23,261.35
2012-03-26,259.35
2012-03-27,259.9
2012-03-28,262.7
2012-03-29,263.75
2012-03-30,277.65
2012-04-02,273.1
2012-04-03,270.05
2012-04-04,263.35
2012-04-09,260.4
2012-04-10,271.05
2012-04-11,268.1
2012-04-12,259.95
2012-04-13,260.4
2012-04-16,261.95
2012-04-17,261.35
2012-04-18,272.55
2012-04-19,284.45
2012-04-20,278.8
2012-04-23,277.65
2012-04-24,272.2
2012-04-25,269.3
2012-04-26,266.5
2012-04-27,264.85
2012-04-28,264.5
2012-04-30,263.85
2012-05-02,269.1
2012-05-03,259.8
2012-05-04,266.25
2012-05-07,275.0
2012-05-08,271.95
2012-05-09,270.1
2012-05-10,262.25
2012-05-11,259.95
2012-05-14,258.15
2012-05-15,255.25
2012-05-16,251.65
2012-05-17,253.45
2012-05-18,251.65
2012-05-21,248.3
2012-05-22,249.95
2012-05-23,248.3
2012-05-24,250.0
2012-05-25,250.0
2012-05-28,254.6
2012-05-29,247.5
2012-05-30,246.25
2012-05-31,243.95
2012-06-01,245.25
2012-06-04,252.55
2012-06-05,247.85
2012-06-06,249.8
2012-06-07,246.75
2012-06-08,247.8
2012-06-11,246.2
2012-06-12,249.65
2012-06-13,246.55
2012-06-14,251.8
2012-06-15,247.45
2012-06-18,246.0
2012-06-19,248.0
2012-06-20,245.0
2012-06-21,244.9
2012-06-22,245.0
2012-06-25,251.9
2012-06-26,247.3
2012-06-27,249.95
2012-06-28,247.1
2012-06-29,245.1
2012-07-02,248.0
2012-07-03,252.85
2012-07-04,247.9
2012-07-05,250.75
2012-07-06,249.95
2012-07-09,258.2
2012-07-09,258.2
2012-07-10,262.0
2012-07-11,259.9
2012-07-12,258.05
2012-07-13,255.8
2012-07-16,263.85
2012-07-17,262.3
2012-07-18,261.05
2012-07-19,264.8
2012-07-20,262.55
2012-07-23,256.7
2012-07-24,259.1
2012-07-25,262.7
2012-07-26,253.45
2012-07-27,251.75
2012-07-30,250.3
2012-07-31,253.1
2012-08-01,249.35
2012-08-02,249.85
2012-08-03,248.25
2012-08-06,249.35
2012-08-07,250.05
2012-08-08,251.15
2012-08-09,252.95
2012-08-10,249.95
2012-08-13,251.0
2012-08-14,250.1
2012-08-16,250.0
2012-08-17,250.05
2012-08-21,250.35
2012-08-22,248.1
2012-08-23,249.9
2012-08-24,250.1
2012-08-27,249.6
2012-08-28,251.35
2012-08-29,250.0
2012-08-30,250.3
2012-08-31,257.1
2012-09-03,249.9
2012-09-04,247.3
2012-09-05,249.75
2012-09-06,246.75
2012-09-07,249.95
2012-09-10,247.0
2012-09-11,249.1
2012-09-12,252.95
2012-09-13,250.05
2012-09-14,251.35
2012-09-17,248.2
2012-09-18,250.65
2012-09-20,250.0
2012-09-21,252.4
2012-09-24,256.55
2012-09-25,260.65
2012-09-26,260.5
2012-09-27,259.6
2012-09-28,265.8
2012-10-01,275.4
2012-10-03,274.3
2012-10-04,267.0
2012-10-05,263.3
2012-10-08,260.15
2012-10-09,265.6
2012-10-10,258.25
2012-10-11,266.3
2012-10-12,266.5
2012-10-15,263.95
2012-10-16,260.1
2012-10-17,258.75
2012-10-18,258.2
2012-10-19,260.85
2012-10-22,265.0
2012-10-23,265.05
2012-10-25,259.95
2012-10-26,260.0
2012-10-29,262.05
2012-10-30,263.2
2012-10-31,260.0
2012-11-01,264.45
2012-11-02,260.35
2012-11-05,260.25
2012-11-06,260.4
2012-11-07,260.0
2012-11-08,261.0
2012-11-09,261.7
2012-11-12,260.6
2012-11-13,263.4
2012-11-15,260.2
2012-11-16,262.1
2012-11-19,266.4
2012-11-20,269.35
2012-11-21,261.2
2012-11-22,263.4
2012-11-23,265.4
2012-11-26,268.5
2012-11-27,270.5
2012-11-29,271.55
2012-11-30,271.05
2012-12-03,269.55
2012-12-04,273.05
2012-12-05,271.0
2012-12-06,269.2
2012-12-07,270.7
2012-12-10,273.55
2012-12-11,272.35
2012-12-12,273.0
2012-12-13,275.2
2012-12-14,271.2
2012-12-17,272.0
2012-12-18,272.85
2012-12-19,272.7
2012-12-20,270.0
2012-12-21,266.95
2012-12-24,267.0
2012-12-26,273.9
2012-12-27,269.45
2012-12-28,268.05
2012-12-31,268.5
