Date,XPROINDIA
2012-01-02,45.25
2012-01-03,54.25
2012-01-04,54.95
2012-01-05,53.4
2012-01-06,53.05
2012-01-07,52.8
2012-01-09,53.35
2012-01-10,55.35
2012-01-11,56.05
2012-01-12,55.3
2012-01-13,55.4
2012-01-16,54.6
2012-01-17,55.0
2012-01-18,54.05
2012-01-19,54.9
2012-01-20,53.8
2012-01-23,53.9
2012-01-24,54.55
2012-01-25,54.7
2012-01-27,55.8
2012-01-30,54.4
2012-01-31,54.9
2012-02-01,55.45
2012-02-02,58.15
2012-02-03,57.75
2012-02-06,59.15
2012-02-07,60.3
2012-02-08,54.9
2012-02-09,54.6
2012-02-10,53.6
2012-02-13,52.65
2012-02-14,51.95
2012-02-15,51.45
2012-02-16,51.75
2012-02-17,51.6
2012-02-21,53.5
2012-02-22,52.5
2012-02-23,51.75
2012-02-24,51.25
2012-02-27,49.65
2012-02-28,51.3
2012-02-29,50.8
2012-03-01,50.5
2012-03-02,50.4
2012-03-03,50.0
2012-03-05,49.8
2012-03-06,49.1
2012-03-07,48.75
2012-03-09,49.25
2012-03-12,48.65
2012-03-13,48.95
2012-03-14,49.0
2012-03-15,48.6
2012-03-16,47.75
2012-03-19,47.35
2012-03-20,44.7
2012-03-21,44.95
2012-03-22,45.2
2012-03-23,45.5
2012-03-26,45.0
2012-03-27,44.8
2012-03-28,44.15
2012-03-29,44.2
2012-03-30,45.65
2012-04-02,46.45
2012-04-03,47.8
2012-04-04,49.1
2012-04-09,48.35
2012-04-10,48.35
2012-04-11,49.45
2012-04-12,48.8
2012-04-13,48.45
2012-04-16,48.9
2012-04-17,49.2
2012-04-18,50.9
2012-04-19,50.85
2012-04-20,50.7
2012-04-23,49.6
2012-04-24,48.65
2012-04-25,49.25
2012-04-26,49.2
2012-04-27,49.7
2012-04-28,49.45
2012-04-30,50.1
2012-05-02,49.45
2012-05-03,49.0
2012-05-04,47.7
2012-05-07,48.4
2012-05-08,47.85
2012-05-09,47.35
2012-05-10,47.5
2012-05-11,47.05
2012-05-14,46.85
2012-05-15,47.5
2012-05-16,46.75
2012-05-17,46.65
2012-05-18,46.45
2012-05-21,47.25
2012-05-22,46.9
2012-05-23,46.45
2012-05-24,46.15
2012-05-25,46.35
2012-05-28,46.2
2012-05-29,47.0
2012-05-30,46.65
2012-05-31,46.35
2012-06-01,46.6
2012-06-04,46.8
2012-06-05,46.55
2012-06-06,47.0
2012-06-07,46.9
2012-06-08,46.95
2012-06-11,46.95
2012-06-12,47.05
2012-06-13,47.6
2012-06-14,48.25
2012-06-15,48.15
2012-06-18,48.7
2012-06-19,48.4
2012-06-20,49.75
2012-06-21,49.8
2012-06-22,50.15
2012-06-25,50.0
2012-06-26,49.45
2012-06-27,50.0
2012-06-28,46.8
2012-06-29,46.95
2012-07-02,47.2
2012-07-03,46.95
2012-07-04,47.1
2012-07-05,47.95
2012-07-06,47.1
2012-07-09,46.65
2012-07-10,47.1
2012-07-11,46.85
2012-07-12,46.6
2012-07-13,46.85
2012-07-16,46.85
2012-07-17,46.3
2012-07-18,46.25
2012-07-19,46.05
2012-07-20,45.8
2012-07-23,45.15
2012-07-24,45.5
2012-07-25,44.2
2012-07-26,43.65
2012-07-27,43.2
2012-07-30,42.95
2012-07-31,42.95
2012-08-01,42.75
2012-08-02,43.95
2012-08-03,43.35
2012-08-06,44.4
2012-08-07,43.3
2012-08-08,44.05
2012-08-09,44.05
2012-08-10,43.2
2012-08-13,43.15
2012-08-14,44.0
2012-08-16,44.75
2012-08-17,43.9
2012-08-21,44.2
2012-08-22,43.7
2012-08-23,48.8
2012-08-24,51.15
2012-08-27,48.85
2012-08-28,47.25
2012-08-29,46.15
2012-08-30,45.5
2012-08-31,44.55
2012-09-03,44.25
2012-09-04,44.65
2012-09-05,43.95
2012-09-06,44.2
2012-09-07,42.85
2012-09-08,43.05
2012-09-10,43.1
2012-09-11,44.9
2012-09-12,44.5
2012-09-13,44.05
2012-09-14,44.0
2012-09-17,44.45
2012-09-18,45.1
2012-09-20,44.95
2012-09-21,45.35
2012-09-24,45.15
2012-09-25,44.9
2012-09-26,45.05
2012-09-27,45.0
2012-09-28,45.15
2012-10-01,46.05
2012-10-03,45.7
2012-10-04,45.7
2012-10-05,45.05
2012-10-08,46.35
2012-10-09,47.2
2012-10-10,46.15
2012-10-11,46.45
2012-10-12,46.15
2012-10-15,46.5
2012-10-16,45.8
2012-10-17,45.8
2012-10-18,45.65
2012-10-19,46.1
2012-10-22,46.0
2012-10-23,46.45
2012-10-25,46.2
2012-10-26,46.1
2012-10-29,45.45
2012-10-30,44.75
2012-10-31,43.85
2012-11-01,43.15
2012-11-02,43.25
2012-11-05,43.2
2012-11-06,43.2
2012-11-07,43.05
2012-11-08,43.05
2012-11-09,43.1
2012-11-12,42.4
2012-11-13,43.25
2012-11-15,42.8
2012-11-16,42.4
2012-11-19,42.3
2012-11-20,41.85
2012-11-21,41.85
2012-11-22,43.4
2012-11-23,42.05
2012-11-26,41.15
2012-11-27,41.45
2012-11-29,41.35
2012-11-30,41.4
2012-12-03,41.9
2012-12-04,41.7
2012-12-05,41.9
2012-12-06,41.9
2012-12-07,41.6
2012-12-10,41.5
2012-12-11,41.25
2012-12-12,41.2
2012-12-13,42.9
2012-12-14,42.1
2012-12-17,41.9
2012-12-18,41.8
2012-12-19,42.25
2012-12-20,41.2
2012-12-21,41.55
2012-12-24,41.05
2012-12-26,40.5
2012-12-27,41.0
2012-12-28,40.95
2012-12-31,40.65
