Date,ICICIGOLD
2012-01-02,2683.75
2012-01-03,2718.45
2012-01-04,2734.75
2012-01-05,2733.9
2012-01-06,2750.55
2012-01-07,2767.6
2012-01-09,2752.0
2012-01-10,2713.85
2012-01-11,2719.95
2012-01-12,2735.05
2012-01-13,2723.7
2012-01-16,2713.65
2012-01-17,2722.5
2012-01-18,2716.35
2012-01-19,2707.0
2012-01-20,2697.5
2012-01-23,2715.0
2012-01-24,2704.95
2012-01-25,2690.35
2012-01-27,2736.75
2012-01-30,2755.0
2012-01-31,2775.0
2012-02-01,2781.3
2012-02-02,2766.95
2012-02-03,2772.6
2012-02-06,2736.15
2012-02-07,2739.5
2012-02-08,2770.3
2012-02-09,2769.1
2012-02-10,2752.05
2012-02-13,2757.45
2012-02-14,2740.4
2012-02-15,2741.15
2012-02-16,2749.95
2012-02-17,2751.05
2012-02-21,2764.65
2012-02-22,2780.75
2012-02-23,2813.6
2012-02-24,2816.95
2012-02-27,2805.8
2012-02-28,2807.85
2012-02-29,2822.0
2012-03-01,2748.7
2012-03-02,2767.1
2012-03-03,2745.9
2012-03-05,2748.0
2012-03-06,2749.25
2012-03-07,2758.85
2012-03-09,2749.5
2012-03-12,2760.35
2012-03-13,2745.5
2012-03-14,2706.8
2012-03-15,2701.9
2012-03-16,2731.85
2012-03-19,2745.45
2012-03-20,2716.0
2012-03-21,2730.05
2012-03-22,2740.45
2012-03-23,2734.95
2012-03-26,2743.45
2012-03-27,2768.45
2012-03-28,2741.85
2012-03-29,2738.05
2012-03-30,2751.5
2012-04-02,2753.6
2012-04-03,2754.7
2012-04-04,2764.55
2012-04-09,2757.3
2012-04-10,2767.2
2012-04-11,2780.2
2012-04-12,2770.2
2012-04-13,2792.0
2012-04-16,2794.95
2012-04-17,2781.45
2012-04-18,2777.65
2012-04-19,2784.4
2012-04-20,2801.2
2012-04-23,2798.65
2012-04-24,2841.2
2012-04-25,2811.2
2012-04-26,2815.0
2012-04-27,2824.5
2012-04-28,2844.1
2012-04-30,2844.75
2012-05-02,2849.35
2012-05-03,2851.15
2012-05-04,2851.7
2012-05-07,2860.0
2012-05-08,2824.05
2012-05-09,2791.8
2012-05-10,2784.9
2012-05-11,2794.5
2012-05-14,2763.05
2012-05-15,2765.95
2012-05-16,2736.55
2012-05-17,2766.6
2012-05-18,2821.15
2012-05-21,2821.35
2012-05-22,2830.35
2012-05-23,2817.55
2012-05-24,2821.35
2012-05-25,2804.8
2012-05-28,2816.0
2012-05-29,2834.45
2012-05-30,2817.6
2012-05-31,2827.15
2012-06-01,2813.25
2012-06-04,2887.75
2012-06-05,2891.2
2012-06-06,2899.1
2012-06-07,2859.6
2012-06-08,2831.95
2012-06-11,2870.3
2012-06-12,2873.0
2012-06-13,2899.65
2012-06-14,2908.15
2012-06-15,2910.25
2012-06-18,2909.5
2012-06-19,2937.0
2012-06-20,2935.4
2012-06-21,2911.8
2012-06-22,2910.2
2012-06-25,2897.2
2012-06-26,2913.2
