Date,LEEL
2012-01-02,37.1
2012-01-03,38.1
2012-01-04,39.4
2012-01-05,39.8
2012-01-06,41.35
2012-01-07,41.7
2012-01-09,43.2
2012-01-10,44.3
2012-01-11,44.1
2012-01-12,44.1
2012-01-13,44.7
2012-01-16,44.5
2012-01-17,46.2
2012-01-18,45.75
2012-01-19,46.3
2012-01-20,45.2
2012-01-23,44.6
2012-01-24,45.4
2012-01-25,45.8
2012-01-27,46.8
2012-01-30,45.15
2012-01-31,45.1
2012-02-01,46.15
2012-02-02,48.65
2012-02-03,48.45
2012-02-06,48.85
2012-02-07,46.9
2012-02-08,46.3
2012-02-09,46.45
2012-02-10,48.0
2012-02-13,48.8
2012-02-14,48.0
2012-02-15,48.35
2012-02-16,50.65
2012-02-17,51.05
2012-02-21,50.3
2012-02-22,48.55
2012-02-23,47.25
2012-02-24,46.55
2012-02-27,44.85
2012-02-28,45.45
2012-02-29,45.85
2012-03-01,45.5
2012-03-02,45.45
2012-03-03,46.0
2012-03-05,46.05
2012-03-06,45.75
2012-03-07,44.55
2012-03-09,45.85
2012-03-12,45.65
2012-03-13,45.85
2012-03-14,45.55
2012-03-15,45.3
2012-03-16,45.0
2012-03-19,44.45
2012-03-20,44.2
2012-03-21,44.05
2012-03-22,43.65
2012-03-23,43.4
2012-03-26,42.25
2012-03-27,42.35
2012-03-28,41.3
2012-03-29,42.55
2012-03-30,43.85
2012-04-02,44.1
2012-04-03,46.7
2012-04-04,46.65
2012-04-09,45.7
2012-04-10,45.95
2012-04-11,45.3
2012-04-12,46.65
2012-04-13,46.7
2012-04-16,46.2
2012-04-17,45.3
2012-04-18,45.4
2012-04-19,46.0
2012-04-20,45.3
2012-04-23,45.5
2012-04-24,44.2
2012-04-25,43.35
2012-04-26,43.4
2012-04-27,42.45
2012-04-28,42.6
2012-04-30,43.1
2012-05-02,43.2
2012-05-03,42.15
2012-05-04,41.3
2012-05-07,41.45
2012-05-08,41.3
2012-05-09,40.45
2012-05-10,40.65
2012-05-11,38.9
2012-05-14,38.95
2012-05-15,41.2
2012-05-16,41.05
2012-05-17,41.0
2012-05-18,40.3
2012-05-21,40.55
2012-05-22,41.95
2012-05-23,40.2
2012-05-24,40.45
2012-05-25,40.8
2012-05-28,41.0
2012-05-29,41.45
2012-05-30,40.3
2012-05-31,40.05
2012-06-01,39.25
2012-06-04,39.55
2012-06-05,39.6
2012-06-06,40.35
2012-06-07,40.65
2012-06-08,40.75
2012-06-11,41.15
2012-06-12,40.7
2012-06-13,41.0
2012-06-14,40.1
2012-06-15,40.45
2012-06-18,40.8
2012-06-19,40.7
2012-06-20,40.8
2012-06-21,40.75
2012-06-22,41.2
2012-06-25,41.1
2012-06-26,40.6
2012-06-27,40.65
2012-06-28,40.5
2012-06-29,41.35
2012-07-02,42.8
2012-07-03,43.05
2012-07-04,46.9
2012-07-05,49.4
2012-07-06,47.65
2012-07-09,47.95
2012-07-09,47.95
2012-07-10,47.95
2012-07-11,47.2
2012-07-12,45.5
2012-07-13,45.05
2012-07-16,44.4
2012-07-17,43.9
2012-07-18,43.65
2012-07-19,44.25
2012-07-20,45.3
2012-07-23,43.25
2012-07-24,43.7
2012-07-25,42.75
2012-07-26,41.65
2012-07-27,40.9
2012-07-30,41.9
2012-07-31,42.5
2012-08-01,42.65
2012-08-02,44.45
2012-08-03,45.85
2012-08-06,48.95
2012-08-07,49.2
2012-08-08,47.4
2012-08-09,46.45
2012-08-10,44.8
2012-08-13,44.75
2012-08-14,45.0
2012-08-16,45.65
2012-08-17,50.95
2012-08-21,54.7
2012-08-22,52.35
2012-08-23,52.55
2012-08-24,50.95
2012-08-27,48.8
2012-08-28,48.0
2012-08-29,47.35
2012-08-30,51.85
2012-08-31,49.7
2012-09-03,50.15
2012-09-04,49.55
2012-09-05,49.15
2012-09-06,49.15
2012-09-07,47.0
2012-09-08,48.5
2012-09-10,47.6
2012-09-11,47.65
2012-09-12,48.3
2012-09-13,47.4
2012-09-14,48.0
2012-09-17,49.35
2012-09-18,48.95
2012-09-20,47.05
2012-09-21,48.05
2012-09-24,51.65
2012-09-25,51.5
2012-09-26,51.05
2012-09-27,51.3
2012-09-28,51.95
2012-10-01,53.25
2012-10-03,53.25
2012-10-04,53.2
2012-10-05,57.15
2012-10-08,58.95
2012-10-09,58.8
2012-10-10,60.2
2012-10-11,59.7
2012-10-12,60.4
2012-10-15,60.0
2012-10-16,58.85
2012-10-17,59.8
2012-10-18,60.25
2012-10-19,60.35
2012-10-22,60.5
2012-10-23,62.6
2012-10-25,67.3
2012-10-26,68.8
2012-10-29,70.5
2012-10-30,68.25
2012-10-31,68.55
2012-11-01,69.75
2012-11-02,69.65
2012-11-05,67.45
2012-11-06,62.95
2012-11-07,62.65
2012-11-08,62.0
2012-11-09,60.05
2012-11-12,58.15
2012-11-13,59.6
2012-11-15,58.5
2012-11-16,59.35
2012-11-19,57.95
2012-11-20,56.35
2012-11-21,56.15
2012-11-22,55.7
2012-11-23,55.9
2012-11-26,56.4
2012-11-27,57.1
2012-11-29,57.4
2012-11-30,57.75
2012-12-03,57.7
2012-12-04,58.0
2012-12-05,58.65
2012-12-06,57.8
2012-12-07,57.75
2012-12-10,59.7
2012-12-11,59.75
2012-12-12,59.2
2012-12-13,58.6
2012-12-14,57.9
2012-12-17,57.95
2012-12-18,57.8
2012-12-19,57.75
2012-12-20,63.05
2012-12-21,60.15
2012-12-24,59.0
2012-12-26,60.2
2012-12-27,59.65
2012-12-28,58.85
2012-12-31,58.65
