Date,NECLIFE
2012-01-02,16.5
2012-01-03,16.5
2012-01-04,17.05
2012-01-05,16.9
2012-01-06,16.65
2012-01-07,16.85
2012-01-09,16.95
2012-01-10,17.45
2012-01-11,18.95
2012-01-12,19.55
2012-01-13,21.75
2012-01-16,21.75
2012-01-17,21.15
2012-01-18,20.75
2012-01-19,20.7
2012-01-20,20.05
2012-01-23,20.1
2012-01-24,19.85
2012-01-25,20.5
2012-01-27,21.35
2012-01-30,20.6
2012-01-31,21.15
2012-02-01,22.05
2012-02-02,21.95
2012-02-03,21.6
2012-02-06,21.45
2012-02-07,23.2
2012-02-08,23.2
2012-02-09,23.05
2012-02-10,25.2
2012-02-13,26.1
2012-02-14,25.15
2012-02-15,24.85
2012-02-16,24.55
2012-02-17,24.7
2012-02-21,24.85
2012-02-22,23.8
2012-02-23,22.7
2012-02-24,22.55
2012-02-27,19.85
2012-02-28,22.9
2012-02-29,23.15
2012-03-01,22.85
2012-03-02,22.75
2012-03-03,22.55
2012-03-05,22.2
2012-03-06,21.5
2012-03-07,21.6
2012-03-09,23.5
2012-03-12,23.7
2012-03-13,22.7
2012-03-14,22.4
2012-03-15,22.4
2012-03-16,22.15
2012-03-19,22.05
2012-03-20,22.2
2012-03-21,24.0
2012-03-22,22.85
2012-03-23,22.5
2012-03-26,21.95
2012-03-27,21.75
2012-03-28,23.45
2012-03-29,23.65
2012-03-30,24.15
2012-04-02,23.65
2012-04-03,23.55
2012-04-04,23.35
2012-04-09,23.35
2012-04-10,22.85
2012-04-11,22.55
2012-04-12,22.65
2012-04-13,22.7
2012-04-16,22.9
2012-04-17,23.9
2012-04-18,24.45
2012-04-19,24.95
2012-04-20,25.3
2012-04-23,24.4
2012-04-24,24.45
2012-04-25,23.45
2012-04-26,23.0
2012-04-27,22.25
2012-04-28,21.95
2012-04-30,22.4
2012-05-02,22.25
2012-05-03,22.2
2012-05-04,21.7
2012-05-07,21.65
2012-05-08,21.45
2012-05-09,22.8
2012-05-10,22.5
2012-05-11,22.25
2012-05-14,22.4
2012-05-15,21.05
2012-05-16,21.2
2012-05-17,20.8
2012-05-18,20.45
2012-05-21,20.55
2012-05-22,19.85
2012-05-23,20.55
2012-05-24,20.15
2012-05-25,20.15
2012-05-28,20.5
2012-05-29,20.2
2012-05-30,20.05
2012-05-31,20.2
2012-06-01,19.35
2012-06-04,19.35
2012-06-05,19.75
2012-06-06,19.95
2012-06-07,20.75
2012-06-08,20.25
2012-06-11,20.5
2012-06-12,20.3
2012-06-13,20.1
2012-06-14,19.95
2012-06-15,20.0
2012-06-18,19.5
2012-06-19,19.3
2012-06-20,20.0
2012-06-21,19.7
2012-06-22,19.45
2012-06-25,19.55
2012-06-26,19.05
2012-06-27,19.2
2012-06-28,19.15
2012-06-29,19.75
2012-07-02,20.15
2012-07-03,20.7
2012-07-04,20.85
2012-07-05,20.95
2012-07-06,20.5
2012-07-09,19.7
2012-07-09,19.7
2012-07-10,19.8
2012-07-11,20.2
2012-07-12,21.0
2012-07-13,20.25
2012-07-16,19.95
2012-07-17,19.6
2012-07-18,19.2
2012-07-19,19.65
2012-07-20,19.55
2012-07-23,19.05
2012-07-24,19.15
2012-07-25,18.9
2012-07-26,18.55
2012-07-27,18.1
2012-07-30,17.75
2012-07-31,17.8
2012-08-01,18.35
2012-08-02,18.5
2012-08-03,18.8
2012-08-06,18.7
2012-08-07,18.7
2012-08-08,18.15
2012-08-09,17.8
2012-08-10,17.8
2012-08-13,17.8
2012-08-14,18.0
2012-08-16,17.95
2012-08-17,18.25
2012-08-21,18.65
2012-08-22,19.05
2012-08-23,20.1
2012-08-24,21.0
2012-08-27,20.05
2012-08-28,19.55
2012-08-29,19.45
2012-08-30,20.7
2012-08-31,21.6
2012-09-03,21.1
2012-09-04,20.6
2012-09-05,19.9
2012-09-06,19.65
2012-09-07,20.15
2012-09-08,20.5
2012-09-10,20.4
2012-09-11,21.95
2012-09-12,21.45
2012-09-13,20.6
2012-09-14,20.2
2012-09-17,19.8
2012-09-18,20.0
2012-09-20,19.95
2012-09-21,20.05
2012-09-24,20.3
2012-09-25,20.85
2012-09-26,18.75
2012-09-27,19.05
2012-09-28,19.25
2012-10-01,19.25
2012-10-03,19.4
2012-10-04,19.55
2012-10-05,19.4
2012-10-08,19.6
2012-10-09,19.6
2012-10-10,19.35
2012-10-11,19.45
2012-10-12,19.3
2012-10-15,19.25
2012-10-16,19.9
2012-10-17,19.7
2012-10-18,20.45
2012-10-19,19.75
2012-10-22,20.1
2012-10-23,20.0
2012-10-25,18.15
2012-10-26,17.95
2012-10-29,17.85
2012-10-30,17.35
2012-10-31,17.5
2012-11-01,18.05
2012-11-02,18.95
2012-11-05,21.55
2012-11-06,22.55
2012-11-07,21.85
2012-11-08,21.1
2012-11-09,20.65
2012-11-12,19.85
2012-11-13,20.55
2012-11-15,21.75
2012-11-16,21.05
2012-11-19,20.05
2012-11-20,19.9
2012-11-21,20.1
2012-11-22,20.3
2012-11-23,20.1
2012-11-26,20.2
2012-11-27,20.1
2012-11-29,20.15
2012-11-30,20.3
2012-12-03,21.55
2012-12-04,21.8
2012-12-05,22.05
2012-12-06,21.9
2012-12-07,21.4
2012-12-10,20.85
2012-12-11,20.35
2012-12-12,20.6
2012-12-13,20.35
2012-12-14,20.15
2012-12-17,20.35
2012-12-18,20.35
2012-12-19,20.3
2012-12-20,20.45
2012-12-21,21.6
2012-12-24,21.55
2012-12-26,20.2
2012-12-27,20.4
2012-12-28,20.95
2012-12-31,21.0
