Date,DPL
2012-01-02,101.0
2012-01-03,102.45
2012-01-04,101.2
2012-01-05,99.85
2012-01-06,102.3
2012-01-07,104.9
2012-01-09,102.45
2012-01-10,108.4
2012-01-11,107.7
2012-01-12,107.4
2012-01-13,107.35
2012-01-16,107.5
2012-01-17,109.0
2012-01-18,108.0
2012-01-19,107.95
2012-01-20,107.7
2012-01-23,104.0
2012-01-24,108.1
2012-01-25,108.4
2012-01-27,108.65
2012-01-30,106.35
2012-01-31,107.2
2012-02-01,112.1
2012-02-02,111.15
2012-02-03,113.65
2012-02-06,114.8
2012-02-07,113.95
2012-02-08,114.85
2012-02-09,120.35
2012-02-10,118.55
2012-02-13,121.05
2012-02-14,120.95
2012-02-15,122.0
2012-02-16,121.6
2012-02-17,122.45
2012-02-21,123.8
2012-02-22,119.25
2012-02-23,117.65
2012-02-24,114.75
2012-02-27,113.15
2012-02-28,116.7
2012-02-29,114.55
2012-03-01,114.85
2012-03-02,112.3
2012-03-03,111.9
2012-03-05,116.65
2012-03-06,113.4
2012-03-07,110.1
2012-03-09,110.0
2012-03-12,113.3
2012-03-13,115.95
2012-03-14,113.0
2012-03-15,114.7
2012-03-16,112.25
2012-03-19,110.45
2012-03-20,111.3
2012-03-21,112.85
2012-03-22,112.65
2012-03-23,111.55
2012-03-26,110.2
2012-03-27,109.85
2012-03-28,107.25
2012-03-29,106.75
2012-03-30,108.7
2012-04-02,111.0
2012-04-03,111.95
2012-04-04,111.2
2012-04-09,111.3
2012-04-10,110.85
2012-04-11,112.6
2012-04-12,111.7
2012-04-13,111.7
2012-04-16,112.3
2012-04-17,112.5
2012-04-18,113.7
2012-04-19,120.0
2012-04-20,122.0
2012-04-23,120.35
2012-04-24,116.25
2012-04-25,112.65
2012-04-26,112.1
2012-04-27,111.0
2012-04-28,111.4
2012-04-30,114.6
2012-05-02,112.7
2012-05-03,113.05
2012-05-04,111.5
2012-05-07,109.0
2012-05-08,109.8
2012-05-09,108.1
2012-05-10,108.65
2012-05-11,107.9
2012-05-14,106.9
2012-05-15,106.75
2012-05-16,105.2
2012-05-17,105.25
2012-05-18,105.45
2012-05-21,104.5
2012-05-22,103.9
2012-05-23,104.2
2012-05-24,104.05
2012-05-25,104.25
2012-05-28,105.15
2012-05-29,108.1
2012-05-30,104.8
2012-05-31,105.25
2012-06-01,104.6
2012-06-04,104.0
2012-06-05,107.6
2012-06-06,106.7
2012-06-07,112.65
2012-06-08,111.8
2012-06-11,110.95
2012-06-12,108.45
2012-06-13,107.2
2012-06-14,107.2
2012-06-15,106.55
2012-06-18,107.0
2012-06-19,111.25
2012-06-20,109.3
2012-06-21,111.3
2012-06-22,110.5
2012-06-25,109.0
2012-06-26,109.4
2012-06-27,111.9
2012-06-28,111.75
2012-06-29,110.8
2012-07-02,113.45
2012-07-03,113.4
2012-07-04,114.45
2012-07-05,117.0
2012-07-06,118.2
2012-07-09,121.65
2012-07-09,121.65
2012-07-10,121.95
2012-07-11,119.1
2012-07-12,119.3
2012-07-13,120.25
2012-07-16,119.6
2012-07-17,119.45
2012-07-18,114.4
2012-07-19,113.8
2012-07-20,112.5
2012-07-23,109.2
2012-07-24,110.0
2012-07-25,111.15
2012-07-26,110.1
2012-07-27,115.4
2012-07-30,114.35
2012-07-31,110.15
2012-08-01,109.65
2012-08-02,111.65
2012-08-03,116.15
2012-08-06,120.75
2012-08-07,120.85
2012-08-08,119.85
2012-08-09,117.8
2012-08-10,113.1
2012-08-13,114.05
2012-08-14,115.35
2012-08-16,113.0
2012-08-17,112.8
2012-08-21,112.4
2012-08-22,112.85
2012-08-23,115.9
2012-08-24,115.3
2012-08-27,112.5
2012-08-28,110.75
2012-08-29,110.4
2012-08-30,110.2
2012-08-31,110.9
2012-09-03,110.75
2012-09-04,109.9
2012-09-05,110.45
2012-09-06,109.75
2012-09-07,107.15
2012-09-08,108.05
2012-09-10,110.05
2012-09-11,110.45
2012-09-12,107.8
2012-09-13,107.75
2012-09-14,110.05
2012-09-17,110.8
2012-09-18,110.05
2012-09-20,109.55
2012-09-21,110.45
2012-09-24,110.65
2012-09-25,109.9
2012-09-26,109.9
2012-09-27,111.45
2012-09-28,114.3
2012-10-01,116.75
2012-10-03,118.75
2012-10-04,117.25
2012-10-05,114.35
2012-10-08,125.5
2012-10-09,122.8
2012-10-10,117.75
2012-10-11,115.0
2012-10-12,116.2
2012-10-15,115.2
2012-10-16,118.8
2012-10-17,117.0
2012-10-18,114.65
2012-10-19,112.95
2012-10-22,110.2
2012-10-23,109.95
2012-10-25,110.0
2012-10-26,109.65
2012-10-29,110.6
2012-10-30,110.2
2012-10-31,109.45
2012-11-01,111.15
2012-11-02,117.95
2012-11-05,116.0
2012-11-06,117.75
2012-11-07,116.05
2012-11-08,115.0
2012-11-09,114.2
2012-11-12,113.8
2012-11-13,114.15
2012-11-15,118.65
2012-11-16,117.7
2012-11-19,119.05
2012-11-20,118.4
2012-11-21,117.55
2012-11-22,117.2
2012-11-23,116.25
2012-11-26,116.85
2012-11-27,115.95
2012-11-29,118.15
2012-11-30,117.05
2012-12-03,118.25
2012-12-04,117.15
2012-12-05,117.6
2012-12-06,116.35
2012-12-07,116.75
2012-12-10,116.8
2012-12-11,116.7
2012-12-12,116.55
2012-12-13,114.45
2012-12-14,114.7
2012-12-17,114.95
2012-12-18,113.0
2012-12-19,111.3
2012-12-20,109.95
2012-12-21,109.05
2012-12-24,107.8
2012-12-26,108.85
2012-12-27,106.3
2012-12-28,106.05
2012-12-31,106.05
