Date,STCINDIA
2012-01-02,140.3
2012-01-03,163.5
2012-01-04,187.0
2012-01-05,196.3
2012-01-06,199.3
2012-01-07,215.25
2012-01-09,226.7
2012-01-10,221.6
2012-01-11,208.4
2012-01-12,213.6
2012-01-13,214.9
2012-01-16,213.2
2012-01-17,210.3
2012-01-18,200.45
2012-01-19,212.5
2012-01-20,214.4
2012-01-23,211.15
2012-01-24,211.55
2012-01-25,219.35
2012-01-27,222.75
2012-01-30,243.95
2012-01-31,268.0
2012-02-01,293.0
2012-02-02,307.65
2012-02-03,316.75
2012-02-06,319.75
2012-02-07,326.25
2012-02-08,325.35
2012-02-09,322.35
2012-02-10,319.65
2012-02-13,312.85
2012-02-14,314.1
2012-02-15,311.15
2012-02-16,303.2
2012-02-17,288.1
2012-02-21,273.7
2012-02-22,269.4
2012-02-23,260.0
2012-02-24,248.85
2012-02-27,236.45
2012-02-28,248.25
2012-02-29,260.65
2012-03-01,273.65
2012-03-02,273.75
2012-03-03,287.4
2012-03-05,275.65
2012-03-06,270.3
2012-03-07,273.9
2012-03-09,275.55
2012-03-12,275.5
2012-03-13,274.45
2012-03-14,270.45
2012-03-15,267.6
2012-03-16,265.4
2012-03-19,261.55
2012-03-20,261.85
2012-03-21,264.4
2012-03-22,269.45
2012-03-23,272.95
2012-03-26,267.95
2012-03-27,261.7
2012-03-28,256.25
2012-03-29,251.75
2012-03-30,255.25
2012-04-02,260.0
2012-04-03,265.15
2012-04-04,263.6
2012-04-09,265.05
2012-04-10,267.5
2012-04-11,272.9
2012-04-12,270.5
2012-04-13,266.9
2012-04-16,265.45
2012-04-17,270.25
2012-04-18,269.75
2012-04-19,270.6
2012-04-20,267.95
2012-04-23,262.25
2012-04-24,263.15
2012-04-25,254.95
2012-04-26,256.65
2012-04-27,256.0
2012-04-28,281.35
2012-04-30,275.5
2012-05-02,278.55
2012-05-03,277.0
2012-05-04,265.3
2012-05-07,256.05
2012-05-08,263.9
2012-05-09,260.15
2012-05-10,258.25
2012-05-11,255.65
2012-05-14,251.5
2012-05-15,252.05
2012-05-16,249.5
2012-05-17,246.5
2012-05-18,241.65
2012-05-21,246.3
2012-05-22,246.3
2012-05-23,243.2
2012-05-24,245.8
2012-05-25,249.05
2012-05-28,252.35
2012-05-29,255.2
2012-05-30,256.1
2012-05-31,250.6
2012-06-01,248.8
2012-06-04,250.6
2012-06-05,252.15
2012-06-06,253.55
2012-06-07,255.45
2012-06-08,251.3
2012-06-11,254.0
2012-06-12,253.5
2012-06-13,255.4
2012-06-14,274.5
2012-06-15,269.7
2012-06-18,261.4
2012-06-19,259.65
2012-06-20,260.75
2012-06-21,260.75
2012-06-22,255.6
2012-06-25,258.45
2012-06-26,258.45
2012-06-27,255.5
2012-06-28,264.0
2012-06-29,263.3
2012-07-02,264.35
2012-07-03,270.25
2012-07-04,270.5
2012-07-05,284.15
2012-07-06,279.65
2012-07-09,272.2
2012-07-10,276.25
2012-07-11,272.35
2012-07-12,267.8
2012-07-13,264.6
2012-07-16,259.3
2012-07-17,255.95
2012-07-18,255.25
2012-07-19,258.75
2012-07-20,259.65
2012-07-23,252.5
2012-07-24,254.3
2012-07-25,255.2
2012-07-26,246.0
2012-07-27,237.9
2012-07-30,245.75
2012-07-31,246.05
2012-08-01,251.9
2012-08-02,252.75
2012-08-03,246.6
2012-08-06,249.5
2012-08-07,251.9
2012-08-08,289.3
2012-08-09,275.5
2012-08-10,271.8
2012-08-13,278.15
2012-08-14,278.15
2012-08-16,276.05
2012-08-17,267.2
2012-08-21,264.7
2012-08-22,269.45
2012-08-23,269.25
2012-08-24,264.9
2012-08-27,258.1
2012-08-28,250.05
2012-08-29,250.35
2012-08-30,253.55
2012-08-31,260.55
2012-09-03,259.35
2012-09-04,257.0
2012-09-05,255.75
2012-09-06,261.85
2012-09-07,271.95
2012-09-08,274.0
2012-09-10,267.5
2012-09-11,266.0
2012-09-12,266.2
2012-09-13,267.95
2012-09-14,267.15
2012-09-17,264.15
2012-09-18,263.45
2012-09-20,256.05
2012-09-21,257.4
2012-09-24,255.75
2012-09-25,254.9
2012-09-26,255.3
2012-09-27,257.45
2012-09-28,254.75
2012-10-01,255.85
2012-10-03,256.75
2012-10-04,257.4
2012-10-05,251.3
2012-10-08,252.0
2012-10-09,257.15
2012-10-10,251.3
2012-10-11,252.65
2012-10-12,246.45
2012-10-15,246.6
2012-10-16,245.15
2012-10-17,240.85
2012-10-18,244.15
2012-10-19,242.0
2012-10-22,239.4
2012-10-23,241.45
2012-10-25,239.4
2012-10-26,236.95
2012-10-29,231.15
2012-10-30,224.45
2012-10-31,224.5
2012-11-01,226.9
2012-11-02,243.65
2012-11-05,241.2
2012-11-06,238.65
2012-11-07,237.7
2012-11-08,235.0
2012-11-09,230.05
2012-11-12,230.45
2012-11-13,228.7
2012-11-15,225.55
2012-11-16,228.85
2012-11-19,229.0
2012-11-20,228.25
2012-11-21,224.35
2012-11-22,236.05
2012-11-23,222.55
2012-11-26,216.05
2012-11-27,217.55
2012-11-29,220.45
2012-11-30,220.55
2012-12-03,219.25
2012-12-04,218.9
2012-12-05,221.75
2012-12-06,221.5
2012-12-07,220.2
2012-12-10,218.65
2012-12-11,221.05
2012-12-12,219.35
2012-12-13,219.7
2012-12-14,218.6
2012-12-17,219.55
2012-12-18,223.0
2012-12-19,221.15
2012-12-20,219.25
2012-12-21,222.85
2012-12-24,223.4
2012-12-26,221.0
2012-12-27,219.2
2012-12-28,218.2
2012-12-31,220.95
