Date,DCW
2012-01-02,7.7
2012-01-03,8.05
2012-01-04,8.05
2012-01-05,8.05
2012-01-06,8.1
2012-01-07,8.3
2012-01-09,8.45
2012-01-10,8.75
2012-01-11,9.05
2012-01-12,8.85
2012-01-13,9.3
2012-01-16,9.15
2012-01-17,9.35
2012-01-18,8.9
2012-01-19,9.0
2012-01-20,8.95
2012-01-23,9.15
2012-01-24,9.2
2012-01-25,9.6
2012-01-27,9.75
2012-01-30,9.35
2012-01-31,9.55
2012-02-01,9.65
2012-02-02,9.65
2012-02-03,9.6
2012-02-06,9.7
2012-02-07,10.15
2012-02-08,10.6
2012-02-09,10.95
2012-02-10,11.15
2012-02-13,12.85
2012-02-14,12.15
2012-02-15,11.85
2012-02-16,11.7
2012-02-17,11.85
2012-02-21,11.75
2012-02-22,11.3
2012-02-23,11.4
2012-02-24,11.2
2012-02-27,10.35
2012-02-28,10.85
2012-02-29,10.95
2012-03-01,10.75
2012-03-02,10.7
2012-03-03,10.7
2012-03-05,10.55
2012-03-06,10.3
2012-03-07,10.2
2012-03-09,10.3
2012-03-12,10.55
2012-03-13,10.7
2012-03-14,10.75
2012-03-15,10.6
2012-03-16,10.55
2012-03-19,10.35
2012-03-20,10.25
2012-03-21,10.35
2012-03-22,10.3
2012-03-23,10.3
2012-03-26,10.1
2012-03-27,10.05
2012-03-28,9.9
2012-03-29,10.0
2012-03-30,10.2
2012-04-02,11.05
2012-04-03,11.15
2012-04-04,11.15
2012-04-09,11.0
2012-04-10,11.0
2012-04-11,11.2
2012-04-12,11.45
2012-04-13,11.9
2012-04-16,11.8
2012-04-17,12.05
2012-04-18,12.05
2012-04-19,12.05
2012-04-20,12.0
2012-04-23,11.75
2012-04-24,11.9
2012-04-25,12.25
2012-04-26,12.3
2012-04-27,13.95
2012-04-28,14.0
2012-04-30,14.25
2012-05-02,13.7
2012-05-03,12.95
2012-05-04,12.4
2012-05-07,13.7
2012-05-08,13.5
2012-05-09,13.25
2012-05-10,13.25
2012-05-11,13.0
2012-05-14,12.9
2012-05-15,12.85
2012-05-16,12.65
2012-05-17,13.15
2012-05-18,13.1
2012-05-21,13.6
2012-05-22,14.0
2012-05-23,13.65
2012-05-24,15.9
2012-05-25,17.3
2012-05-28,18.1
2012-05-29,17.4
2012-05-30,16.55
2012-05-31,16.95
2012-06-01,16.15
2012-06-04,15.85
2012-06-05,16.5
2012-06-06,16.3
2012-06-07,17.25
2012-06-08,18.35
2012-06-11,17.55
2012-06-12,17.2
2012-06-13,16.45
2012-06-14,16.35
2012-06-15,16.4
2012-06-18,16.5
2012-06-19,16.65
2012-06-20,16.3
2012-06-21,16.65
2012-06-22,17.1
2012-06-25,16.5
2012-06-26,16.45
2012-06-27,16.2
2012-06-28,16.5
2012-06-29,16.4
2012-07-02,16.4
2012-07-03,16.4
2012-07-04,16.7
2012-07-05,18.8
2012-07-06,18.8
2012-07-09,18.8
2012-07-09,18.8
2012-07-10,19.25
2012-07-11,18.6
2012-07-12,17.85
2012-07-13,17.6
2012-07-16,17.6
2012-07-17,17.35
2012-07-18,17.7
2012-07-19,17.55
2012-07-20,17.6
2012-07-23,17.0
2012-07-24,17.1
2012-07-25,16.9
2012-07-26,16.2
2012-07-27,15.95
2012-07-30,16.2
2012-07-31,16.3
2012-08-01,18.65
2012-08-02,18.7
2012-08-03,18.35
2012-08-06,19.7
2012-08-07,18.8
2012-08-08,18.1
2012-08-09,17.6
2012-08-10,17.9
2012-08-13,18.85
2012-08-14,18.55
2012-08-16,18.25
2012-08-17,18.25
2012-08-21,19.5
2012-08-22,20.1
2012-08-23,20.1
2012-08-24,20.6
2012-08-27,19.9
2012-08-28,18.85
2012-08-29,18.95
2012-08-30,19.35
2012-08-31,19.3
2012-09-03,19.95
2012-09-04,19.8
2012-09-05,19.85
2012-09-06,19.65
2012-09-07,19.9
2012-09-08,20.0
2012-09-10,21.95
2012-09-11,21.9
2012-09-12,22.3
2012-09-13,21.7
2012-09-14,21.65
2012-09-17,20.7
2012-09-18,21.65
2012-09-20,21.85
2012-09-21,22.0
2012-09-24,22.55
2012-09-25,23.3
2012-09-26,23.0
2012-09-27,23.25
2012-09-28,22.8
2012-10-01,23.0
2012-10-03,23.2
2012-10-04,22.7
2012-10-05,22.35
2012-10-08,22.1
2012-10-09,21.85
2012-10-10,22.15
2012-10-11,21.8
2012-10-12,22.0
2012-10-15,22.15
2012-10-16,23.35
2012-10-17,23.15
2012-10-18,24.85
2012-10-19,24.5
2012-10-22,24.6
2012-10-23,26.35
2012-10-25,25.25
2012-10-26,24.9
2012-10-29,25.05
2012-10-30,26.05
2012-10-31,24.9
2012-11-01,25.1
2012-11-02,24.8
2012-11-05,23.95
2012-11-06,23.75
2012-11-07,23.7
2012-11-08,23.55
2012-11-09,23.1
2012-11-12,22.8
2012-11-13,23.45
2012-11-15,23.7
2012-11-16,22.95
2012-11-19,22.55
2012-11-20,21.05
2012-11-21,21.35
2012-11-22,21.35
2012-11-23,21.8
2012-11-26,22.5
2012-11-27,22.3
2012-11-29,22.1
2012-11-30,23.4
2012-12-03,24.0
2012-12-04,23.7
2012-12-05,23.25
2012-12-06,23.0
2012-12-07,22.75
2012-12-10,23.55
2012-12-11,23.0
2012-12-12,24.05
2012-12-13,23.65
2012-12-14,23.0
2012-12-17,22.6
2012-12-18,22.75
2012-12-19,22.75
2012-12-20,22.4
2012-12-21,21.75
2012-12-24,21.55
2012-12-26,21.15
2012-12-27,21.3
2012-12-28,21.35
2012-12-31,20.55
