Date,STRTECH
2012-01-02,28.3
2012-01-03,29.85
2012-01-04,29.55
2012-01-05,30.15
2012-01-06,31.15
2012-01-07,32.8
2012-01-09,33.65
2012-01-10,35.0
2012-01-11,35.85
2012-01-12,35.25
2012-01-13,35.9
2012-01-16,35.75
2012-01-17,38.0
2012-01-18,35.4
2012-01-19,36.1
2012-01-20,35.65
2012-01-23,35.5
2012-01-24,36.55
2012-01-25,38.0
2012-01-27,37.55
2012-01-30,39.05
2012-01-31,39.4
2012-02-01,39.9
2012-02-02,39.15
2012-02-03,38.8
2012-02-06,39.95
2012-02-07,37.8
2012-02-08,37.95
2012-02-09,37.85
2012-02-10,37.5
2012-02-13,37.0
2012-02-14,37.3
2012-02-15,41.95
2012-02-16,41.65
2012-02-17,40.55
2012-02-21,42.1
2012-02-22,41.8
2012-02-23,43.65
2012-02-24,45.4
2012-02-27,40.65
2012-02-28,42.4
2012-02-29,42.3
2012-03-01,43.05
2012-03-02,43.25
2012-03-03,42.8
2012-03-05,41.85
2012-03-06,39.95
2012-03-07,40.1
2012-03-09,41.95
2012-03-12,42.15
2012-03-13,44.65
2012-03-14,44.2
2012-03-15,42.25
2012-03-16,41.35
2012-03-19,40.2
2012-03-20,41.0
2012-03-21,42.4
2012-03-22,39.65
2012-03-23,40.55
2012-03-26,39.0
2012-03-27,38.85
2012-03-28,37.7
2012-03-29,36.95
2012-03-30,39.4
2012-04-02,40.2
2012-04-03,40.6
2012-04-04,40.6
2012-04-09,39.2
2012-04-10,39.05
2012-04-11,38.5
2012-04-12,39.35
2012-04-13,38.15
2012-04-16,38.7
2012-04-17,39.15
2012-04-18,39.2
2012-04-19,40.6
2012-04-20,39.2
2012-04-23,36.6
2012-04-24,37.25
2012-04-25,36.55
2012-04-26,37.5
2012-04-27,35.45
2012-04-28,35.95
2012-04-30,36.55
2012-05-02,36.45
2012-05-03,35.3
2012-05-04,33.75
2012-05-07,34.75
2012-05-08,32.9
2012-05-09,32.5
2012-05-10,31.4
2012-05-11,31.25
2012-05-14,29.6
2012-05-15,30.6
2012-05-16,29.65
2012-05-17,30.1
2012-05-18,29.05
2012-05-21,29.6
2012-05-22,28.7
2012-05-23,28.4
2012-05-24,29.5
2012-05-25,29.5
2012-05-28,30.3
2012-05-29,30.4
2012-05-30,28.9
2012-05-31,28.6
2012-06-01,28.05
2012-06-04,28.55
2012-06-05,29.25
2012-06-06,30.65
2012-06-07,31.25
2012-06-08,31.1
2012-06-11,31.15
2012-06-12,31.7
2012-06-13,31.5
2012-06-14,29.95
2012-06-15,30.6
2012-06-18,29.8
2012-06-19,29.9
2012-06-20,30.55
2012-06-21,30.95
2012-06-22,30.75
2012-06-25,30.7
2012-06-26,31.35
2012-06-27,31.35
2012-06-28,30.5
2012-06-29,31.5
2012-07-02,32.6
2012-07-03,32.95
2012-07-04,36.25
2012-07-05,36.4
2012-07-06,35.35
2012-07-09,34.35
2012-07-10,36.45
2012-07-11,36.25
2012-07-12,35.35
2012-07-13,35.35
2012-07-16,34.4
2012-07-17,32.9
2012-07-18,33.15
2012-07-19,33.45
2012-07-20,33.45
2012-07-23,33.35
2012-07-24,33.5
2012-07-25,31.25
2012-07-26,32.35
2012-07-27,32.05
2012-07-30,33.0
2012-07-31,32.7
2012-08-01,33.55
2012-08-02,33.25
2012-08-03,32.55
2012-08-06,32.8
2012-08-07,32.8
2012-08-08,32.3
2012-08-09,31.65
2012-08-10,31.85
2012-08-13,31.2
2012-08-14,31.2
2012-08-16,31.15
2012-08-17,30.75
2012-08-21,31.15
2012-08-22,31.7
2012-08-23,31.65
2012-08-24,31.15
2012-08-27,30.25
2012-08-28,29.15
2012-08-29,28.7
2012-08-30,28.35
2012-08-31,28.45
2012-09-03,28.6
2012-09-04,28.15
2012-09-05,27.95
2012-09-06,27.95
2012-09-07,27.95
2012-09-08,28.55
2012-09-10,29.2
2012-09-11,28.9
2012-09-12,30.7
2012-09-13,30.4
2012-09-14,30.6
2012-09-17,30.95
2012-09-18,31.6
2012-09-20,30.6
2012-09-21,31.9
2012-09-24,31.95
2012-09-25,31.5
2012-09-26,31.6
2012-09-27,30.7
2012-09-28,31.45
2012-10-01,33.95
2012-10-03,34.0
2012-10-04,34.0
2012-10-05,32.55
2012-10-08,33.6
2012-10-09,33.2
2012-10-10,31.75
2012-10-11,32.35
2012-10-12,32.25
2012-10-15,32.6
2012-10-16,31.75
2012-10-17,31.85
2012-10-18,31.8
2012-10-19,31.75
2012-10-22,31.75
2012-10-23,32.0
2012-10-25,32.55
2012-10-26,31.45
2012-10-29,29.75
2012-10-30,29.1
2012-10-31,29.85
2012-11-01,30.15
2012-11-02,29.9
2012-11-05,30.9
2012-11-06,30.4
2012-11-07,30.2
2012-11-08,31.45
2012-11-09,30.9
2012-11-12,30.9
2012-11-13,31.2
2012-11-15,30.85
2012-11-16,30.75
2012-11-19,30.4
2012-11-20,29.9
2012-11-21,29.75
2012-11-22,29.8
2012-11-23,29.9
2012-11-26,29.55
2012-11-27,30.05
2012-11-29,30.2
2012-11-30,30.95
2012-12-03,31.4
2012-12-04,31.9
2012-12-05,31.55
2012-12-06,31.4
2012-12-07,32.15
2012-12-10,32.75
2012-12-11,32.0
2012-12-12,31.65
2012-12-13,31.25
2012-12-14,31.35
2012-12-17,31.3
2012-12-18,31.55
2012-12-19,31.8
2012-12-20,31.6
2012-12-21,30.15
2012-12-24,31.0
2012-12-26,31.2
2012-12-27,30.9
2012-12-28,30.85
2012-12-31,30.95
