Date,RADICO
2012-01-02,111.65
2012-01-03,111.4
2012-01-04,111.25
2012-01-05,110.4
2012-01-06,109.35
2012-01-07,109.75
2012-01-09,114.45
2012-01-10,111.05
2012-01-11,110.45
2012-01-12,110.1
2012-01-13,109.95
2012-01-16,109.6
2012-01-17,109.8
2012-01-18,109.55
2012-01-19,109.65
2012-01-20,109.65
2012-01-23,111.45
2012-01-24,111.2
2012-01-25,111.15
2012-01-27,109.85
2012-01-30,109.5
2012-01-31,111.6
2012-02-01,110.35
2012-02-02,109.75
2012-02-03,110.95
2012-02-06,109.5
2012-02-07,112.2
2012-02-08,116.1
2012-02-09,114.0
2012-02-10,113.45
2012-02-13,112.6
2012-02-14,117.45
2012-02-15,120.6
2012-02-16,118.9
2012-02-17,118.6
2012-02-21,118.75
2012-02-22,117.5
2012-02-23,117.85
2012-02-24,117.45
2012-02-27,116.35
2012-02-28,117.1
2012-02-29,117.85
2012-03-01,116.9
2012-03-02,117.0
2012-03-03,116.95
2012-03-05,120.0
2012-03-06,120.75
2012-03-07,118.95
2012-03-09,121.05
2012-03-12,120.85
2012-03-13,122.15
2012-03-14,122.95
2012-03-15,121.85
2012-03-16,122.45
2012-03-19,121.2
2012-03-20,119.85
2012-03-21,123.25
2012-03-22,123.55
2012-03-23,121.8
2012-03-26,123.3
2012-03-27,124.25
2012-03-28,124.8
2012-03-29,122.25
2012-03-30,132.3
2012-04-02,130.1
2012-04-03,129.65
2012-04-04,127.2
2012-04-09,129.45
2012-04-10,125.9
2012-04-11,124.65
2012-04-12,125.2
2012-04-13,124.0
2012-04-16,122.45
2012-04-17,123.4
2012-04-18,124.25
2012-04-19,128.15
2012-04-20,125.9
2012-04-23,123.55
2012-04-24,123.4
2012-04-25,127.9
2012-04-26,126.65
2012-04-27,125.65
2012-04-28,125.45
2012-04-30,128.65
2012-05-02,129.65
2012-05-03,128.5
2012-05-04,125.95
2012-05-07,124.95
2012-05-08,124.85
2012-05-09,124.75
2012-05-10,128.65
2012-05-11,125.0
2012-05-14,126.2
2012-05-15,123.75
2012-05-16,123.6
2012-05-17,123.95
2012-05-18,124.6
2012-05-21,123.25
2012-05-22,123.85
2012-05-23,121.85
2012-05-24,124.5
2012-05-25,121.85
2012-05-28,120.45
2012-05-29,121.95
2012-05-30,125.15
2012-05-31,125.2
2012-06-01,125.25
2012-06-04,124.1
2012-06-05,122.45
2012-06-06,121.95
2012-06-07,123.3
2012-06-08,123.1
2012-06-11,121.45
2012-06-12,123.75
2012-06-13,123.25
2012-06-14,122.6
2012-06-15,121.9
2012-06-18,120.95
2012-06-19,120.6
2012-06-20,122.9
2012-06-21,121.45
2012-06-22,117.85
2012-06-25,115.0
2012-06-26,115.95
2012-06-27,119.25
2012-06-28,119.55
2012-06-29,118.1
2012-07-02,117.35
2012-07-03,117.65
2012-07-04,116.95
2012-07-05,116.6
2012-07-06,116.8
2012-07-09,116.85
2012-07-10,116.45
2012-07-11,116.6
2012-07-12,116.7
2012-07-13,116.0
2012-07-16,115.95
2012-07-17,116.55
2012-07-18,116.35
2012-07-19,115.2
2012-07-20,114.65
2012-07-23,114.3
2012-07-24,115.75
2012-07-25,114.95
2012-07-26,102.8
2012-07-27,110.1
2012-07-30,106.35
2012-07-31,107.75
2012-08-01,108.6
2012-08-02,107.0
2012-08-03,106.65
2012-08-06,106.35
2012-08-07,106.45
2012-08-08,106.45
2012-08-09,106.1
2012-08-10,106.05
2012-08-13,106.15
2012-08-14,106.0
2012-08-16,106.25
2012-08-17,106.05
2012-08-21,106.0
2012-08-22,106.9
2012-08-23,107.5
2012-08-24,107.45
2012-08-27,107.0
2012-08-28,106.25
2012-08-29,107.5
2012-08-30,107.75
2012-08-31,107.6
2012-09-03,106.8
2012-09-04,107.6
2012-09-05,108.9
2012-09-06,114.3
2012-09-07,116.9
2012-09-08,117.7
2012-09-10,117.7
2012-09-11,118.15
2012-09-12,122.25
2012-09-13,118.45
2012-09-14,118.5
2012-09-17,120.0
2012-09-18,118.35
2012-09-20,117.8
2012-09-21,117.65
2012-09-24,118.55
2012-09-25,121.25
2012-09-26,119.45
2012-09-27,119.3
2012-09-28,118.5
2012-10-01,119.95
2012-10-03,120.5
2012-10-04,119.85
2012-10-05,118.15
2012-10-08,118.0
2012-10-09,118.0
2012-10-10,118.05
2012-10-11,118.2
2012-10-12,119.05
2012-10-15,118.5
2012-10-16,117.3
2012-10-17,116.8
2012-10-18,116.45
2012-10-19,117.05
2012-10-22,116.9
2012-10-23,116.35
2012-10-25,118.3
2012-10-26,116.85
2012-10-29,116.9
2012-10-30,116.8
2012-10-31,119.6
2012-11-01,118.0
2012-11-02,117.45
2012-11-05,117.75
2012-11-06,118.0
2012-11-07,117.95
2012-11-08,121.0
2012-11-09,127.05
2012-11-12,133.4
2012-11-13,139.8
2012-11-15,137.05
2012-11-16,137.15
2012-11-19,135.0
2012-11-20,134.7
2012-11-21,134.85
2012-11-22,133.6
2012-11-23,134.35
2012-11-26,141.05
2012-11-27,143.9
2012-11-29,144.9
2012-11-30,145.95
2012-12-03,146.35
2012-12-04,151.95
2012-12-05,149.55
2012-12-06,150.45
2012-12-07,152.0
2012-12-10,149.6
2012-12-11,146.6
2012-12-12,143.15
2012-12-13,142.95
2012-12-14,143.95
2012-12-17,144.65
2012-12-18,144.2
2012-12-19,143.55
2012-12-20,144.6
2012-12-21,145.5
2012-12-24,144.8
2012-12-26,148.0
2012-12-27,149.6
2012-12-28,152.8
2012-12-31,150.25
