Date,JUBLINDS
2012-01-02,168.0
2012-01-03,172.5
2012-01-04,170.45
2012-01-05,170.1
2012-01-06,170.5
2012-01-07,171.95
2012-01-09,172.65
2012-01-10,180.9
2012-01-11,180.2
2012-01-12,179.95
2012-01-13,187.85
2012-01-16,201.95
2012-01-17,200.3
2012-01-18,205.65
2012-01-19,210.35
2012-01-20,206.35
2012-01-23,206.1
2012-01-24,205.4
2012-01-25,208.05
2012-01-27,207.2
2012-01-30,205.0
2012-01-31,211.7
2012-02-01,217.45
2012-02-02,218.6
2012-02-03,216.4
2012-02-06,222.15
2012-02-07,222.1
2012-02-08,231.45
2012-02-09,239.85
2012-02-10,251.1
2012-02-13,256.25
2012-02-14,270.85
2012-02-15,266.35
2012-02-16,265.55
2012-02-17,259.8
2012-02-21,249.9
2012-02-22,240.55
2012-02-23,237.7
2012-02-24,240.35
2012-02-27,234.15
2012-02-28,254.5
2012-02-29,249.55
2012-03-01,247.65
2012-03-02,297.1
2012-03-03,313.7
2012-03-05,290.05
2012-03-06,279.95
2012-03-07,278.1
2012-03-09,281.75
2012-03-12,303.7
2012-03-13,308.65
2012-03-14,300.95
2012-03-15,301.7
2012-03-16,291.95
2012-03-19,283.5
2012-03-20,286.1
2012-03-21,299.95
2012-03-22,297.4
2012-03-23,295.25
2012-03-26,285.75
2012-03-27,301.0
2012-03-28,291.8
2012-03-29,295.0
2012-03-30,299.75
2012-04-02,305.5
2012-04-03,300.0
2012-04-04,297.4
2012-04-09,291.2
2012-04-10,288.3
2012-04-11,287.35
2012-04-12,285.05
2012-04-13,285.55
2012-04-16,283.45
2012-04-17,286.65
2012-04-18,288.35
2012-04-19,285.5
2012-04-20,283.8
2012-04-23,279.75
2012-04-24,274.75
2012-04-25,265.65
2012-04-26,264.7
2012-04-27,264.4
2012-04-28,266.65
2012-04-30,268.25
2012-05-02,273.1
2012-05-03,269.85
2012-05-04,266.75
2012-05-07,263.15
2012-05-08,266.8
2012-05-09,273.15
2012-05-10,218.55
2012-05-11,206.95
2012-05-14,183.2
2012-05-15,176.6
2012-05-16,165.1
2012-05-17,176.05
2012-05-18,173.0
2012-05-21,177.55
2012-05-22,174.6
2012-05-23,173.45
2012-05-24,168.1
2012-05-25,170.8
2012-05-28,178.8
2012-05-29,179.8
2012-05-30,176.55
2012-05-31,174.9
2012-06-01,170.6
2012-06-04,168.45
2012-06-05,165.95
2012-06-06,166.3
2012-06-07,166.7
2012-06-08,164.85
2012-06-11,167.55
2012-06-12,167.45
2012-06-13,168.25
2012-06-14,170.05
2012-06-15,169.05
2012-06-18,167.6
2012-06-19,164.6
2012-06-20,165.9
2012-06-21,166.9
2012-06-22,167.2
2012-06-25,163.35
2012-06-26,162.7
2012-06-27,162.05
2012-06-28,160.75
2012-06-29,162.7
2012-07-02,160.15
2012-07-03,161.55
2012-07-04,162.05
2012-07-05,173.45
2012-07-06,176.5
2012-07-09,174.5
2012-07-09,174.5
2012-07-10,173.5
2012-07-11,175.75
2012-07-12,170.8
2012-07-13,171.55
2012-07-16,172.6
2012-07-17,178.0
2012-07-18,172.0
2012-07-19,172.0
2012-07-20,171.85
2012-07-23,174.25
2012-07-24,170.8
2012-07-25,153.0
2012-07-26,139.9
2012-07-27,137.65
2012-07-30,143.0
2012-07-31,137.65
2012-08-01,131.35
2012-08-02,133.55
2012-08-03,129.75
2012-08-06,134.7
2012-08-07,137.6
2012-08-08,135.6
2012-08-09,134.05
2012-08-10,133.95
2012-08-13,135.7
2012-08-14,135.1
2012-08-16,134.3
2012-08-17,135.25
2012-08-21,138.4
2012-08-22,135.15
2012-08-23,133.1
2012-08-24,130.95
2012-08-27,129.95
2012-08-28,129.0
2012-08-29,130.4
2012-08-30,136.1
2012-08-31,136.05
2012-09-03,135.95
2012-09-04,137.2
2012-09-05,134.2
2012-09-06,135.15
2012-09-07,137.7
2012-09-08,139.85
2012-09-10,144.2
2012-09-11,172.15
2012-09-12,160.95
2012-09-13,158.35
2012-09-14,165.3
2012-09-17,155.45
2012-09-18,155.65
2012-09-20,148.05
2012-09-21,148.75
2012-09-24,148.2
2012-09-25,162.1
2012-09-26,160.2
2012-09-27,164.65
2012-09-28,161.55
2012-10-01,162.0
2012-10-03,161.1
2012-10-04,163.55
2012-10-05,161.0
2012-10-08,160.55
2012-10-09,162.75
2012-10-10,160.1
2012-10-11,160.0
2012-10-12,159.2
2012-10-15,158.5
2012-10-16,169.75
2012-10-17,171.75
2012-10-18,168.45
2012-10-19,170.0
2012-10-22,169.35
2012-10-23,169.05
2012-10-25,166.9
2012-10-26,162.65
2012-10-29,161.4
2012-10-30,158.9
2012-10-31,166.3
2012-11-01,169.3
2012-11-02,162.95
2012-11-05,161.8
2012-11-06,161.3
2012-11-07,164.2
2012-11-08,161.65
2012-11-09,162.1
2012-11-12,163.2
2012-11-13,164.1
2012-11-15,160.75
2012-11-16,157.8
2012-11-19,155.9
2012-11-20,153.6
2012-11-21,152.7
2012-11-22,153.0
2012-11-23,152.6
2012-11-26,156.6
2012-11-27,162.9
2012-11-29,161.95
2012-11-30,160.1
2012-12-03,161.75
2012-12-04,161.75
2012-12-05,164.05
2012-12-06,169.25
2012-12-07,185.75
2012-12-10,184.5
2012-12-11,183.75
2012-12-12,180.7
2012-12-13,179.05
2012-12-14,182.4
2012-12-17,183.0
2012-12-18,191.75
2012-12-19,189.4
2012-12-20,184.55
2012-12-21,182.85
2012-12-24,180.85
2012-12-26,185.45
2012-12-27,182.4
2012-12-28,181.0
2012-12-31,182.75
