Date,BAJAJFINSV
2012-01-02,420.05
2012-01-03,436.2
2012-01-04,418.3
2012-01-05,420.55
2012-01-06,421.8
2012-01-07,424.7
2012-01-09,429.15
2012-01-10,436.65
2012-01-11,438.5
2012-01-12,455.8
2012-01-13,453.55
2012-01-16,454.65
2012-01-17,467.9
2012-01-18,468.85
2012-01-19,469.95
2012-01-20,453.55
2012-01-23,449.6
2012-01-24,452.0
2012-01-25,455.7
2012-01-27,457.65
2012-01-30,436.35
2012-01-31,449.2
2012-02-01,458.95
2012-02-02,455.9
2012-02-03,494.25
2012-02-06,488.45
2012-02-07,493.4
2012-02-08,504.45
2012-02-09,514.05
2012-02-10,507.15
2012-02-13,508.6
2012-02-14,513.1
2012-02-15,526.15
2012-02-16,529.85
2012-02-17,544.05
2012-02-21,580.55
2012-02-22,578.9
2012-02-23,585.0
2012-02-24,579.7
2012-02-27,579.45
2012-02-28,582.95
2012-02-29,641.85
2012-03-01,637.2
2012-03-02,633.75
2012-03-03,630.05
2012-03-05,626.85
2012-03-06,609.4
2012-03-07,603.9
2012-03-09,609.8
2012-03-12,614.75
2012-03-13,630.95
2012-03-14,622.15
2012-03-15,617.35
2012-03-16,613.1
2012-03-19,601.6
2012-03-20,610.15
2012-03-21,612.1
2012-03-22,601.2
2012-03-23,609.3
2012-03-26,598.85
2012-03-27,598.5
2012-03-28,607.0
2012-03-29,605.85
2012-03-30,611.5
2012-04-02,635.95
2012-04-03,664.7
2012-04-04,705.05
2012-04-09,709.3
2012-04-10,711.95
2012-04-11,692.7
2012-04-12,687.6
2012-04-13,673.9
2012-04-16,665.15
2012-04-17,672.7
2012-04-18,708.1
2012-04-19,700.35
2012-04-20,703.6
2012-04-23,702.25
2012-04-24,699.35
2012-04-25,697.9
2012-04-26,704.05
2012-04-27,737.9
2012-04-28,738.05
2012-04-30,731.7
2012-05-02,734.75
2012-05-03,748.55
2012-05-04,702.75
2012-05-07,720.3
2012-05-08,717.25
2012-05-09,725.5
2012-05-10,719.05
2012-05-11,710.0
2012-05-14,715.75
2012-05-15,718.0
2012-05-16,709.4
2012-05-17,705.35
2012-05-18,682.9
2012-05-21,699.8
2012-05-22,687.6
2012-05-23,661.45
2012-05-24,683.25
2012-05-25,675.75
2012-05-28,673.35
2012-05-29,668.8
2012-05-30,663.55
2012-05-31,655.7
2012-06-01,653.9
2012-06-04,636.1
2012-06-05,638.3
2012-06-06,653.2
2012-06-07,655.15
2012-06-08,658.95
2012-06-11,654.55
2012-06-12,662.55
2012-06-13,662.1
2012-06-14,646.95
2012-06-15,649.1
2012-06-18,648.5
2012-06-19,652.45
2012-06-20,653.7
2012-06-21,642.65
2012-06-22,638.45
2012-06-25,639.1
2012-06-26,638.25
2012-06-27,643.95
2012-06-28,680.55
2012-06-29,684.35
2012-07-02,675.0
2012-07-03,692.05
2012-07-04,695.85
2012-07-05,684.9
2012-07-06,677.25
2012-07-09,662.8
2012-07-09,662.8
2012-07-10,677.2
2012-07-11,681.75
2012-07-12,696.3
2012-07-13,688.45
2012-07-16,683.3
2012-07-17,681.0
2012-07-18,713.2
2012-07-19,731.3
2012-07-20,713.95
2012-07-23,722.35
2012-07-24,729.35
2012-07-25,733.85
2012-07-26,717.35
2012-07-27,720.75
2012-07-30,727.8
2012-07-31,744.6
2012-08-01,743.9
2012-08-02,741.15
2012-08-03,745.25
2012-08-06,769.7
2012-08-07,805.7
2012-08-08,830.8
2012-08-09,885.5
2012-08-10,898.85
2012-08-13,912.45
2012-08-14,942.7
2012-08-16,916.15
2012-08-17,895.0
2012-08-21,937.0
2012-08-22,926.2
2012-08-23,881.9
2012-08-24,824.95
2012-08-27,791.75
2012-08-28,796.05
2012-08-29,765.05
2012-08-30,787.4
2012-08-31,796.2
2012-09-03,800.75
2012-09-04,806.45
2012-09-05,805.35
2012-09-06,783.05
2012-09-07,783.35
2012-09-08,787.4
2012-09-10,772.35
2012-09-11,749.85
2012-09-12,743.4
2012-09-13,747.05
2012-09-14,764.7
2012-09-17,765.15
2012-09-18,763.0
2012-09-20,761.9
2012-09-21,779.5
2012-09-24,827.15
2012-09-25,823.05
2012-09-26,836.1
2012-09-27,854.55
2012-09-28,873.6
2012-10-01,893.7
2012-10-03,925.2
2012-10-04,954.0
2012-10-05,918.4
2012-10-08,861.25
2012-10-09,872.4
2012-10-10,854.9
2012-10-11,861.85
2012-10-12,859.4
2012-10-15,853.7
2012-10-16,841.1
2012-10-17,848.6
2012-10-18,871.7
2012-10-19,870.5
2012-10-22,881.25
2012-10-23,883.1
2012-10-25,920.65
2012-10-26,858.85
2012-10-29,858.4
2012-10-30,847.9
2012-10-31,851.55
2012-11-01,860.95
2012-11-02,856.95
2012-11-05,855.6
2012-11-06,849.85
2012-11-07,846.25
2012-11-08,841.7
2012-11-09,838.25
2012-11-12,833.55
2012-11-13,846.25
2012-11-15,836.85
2012-11-16,841.65
2012-11-19,838.75
2012-11-20,829.0
2012-11-21,824.65
2012-11-22,853.75
2012-11-23,861.6
2012-11-26,878.65
2012-11-27,872.7
2012-11-29,866.15
2012-11-30,882.2
2012-12-03,900.75
2012-12-04,892.4
2012-12-05,893.6
2012-12-06,925.15
2012-12-07,938.05
2012-12-10,939.3
2012-12-11,923.45
2012-12-12,911.5
2012-12-13,936.4
2012-12-14,940.75
2012-12-17,934.45
2012-12-18,924.8
2012-12-19,920.6
2012-12-20,915.8
2012-12-21,902.5
2012-12-24,888.65
2012-12-26,906.8
2012-12-27,915.6
2012-12-28,906.5
2012-12-31,903.55
