Date,DHANBANK
2012-01-02,45.2
2012-01-03,48.3
2012-01-04,48.25
2012-01-05,48.1
2012-01-06,48.7
2012-01-07,48.65
2012-01-09,49.35
2012-01-10,51.75
2012-01-11,52.85
2012-01-12,53.75
2012-01-13,54.75
2012-01-16,53.9
2012-01-17,54.75
2012-01-18,52.55
2012-01-19,53.85
2012-01-20,57.7
2012-01-23,58.8
2012-01-24,59.5
2012-01-25,60.45
2012-01-27,60.5
2012-01-30,55.8
2012-01-31,59.65
2012-02-01,58.25
2012-02-02,57.4
2012-02-03,57.35
2012-02-06,56.2
2012-02-07,55.95
2012-02-08,57.7
2012-02-09,67.5
2012-02-10,67.3
2012-02-13,64.0
2012-02-14,64.0
2012-02-15,64.25
2012-02-16,66.7
2012-02-17,65.25
2012-02-21,64.85
2012-02-22,61.75
2012-02-23,64.85
2012-02-24,69.8
2012-02-27,69.95
2012-02-28,73.75
2012-02-29,74.35
2012-03-01,72.2
2012-03-02,72.2
2012-03-03,72.15
2012-03-05,69.9
2012-03-06,69.1
2012-03-07,68.35
2012-03-09,70.5
2012-03-12,72.8
2012-03-13,72.75
2012-03-14,72.1
2012-03-15,70.15
2012-03-16,67.8
2012-03-19,68.05
2012-03-20,69.15
2012-03-21,70.2
2012-03-22,68.45
2012-03-23,67.7
2012-03-26,66.2
2012-03-27,64.75
2012-03-28,62.1
2012-03-29,58.3
2012-03-30,67.95
2012-04-02,70.3
2012-04-03,71.5
2012-04-04,75.7
2012-04-09,74.2
2012-04-10,74.25
2012-04-11,74.2
2012-04-12,74.45
2012-04-13,71.4
2012-04-16,71.75
2012-04-17,72.2
2012-04-18,70.95
2012-04-19,71.15
2012-04-20,67.1
2012-04-23,63.3
2012-04-24,64.0
2012-04-25,63.3
2012-04-26,61.3
2012-04-27,63.0
2012-04-28,62.9
2012-04-30,64.05
2012-05-02,63.1
2012-05-03,61.1
2012-05-04,59.1
2012-05-07,58.85
2012-05-08,58.5
2012-05-09,55.9
2012-05-10,55.75
2012-05-11,54.15
2012-05-14,52.7
2012-05-15,53.0
2012-05-16,51.8
2012-05-17,51.55
2012-05-18,51.6
2012-05-21,52.2
2012-05-22,51.8
2012-05-23,50.75
2012-05-24,51.35
2012-05-25,51.7
2012-05-28,56.0
2012-05-29,57.25
2012-05-30,54.85
2012-05-31,53.55
2012-06-01,53.5
2012-06-04,52.8
2012-06-05,53.35
2012-06-06,55.1
2012-06-07,55.3
2012-06-08,54.2
2012-06-11,54.25
2012-06-12,55.45
2012-06-13,55.6
2012-06-14,54.25
2012-06-15,54.75
2012-06-18,52.95
2012-06-19,53.25
2012-06-20,52.8
2012-06-21,53.25
2012-06-22,52.5
2012-06-25,52.7
2012-06-26,52.15
2012-06-27,52.35
2012-06-28,52.15
2012-06-29,53.95
2012-07-02,54.5
2012-07-03,54.45
2012-07-04,55.05
2012-07-05,61.9
2012-07-06,60.25
2012-07-09,58.45
2012-07-09,58.45
2012-07-10,59.55
2012-07-11,58.7
2012-07-12,60.05
2012-07-13,58.6
2012-07-16,57.65
2012-07-17,55.75
2012-07-18,56.45
2012-07-19,55.25
2012-07-20,54.6
2012-07-23,53.2
2012-07-24,53.7
2012-07-25,52.3
2012-07-26,50.95
2012-07-27,49.8
2012-07-30,50.25
2012-07-31,50.15
2012-08-01,51.8
2012-08-02,52.0
2012-08-03,52.0
2012-08-06,52.0
2012-08-07,51.4
2012-08-08,51.2
2012-08-09,50.3
2012-08-10,49.6
2012-08-13,48.85
2012-08-14,49.95
2012-08-16,50.0
2012-08-17,49.7
2012-08-21,49.65
2012-08-22,49.15
2012-08-23,48.75
2012-08-24,47.65
2012-08-27,46.75
2012-08-28,45.3
2012-08-29,43.7
2012-08-30,45.15
2012-08-31,45.6
2012-09-03,45.55
2012-09-04,45.65
2012-09-05,46.1
2012-09-06,45.95
2012-09-07,46.55
2012-09-08,45.95
2012-09-10,45.6
2012-09-11,46.0
2012-09-12,46.0
2012-09-13,46.1
2012-09-14,47.25
2012-09-17,49.0
2012-09-18,50.95
2012-09-20,52.8
2012-09-21,54.1
2012-09-24,54.65
2012-09-25,54.1
2012-09-26,53.9
2012-09-27,55.4
2012-09-28,55.55
2012-10-01,57.9
2012-10-03,58.95
2012-10-04,57.35
2012-10-05,57.0
2012-10-08,57.05
2012-10-09,57.15
2012-10-10,57.15
2012-10-11,57.15
2012-10-12,57.05
2012-10-15,58.25
2012-10-16,60.55
2012-10-17,58.7
2012-10-18,60.8
2012-10-19,59.35
2012-10-22,59.75
2012-10-23,59.5
2012-10-25,58.25
2012-10-26,56.85
2012-10-29,55.45
2012-10-30,53.9
2012-10-31,54.65
2012-11-01,56.35
2012-11-02,56.85
2012-11-05,55.75
2012-11-06,55.5
2012-11-07,56.55
2012-11-08,56.45
2012-11-09,55.25
2012-11-12,59.2
2012-11-13,62.75
2012-11-15,58.75
2012-11-16,56.55
2012-11-19,57.0
2012-11-20,55.2
2012-11-21,55.5
2012-11-22,55.15
2012-11-23,58.7
2012-11-26,62.6
2012-11-27,61.75
2012-11-29,64.55
2012-11-30,66.0
2012-12-03,69.3
2012-12-04,66.65
2012-12-05,66.9
2012-12-06,66.35
2012-12-07,67.5
2012-12-10,71.45
2012-12-11,68.25
2012-12-12,69.05
2012-12-13,66.15
2012-12-14,66.55
2012-12-17,67.1
2012-12-18,67.6
2012-12-19,69.6
2012-12-20,68.35
2012-12-21,66.2
2012-12-24,66.7
2012-12-26,67.3
2012-12-27,66.35
2012-12-28,66.15
2012-12-31,66.45
