Date,ATFL
2012-01-02,387.6
2012-01-03,388.65
2012-01-04,390.45
2012-01-05,389.95
2012-01-06,392.35
2012-01-07,392.0
2012-01-09,397.85
2012-01-10,401.65
2012-01-11,401.9
2012-01-12,404.45
2012-01-13,410.7
2012-01-16,398.35
2012-01-17,400.0
2012-01-18,399.6
2012-01-19,432.45
2012-01-20,454.75
2012-01-23,423.35
2012-01-24,421.35
2012-01-25,420.95
2012-01-27,423.05
2012-01-30,413.6
2012-01-31,419.9
2012-02-01,419.0
2012-02-02,419.5
2012-02-03,435.7
2012-02-06,428.7
2012-02-07,429.8
2012-02-08,432.15
2012-02-09,428.8
2012-02-10,425.55
2012-02-13,423.3
2012-02-14,426.6
2012-02-15,438.5
2012-02-16,429.9
2012-02-17,425.35
2012-02-21,434.15
2012-02-22,417.7
2012-02-23,421.35
2012-02-24,421.2
2012-02-27,425.9
2012-02-28,433.35
2012-02-29,431.65
2012-03-01,433.05
2012-03-02,435.1
2012-03-03,439.75
2012-03-05,441.4
2012-03-06,447.8
2012-03-07,447.1
2012-03-09,457.8
2012-03-12,463.95
2012-03-13,464.6
2012-03-14,449.8
2012-03-15,447.45
2012-03-16,438.4
2012-03-19,438.85
2012-03-20,447.5
2012-03-21,441.75
2012-03-22,421.0
2012-03-23,437.05
2012-03-26,437.4
2012-03-27,439.55
2012-03-28,439.9
2012-03-29,439.95
2012-03-30,444.75
2012-04-02,451.65
2012-04-03,462.1
2012-04-04,441.1
2012-04-09,439.95
2012-04-10,447.0
2012-04-11,434.15
2012-04-12,446.05
2012-04-13,449.9
2012-04-16,454.8
2012-04-17,453.95
2012-04-18,487.75
2012-04-19,495.7
2012-04-20,493.4
2012-04-23,485.1
2012-04-24,481.0
2012-04-25,483.1
2012-04-26,475.8
2012-04-27,482.2
2012-04-28,486.75
2012-04-30,504.35
2012-05-02,504.6
2012-05-03,486.45
2012-05-04,471.55
2012-05-07,481.05
2012-05-08,474.0
2012-05-09,469.45
2012-05-10,472.45
2012-05-11,466.45
2012-05-14,459.3
2012-05-15,464.8
2012-05-16,463.15
2012-05-17,461.4
2012-05-18,467.5
2012-05-21,475.0
2012-05-22,468.5
2012-05-23,463.0
2012-05-24,468.2
2012-05-25,481.1
2012-05-28,475.8
2012-05-29,463.65
2012-05-30,459.9
2012-05-31,460.5
2012-06-01,460.8
2012-06-04,464.5
2012-06-05,466.8
2012-06-06,466.35
2012-06-07,458.45
2012-06-08,457.95
2012-06-11,461.15
2012-06-12,461.9
2012-06-13,460.0
2012-06-14,457.75
2012-06-15,458.6
2012-06-18,451.9
2012-06-19,458.3
2012-06-20,459.05
2012-06-21,452.7
2012-06-22,447.7
2012-06-25,446.85
2012-06-26,447.95
2012-06-27,447.55
2012-06-28,445.5
2012-06-29,459.15
2012-07-02,460.95
2012-07-03,458.5
2012-07-04,464.65
2012-07-05,467.95
2012-07-06,461.95
2012-07-09,462.05
2012-07-09,462.05
2012-07-10,466.95
2012-07-11,464.95
2012-07-12,462.95
2012-07-13,458.3
2012-07-16,462.0
2012-07-17,462.05
2012-07-18,464.3
2012-07-19,462.25
2012-07-20,463.75
2012-07-23,459.95
2012-07-24,469.4
2012-07-25,471.7
2012-07-26,449.2
2012-07-27,458.8
2012-07-30,468.0
2012-07-31,461.0
2012-08-01,459.35
2012-08-02,456.2
2012-08-03,487.65
2012-08-06,471.9
2012-08-07,465.8
2012-08-08,462.05
2012-08-09,458.6
2012-08-10,457.6
2012-08-13,459.55
2012-08-14,461.05
2012-08-16,460.85
2012-08-17,463.0
2012-08-21,450.1
2012-08-22,450.3
2012-08-23,451.15
2012-08-24,445.45
2012-08-27,440.2
2012-08-28,444.9
2012-08-29,443.95
2012-08-30,446.6
2012-08-31,446.8
2012-09-03,445.65
2012-09-04,446.75
2012-09-05,440.05
2012-09-06,436.05
2012-09-07,430.3
2012-09-08,434.1
2012-09-10,438.9
2012-09-11,430.05
2012-09-12,428.25
2012-09-13,424.35
2012-09-14,416.95
2012-09-17,421.0
2012-09-18,418.15
2012-09-20,419.8
2012-09-21,414.7
2012-09-24,417.15
2012-09-25,415.8
2012-09-26,410.1
2012-09-27,408.0
2012-09-28,419.85
2012-10-01,422.4
2012-10-03,419.75
2012-10-04,412.75
2012-10-05,413.0
2012-10-08,410.45
2012-10-09,411.0
2012-10-10,409.25
2012-10-11,408.7
2012-10-12,402.0
2012-10-15,400.5
2012-10-16,410.0
2012-10-17,415.25
2012-10-18,431.35
2012-10-19,430.35
2012-10-22,428.95
2012-10-23,430.2
2012-10-25,430.95
2012-10-26,430.65
2012-10-29,426.6
2012-10-30,425.0
2012-10-31,424.8
2012-11-01,420.05
2012-11-02,419.7
2012-11-05,422.9
2012-11-06,422.95
2012-11-07,424.7
2012-11-08,420.35
2012-11-09,427.4
2012-11-12,428.0
2012-11-13,434.6
2012-11-15,429.45
2012-11-16,431.35
2012-11-19,435.0
2012-11-20,442.55
2012-11-21,442.15
2012-11-22,444.0
2012-11-23,444.95
2012-11-26,448.35
2012-11-27,449.35
2012-11-29,466.35
2012-11-30,467.1
2012-12-03,466.9
2012-12-04,462.1
2012-12-05,464.2
2012-12-06,464.75
2012-12-07,467.15
2012-12-10,465.3
2012-12-11,468.65
2012-12-12,466.05
2012-12-13,462.2
2012-12-14,462.45
2012-12-17,467.9
2012-12-18,469.55
2012-12-19,476.4
2012-12-20,470.95
2012-12-21,470.05
2012-12-24,481.6
2012-12-26,484.25
2012-12-27,481.85
2012-12-28,495.05
2012-12-31,510.65
