Date,JINDALPOLY
2012-01-02,163.65
2012-01-03,168.3
2012-01-04,172.95
2012-01-05,172.45
2012-01-06,174.85
2012-01-07,174.55
2012-01-09,189.3
2012-01-10,192.35
2012-01-11,194.1
2012-01-12,204.55
2012-01-13,200.65
2012-01-16,200.05
2012-01-17,198.65
2012-01-18,194.25
2012-01-19,198.65
2012-01-20,200.2
2012-01-23,196.85
2012-01-24,197.3
2012-01-25,202.8
2012-01-27,212.7
2012-01-30,211.4
2012-01-31,213.0
2012-02-01,215.65
2012-02-02,214.55
2012-02-03,221.35
2012-02-06,228.75
2012-02-07,227.5
2012-02-08,229.45
2012-02-09,238.1
2012-02-10,220.35
2012-02-13,216.55
2012-02-14,219.55
2012-02-15,224.45
2012-02-16,223.7
2012-02-17,218.9
2012-02-21,214.5
2012-02-22,206.4
2012-02-23,197.85
2012-02-24,191.25
2012-02-27,181.6
2012-02-28,187.05
2012-02-29,189.7
2012-03-01,190.3
2012-03-02,187.95
2012-03-03,186.15
2012-03-05,189.75
2012-03-06,187.25
2012-03-07,188.95
2012-03-09,192.05
2012-03-12,188.2
2012-03-13,191.3
2012-03-14,196.15
2012-03-15,198.5
2012-03-16,191.4
2012-03-19,191.8
2012-03-20,194.15
2012-03-21,195.95
2012-03-22,190.9
2012-03-23,188.95
2012-03-26,191.05
2012-03-27,190.55
2012-03-28,187.7
2012-03-29,188.1
2012-03-30,192.05
2012-04-02,198.9
2012-04-03,202.6
2012-04-04,204.05
2012-04-09,198.15
2012-04-10,196.15
2012-04-11,199.3
2012-04-12,198.75
2012-04-13,196.65
2012-04-16,195.7
2012-04-17,199.65
2012-04-18,201.65
2012-04-19,201.7
2012-04-20,197.5
2012-04-23,188.9
2012-04-24,190.8
2012-04-25,188.35
2012-04-26,189.0
2012-04-27,191.4
2012-04-28,192.05
2012-04-30,195.9
2012-05-02,198.1
2012-05-03,199.0
2012-05-04,195.35
2012-05-07,196.5
2012-05-08,195.35
2012-05-09,192.3
2012-05-10,190.05
2012-05-11,189.05
2012-05-14,172.45
2012-05-15,168.1
2012-05-16,171.45
2012-05-17,175.1
2012-05-18,169.55
2012-05-21,173.3
2012-05-22,169.25
2012-05-23,168.05
2012-05-24,170.5
2012-05-25,168.75
2012-05-28,169.65
2012-05-29,168.7
2012-05-30,164.95
2012-05-31,162.85
2012-06-01,162.85
2012-06-04,160.0
2012-06-05,159.55
2012-06-06,165.9
2012-06-07,171.2
2012-06-08,171.35
2012-06-11,169.85
2012-06-12,170.3
2012-06-13,170.3
2012-06-14,164.95
2012-06-15,164.4
2012-06-18,162.75
2012-06-19,163.3
2012-06-20,168.1
2012-06-21,167.4
2012-06-22,166.6
2012-06-25,168.25
2012-06-26,169.65
2012-06-27,168.25
2012-06-28,166.8
2012-06-29,172.6
2012-07-02,175.35
2012-07-03,176.35
2012-07-04,181.15
2012-07-05,186.1
2012-07-06,189.25
2012-07-09,187.8
2012-07-09,187.8
2012-07-10,188.65
2012-07-11,187.4
2012-07-12,183.25
2012-07-13,189.15
2012-07-16,186.45
2012-07-17,185.7
2012-07-18,186.8
2012-07-19,193.15
2012-07-20,192.5
2012-07-23,186.15
2012-07-24,185.05
2012-07-25,190.8
2012-07-26,182.35
2012-07-27,180.65
2012-07-30,182.95
2012-07-31,179.75
2012-08-01,183.7
2012-08-02,178.4
2012-08-03,175.75
2012-08-06,183.5
2012-08-07,182.3
2012-08-08,183.25
2012-08-09,181.25
2012-08-10,177.15
2012-08-13,175.25
2012-08-14,170.05
2012-08-16,171.6
2012-08-17,172.7
2012-08-21,173.6
2012-08-22,174.35
2012-08-23,171.35
2012-08-24,169.35
2012-08-27,165.65
2012-08-28,163.2
2012-08-29,160.55
2012-08-30,160.05
2012-08-31,155.1
2012-09-03,167.2
2012-09-04,170.95
2012-09-05,176.7
2012-09-06,174.75
2012-09-07,180.65
2012-09-08,179.25
2012-09-10,179.55
2012-09-11,179.85
2012-09-12,177.5
2012-09-13,180.55
2012-09-14,179.9
2012-09-17,178.65
2012-09-18,183.0
2012-09-20,179.5
2012-09-21,180.1
2012-09-24,179.3
2012-09-25,178.75
2012-09-26,177.7
2012-09-27,176.85
2012-09-28,181.9
2012-10-01,201.55
2012-10-03,209.5
2012-10-04,206.2
2012-10-05,209.55
2012-10-08,209.05
2012-10-09,208.3
2012-10-10,199.95
2012-10-11,207.9
2012-10-12,208.7
2012-10-15,204.95
2012-10-16,198.2
2012-10-17,202.05
2012-10-18,206.7
2012-10-19,209.35
2012-10-22,214.1
2012-10-23,220.9
2012-10-25,221.9
2012-10-26,212.15
2012-10-29,204.45
2012-10-30,199.9
2012-10-31,201.65
2012-11-01,201.1
2012-11-02,199.0
2012-11-05,199.1
2012-11-06,198.4
2012-11-07,196.85
2012-11-08,193.1
2012-11-09,187.95
2012-11-12,188.7
2012-11-13,192.35
2012-11-15,191.05
2012-11-16,189.35
2012-11-19,185.7
2012-11-20,183.0
2012-11-21,180.75
2012-11-22,179.05
2012-11-23,178.8
2012-11-26,181.75
2012-11-27,187.9
2012-11-29,189.65
2012-11-30,189.7
2012-12-03,189.9
2012-12-04,190.45
2012-12-05,189.4
2012-12-06,187.7
2012-12-07,187.9
2012-12-10,187.2
2012-12-11,184.25
2012-12-12,182.85
2012-12-13,177.65
2012-12-14,173.75
2012-12-17,174.45
2012-12-18,177.6
2012-12-19,177.1
2012-12-20,176.6
2012-12-21,173.65
2012-12-24,173.8
2012-12-26,173.9
2012-12-27,172.9
2012-12-28,173.5
2012-12-31,175.9
